gene,barcodeid,class,L1,H1,L2,H2,L3,H3,L4,H4
G0001,G0001_1,inactive,721.0,739.0,721.0,739.0,721.0,739.0,721.0,739.0
G0001,G0001_2,inactive,228.0,167.0,228.0,167.0,228.0,167.0,228.0,167.0
G0001,G0001_3,inactive,1055.0,1063.0,1055.0,1063.0,1055.0,1063.0,1055.0,1063.0
G0001,G0001_4,inactive,1885.0,1531.0,1885.0,1531.0,1885.0,1531.0,1885.0,1531.0
G0001,G0001_5,inactive,172.0,196.0,172.0,196.0,172.0,196.0,172.0,196.0
G0001,G0001_6,inactive,306.0,229.0,306.0,229.0,306.0,229.0,306.0,229.0
G0001,G0001_7,inactive,957.0,882.0,957.0,882.0,957.0,882.0,957.0,882.0
G0001,G0001_8,inactive,1276.0,1364.0,1276.0,1364.0,1276.0,1364.0,1276.0,1364.0
G0001,G0001_9,inactive,568.0,370.0,568.0,370.0,568.0,370.0,568.0,370.0
G0001,G0001_10,inactive,925.0,935.0,925.0,935.0,925.0,935.0,925.0,935.0
G0002,G0002_11,inactive,374.0,342.0,374.0,342.0,374.0,342.0,374.0,342.0
G0002,G0002_12,inactive,489.0,408.0,489.0,408.0,489.0,408.0,489.0,408.0
G0002,G0002_13,inactive,1530.0,1260.0,1530.0,1260.0,1530.0,1260.0,1530.0,1260.0
G0002,G0002_14,inactive,741.0,625.0,741.0,625.0,741.0,625.0,741.0,625.0
G0002,G0002_15,inactive,412.0,405.0,412.0,405.0,412.0,405.0,412.0,405.0
G0002,G0002_16,inactive,605.0,525.0,605.0,525.0,605.0,525.0,605.0,525.0
G0002,G0002_17,inactive,375.0,461.0,375.0,461.0,375.0,461.0,375.0,461.0
G0002,G0002_18,inactive,1772.0,1499.0,1772.0,1499.0,1772.0,1499.0,1772.0,1499.0
G0002,G0002_19,inactive,1477.0,1144.0,1477.0,1144.0,1477.0,1144.0,1477.0,1144.0
G0002,G0002_20,inactive,717.0,602.0,717.0,602.0,717.0,602.0,717.0,602.0
G0003,G0003_21,inactive,727.0,544.0,727.0,544.0,727.0,544.0,727.0,544.0
G0003,G0003_22,inactive,411.0,468.0,411.0,468.0,411.0,468.0,411.0,468.0
G0003,G0003_23,inactive,562.0,470.0,562.0,470.0,562.0,470.0,562.0,470.0
G0003,G0003_24,inactive,503.0,555.0,503.0,555.0,503.0,555.0,503.0,555.0
G0003,G0003_25,inactive,723.0,795.0,723.0,795.0,723.0,795.0,723.0,795.0
G0003,G0003_26,inactive,418.0,333.0,418.0,333.0,418.0,333.0,418.0,333.0
G0003,G0003_27,inactive,361.0,454.0,361.0,454.0,361.0,454.0,361.0,454.0
G0003,G0003_28,inactive,493.0,577.0,493.0,577.0,493.0,577.0,493.0,577.0
G0003,G0003_29,inactive,4580.0,3760.0,4580.0,3760.0,4580.0,3760.0,4580.0,3760.0
G0003,G0003_30,inactive,417.0,293.0,417.0,293.0,417.0,293.0,417.0,293.0
G0004,G0004_31,negcontrol,1300.0,1106.0,1300.0,1106.0,1300.0,1106.0,1300.0,1106.0
G0004,G0004_32,negcontrol,183.0,168.0,183.0,168.0,183.0,168.0,183.0,168.0
G0004,G0004_33,negcontrol,359.0,245.0,359.0,245.0,359.0,245.0,359.0,245.0
G0004,G0004_34,negcontrol,501.0,357.0,501.0,357.0,501.0,357.0,501.0,357.0
G0004,G0004_35,negcontrol,2155.0,1811.0,2155.0,1811.0,2155.0,1811.0,2155.0,1811.0
G0004,G0004_36,negcontrol,803.0,698.0,803.0,698.0,803.0,698.0,803.0,698.0
G0004,G0004_37,negcontrol,3394.0,2728.0,3394.0,2728.0,3394.0,2728.0,3394.0,2728.0
G0004,G0004_38,negcontrol,486.0,409.0,486.0,409.0,486.0,409.0,486.0,409.0
G0004,G0004_39,negcontrol,827.0,929.0,827.0,929.0,827.0,929.0,827.0,929.0
G0004,G0004_40,negcontrol,2672.0,2113.0,2672.0,2113.0,2672.0,2113.0,2672.0,2113.0
G0005,G0005_41,inactive,143.0,201.0,143.0,201.0,143.0,201.0,143.0,201.0
G0005,G0005_42,inactive,1075.0,913.0,1075.0,913.0,1075.0,913.0,1075.0,913.0
G0005,G0005_43,inactive,897.0,721.0,897.0,721.0,897.0,721.0,897.0,721.0
G0005,G0005_44,inactive,245.0,177.0,245.0,177.0,245.0,177.0,245.0,177.0
G0005,G0005_45,inactive,1786.0,1626.0,1786.0,1626.0,1786.0,1626.0,1786.0,1626.0
G0005,G0005_46,inactive,1305.0,1301.0,1305.0,1301.0,1305.0,1301.0,1305.0,1301.0
G0005,G0005_47,inactive,954.0,746.0,954.0,746.0,954.0,746.0,954.0,746.0
G0005,G0005_48,inactive,822.0,729.0,822.0,729.0,822.0,729.0,822.0,729.0
G0005,G0005_49,inactive,406.0,183.0,406.0,183.0,406.0,183.0,406.0,183.0
G0005,G0005_50,inactive,1892.0,1636.0,1892.0,1636.0,1892.0,1636.0,1892.0,1636.0
G0006,G0006_51,inactive,964.0,856.0,964.0,856.0,964.0,856.0,964.0,856.0
G0006,G0006_52,inactive,660.0,503.0,660.0,503.0,660.0,503.0,660.0,503.0
G0006,G0006_53,inactive,984.0,745.0,984.0,745.0,984.0,745.0,984.0,745.0
G0006,G0006_54,inactive,1031.0,949.0,1031.0,949.0,1031.0,949.0,1031.0,949.0
G0006,G0006_55,inactive,932.0,684.0,932.0,684.0,932.0,684.0,932.0,684.0
