"","gene","sgRNA","class","L1","L2","L3","L4","H1","H2","H3","H4"
"1","G0001","G0001_01","inactive",4,5,0,6,9,0,3,5
"2","G0001","G0001_02","inactive",55,36,27,33,46,47,24,32
"3","G0001","G0001_03","inactive",54,46,50,75,75,81,73,68
"4","G0001","G0001_04","inactive",36,26,39,46,36,51,40,68
"5","G0001","G0001_05","inactive",28,45,65,53,45,41,75,52
"6","G0001","G0001_06","inactive",74,52,90,67,74,79,76,69
"7","G0001","G0001_07","inactive",10,16,18,21,12,31,14,21
"8","G0001","G0001_08","inactive",4,12,14,9,21,20,13,12
"9","G0001","G0001_09","inactive",93,75,89,63,99,88,112,98
"10","G0001","G0001_10","inactive",26,46,57,46,26,57,40,34
"11","G0002","G0002_01","inactive",43,27,60,77,67,42,41,63
"12","G0002","G0002_02","inactive",35,35,59,30,28,45,35,33
"13","G0002","G0002_03","inactive",10,9,15,8,23,5,15,11
"14","G0002","G0002_04","inactive",19,20,17,18,18,25,19,13
"15","G0002","G0002_05","inactive",12,13,24,32,22,18,23,29
"16","G0002","G0002_06","inactive",45,41,34,46,45,72,34,46
"17","G0002","G0002_07","inactive",63,28,46,41,57,51,35,43
"18","G0002","G0002_08","inactive",23,18,18,20,19,19,10,19
"19","G0002","G0002_09","inactive",51,30,62,57,46,51,59,60
"20","G0002","G0002_10","inactive",221,163,260,189,216,291,232,189
"21","G0003","G0003_01","inactive",71,44,39,50,53,62,24,47
"22","G0003","G0003_02","inactive",26,28,38,51,30,42,39,33
"23","G0003","G0003_03","inactive",7,20,30,21,23,21,39,18
"24","G0003","G0003_04","inactive",32,26,19,13,20,35,7,7
"25","G0003","G0003_05","inactive",33,37,33,45,35,30,35,39
"26","G0003","G0003_06","inactive",26,45,75,61,37,36,60,42
"27","G0003","G0003_07","inactive",57,24,35,40,38,19,25,47
"28","G0003","G0003_08","inactive",74,78,55,53,89,92,48,45
"29","G0003","G0003_09","inactive",91,94,137,100,91,115,117,97
"30","G0003","G0003_10","inactive",25,16,18,35,21,30,7,38
"31","G0004","G0004_01","inactive",114,109,142,99,101,152,118,82
"32","G0004","G0004_02","inactive",40,25,50,35,34,28,56,18
"33","G0004","G0004_03","inactive",39,17,24,45,38,36,32,30
"34","G0004","G0004_04","inactive",17,16,15,25,20,23,8,27
"35","G0004","G0004_05","inactive",21,13,10,10,16,19,6,9
"36","G0004","G0004_06","inactive",20,28,52,29,21,49,29,25
"37","G0004","G0004_07","inactive",18,0,12,16,23,4,25,10
"38","G0004","G0004_08","inactive",86,107,100,80,80,141,102,83
"39","G0004","G0004_09","inactive",32,26,25,7,7,36,16,12
"40","G0004","G0004_10","inactive",12,15,24,8,12,12,20,9
"41","G0005","G0005_01","inactive",115,141,149,121,94,205,133,108
"42","G0005","G0005_02","inactive",75,75,34,50,64,87,41,38
"43","G0005","G0005_03","inactive",33,35,43,47,55,49,36,37
"44","G0005","G0005_04","inactive",64,80,101,87,71,136,99,74
"45","G0005","G0005_05","inactive",21,21,35,43,44,26,23,43
"46","G0005","G0005_06","inactive",4,17,35,21,12,23,35,18
"47","G0005","G0005_07","inactive",17,9,18,12,12,10,23,20
"48","G0005","G0005_08","inactive",80,42,53,58,83,66,50,34
"49","G0005","G0005_09","inactive",4,4,19,3,15,12,12,7
"50","G0005","G0005_10","inactive",43,26,40,44,43,56,48,38
"51","G0006","G0006_01","inactive",60,61,143,87,58,77,124,67
"52","G0006","G0006_02","inactive",115,110,133,188,132,166,145,189
"53","G0006","G0006_03","inactive",33,14,15,17,23,39,7,11
"54","G0006","G0006_04","inactive",29,11,25,20,24,19,27,13
"55","G0006","G0006_05","inactive",40,28,49,37,40,55,35,35
"56","G0006","G0006_06","inactive",4,0,6,6,9,4,1,13
"57","G0006","G0006_07","inactive",23,13,23,18,33,28,35,23
"58","G0006","G0006_08","inactive",115,86,98,117,88,92,113,120
"59","G0006","G0006_09","inactive",29,30,23,42,38,55,30,36
"60","G0006","G0006_10","inactive",15,9,20,25,14,8,15,19
"61","G0007","G0007_01","inactive",45,11,46,34,39,19,35,23
"62","G0007","G0007_02","inactive",6,16,31,12,19,25,30,10
"63","G0007","G0007_03","inactive",31,35,32,18,27,52,41,13
"64","G0007","G0007_04","inactive",91,59,95,142,94,122,80,93
"65","G0007","G0007_05","inactive",31,20,30,20,15,12,25,15
"66","G0007","G0007_06","inactive",44,26,22,30,33,38,29,23
"67","G0007","G0007_07","inactive",0,10,3,5,3,25,8,0
"68","G0007","G0007_08","inactive",39,27,28,20,43,44,24,24
"69","G0007","G0007_09","inactive",25,41,30,24,17,58,40,17
"70","G0007","G0007_10","inactive",30,14,9,3,12,12,17,13
"71","G0008","G0008_01","inactive",13,18,27,15,16,38,47,20
"72","G0008","G0008_02","inactive",19,18,21,11,15,25,22,17
"73","G0008","G0008_03","inactive",52,13,21,52,42,27,21,49
"74","G0008","G0008_04","inactive",18,20,30,46,29,32,26,28
"75","G0008","G0008_05","inactive",35,39,54,40,57,54,28,41
"76","G0008","G0008_06","inactive",40,11,61,33,51,32,47,26
"77","G0008","G0008_07","inactive",84,36,57,58,65,66,58,39
"78","G0008","G0008_08","inactive",41,31,51,46,59,50,41,43
"79","G0008","G0008_09","inactive",37,23,17,12,19,14,21,14
"80","G0008","G0008_10","inactive",23,30,49,19,28,51,38,27
"81","G0009","G0009_01","inactive",37,17,57,31,27,43,33,33
"82","G0009","G0009_02","inactive",31,9,26,27,21,17,24,31
"83","G0009","G0009_03","inactive",19,12,20,23,17,21,17,11
"84","G0009","G0009_04","inactive",8,8,24,23,11,14,28,13
"85","G0009","G0009_05","inactive",60,66,88,79,59,82,81,79
"86","G0009","G0009_06","inactive",40,18,31,33,48,34,30,40
"87","G0009","G0009_07","inactive",25,25,26,21,19,30,29,29
"88","G0009","G0009_08","inactive",22,23,33,34,17,31,20,31
"89","G0009","G0009_09","inactive",40,9,30,15,43,5,28,17
"90","G0009","G0009_10","inactive",11,6,7,2,7,4,19,2
"91","G0010","G0010_01","inactive",3,0,8,5,5,0,3,0
"92","G0010","G0010_02","inactive",110,50,129,73,87,86,118,65
"93","G0010","G0010_03","inactive",24,24,28,35,37,23,19,29
"94","G0010","G0010_04","inactive",20,18,19,29,17,29,12,24
"95","G0010","G0010_05","inactive",43,24,38,34,39,34,46,12
"96","G0010","G0010_06","inactive",9,5,14,2,17,7,13,1
"97","G0010","G0010_07","inactive",145,130,175,220,144,174,162,207
"98","G0010","G0010_08","inactive",18,25,33,23,16,24,20,20
"99","G0010","G0010_09","inactive",12,20,39,20,20,8,32,20
"100","G0010","G0010_10","inactive",27,30,40,19,30,24,37,17
"101","G0011","G0011_01","inactive",138,138,180,99,173,151,210,96
"102","G0011","G0011_02","inactive",29,14,11,28,37,22,3,29
"103","G0011","G0011_03","inactive",66,17,27,55,53,33,25,38
"104","G0011","G0011_04","inactive",28,40,35,45,28,51,31,50
"105","G0011","G0011_05","inactive",17,11,36,14,11,19,27,7
"106","G0011","G0011_06","inactive",11,7,19,8,18,10,23,11
"107","G0011","G0011_07","inactive",40,29,32,17,26,47,13,23
"108","G0011","G0011_08","inactive",8,12,17,26,8,21,14,27
"109","G0011","G0011_09","inactive",92,68,67,67,96,93,61,72
"110","G0011","G0011_10","inactive",104,81,120,97,105,114,94,106
"111","G0012","G0012_01","inactive",33,28,31,27,35,13,30,21
"112","G0012","G0012_02","inactive",15,33,35,16,28,53,31,18
"113","G0012","G0012_03","inactive",43,24,20,28,40,20,32,20
"114","G0012","G0012_04","inactive",81,67,67,68,85,82,38,59
"115","G0012","G0012_05","inactive",68,45,100,61,71,51,89,47
"116","G0012","G0012_06","inactive",26,20,27,25,23,31,28,34
"117","G0012","G0012_07","inactive",62,41,59,46,52,43,41,48
"118","G0012","G0012_08","inactive",19,12,24,21,39,10,35,15
"119","G0012","G0012_09","inactive",25,16,28,39,31,36,24,58
"120","G0012","G0012_10","inactive",28,24,37,34,35,33,19,48
"121","G0013","G0013_01","inactive",102,67,119,87,84,99,95,119
"122","G0013","G0013_02","inactive",78,45,99,98,67,98,80,79
"123","G0013","G0013_03","inactive",48,30,39,34,51,70,55,36
