gene,sgRNA,class,L1,L2,L3,L4,H1,H2,H3,H4
G0001,G0001_1,inactive,646.0,575.0,612.0,892.0,495.0,395.0,364.0,747.0
G0001,G0001_2,inactive,1304.0,1270.0,403.0,933.0,1097.0,789.0,397.0,769.0
G0001,G0001_3,inactive,388.0,1197.0,1166.0,981.0,375.0,848.0,896.0,703.0
G0001,G0001_4,inactive,202.0,245.0,78.0,275.0,123.0,225.0,85.0,273.0
G0001,G0001_5,inactive,2987.0,2728.0,2415.0,2534.0,2356.0,1825.0,1695.0,1950.0
G0001,G0001_6,inactive,625.0,602.0,457.0,390.0,453.0,474.0,340.0,325.0
G0001,G0001_7,inactive,1072.0,1133.0,1399.0,737.0,735.0,817.0,1143.0,616.0
G0001,G0001_8,inactive,498.0,179.0,361.0,227.0,556.0,120.0,311.0,178.0
G0001,G0001_9,inactive,115.0,269.0,360.0,388.0,96.0,166.0,350.0,272.0
G0001,G0001_10,inactive,258.0,353.0,132.0,507.0,176.0,269.0,50.0,390.0
G0002,G0002_11,inactive,705.0,823.0,543.0,1037.0,544.0,580.0,522.0,902.0
G0002,G0002_12,inactive,1166.0,984.0,494.0,490.0,993.0,650.0,419.0,421.0
G0002,G0002_13,inactive,1837.0,1009.0,1844.0,1253.0,1530.0,789.0,1536.0,1050.0
G0002,G0002_14,inactive,658.0,1257.0,362.0,914.0,440.0,946.0,257.0,657.0
G0002,G0002_15,inactive,402.0,824.0,372.0,839.0,312.0,499.0,361.0,717.0
G0002,G0002_16,inactive,2962.0,2946.0,2141.0,2035.0,2143.0,2137.0,1729.0,1645.0
G0002,G0002_17,inactive,692.0,884.0,489.0,413.0,537.0,642.0,395.0,326.0
G0002,G0002_18,inactive,830.0,1338.0,826.0,1839.0,671.0,1021.0,628.0,1298.0
G0002,G0002_19,inactive,1198.0,898.0,947.0,1798.0,894.0,691.0,880.0,1528.0
G0002,G0002_20,inactive,1915.0,1603.0,1252.0,1644.0,1665.0,1275.0,1061.0,1276.0
G0003,G0003_21,increasing,1508.0,1571.0,1002.0,1131.0,2794.0,2362.0,1694.0,2273.0
G0003,G0003_22,increasing,1818.0,1136.0,1065.0,2299.0,3251.0,1797.0,2009.0,4174.0
G0003,G0003_23,increasing,424.0,577.0,280.0,246.0,615.0,1058.0,532.0,486.0
G0003,G0003_24,increasing,2422.0,1723.0,1096.0,1099.0,4841.0,2566.0,2335.0,2264.0
G0003,G0003_25,increasing,1651.0,1710.0,2427.0,2225.0,2837.0,2873.0,4497.0,3906.0
G0003,G0003_26,increasing,488.0,422.0,849.0,115.0,817.0,611.0,1655.0,310.0
G0003,G0003_27,increasing,105.0,171.0,173.0,112.0,97.0,90.0,199.0,111.0
G0003,G0003_28,increasing,2017.0,1307.0,772.0,2180.0,3798.0,2073.0,1156.0,4076.0
G0003,G0003_29,increasing,2811.0,3111.0,2854.0,2767.0,4956.0,5040.0,5157.0,5665.0
G0003,G0003_30,increasing,970.0,1310.0,1153.0,353.0,1628.0,2259.0,1872.0,616.0
G0004,G0004_31,inactive,546.0,508.0,151.0,359.0,472.0,381.0,95.0,226.0
G0004,G0004_32,inactive,1529.0,1207.0,1237.0,1225.0,1448.0,858.0,1015.0,1033.0
G0004,G0004_33,inactive,667.0,834.0,890.0,639.0,530.0,475.0,810.0,468.0
G0004,G0004_34,inactive,1829.0,1751.0,1279.0,1573.0,1344.0,1165.0,1047.0,1325.0
G0004,G0004_35,inactive,312.0,144.0,425.0,449.0,260.0,106.0,341.0,444.0
G0004,G0004_36,inactive,628.0,627.0,712.0,884.0,458.0,479.0,616.0,839.0
G0004,G0004_37,inactive,1162.0,1612.0,1488.0,1268.0,917.0,935.0,1248.0,948.0
G0004,G0004_38,inactive,687.0,840.0,1183.0,825.0,506.0,701.0,836.0,605.0
G0004,G0004_39,inactive,1703.0,2367.0,2117.0,1828.0,1483.0,1816.0,1755.0,1483.0
G0004,G0004_40,inactive,1908.0,2183.0,1581.0,2744.0,1605.0,1688.0,1282.0,2403.0
G0005,G0005_41,inactive,2040.0,1840.0,1562.0,1636.0,1624.0,1223.0,1380.0,1350.0
G0005,G0005_42,inactive,1406.0,587.0,716.0,1374.0,1155.0,383.0,573.0,1255.0
G0005,G0005_43,inactive,456.0,774.0,334.0,760.0,462.0,591.0,245.0,786.0
G0005,G0005_44,inactive,194.0,207.0,223.0,196.0,149.0,142.0,170.0,120.0
G0005,G0005_45,inactive,515.0,1402.0,1417.0,1207.0,423.0,964.0,1205.0,957.0
G0005,G0005_46,inactive,404.0,261.0,383.0,461.0,364.0,170.0,318.0,313.0
G0005,G0005_47,inactive,640.0,776.0,478.0,538.0,398.0,519.0,374.0,367.0
G0005,G0005_48,inactive,2038.0,2050.0,1578.0,2398.0,1720.0,1395.0,1330.0,1900.0
G0005,G0005_49,inactive,1102.0,642.0,611.0,708.0,961.0,482.0,526.0,542.0
G0005,G0005_50,inactive,2104.0,1501.0,1500.0,1744.0,1583.0,1178.0,1166.0,1269.0
G0006,G0006_51,inactive,754.0,389.0,386.0,428.0,753.0,242.0,299.0,436.0
G0006,G0006_52,inactive,182.0,403.0,328.0,94.0,158.0,396.0,262.0,84.0
G0006,G0006_53,inactive,725.0,1080.0,1304.0,610.0,554.0,644.0,1046.0,537.0
G0006,G0006_54,inactive,915.0,743.0,582.0,687.0,687.0,610.0,584.0,556.0
G0006,G0006_55,inactive,851.0,176.0,321.0,631.0,831.0,124.0,227.0,406.0
