gene,sgRNA,class,L1,L2,L3,L4,H1,H2,H3,H4
G0001,G0001_1,inactive,38.0,34.0,75.0,51.0,33.0,29.0,79.0,40.0
G0001,G0001_2,inactive,0.0,35.0,0.0,71.0,0.0,36.0,0.0,47.0
G0001,G0001_3,inactive,121.0,98.0,64.0,0.0,91.0,99.0,52.0,0.0
G0001,G0001_4,inactive,88.0,182.0,106.0,238.0,56.0,127.0,78.0,206.0
G0001,G0001_5,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0001,G0001_6,inactive,0.0,0.0,32.0,0.0,0.0,0.0,14.0,0.0
G0001,G0001_7,inactive,78.0,35.0,50.0,77.0,42.0,28.0,43.0,57.0
G0001,G0001_8,inactive,183.0,74.0,132.0,213.0,141.0,60.0,129.0,195.0
G0001,G0001_9,inactive,57.0,40.0,32.0,0.0,34.0,24.0,29.0,0.0
G0001,G0001_10,inactive,164.0,31.0,37.0,294.0,102.0,34.0,24.0,228.0
G0002,G0002_11,inactive,50.0,0.0,36.0,31.0,21.0,0.0,27.0,35.0
G0002,G0002_12,inactive,0.0,31.0,0.0,135.0,0.0,26.0,0.0,89.0
G0002,G0002_13,inactive,174.0,128.0,111.0,124.0,103.0,97.0,108.0,91.0
G0002,G0002_14,inactive,0.0,254.0,59.0,104.0,0.0,210.0,52.0,62.0
G0002,G0002_15,inactive,0.0,76.0,0.0,0.0,0.0,64.0,0.0,0.0
G0002,G0002_16,inactive,41.0,0.0,53.0,50.0,28.0,0.0,47.0,33.0
G0002,G0002_17,inactive,0.0,120.0,0.0,124.0,0.0,65.0,0.0,92.0
G0002,G0002_18,inactive,191.0,73.0,105.0,0.0,165.0,67.0,70.0,0.0
G0002,G0002_19,inactive,338.0,162.0,104.0,93.0,283.0,135.0,78.0,106.0
G0002,G0002_20,inactive,0.0,0.0,0.0,176.0,0.0,0.0,0.0,149.0
G0003,G0003_21,inactive,132.0,0.0,60.0,76.0,101.0,0.0,40.0,67.0
G0003,G0003_22,inactive,73.0,81.0,0.0,87.0,50.0,65.0,0.0,64.0
G0003,G0003_23,inactive,42.0,115.0,0.0,31.0,34.0,108.0,0.0,27.0
G0003,G0003_24,inactive,33.0,0.0,0.0,116.0,42.0,0.0,0.0,49.0
G0003,G0003_25,inactive,126.0,181.0,157.0,0.0,100.0,120.0,104.0,0.0
G0003,G0003_26,inactive,93.0,0.0,74.0,45.0,60.0,0.0,57.0,38.0
G0003,G0003_27,inactive,41.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0
G0003,G0003_28,inactive,44.0,38.0,36.0,48.0,38.0,27.0,21.0,38.0
G0003,G0003_29,inactive,418.0,436.0,314.0,560.0,363.0,349.0,222.0,431.0
G0003,G0003_30,inactive,43.0,35.0,70.0,49.0,29.0,25.0,55.0,41.0
G0004,G0004_31,negcontrol,286.0,98.0,65.0,174.0,213.0,80.0,81.0,109.0
G0004,G0004_32,negcontrol,0.0,45.0,0.0,104.0,0.0,24.0,0.0,106.0
G0004,G0004_33,negcontrol,0.0,148.0,0.0,36.0,0.0,111.0,0.0,23.0
G0004,G0004_34,negcontrol,0.0,50.0,0.0,53.0,0.0,25.0,0.0,35.0
G0004,G0004_35,negcontrol,161.0,261.0,79.0,113.0,132.0,173.0,100.0,63.0
G0004,G0004_36,negcontrol,98.0,42.0,66.0,173.0,56.0,34.0,66.0,132.0
G0004,G0004_37,negcontrol,283.0,240.0,243.0,313.0,195.0,170.0,199.0,244.0
G0004,G0004_38,negcontrol,0.0,108.0,89.0,70.0,0.0,97.0,82.0,91.0
G0004,G0004_39,negcontrol,52.0,87.0,198.0,39.0,38.0,62.0,162.0,38.0
G0004,G0004_40,negcontrol,373.0,424.0,123.0,196.0,255.0,256.0,116.0,180.0
G0005,G0005_41,inactive,44.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
G0005,G0005_42,inactive,86.0,72.0,63.0,84.0,58.0,62.0,46.0,64.0
G0005,G0005_43,inactive,0.0,88.0,70.0,89.0,0.0,76.0,56.0,69.0
G0005,G0005_44,inactive,45.0,43.0,0.0,53.0,29.0,33.0,0.0,38.0
G0005,G0005_45,inactive,211.0,100.0,67.0,195.0,171.0,75.0,90.0,129.0
G0005,G0005_46,inactive,144.0,144.0,63.0,44.0,90.0,122.0,52.0,46.0
G0005,G0005_47,inactive,93.0,82.0,22.0,105.0,54.0,51.0,22.0,140.0
G0005,G0005_48,inactive,40.0,53.0,120.0,61.0,16.0,37.0,116.0,80.0
G0005,G0005_49,inactive,33.0,0.0,67.0,0.0,28.0,0.0,50.0,0.0
G0005,G0005_50,inactive,163.0,122.0,158.0,91.0,110.0,98.0,155.0,98.0
G0006,G0006_51,inactive,190.0,197.0,87.0,46.0,128.0,144.0,76.0,36.0
G0006,G0006_52,inactive,117.0,26.0,68.0,50.0,76.0,36.0,41.0,32.0
G0006,G0006_53,inactive,27.0,71.0,114.0,113.0,31.0,63.0,87.0,123.0
G0006,G0006_54,inactive,203.0,164.0,56.0,184.0,131.0,108.0,57.0,154.0
