gene,sgRNA,class,L1,L2,L3,L4,H1,H2,H3,H4
G0001,G0001_1,inactive,0.0,0.0,0.0,109.0,0.0,0.0,0.0,64.0
G0001,G0001_2,inactive,171.0,321.0,195.0,420.0,110.0,202.0,108.0,259.0
G0001,G0001_3,inactive,101.0,0.0,96.0,42.0,53.0,0.0,49.0,23.0
G0001,G0001_4,inactive,113.0,123.0,117.0,46.0,63.0,78.0,41.0,29.0
G0001,G0001_5,inactive,0.0,0.0,107.0,41.0,0.0,0.0,57.0,34.0
G0001,G0001_6,inactive,165.0,361.0,102.0,187.0,95.0,217.0,63.0,93.0
G0001,G0001_7,inactive,58.0,0.0,0.0,203.0,34.0,0.0,0.0,106.0
G0001,G0001_8,inactive,367.0,206.0,146.0,267.0,226.0,145.0,67.0,175.0
G0001,G0001_9,inactive,109.0,157.0,125.0,41.0,65.0,98.0,83.0,41.0
G0001,G0001_10,inactive,0.0,0.0,219.0,161.0,0.0,0.0,96.0,98.0
G0002,G0002_11,inactive,38.0,110.0,0.0,0.0,25.0,84.0,0.0,0.0
G0002,G0002_12,inactive,0.0,0.0,51.0,0.0,0.0,0.0,29.0,0.0
G0002,G0002_13,inactive,0.0,0.0,55.0,0.0,0.0,0.0,28.0,0.0
G0002,G0002_14,inactive,0.0,0.0,59.0,0.0,0.0,0.0,25.0,0.0
G0002,G0002_15,inactive,245.0,421.0,90.0,137.0,150.0,306.0,50.0,101.0
G0002,G0002_16,inactive,388.0,114.0,399.0,65.0,205.0,64.0,185.0,34.0
G0002,G0002_17,inactive,159.0,256.0,105.0,133.0,81.0,163.0,55.0,68.0
G0002,G0002_18,inactive,0.0,0.0,96.0,0.0,0.0,0.0,35.0,0.0
G0002,G0002_19,inactive,56.0,192.0,58.0,82.0,31.0,119.0,23.0,48.0
G0002,G0002_20,inactive,0.0,49.0,43.0,51.0,0.0,41.0,27.0,32.0
G0003,G0003_21,inactive,156.0,75.0,50.0,113.0,105.0,37.0,24.0,52.0
G0003,G0003_22,inactive,104.0,0.0,0.0,49.0,69.0,0.0,0.0,30.0
G0003,G0003_23,inactive,60.0,73.0,51.0,96.0,42.0,29.0,21.0,48.0
G0003,G0003_24,inactive,297.0,171.0,147.0,188.0,182.0,101.0,82.0,102.0
G0003,G0003_25,inactive,99.0,563.0,179.0,103.0,70.0,375.0,79.0,48.0
G0003,G0003_26,inactive,272.0,258.0,47.0,321.0,158.0,170.0,22.0,179.0
G0003,G0003_27,inactive,100.0,62.0,47.0,42.0,78.0,39.0,33.0,29.0
G0003,G0003_28,inactive,48.0,0.0,103.0,56.0,32.0,0.0,43.0,20.0
G0003,G0003_29,inactive,58.0,120.0,86.0,0.0,39.0,57.0,52.0,0.0
G0003,G0003_30,inactive,185.0,285.0,138.0,124.0,132.0,205.0,62.0,66.0
G0004,G0004_31,negcontrol,0.0,0.0,0.0,88.0,0.0,0.0,0.0,44.0
G0004,G0004_32,negcontrol,0.0,48.0,0.0,0.0,0.0,42.0,0.0,0.0
G0004,G0004_33,negcontrol,0.0,41.0,0.0,49.0,0.0,30.0,0.0,18.0
G0004,G0004_34,negcontrol,0.0,70.0,115.0,46.0,0.0,50.0,39.0,42.0
G0004,G0004_35,negcontrol,40.0,181.0,102.0,0.0,29.0,91.0,45.0,0.0
G0004,G0004_36,negcontrol,165.0,54.0,98.0,187.0,110.0,37.0,52.0,109.0
G0004,G0004_37,negcontrol,0.0,72.0,0.0,46.0,0.0,42.0,0.0,39.0
G0004,G0004_38,negcontrol,64.0,237.0,0.0,147.0,40.0,125.0,0.0,87.0
G0004,G0004_39,negcontrol,429.0,277.0,210.0,101.0,316.0,168.0,116.0,72.0
G0004,G0004_40,negcontrol,202.0,74.0,47.0,0.0,124.0,22.0,25.0,0.0
G0005,G0005_41,inactive,126.0,179.0,230.0,0.0,79.0,115.0,95.0,0.0
G0005,G0005_42,inactive,52.0,0.0,57.0,54.0,36.0,0.0,23.0,29.0
G0005,G0005_43,inactive,48.0,73.0,178.0,44.0,39.0,45.0,74.0,37.0
G0005,G0005_44,inactive,165.0,0.0,0.0,162.0,82.0,0.0,0.0,93.0
G0005,G0005_45,inactive,165.0,184.0,365.0,629.0,99.0,119.0,161.0,404.0
G0005,G0005_46,inactive,157.0,256.0,157.0,96.0,103.0,171.0,77.0,54.0
G0005,G0005_47,inactive,147.0,94.0,196.0,52.0,104.0,49.0,88.0,17.0
G0005,G0005_48,inactive,65.0,0.0,83.0,95.0,37.0,0.0,57.0,56.0
G0005,G0005_49,inactive,148.0,0.0,64.0,0.0,97.0,0.0,19.0,0.0
G0005,G0005_50,inactive,48.0,175.0,113.0,183.0,36.0,104.0,74.0,113.0
G0006,G0006_51,inactive,125.0,70.0,0.0,128.0,73.0,35.0,0.0,95.0
G0006,G0006_52,inactive,271.0,229.0,107.0,246.0,169.0,136.0,48.0,152.0
G0006,G0006_53,inactive,0.0,73.0,0.0,0.0,0.0,29.0,0.0,0.0
G0006,G0006_54,inactive,50.0,100.0,51.0,0.0,42.0,60.0,17.0,0.0
G0006,G0006_55,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0006,G0006_56,inactive,51.0,46.0,173.0,197.0,40.0,25.0,113.0,117.0
G0006,G0006_57,inactive,58.0,113.0,54.0,142.0,21.0,82.0,25.0,82.0
G0006,G0006_58,inactive,61.0,58.0,171.0,59.0,39.0,33.0,98.0,24.0
G0006,G0006_59,inactive,0.0,75.0,54.0,0.0,0.0,40.0,25.0,0.0
G0006,G0006_60,inactive,253.0,282.0,166.0,54.0,150.0,184.0,73.0,33.0
G0007,G0007_61,negcontrol,0.0,52.0,116.0,0.0,0.0,29.0,56.0,0.0
G0007,G0007_62,negcontrol,160.0,159.0,54.0,103.0,119.0,94.0,28.0,59.0
G0007,G0007_63,negcontrol,122.0,62.0,0.0,0.0,58.0,31.0,0.0,0.0
G0007,G0007_64,negcontrol,53.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0
G0007,G0007_65,negcontrol,124.0,0.0,0.0,55.0,74.0,0.0,0.0,32.0
G0007,G0007_66,negcontrol,239.0,110.0,61.0,0.0,162.0,65.0,29.0,0.0
G0007,G0007_67,negcontrol,100.0,0.0,151.0,0.0,85.0,0.0,62.0,0.0
G0007,G0007_68,negcontrol,57.0,121.0,140.0,191.0,37.0,83.0,81.0,120.0
G0007,G0007_69,negcontrol,111.0,65.0,159.0,47.0,50.0,31.0,74.0,19.0
G0007,G0007_70,negcontrol,0.0,185.0,0.0,53.0,0.0,101.0,0.0,23.0
G0008,G0008_71,inactive,376.0,97.0,293.0,284.0,249.0,72.0,158.0,223.0
G0008,G0008_72,inactive,0.0,172.0,40.0,87.0,0.0,106.0,23.0,58.0
G0008,G0008_73,inactive,97.0,62.0,48.0,0.0,87.0,33.0,19.0,0.0
G0008,G0008_74,inactive,53.0,149.0,134.0,92.0,35.0,120.0,79.0,57.0
G0008,G0008_75,inactive,48.0,238.0,217.0,169.0,31.0,141.0,120.0,99.0
G0008,G0008_76,inactive,0.0,65.0,59.0,38.0,0.0,44.0,26.0,45.0
G0008,G0008_77,inactive,54.0,100.0,160.0,112.0,44.0,59.0,72.0,74.0
G0008,G0008_78,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0008,G0008_79,inactive,117.0,133.0,103.0,42.0,68.0,65.0,40.0,24.0
G0008,G0008_80,inactive,202.0,120.0,98.0,104.0,133.0,61.0,44.0,65.0
G0009,G0009_81,inactive,48.0,58.0,0.0,0.0,44.0,28.0,0.0,0.0
G0009,G0009_82,inactive,106.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0
G0009,G0009_83,inactive,0.0,62.0,47.0,0.0,0.0,31.0,20.0,0.0
G0009,G0009_84,inactive,218.0,333.0,405.0,227.0,151.0,219.0,197.0,168.0
G0009,G0009_85,inactive,48.0,0.0,113.0,133.0,23.0,0.0,63.0,102.0
G0009,G0009_86,inactive,62.0,103.0,50.0,0.0,42.0,54.0,36.0,0.0
G0009,G0009_87,inactive,113.0,112.0,44.0,50.0,89.0,68.0,24.0,24.0
G0009,G0009_88,inactive,0.0,64.0,52.0,223.0,0.0,36.0,25.0,122.0
G0009,G0009_89,inactive,65.0,393.0,116.0,180.0,47.0,228.0,47.0,143.0
G0009,G0009_90,inactive,0.0,49.0,0.0,0.0,0.0,26.0,0.0,0.0
G0010,G0010_91,negcontrol,44.0,232.0,199.0,170.0,41.0,160.0,115.0,133.0
G0010,G0010_92,negcontrol,51.0,58.0,105.0,99.0,40.0,33.0,41.0,57.0
G0010,G0010_93,negcontrol,0.0,237.0,52.0,49.0,0.0,147.0,21.0,32.0
G0010,G0010_94,negcontrol,243.0,232.0,251.0,244.0,159.0,129.0,125.0,157.0
G0010,G0010_95,negcontrol,246.0,317.0,173.0,322.0,152.0,201.0,104.0,196.0
G0010,G0010_96,negcontrol,106.0,57.0,146.0,231.0,66.0,27.0,89.0,135.0
G0010,G0010_97,negcontrol,62.0,153.0,51.0,365.0,45.0,86.0,26.0,194.0
G0010,G0010_98,negcontrol,0.0,54.0,53.0,49.0,0.0,36.0,23.0,22.0
G0010,G0010_99,negcontrol,0.0,0.0,52.0,0.0,0.0,0.0,13.0,0.0
G0010,G0010_100,negcontrol,115.0,113.0,145.0,95.0,70.0,77.0,67.0,62.0
G0011,G0011_101,inactive,48.0,66.0,0.0,32.0,43.0,19.0,0.0,24.0
G0011,G0011_102,inactive,101.0,0.0,0.0,193.0,81.0,0.0,0.0,122.0
G0011,G0011_103,inactive,254.0,436.0,350.0,239.0,174.0,285.0,165.0,114.0
G0011,G0011_104,inactive,49.0,58.0,160.0,77.0,39.0,35.0,82.0,56.0
G0011,G0011_105,inactive,155.0,0.0,96.0,146.0,95.0,0.0,37.0,113.0
G0011,G0011_106,inactive,0.0,0.0,0.0,59.0,0.0,0.0,0.0,37.0
G0011,G0011_107,inactive,135.0,0.0,39.0,0.0,74.0,0.0,31.0,0.0
G0011,G0011_108,inactive,103.0,245.0,161.0,108.0,60.0,125.0,95.0,55.0
G0011,G0011_109,inactive,94.0,118.0,150.0,194.0,80.0,74.0,71.0,137.0
G0011,G0011_110,inactive,50.0,53.0,0.0,106.0,33.0,44.0,0.0,64.0
G0012,G0012_111,inactive,165.0,49.0,158.0,138.0,110.0,42.0,75.0,86.0
G0012,G0012_112,inactive,0.0,0.0,94.0,193.0,0.0,0.0,51.0,139.0
G0012,G0012_113,inactive,54.0,0.0,0.0,86.0,26.0,0.0,0.0,69.0
