gene,barcodeid,class,L1,H1,L2,H2,L3,H3,L4,H4
G0001,G0001_1,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0001,G0001_2,inactive,1683.0,1358.0,1683.0,1358.0,1683.0,1358.0,1683.0,1358.0
G0001,G0001_3,inactive,910.0,573.0,910.0,573.0,910.0,573.0,910.0,573.0
G0001,G0001_4,inactive,963.0,623.0,963.0,623.0,963.0,623.0,963.0,623.0
G0001,G0001_5,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0001,G0001_6,inactive,1926.0,1489.0,1926.0,1489.0,1926.0,1489.0,1926.0,1489.0
G0001,G0001_7,inactive,408.0,211.0,408.0,211.0,408.0,211.0,408.0,211.0
G0001,G0001_8,inactive,3896.0,3036.0,3896.0,3036.0,3896.0,3036.0,3896.0,3036.0
G0001,G0001_9,inactive,1006.0,759.0,1006.0,759.0,1006.0,759.0,1006.0,759.0
G0001,G0001_10,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0002,G0002_11,inactive,486.0,398.0,486.0,398.0,486.0,398.0,486.0,398.0
G0002,G0002_12,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0002,G0002_13,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0002,G0002_14,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0002,G0002_15,inactive,1910.0,1299.0,1910.0,1299.0,1910.0,1299.0,1910.0,1299.0
G0002,G0002_16,inactive,4377.0,3327.0,4377.0,3327.0,4377.0,3327.0,4377.0,3327.0
G0002,G0002_17,inactive,1420.0,1005.0,1420.0,1005.0,1420.0,1005.0,1420.0,1005.0
G0002,G0002_18,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0002,G0002_19,inactive,777.0,488.0,777.0,488.0,777.0,488.0,777.0,488.0
G0002,G0002_20,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0003,G0003_21,inactive,1276.0,894.0,1276.0,894.0,1276.0,894.0,1276.0,894.0
G0003,G0003_22,inactive,951.0,787.0,951.0,787.0,951.0,787.0,951.0,787.0
G0003,G0003_23,inactive,457.0,326.0,457.0,326.0,457.0,326.0,457.0,326.0
G0003,G0003_24,inactive,2282.0,1654.0,2282.0,1654.0,2282.0,1654.0,2282.0,1654.0
G0003,G0003_25,inactive,1127.0,758.0,1127.0,758.0,1127.0,758.0,1127.0,758.0
G0003,G0003_26,inactive,2504.0,2082.0,2504.0,2082.0,2504.0,2082.0,2504.0,2082.0
G0003,G0003_27,inactive,939.0,633.0,939.0,633.0,939.0,633.0,939.0,633.0
G0003,G0003_28,inactive,429.0,290.0,429.0,290.0,429.0,290.0,429.0,290.0
G0003,G0003_29,inactive,530.0,353.0,530.0,353.0,530.0,353.0,530.0,353.0
G0003,G0003_30,inactive,2299.0,1851.0,2299.0,1851.0,2299.0,1851.0,2299.0,1851.0
G0004,G0004_31,negcontrol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
