gene,sgRNA,class,L1,L2,L3,L4,H1,H2,H3,H4
G0001,G0001_1,inactive,196.0,329.0,472.0,313.0,211.0,282.0,277.0,251.0
G0001,G0001_2,inactive,2244.0,2497.0,1996.0,1976.0,1935.0,1979.0,1705.0,1589.0
G0001,G0001_3,inactive,1004.0,1508.0,1242.0,567.0,784.0,1350.0,1188.0,513.0
G0001,G0001_4,inactive,972.0,828.0,814.0,655.0,856.0,560.0,620.0,524.0
G0001,G0001_5,inactive,747.0,1095.0,1104.0,795.0,710.0,1016.0,906.0,620.0
G0001,G0001_6,inactive,1335.0,1283.0,1143.0,1287.0,1097.0,1139.0,989.0,1080.0
G0001,G0001_7,inactive,397.0,989.0,1201.0,614.0,361.0,788.0,1025.0,508.0
G0001,G0001_8,inactive,2315.0,2076.0,1857.0,2067.0,1891.0,1874.0,1489.0,1709.0
G0001,G0001_9,inactive,1179.0,1040.0,1396.0,621.0,1074.0,955.0,1083.0,436.0
G0001,G0001_10,inactive,1459.0,1758.0,1937.0,1750.0,1348.0,1382.0,1599.0,1352.0
G0002,G0002_11,inactive,484.0,903.0,1181.0,878.0,401.0,817.0,1064.0,714.0
G0002,G0002_12,inactive,497.0,569.0,511.0,315.0,337.0,446.0,388.0,302.0
G0002,G0002_13,inactive,402.0,448.0,546.0,338.0,389.0,411.0,466.0,326.0
G0002,G0002_14,inactive,186.0,134.0,54.0,94.0,194.0,114.0,75.0,85.0
G0002,G0002_15,inactive,1646.0,1509.0,1603.0,1265.0,1504.0,1241.0,1351.0,1120.0
G0002,G0002_16,inactive,1650.0,1279.0,1724.0,1900.0,1364.0,1056.0,1538.0,1686.0
G0002,G0002_17,inactive,1454.0,1326.0,1717.0,1549.0,1230.0,1017.0,1506.0,1087.0
G0002,G0002_18,inactive,517.0,408.0,406.0,375.0,425.0,274.0,297.0,266.0
G0002,G0002_19,inactive,1391.0,825.0,910.0,1055.0,1191.0,624.0,760.0,919.0
G0002,G0002_20,inactive,404.0,766.0,663.0,461.0,364.0,648.0,619.0,371.0
G0003,G0003_21,inactive,1236.0,735.0,1396.0,812.0,1132.0,633.0,1209.0,689.0
G0003,G0003_22,inactive,757.0,264.0,269.0,355.0,612.0,180.0,285.0,293.0
G0003,G0003_23,inactive,527.0,850.0,717.0,827.0,397.0,747.0,679.0,663.0
G0003,G0003_24,inactive,2334.0,1277.0,1544.0,1687.0,1768.0,1086.0,1154.0,1357.0
G0003,G0003_25,inactive,1288.0,1160.0,1619.0,1604.0,1194.0,981.0,1287.0,1181.0
G0003,G0003_26,inactive,1841.0,1541.0,1410.0,2218.0,1437.0,1187.0,1204.0,1716.0
G0003,G0003_27,inactive,669.0,606.0,658.0,551.0,529.0,462.0,522.0,507.0
G0003,G0003_28,inactive,911.0,551.0,618.0,1018.0,774.0,476.0,459.0,866.0
G0003,G0003_29,inactive,606.0,282.0,369.0,823.0,465.0,158.0,286.0,841.0
G0003,G0003_30,inactive,1386.0,1384.0,1276.0,1324.0,1145.0,1091.0,1028.0,1232.0
G0004,G0004_31,negcontrol,153.0,521.0,408.0,542.0,113.0,444.0,401.0,418.0
G0004,G0004_32,negcontrol,111.0,260.0,281.0,660.0,91.0,197.0,209.0,559.0
G0004,G0004_33,negcontrol,210.0,460.0,562.0,506.0,180.0,411.0,496.0,369.0
G0004,G0004_34,negcontrol,705.0,832.0,1439.0,913.0,619.0,680.0,1094.0,979.0
G0004,G0004_35,negcontrol,760.0,560.0,1037.0,564.0,645.0,489.0,829.0,602.0
G0004,G0004_36,negcontrol,763.0,1866.0,1547.0,1590.0,548.0,1318.0,1385.0,1360.0
G0004,G0004_37,negcontrol,252.0,655.0,463.0,742.0,174.0,494.0,389.0,502.0
