gene,barcodeid,class,L1,H1,L2,H2,L3,H3,L4,H4
G0001,G0001_1,inactive,1449.0,867.0,1449.0,867.0,1449.0,867.0,1449.0,867.0
G0001,G0001_2,inactive,2379.0,1507.0,2379.0,1507.0,2379.0,1507.0,2379.0,1507.0
G0001,G0001_3,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0001,G0001_4,inactive,609.0,296.0,609.0,296.0,609.0,296.0,609.0,296.0
G0001,G0001_5,inactive,2117.0,1323.0,2117.0,1323.0,2117.0,1323.0,2117.0,1323.0
G0001,G0001_6,inactive,1472.0,845.0,1472.0,845.0,1472.0,845.0,1472.0,845.0
G0001,G0001_7,inactive,988.0,606.0,988.0,606.0,988.0,606.0,988.0,606.0
G0001,G0001_8,inactive,239.0,131.0,239.0,131.0,239.0,131.0,239.0,131.0
G0001,G0001_9,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0001,G0001_10,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0002,G0002_11,inactive,322.0,185.0,322.0,185.0,322.0,185.0,322.0,185.0
G0002,G0002_12,inactive,1287.0,767.0,1287.0,767.0,1287.0,767.0,1287.0,767.0
G0002,G0002_13,inactive,1581.0,988.0,1581.0,988.0,1581.0,988.0,1581.0,988.0
G0002,G0002_14,inactive,380.0,297.0,380.0,297.0,380.0,297.0,380.0,297.0
G0002,G0002_15,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0002,G0002_16,inactive,3251.0,1909.0,3251.0,1909.0,3251.0,1909.0,3251.0,1909.0
G0002,G0002_17,inactive,860.0,538.0,860.0,538.0,860.0,538.0,860.0,538.0
G0002,G0002_18,inactive,1691.0,1027.0,1691.0,1027.0,1691.0,1027.0,1691.0,1027.0
G0002,G0002_19,inactive,536.0,260.0,536.0,260.0,536.0,260.0,536.0,260.0
G0002,G0002_20,inactive,2037.0,1206.0,2037.0,1206.0,2037.0,1206.0,2037.0,1206.0
