gene,barcodeid,class,L1,H1,L2,H2,L3,H3,L4,H4
G0001,G0001_1,inactive,813.0,771.0,813.0,771.0,813.0,771.0,813.0,771.0
G0001,G0001_2,inactive,1151.0,912.0,1151.0,912.0,1151.0,912.0,1151.0,912.0
G0001,G0001_3,inactive,910.0,717.0,910.0,717.0,910.0,717.0,910.0,717.0
G0001,G0001_4,inactive,161.0,114.0,161.0,114.0,161.0,114.0,161.0,114.0
G0001,G0001_5,inactive,2256.0,2041.0,2256.0,2041.0,2256.0,2041.0,2256.0,2041.0
G0001,G0001_6,inactive,506.0,346.0,506.0,346.0,506.0,346.0,506.0,346.0
G0001,G0001_7,inactive,1133.0,1053.0,1133.0,1053.0,1133.0,1053.0,1133.0,1053.0
G0001,G0001_8,inactive,337.0,294.0,337.0,294.0,337.0,294.0,337.0,294.0
G0001,G0001_9,inactive,296.0,282.0,296.0,282.0,296.0,282.0,296.0,282.0
G0001,G0001_10,inactive,156.0,112.0,156.0,112.0,156.0,112.0,156.0,112.0
G0002,G0002_11,inactive,800.0,634.0,800.0,634.0,800.0,634.0,800.0,634.0
G0002,G0002_12,inactive,675.0,645.0,675.0,645.0,675.0,645.0,675.0,645.0
G0002,G0002_13,inactive,1634.0,1527.0,1634.0,1527.0,1634.0,1527.0,1634.0,1527.0
G0002,G0002_14,inactive,568.0,471.0,568.0,471.0,568.0,471.0,568.0,471.0
G0002,G0002_15,inactive,623.0,551.0,623.0,551.0,623.0,551.0,623.0,551.0
G0002,G0002_16,inactive,2648.0,2080.0,2648.0,2080.0,2648.0,2080.0,2648.0,2080.0
G0002,G0002_17,inactive,579.0,466.0,579.0,466.0,579.0,466.0,579.0,466.0
G0002,G0002_18,inactive,1233.0,1012.0,1233.0,1012.0,1233.0,1012.0,1233.0,1012.0
G0002,G0002_19,inactive,999.0,894.0,999.0,894.0,999.0,894.0,999.0,894.0
G0002,G0002_20,inactive,1547.0,1306.0,1547.0,1306.0,1547.0,1306.0,1547.0,1306.0
G0003,G0003_21,increasing,1088.0,2637.0,1088.0,2637.0,1088.0,2637.0,1088.0,2637.0
G0003,G0003_22,increasing,1699.0,3636.0,1699.0,3636.0,1699.0,3636.0,1699.0,3636.0
G0003,G0003_23,increasing,341.0,682.0,341.0,682.0,341.0,682.0,341.0,682.0
G0003,G0003_24,increasing,1477.0,3154.0,1477.0,3154.0,1477.0,3154.0,1477.0,3154.0
G0003,G0003_25,increasing,1809.0,4382.0,1809.0,4382.0,1809.0,4382.0,1809.0,4382.0
G0003,G0003_26,increasing,458.0,1126.0,458.0,1126.0,458.0,1126.0,458.0,1126.0
G0003,G0003_27,increasing,334.0,307.0,334.0,307.0,334.0,307.0,334.0,307.0
G0003,G0003_28,increasing,1376.0,3018.0,1376.0,3018.0,1376.0,3018.0,1376.0,3018.0
G0003,G0003_29,increasing,2597.0,6122.0,2597.0,6122.0,2597.0,6122.0,2597.0,6122.0
G0003,G0003_30,increasing,635.0,1590.0,635.0,1590.0,635.0,1590.0,635.0,1590.0
G0004,G0004_31,inactive,435.0,299.0,435.0,299.0,435.0,299.0,435.0,299.0
G0004,G0004_32,inactive,1043.0,976.0,1043.0,976.0,1043.0,976.0,1043.0,976.0
G0004,G0004_33,inactive,811.0,655.0,811.0,655.0,811.0,655.0,811.0,655.0
G0004,G0004_34,inactive,1659.0,1438.0,1659.0,1438.0,1659.0,1438.0,1659.0,1438.0
G0004,G0004_35,inactive,342.0,265.0,342.0,265.0,342.0,265.0,342.0,265.0
G0004,G0004_36,inactive,717.0,658.0,717.0,658.0,717.0,658.0,717.0,658.0
G0004,G0004_37,inactive,1328.0,992.0,1328.0,992.0,1328.0,992.0,1328.0,992.0
G0004,G0004_38,inactive,790.0,567.0,790.0,567.0,790.0,567.0,790.0,567.0
G0004,G0004_39,inactive,2058.0,1824.0,2058.0,1824.0,2058.0,1824.0,2058.0,1824.0
G0004,G0004_40,inactive,2058.0,1622.0,2058.0,1622.0,2058.0,1622.0,2058.0,1622.0
G0005,G0005_41,inactive,1630.0,1303.0,1630.0,1303.0,1630.0,1303.0,1630.0,1303.0
