gene,barcodeid,class,L1,H1,L2,H2,L3,H3,L4,H4
G0001,G0001_1,inactive,699.0,498.0,699.0,498.0,699.0,498.0,699.0,498.0
G0001,G0001_2,inactive,1137.0,885.0,1137.0,885.0,1137.0,885.0,1137.0,885.0
G0001,G0001_3,inactive,494.0,288.0,494.0,288.0,494.0,288.0,494.0,288.0
G0001,G0001_4,inactive,155.0,73.0,155.0,73.0,155.0,73.0,155.0,73.0
G0001,G0001_5,inactive,2643.0,1713.0,2643.0,1713.0,2643.0,1713.0,2643.0,1713.0
G0001,G0001_6,inactive,495.0,367.0,495.0,367.0,495.0,367.0,495.0,367.0
G0001,G0001_7,inactive,949.0,724.0,949.0,724.0,949.0,724.0,949.0,724.0
G0001,G0001_8,inactive,347.0,303.0,347.0,303.0,347.0,303.0,347.0,303.0
G0001,G0001_9,inactive,108.0,33.0,108.0,33.0,108.0,33.0,108.0,33.0
G0001,G0001_10,inactive,204.0,137.0,204.0,137.0,204.0,137.0,204.0,137.0
G0002,G0002_11,inactive,595.0,437.0,595.0,437.0,595.0,437.0,595.0,437.0
G0002,G0002_12,inactive,1025.0,665.0,1025.0,665.0,1025.0,665.0,1025.0,665.0
G0002,G0002_13,inactive,1607.0,1081.0,1607.0,1081.0,1607.0,1081.0,1607.0,1081.0
G0002,G0002_14,inactive,546.0,401.0,546.0,401.0,546.0,401.0,546.0,401.0
G0002,G0002_15,inactive,463.0,290.0,463.0,290.0,463.0,290.0,463.0,290.0
G0002,G0002_16,inactive,2584.0,1695.0,2584.0,1695.0,2584.0,1695.0,2584.0,1695.0
G0002,G0002_17,inactive,616.0,390.0,616.0,390.0,616.0,390.0,616.0,390.0
G0002,G0002_18,inactive,863.0,650.0,863.0,650.0,863.0,650.0,863.0,650.0
G0002,G0002_19,inactive,1128.0,861.0,1128.0,861.0,1128.0,861.0,1128.0,861.0
G0002,G0002_20,inactive,1691.0,1026.0,1691.0,1026.0,1691.0,1026.0,1691.0,1026.0
G0003,G0003_21,increasing,1668.0,2942.0,1668.0,2942.0,1668.0,2942.0,1668.0,2942.0
G0003,G0003_22,increasing,2641.0,4720.0,2641.0,4720.0,2641.0,4720.0,2641.0,4720.0
G0003,G0003_23,increasing,415.0,593.0,415.0,593.0,415.0,593.0,415.0,593.0
G0003,G0003_24,increasing,2692.0,5958.0,2692.0,5958.0,2692.0,5958.0,2692.0,5958.0
G0003,G0003_25,increasing,1897.0,3471.0,1897.0,3471.0,1897.0,3471.0,1897.0,3471.0
G0003,G0003_26,increasing,514.0,948.0,514.0,948.0,514.0,948.0,514.0,948.0
G0003,G0003_27,increasing,114.0,90.0,114.0,90.0,114.0,90.0,114.0,90.0
G0003,G0003_28,increasing,2270.0,4186.0,2270.0,4186.0,2270.0,4186.0,2270.0,4186.0
G0003,G0003_29,increasing,2727.0,4907.0,2727.0,4907.0,2727.0,4907.0,2727.0,4907.0
G0003,G0003_30,increasing,1289.0,2444.0,1289.0,2444.0,1289.0,2444.0,1289.0,2444.0
G0004,G0004_31,inactive,506.0,387.0,506.0,387.0,506.0,387.0,506.0,387.0
G0004,G0004_32,inactive,1333.0,955.0,1333.0,955.0,1333.0,955.0,1333.0,955.0
G0004,G0004_33,inactive,753.0,537.0,753.0,537.0,753.0,537.0,753.0,537.0
G0004,G0004_34,inactive,1718.0,1231.0,1718.0,1231.0,1718.0,1231.0,1718.0,1231.0
G0004,G0004_35,inactive,360.0,257.0,360.0,257.0,360.0,257.0,360.0,257.0
G0004,G0004_36,inactive,653.0,477.0,653.0,477.0,653.0,477.0,653.0,477.0
G0004,G0004_37,inactive,1095.0,723.0,1095.0,723.0,1095.0,723.0,1095.0,723.0
G0004,G0004_38,inactive,640.0,317.0,640.0,317.0,640.0,317.0,640.0,317.0
G0004,G0004_39,inactive,1884.0,1196.0,1884.0,1196.0,1884.0,1196.0,1884.0,1196.0
G0004,G0004_40,inactive,1896.0,1322.0,1896.0,1322.0,1896.0,1322.0,1896.0,1322.0
G0005,G0005_41,inactive,1853.0,1342.0,1853.0,1342.0,1853.0,1342.0,1853.0,1342.0
G0005,G0005_42,inactive,1231.0,886.0,1231.0,886.0,1231.0,886.0,1231.0,886.0
G0005,G0005_43,inactive,486.0,443.0,486.0,443.0,486.0,443.0,486.0,443.0
G0005,G0005_44,inactive,204.0,214.0,204.0,214.0,204.0,214.0,204.0,214.0
G0005,G0005_45,inactive,480.0,302.0,480.0,302.0,480.0,302.0,480.0,302.0
G0005,G0005_46,inactive,350.0,208.0,350.0,208.0,350.0,208.0,350.0,208.0
G0005,G0005_47,inactive,501.0,340.0,501.0,340.0,501.0,340.0,501.0,340.0
G0005,G0005_48,inactive,1920.0,1550.0,1920.0,1550.0,1920.0,1550.0,1920.0,1550.0
G0005,G0005_49,inactive,1036.0,663.0,1036.0,663.0,1036.0,663.0,1036.0,663.0
G0005,G0005_50,inactive,2012.0,1402.0,2012.0,1402.0,2012.0,1402.0,2012.0,1402.0
G0006,G0006_51,inactive,861.0,599.0,861.0,599.0,861.0,599.0,861.0,599.0
G0006,G0006_52,inactive,207.0,104.0,207.0,104.0,207.0,104.0,207.0,104.0
G0006,G0006_53,inactive,841.0,590.0,841.0,590.0,841.0,590.0,841.0,590.0
G0006,G0006_54,inactive,923.0,748.0,923.0,748.0,923.0,748.0,923.0,748.0
G0006,G0006_55,inactive,707.0,479.0,707.0,479.0,707.0,479.0,707.0,479.0
G0006,G0006_56,inactive,726.0,557.0,726.0,557.0,726.0,557.0,726.0,557.0
G0006,G0006_57,inactive,755.0,431.0,755.0,431.0,755.0,431.0,755.0,431.0
G0006,G0006_58,inactive,619.0,397.0,619.0,397.0,619.0,397.0,619.0,397.0
G0006,G0006_59,inactive,933.0,722.0,933.0,722.0,933.0,722.0,933.0,722.0
G0006,G0006_60,inactive,786.0,517.0,786.0,517.0,786.0,517.0,786.0,517.0
G0007,G0007_61,inactive,593.0,359.0,593.0,359.0,593.0,359.0,593.0,359.0
G0007,G0007_62,inactive,1409.0,986.0,1409.0,986.0,1409.0,986.0,1409.0,986.0
G0007,G0007_63,inactive,237.0,171.0,237.0,171.0,237.0,171.0,237.0,171.0
G0007,G0007_64,inactive,4180.0,2935.0,4180.0,2935.0,4180.0,2935.0,4180.0,2935.0
G0007,G0007_65,inactive,538.0,394.0,538.0,394.0,538.0,394.0,538.0,394.0
G0007,G0007_66,inactive,795.0,530.0,795.0,530.0,795.0,530.0,795.0,530.0
G0007,G0007_67,inactive,127.0,55.0,127.0,55.0,127.0,55.0,127.0,55.0
G0007,G0007_68,inactive,2931.0,2147.0,2931.0,2147.0,2931.0,2147.0,2931.0,2147.0
G0007,G0007_69,inactive,426.0,299.0,426.0,299.0,426.0,299.0,426.0,299.0
G0007,G0007_70,inactive,626.0,467.0,626.0,467.0,626.0,467.0,626.0,467.0
G0008,G0008_71,inactive,1806.0,1282.0,1806.0,1282.0,1806.0,1282.0,1806.0,1282.0
G0008,G0008_72,inactive,460.0,383.0,460.0,383.0,460.0,383.0,460.0,383.0
G0008,G0008_73,inactive,631.0,459.0,631.0,459.0,631.0,459.0,631.0,459.0
G0008,G0008_74,inactive,1121.0,780.0,1121.0,780.0,1121.0,780.0,1121.0,780.0
G0008,G0008_75,inactive,190.0,121.0,190.0,121.0,190.0,121.0,190.0,121.0
G0008,G0008_76,inactive,492.0,374.0,492.0,374.0,492.0,374.0,492.0,374.0
G0008,G0008_77,inactive,2027.0,1447.0,2027.0,1447.0,2027.0,1447.0,2027.0,1447.0
G0008,G0008_78,inactive,1449.0,1027.0,1449.0,1027.0,1449.0,1027.0,1449.0,1027.0
G0008,G0008_79,inactive,462.0,279.0,462.0,279.0,462.0,279.0,462.0,279.0
G0008,G0008_80,inactive,627.0,428.0,627.0,428.0,627.0,428.0,627.0,428.0
G0009,G0009_81,inactive,676.0,512.0,676.0,512.0,676.0,512.0,676.0,512.0
G0009,G0009_82,inactive,757.0,612.0,757.0,612.0,757.0,612.0,757.0,612.0
G0009,G0009_83,inactive,316.0,259.0,316.0,259.0,316.0,259.0,316.0,259.0
G0009,G0009_84,inactive,747.0,510.0,747.0,510.0,747.0,510.0,747.0,510.0
G0009,G0009_85,inactive,736.0,554.0,736.0,554.0,736.0,554.0,736.0,554.0
G0009,G0009_86,inactive,778.0,538.0,778.0,538.0,778.0,538.0,778.0,538.0
G0009,G0009_87,inactive,356.0,269.0,356.0,269.0,356.0,269.0,356.0,269.0
G0009,G0009_88,inactive,1711.0,1238.0,1711.0,1238.0,1711.0,1238.0,1711.0,1238.0
G0009,G0009_89,inactive,665.0,534.0,665.0,534.0,665.0,534.0,665.0,534.0
G0009,G0009_90,inactive,2103.0,1667.0,2103.0,1667.0,2103.0,1667.0,2103.0,1667.0
G0010,G0010_91,negcontrol,1047.0,666.0,1047.0,666.0,1047.0,666.0,1047.0,666.0
G0010,G0010_92,negcontrol,804.0,583.0,804.0,583.0,804.0,583.0,804.0,583.0
G0010,G0010_93,negcontrol,3017.0,2050.0,3017.0,2050.0,3017.0,2050.0,3017.0,2050.0
G0010,G0010_94,negcontrol,1207.0,714.0,1207.0,714.0,1207.0,714.0,1207.0,714.0
G0010,G0010_95,negcontrol,526.0,380.0,526.0,380.0,526.0,380.0,526.0,380.0
G0010,G0010_96,negcontrol,469.0,304.0,469.0,304.0,469.0,304.0,469.0,304.0
G0010,G0010_97,negcontrol,1164.0,817.0,1164.0,817.0,1164.0,817.0,1164.0,817.0
G0010,G0010_98,negcontrol,2102.0,1348.0,2102.0,1348.0,2102.0,1348.0,2102.0,1348.0
G0010,G0010_99,negcontrol,837.0,561.0,837.0,561.0,837.0,561.0,837.0,561.0
G0010,G0010_100,negcontrol,1821.0,1133.0,1821.0,1133.0,1821.0,1133.0,1821.0,1133.0
G0011,G0011_101,decreasing,362.0,214.0,362.0,214.0,362.0,214.0,362.0,214.0
G0011,G0011_102,decreasing,299.0,114.0,299.0,114.0,299.0,114.0,299.0,114.0
G0011,G0011_103,decreasing,1415.0,515.0,1415.0,515.0,1415.0,515.0,1415.0,515.0
G0011,G0011_104,decreasing,721.0,284.0,721.0,284.0,721.0,284.0,721.0,284.0
G0011,G0011_105,decreasing,714.0,270.0,714.0,270.0,714.0,270.0,714.0,270.0
G0011,G0011_106,decreasing,263.0,103.0,263.0,103.0,263.0,103.0,263.0,103.0
G0011,G0011_107,decreasing,1043.0,445.0,1043.0,445.0,1043.0,445.0,1043.0,445.0
G0011,G0011_108,decreasing,98.0,10.0,98.0,10.0,98.0,10.0,98.0,10.0
G0011,G0011_109,decreasing,194.0,119.0,194.0,119.0,194.0,119.0,194.0,119.0
G0011,G0011_110,decreasing,201.0,52.0,201.0,52.0,201.0,52.0,201.0,52.0
G0012,G0012_111,inactive,817.0,581.0,817.0,581.0,817.0,581.0,817.0,581.0
G0012,G0012_112,inactive,823.0,543.0,823.0,543.0,823.0,543.0,823.0,543.0
G0012,G0012_113,inactive,5930.0,4152.0,5930.0,4152.0,5930.0,4152.0,5930.0,4152.0
G0012,G0012_114,inactive,194.0,121.0,194.0,121.0,194.0,121.0,194.0,121.0
G0012,G0012_115,inactive,320.0,167.0,320.0,167.0,320.0,167.0,320.0,167.0
G0012,G0012_116,inactive,1116.0,738.0,1116.0,738.0,1116.0,738.0,1116.0,738.0
G0012,G0012_117,inactive,1009.0,702.0,1009.0,702.0,1009.0,702.0,1009.0,702.0
G0012,G0012_118,inactive,260.0,193.0,260.0,193.0,260.0,193.0,260.0,193.0
G0012,G0012_119,inactive,258.0,183.0,258.0,183.0,258.0,183.0,258.0,183.0
G0012,G0012_120,inactive,1047.0,798.0,1047.0,798.0,1047.0,798.0,1047.0,798.0
G0013,G0013_121,inactive,1585.0,1171.0,1585.0,1171.0,1585.0,1171.0,1585.0,1171.0
G0013,G0013_122,inactive,771.0,557.0,771.0,557.0,771.0,557.0,771.0,557.0
G0013,G0013_123,inactive,499.0,416.0,499.0,416.0,499.0,416.0,499.0,416.0
G0013,G0013_124,inactive,1307.0,910.0,1307.0,910.0,1307.0,910.0,1307.0,910.0
G0013,G0013_125,inactive,690.0,457.0,690.0,457.0,690.0,457.0,690.0,457.0
G0013,G0013_126,inactive,454.0,292.0,454.0,292.0,454.0,292.0,454.0,292.0
G0013,G0013_127,inactive,770.0,511.0,770.0,511.0,770.0,511.0,770.0,511.0
G0013,G0013_128,inactive,652.0,379.0,652.0,379.0,652.0,379.0,652.0,379.0
G0013,G0013_129,inactive,270.0,203.0,270.0,203.0,270.0,203.0,270.0,203.0
G0013,G0013_130,inactive,931.0,695.0,931.0,695.0,931.0,695.0,931.0,695.0
G0014,G0014_131,inactive,345.0,339.0,345.0,339.0,345.0,339.0,345.0,339.0
G0014,G0014_132,inactive,1279.0,845.0,1279.0,845.0,1279.0,845.0,1279.0,845.0
G0014,G0014_133,inactive,1189.0,921.0,1189.0,921.0,1189.0,921.0,1189.0,921.0
G0014,G0014_134,inactive,588.0,336.0,588.0,336.0,588.0,336.0,588.0,336.0
G0014,G0014_135,inactive,430.0,361.0,430.0,361.0,430.0,361.0,430.0,361.0
G0014,G0014_136,inactive,1195.0,866.0,1195.0,866.0,1195.0,866.0,1195.0,866.0
G0014,G0014_137,inactive,152.0,104.0,152.0,104.0,152.0,104.0,152.0,104.0
G0014,G0014_138,inactive,1552.0,989.0,1552.0,989.0,1552.0,989.0,1552.0,989.0
G0014,G0014_139,inactive,614.0,373.0,614.0,373.0,614.0,373.0,614.0,373.0
G0014,G0014_140,inactive,1214.0,915.0,1214.0,915.0,1214.0,915.0,1214.0,915.0
G0015,G0015_141,inactive,203.0,165.0,203.0,165.0,203.0,165.0,203.0,165.0
G0015,G0015_142,inactive,303.0,208.0,303.0,208.0,303.0,208.0,303.0,208.0
G0015,G0015_143,inactive,833.0,598.0,833.0,598.0,833.0,598.0,833.0,598.0
G0015,G0015_144,inactive,146.0,117.0,146.0,117.0,146.0,117.0,146.0,117.0
G0015,G0015_145,inactive,430.0,248.0,430.0,248.0,430.0,248.0,430.0,248.0
G0015,G0015_146,inactive,1779.0,1270.0,1779.0,1270.0,1779.0,1270.0,1779.0,1270.0
G0015,G0015_147,inactive,1121.0,766.0,1121.0,766.0,1121.0,766.0,1121.0,766.0
G0015,G0015_148,inactive,477.0,413.0,477.0,413.0,477.0,413.0,477.0,413.0
G0015,G0015_149,inactive,490.0,283.0,490.0,283.0,490.0,283.0,490.0,283.0
G0015,G0015_150,inactive,708.0,487.0,708.0,487.0,708.0,487.0,708.0,487.0
G0016,G0016_151,inactive,578.0,428.0,578.0,428.0,578.0,428.0,578.0,428.0
G0016,G0016_152,inactive,1351.0,1070.0,1351.0,1070.0,1351.0,1070.0,1351.0,1070.0
G0016,G0016_153,inactive,601.0,405.0,601.0,405.0,601.0,405.0,601.0,405.0
G0016,G0016_154,inactive,1226.0,1001.0,1226.0,1001.0,1226.0,1001.0,1226.0,1001.0
G0016,G0016_155,inactive,107.0,69.0,107.0,69.0,107.0,69.0,107.0,69.0
G0016,G0016_156,inactive,992.0,611.0,992.0,611.0,992.0,611.0,992.0,611.0
G0016,G0016_157,inactive,260.0,180.0,260.0,180.0,260.0,180.0,260.0,180.0
G0016,G0016_158,inactive,944.0,651.0,944.0,651.0,944.0,651.0,944.0,651.0
G0016,G0016_159,inactive,1016.0,778.0,1016.0,778.0,1016.0,778.0,1016.0,778.0
G0016,G0016_160,inactive,619.0,396.0,619.0,396.0,619.0,396.0,619.0,396.0
G0017,G0017_161,inactive,870.0,599.0,870.0,599.0,870.0,599.0,870.0,599.0
G0017,G0017_162,inactive,1341.0,873.0,1341.0,873.0,1341.0,873.0,1341.0,873.0
G0017,G0017_163,inactive,842.0,650.0,842.0,650.0,842.0,650.0,842.0,650.0
G0017,G0017_164,inactive,1526.0,998.0,1526.0,998.0,1526.0,998.0,1526.0,998.0
G0017,G0017_165,inactive,646.0,456.0,646.0,456.0,646.0,456.0,646.0,456.0
G0017,G0017_166,inactive,620.0,452.0,620.0,452.0,620.0,452.0,620.0,452.0
G0017,G0017_167,inactive,1240.0,939.0,1240.0,939.0,1240.0,939.0,1240.0,939.0
G0017,G0017_168,inactive,560.0,353.0,560.0,353.0,560.0,353.0,560.0,353.0
G0017,G0017_169,inactive,1628.0,1071.0,1628.0,1071.0,1628.0,1071.0,1628.0,1071.0
G0017,G0017_170,inactive,615.0,368.0,615.0,368.0,615.0,368.0,615.0,368.0
G0018,G0018_171,inactive,594.0,397.0,594.0,397.0,594.0,397.0,594.0,397.0
G0018,G0018_172,inactive,1422.0,892.0,1422.0,892.0,1422.0,892.0,1422.0,892.0
G0018,G0018_173,inactive,917.0,692.0,917.0,692.0,917.0,692.0,917.0,692.0
G0018,G0018_174,inactive,1160.0,729.0,1160.0,729.0,1160.0,729.0,1160.0,729.0
G0018,G0018_175,inactive,207.0,164.0,207.0,164.0,207.0,164.0,207.0,164.0
G0018,G0018_176,inactive,1588.0,1073.0,1588.0,1073.0,1588.0,1073.0,1588.0,1073.0
G0018,G0018_177,inactive,629.0,479.0,629.0,479.0,629.0,479.0,629.0,479.0
G0018,G0018_178,inactive,1212.0,913.0,1212.0,913.0,1212.0,913.0,1212.0,913.0
G0018,G0018_179,inactive,294.0,214.0,294.0,214.0,294.0,214.0,294.0,214.0
G0018,G0018_180,inactive,106.0,84.0,106.0,84.0,106.0,84.0,106.0,84.0
G0019,G0019_181,inactive,878.0,534.0,878.0,534.0,878.0,534.0,878.0,534.0
G0019,G0019_182,inactive,632.0,477.0,632.0,477.0,632.0,477.0,632.0,477.0
G0019,G0019_183,inactive,1037.0,583.0,1037.0,583.0,1037.0,583.0,1037.0,583.0
G0019,G0019_184,inactive,245.0,168.0,245.0,168.0,245.0,168.0,245.0,168.0
G0019,G0019_185,inactive,264.0,245.0,264.0,245.0,264.0,245.0,264.0,245.0
G0019,G0019_186,inactive,347.0,288.0,347.0,288.0,347.0,288.0,347.0,288.0
G0019,G0019_187,inactive,714.0,552.0,714.0,552.0,714.0,552.0,714.0,552.0
G0019,G0019_188,inactive,1883.0,1282.0,1883.0,1282.0,1883.0,1282.0,1883.0,1282.0
G0019,G0019_189,inactive,268.0,219.0,268.0,219.0,268.0,219.0,268.0,219.0
G0019,G0019_190,inactive,216.0,143.0,216.0,143.0,216.0,143.0,216.0,143.0
G0020,G0020_191,inactive,825.0,593.0,825.0,593.0,825.0,593.0,825.0,593.0
G0020,G0020_192,inactive,318.0,224.0,318.0,224.0,318.0,224.0,318.0,224.0
G0020,G0020_193,inactive,410.0,234.0,410.0,234.0,410.0,234.0,410.0,234.0
G0020,G0020_194,inactive,107.0,111.0,107.0,111.0,107.0,111.0,107.0,111.0
G0020,G0020_195,inactive,633.0,435.0,633.0,435.0,633.0,435.0,633.0,435.0
G0020,G0020_196,inactive,1304.0,758.0,1304.0,758.0,1304.0,758.0,1304.0,758.0
G0020,G0020_197,inactive,1442.0,999.0,1442.0,999.0,1442.0,999.0,1442.0,999.0
G0020,G0020_198,inactive,944.0,618.0,944.0,618.0,944.0,618.0,944.0,618.0
G0020,G0020_199,inactive,1233.0,892.0,1233.0,892.0,1233.0,892.0,1233.0,892.0
G0020,G0020_200,inactive,2575.0,1697.0,2575.0,1697.0,2575.0,1697.0,2575.0,1697.0
G0021,G0021_201,increasing,2118.0,4882.0,2118.0,4882.0,2118.0,4882.0,2118.0,4882.0
G0021,G0021_202,increasing,631.0,1577.0,631.0,1577.0,631.0,1577.0,631.0,1577.0
G0021,G0021_203,increasing,640.0,1163.0,640.0,1163.0,640.0,1163.0,640.0,1163.0
G0021,G0021_204,increasing,1272.0,3027.0,1272.0,3027.0,1272.0,3027.0,1272.0,3027.0
G0021,G0021_205,increasing,565.0,1449.0,565.0,1449.0,565.0,1449.0,565.0,1449.0
G0021,G0021_206,increasing,1688.0,4096.0,1688.0,4096.0,1688.0,4096.0,1688.0,4096.0
G0021,G0021_207,increasing,2354.0,5179.0,2354.0,5179.0,2354.0,5179.0,2354.0,5179.0
G0021,G0021_208,increasing,1276.0,2873.0,1276.0,2873.0,1276.0,2873.0,1276.0,2873.0
G0021,G0021_209,increasing,1644.0,3961.0,1644.0,3961.0,1644.0,3961.0,1644.0,3961.0
G0021,G0021_210,increasing,2711.0,5473.0,2711.0,5473.0,2711.0,5473.0,2711.0,5473.0
G0022,G0022_211,decreasing,269.0,77.0,269.0,77.0,269.0,77.0,269.0,77.0
G0022,G0022_212,decreasing,132.0,23.0,132.0,23.0,132.0,23.0,132.0,23.0
G0022,G0022_213,decreasing,177.0,76.0,177.0,76.0,177.0,76.0,177.0,76.0
G0022,G0022_214,decreasing,99.0,52.0,99.0,52.0,99.0,52.0,99.0,52.0
G0022,G0022_215,decreasing,555.0,176.0,555.0,176.0,555.0,176.0,555.0,176.0
G0022,G0022_216,decreasing,761.0,223.0,761.0,223.0,761.0,223.0,761.0,223.0
G0022,G0022_217,decreasing,780.0,214.0,780.0,214.0,780.0,214.0,780.0,214.0
G0022,G0022_218,decreasing,630.0,134.0,630.0,134.0,630.0,134.0,630.0,134.0
G0022,G0022_219,decreasing,932.0,310.0,932.0,310.0,932.0,310.0,932.0,310.0
G0022,G0022_220,decreasing,528.0,138.0,528.0,138.0,528.0,138.0,528.0,138.0
G0023,G0023_221,inactive,2692.0,1875.0,2692.0,1875.0,2692.0,1875.0,2692.0,1875.0
G0023,G0023_222,inactive,366.0,222.0,366.0,222.0,366.0,222.0,366.0,222.0
G0023,G0023_223,inactive,743.0,579.0,743.0,579.0,743.0,579.0,743.0,579.0
G0023,G0023_224,inactive,855.0,496.0,855.0,496.0,855.0,496.0,855.0,496.0
G0023,G0023_225,inactive,273.0,166.0,273.0,166.0,273.0,166.0,273.0,166.0
G0023,G0023_226,inactive,336.0,269.0,336.0,269.0,336.0,269.0,336.0,269.0
G0023,G0023_227,inactive,794.0,529.0,794.0,529.0,794.0,529.0,794.0,529.0
G0023,G0023_228,inactive,456.0,262.0,456.0,262.0,456.0,262.0,456.0,262.0
G0023,G0023_229,inactive,134.0,153.0,134.0,153.0,134.0,153.0,134.0,153.0
G0023,G0023_230,inactive,360.0,232.0,360.0,232.0,360.0,232.0,360.0,232.0
G0024,G0024_231,inactive,1182.0,877.0,1182.0,877.0,1182.0,877.0,1182.0,877.0
