gene,barcodeid,class,L1,H1,L2,H2,L3,H3,L4,H4
G0001,G0001_1,inactive,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0
G0001,G0001_2,inactive,653.0,694.0,653.0,694.0,653.0,694.0,653.0,694.0
G0001,G0001_3,inactive,2356.0,2396.0,2356.0,2396.0,2356.0,2396.0,2356.0,2396.0
G0001,G0001_4,inactive,145.0,121.0,145.0,121.0,145.0,121.0,145.0,121.0
G0001,G0001_5,inactive,1202.0,1276.0,1202.0,1276.0,1202.0,1276.0,1202.0,1276.0
G0001,G0001_6,inactive,1460.0,1382.0,1460.0,1382.0,1460.0,1382.0,1460.0,1382.0
G0001,G0001_7,inactive,1971.0,1923.0,1971.0,1923.0,1971.0,1923.0,1971.0,1923.0
G0001,G0001_8,inactive,1975.0,1849.0,1975.0,1849.0,1975.0,1849.0,1975.0,1849.0
G0001,G0001_9,inactive,263.0,269.0,263.0,269.0,263.0,269.0,263.0,269.0
G0001,G0001_10,inactive,1394.0,1416.0,1394.0,1416.0,1394.0,1416.0,1394.0,1416.0
G0002,G0002_11,inactive,1692.0,1755.0,1692.0,1755.0,1692.0,1755.0,1692.0,1755.0
G0002,G0002_12,inactive,535.0,652.0,535.0,652.0,535.0,652.0,535.0,652.0
G0002,G0002_13,inactive,1472.0,1592.0,1472.0,1592.0,1472.0,1592.0,1472.0,1592.0
G0002,G0002_14,inactive,772.0,786.0,772.0,786.0,772.0,786.0,772.0,786.0
G0002,G0002_15,inactive,1173.0,1359.0,1173.0,1359.0,1173.0,1359.0,1173.0,1359.0
G0002,G0002_16,inactive,806.0,809.0,806.0,809.0,806.0,809.0,806.0,809.0
G0002,G0002_17,inactive,763.0,838.0,763.0,838.0,763.0,838.0,763.0,838.0
G0002,G0002_18,inactive,2192.0,2156.0,2192.0,2156.0,2192.0,2156.0,2192.0,2156.0
G0002,G0002_19,inactive,1832.0,1846.0,1832.0,1846.0,1832.0,1846.0,1832.0,1846.0
G0002,G0002_20,inactive,606.0,592.0,606.0,592.0,606.0,592.0,606.0,592.0
G0003,G0003_21,inactive,606.0,671.0,606.0,671.0,606.0,671.0,606.0,671.0
G0003,G0003_22,inactive,2155.0,2426.0,2155.0,2426.0,2155.0,2426.0,2155.0,2426.0
G0003,G0003_23,inactive,538.0,545.0,538.0,545.0,538.0,545.0,538.0,545.0
G0003,G0003_24,inactive,263.0,263.0,263.0,263.0,263.0,263.0,263.0,263.0
G0003,G0003_25,inactive,522.0,537.0,522.0,537.0,522.0,537.0,522.0,537.0
G0003,G0003_26,inactive,281.0,284.0,281.0,284.0,281.0,284.0,281.0,284.0
G0003,G0003_27,inactive,943.0,907.0,943.0,907.0,943.0,907.0,943.0,907.0
G0003,G0003_28,inactive,526.0,532.0,526.0,532.0,526.0,532.0,526.0,532.0
G0003,G0003_29,inactive,739.0,706.0,739.0,706.0,739.0,706.0,739.0,706.0
G0003,G0003_30,inactive,261.0,254.0,261.0,254.0,261.0,254.0,261.0,254.0
G0004,G0004_31,inactive,776.0,808.0,776.0,808.0,776.0,808.0,776.0,808.0
G0004,G0004_32,inactive,206.0,233.0,206.0,233.0,206.0,233.0,206.0,233.0
G0004,G0004_33,inactive,1061.0,1055.0,1061.0,1055.0,1061.0,1055.0,1061.0,1055.0
G0004,G0004_34,inactive,861.0,775.0,861.0,775.0,861.0,775.0,861.0,775.0
G0004,G0004_35,inactive,671.0,663.0,671.0,663.0,671.0,663.0,671.0,663.0
G0004,G0004_36,inactive,616.0,611.0,616.0,611.0,616.0,611.0,616.0,611.0
G0004,G0004_37,inactive,257.0,253.0,257.0,253.0,257.0,253.0,257.0,253.0
G0004,G0004_38,inactive,866.0,896.0,866.0,896.0,866.0,896.0,866.0,896.0
G0004,G0004_39,inactive,460.0,478.0,460.0,478.0,460.0,478.0,460.0,478.0
G0004,G0004_40,inactive,833.0,791.0,833.0,791.0,833.0,791.0,833.0,791.0
G0005,G0005_41,inactive,1270.0,1237.0,1270.0,1237.0,1270.0,1237.0,1270.0,1237.0
G0005,G0005_42,inactive,1539.0,1486.0,1539.0,1486.0,1539.0,1486.0,1539.0,1486.0
G0005,G0005_43,inactive,860.0,858.0,860.0,858.0,860.0,858.0,860.0,858.0
G0005,G0005_44,inactive,558.0,555.0,558.0,555.0,558.0,555.0,558.0,555.0
G0005,G0005_45,inactive,2305.0,2173.0,2305.0,2173.0,2305.0,2173.0,2305.0,2173.0
G0005,G0005_46,inactive,1403.0,1506.0,1403.0,1506.0,1403.0,1506.0,1403.0,1506.0
G0005,G0005_47,inactive,519.0,557.0,519.0,557.0,519.0,557.0,519.0,557.0
G0005,G0005_48,inactive,261.0,298.0,261.0,298.0,261.0,298.0,261.0,298.0
G0005,G0005_49,inactive,864.0,894.0,864.0,894.0,864.0,894.0,864.0,894.0
G0005,G0005_50,inactive,425.0,428.0,425.0,428.0,425.0,428.0,425.0,428.0
