"","gene","sgRNA","class","L1","L2","L3","L4","H1","H2","H3","H4"
"1","G0001","G0001_01","inactive",23,25,14,15,12,15,13,16
"2","G0001","G0001_02","inactive",4,8,4,2,2,3,1,1
"3","G0001","G0001_03","inactive",7,7,2,1,13,0,10,4
"4","G0001","G0001_04","inactive",6,9,5,5,8,6,10,6
"5","G0001","G0001_05","inactive",10,14,6,5,11,11,9,10
"6","G0001","G0001_06","inactive",12,9,8,17,5,15,6,8
"7","G0001","G0001_07","inactive",11,6,8,6,10,4,11,5
"8","G0001","G0001_08","inactive",12,6,5,6,5,6,9,5
"9","G0001","G0001_09","inactive",8,4,4,3,0,1,5,4
"10","G0001","G0001_10","inactive",5,13,2,2,8,6,5,1
"11","G0002","G0002_01","inactive",7,10,4,8,15,14,4,12
"12","G0002","G0002_02","inactive",9,8,2,3,5,5,6,7
"13","G0002","G0002_03","inactive",6,4,0,5,6,3,0,5
"14","G0002","G0002_04","inactive",23,30,12,12,19,20,20,12
"15","G0002","G0002_05","inactive",24,9,10,8,16,7,6,10
"16","G0002","G0002_06","inactive",16,12,8,8,10,9,12,5
"17","G0002","G0002_07","inactive",5,3,4,3,2,4,7,8
"18","G0002","G0002_08","inactive",4,9,7,8,1,7,5,7
"19","G0002","G0002_09","inactive",22,14,10,9,20,13,17,15
"20","G0002","G0002_10","inactive",21,15,12,18,20,12,14,17
"21","G0003","G0003_01","inactive",21,22,11,19,15,21,17,19
"22","G0003","G0003_02","inactive",6,22,5,8,8,8,18,6
"23","G0003","G0003_03","inactive",3,3,4,3,5,3,4,3
"24","G0003","G0003_04","inactive",5,9,4,5,4,4,1,5
"25","G0003","G0003_05","inactive",21,14,6,11,13,6,13,9
"26","G0003","G0003_06","inactive",12,32,16,21,13,18,20,19
"27","G0003","G0003_07","inactive",15,21,18,18,12,19,33,17
"28","G0003","G0003_08","inactive",9,9,9,6,4,5,10,5
"29","G0003","G0003_09","inactive",8,6,5,12,8,4,11,8
"30","G0003","G0003_10","inactive",3,0,5,1,2,1,5,9
"31","G0004","G0004_01","inactive",10,6,5,3,11,7,9,3
"32","G0004","G0004_02","inactive",6,8,7,3,2,9,7,4
"33","G0004","G0004_03","inactive",2,6,2,14,12,3,2,6
"34","G0004","G0004_04","inactive",15,12,6,4,8,9,15,7
"35","G0004","G0004_05","inactive",11,6,9,4,3,4,4,0
"36","G0004","G0004_06","inactive",4,8,3,0,11,8,8,7
"37","G0004","G0004_07","inactive",7,8,1,5,8,6,7,7
"38","G0004","G0004_08","inactive",12,14,3,11,9,12,10,11
"39","G0004","G0004_09","inactive",13,12,5,9,15,2,5,7
"40","G0004","G0004_10","inactive",4,1,1,1,5,1,3,0
"41","G0005","G0005_01","inactive",9,9,3,3,2,4,7,3
"42","G0005","G0005_02","inactive",3,7,2,4,3,12,2,5
"43","G0005","G0005_03","inactive",16,16,12,13,9,11,10,9
"44","G0005","G0005_04","inactive",2,8,2,3,4,12,8,2
"45","G0005","G0005_05","inactive",5,8,6,9,9,10,4,5
"46","G0005","G0005_06","inactive",17,12,9,15,11,12,13,15
"47","G0005","G0005_07","inactive",0,1,0,0,0,5,0,4
"48","G0005","G0005_08","inactive",3,0,1,0,4,2,0,5
"49","G0005","G0005_09","inactive",6,8,10,3,7,1,7,3
"50","G0005","G0005_10","inactive",14,6,8,12,9,4,12,18
"51","G0006","G0006_01","inactive",3,2,1,5,2,4,2,4
"52","G0006","G0006_02","inactive",9,5,7,4,8,8,4,6
"53","G0006","G0006_03","inactive",5,11,9,11,13,3,16,17
"54","G0006","G0006_04","inactive",4,0,4,5,3,2,1,5
"55","G0006","G0006_05","inactive",6,14,9,10,13,12,8,12
"56","G0006","G0006_06","inactive",7,24,6,8,7,18,0,12
"57","G0006","G0006_07","inactive",3,1,0,3,4,6,4,4
"58","G0006","G0006_08","inactive",2,7,1,1,3,0,3,5
"59","G0006","G0006_09","inactive",3,6,2,4,6,3,7,5
"60","G0006","G0006_10","inactive",21,37,13,11,18,17,12,24
"61","G0007","G0007_01","increasing",3,4,0,6,2,3,8,11
"62","G0007","G0007_02","increasing",9,5,2,3,4,6,15,14
"63","G0007","G0007_03","increasing",2,5,7,10,9,10,15,14
"64","G0007","G0007_04","increasing",1,3,1,1,4,7,5,3
"65","G0007","G0007_05","increasing",26,25,17,14,27,18,26,14
"66","G0007","G0007_06","increasing",26,28,12,20,16,26,19,20
"67","G0007","G0007_07","increasing",4,7,2,7,4,5,11,2
"68","G0007","G0007_08","increasing",1,4,3,5,4,4,6,6
"69","G0007","G0007_09","increasing",7,2,1,6,6,4,11,2
"70","G0007","G0007_10","increasing",4,9,0,3,10,17,9,6
"71","G0008","G0008_01","inactive",7,6,4,6,7,8,6,4
"72","G0008","G0008_02","inactive",19,19,19,12,25,14,13,19
"73","G0008","G0008_03","inactive",13,3,3,4,11,6,6,4
"74","G0008","G0008_04","inactive",4,8,9,9,3,6,10,8
"75","G0008","G0008_05","inactive",5,7,4,12,1,6,9,4
"76","G0008","G0008_06","inactive",9,4,4,6,4,6,3,6
"77","G0008","G0008_07","inactive",6,8,3,11,3,6,2,9
"78","G0008","G0008_08","inactive",10,6,8,14,10,8,6,10
"79","G0008","G0008_09","inactive",2,9,1,1,3,2,6,2
"80","G0008","G0008_10","inactive",12,4,6,8,5,3,5,8
"81","G0009","G0009_01","inactive",3,10,4,4,0,4,2,1
"82","G0009","G0009_02","inactive",10,8,5,5,6,2,4,3
"83","G0009","G0009_03","inactive",14,19,13,19,9,17,12,12
"84","G0009","G0009_04","inactive",4,9,5,1,8,9,6,4
"85","G0009","G0009_05","inactive",17,17,13,15,16,12,21,11
"86","G0009","G0009_06","inactive",2,6,1,10,2,6,5,8
"87","G0009","G0009_07","inactive",5,6,8,10,7,5,8,9
"88","G0009","G0009_08","inactive",5,2,1,3,2,4,2,3
"89","G0009","G0009_09","inactive",4,2,2,3,2,6,5,5
"90","G0009","G0009_10","inactive",8,15,8,4,4,8,17,9
"91","G0010","G0010_01","inactive",5,9,6,4,4,4,3,9
"92","G0010","G0010_02","inactive",9,5,3,7,5,10,8,5
"93","G0010","G0010_03","inactive",2,4,4,6,6,3,4,1
"94","G0010","G0010_04","inactive",4,3,1,15,3,2,8,2
"95","G0010","G0010_05","inactive",12,15,10,6,10,10,11,7
"96","G0010","G0010_06","inactive",11,18,4,17,9,13,3,9
"97","G0010","G0010_07","inactive",7,14,7,8,6,8,17,12
"98","G0010","G0010_08","inactive",10,11,2,3,9,10,3,2
"99","G0010","G0010_09","inactive",10,8,6,8,7,4,6,6
"100","G0010","G0010_10","inactive",5,15,2,7,7,10,9,6
"101","G0011","G0011_01","inactive",7,9,3,6,8,7,7,1
"102","G0011","G0011_02","inactive",11,16,5,8,8,10,2,6
"103","G0011","G0011_03","inactive",0,4,2,2,0,1,5,3
"104","G0011","G0011_04","inactive",5,0,4,2,3,1,4,5
"105","G0011","G0011_05","inactive",1,3,3,2,0,5,6,5
"106","G0011","G0011_06","inactive",32,33,18,20,33,25,30,23
"107","G0011","G0011_07","inactive",13,17,4,8,10,4,12,10
"108","G0011","G0011_08","inactive",34,25,12,17,22,8,20,28
"109","G0011","G0011_09","inactive",9,9,11,18,12,8,12,10
"110","G0011","G0011_10","inactive",28,31,17,22,19,19,32,18
"111","G0012","G0012_01","inactive",5,6,1,3,4,1,2,5
"112","G0012","G0012_02","inactive",11,5,1,8,5,2,6,2
"113","G0012","G0012_03","inactive",20,18,6,12,14,7,4,16
"114","G0012","G0012_04","inactive",9,15,3,6,13,6,15,7
"115","G0012","G0012_05","inactive",19,13,7,12,17,8,12,2
"116","G0012","G0012_06","inactive",6,9,4,7,1,6,7,1
"117","G0012","G0012_07","inactive",20,18,2,13,17,8,20,5
"118","G0012","G0012_08","inactive",5,3,1,5,2,2,4,4
"119","G0012","G0012_09","inactive",1,1,0,2,1,2,1,3
"120","G0012","G0012_10","inactive",5,3,3,4,2,2,9,10
"121","G0013","G0013_01","inactive",6,7,3,15,1,8,7,14
"122","G0013","G0013_02","inactive",13,29,8,9,16,14,19,21
"123","G0013","G0013_03","inactive",4,17,2,9,5,5,5,11
"124","G0013","G0013_04","inactive",18,24,10,20,21,15,16,15
"125","G0013","G0013_05","inactive",46,46,28,34,38,26,41,34
"126","G0013","G0013_06","inactive",3,6,1,5,5,5,10,3
"127","G0013","G0013_07","inactive",9,12,9,8,9,5,11,8
"128","G0013","G0013_08","inactive",11,9,11,12,9,11,11,7
"129","G0013","G0013_09","inactive",1,2,0,4,1,3,1,1
"130","G0013","G0013_10","inactive",44,50,27,44,38,47,29,51
"131","G0014","G0014_01","inactive",7,11,6,3,6,12,4,5
"132","G0014","G0014_02","inactive",3,5,1,6,1,2,4,2
"133","G0014","G0014_03","inactive",6,6,2,1,3,5,5,3
"134","G0014","G0014_04","inactive",2,0,1,5,0,0,2,1
"135","G0014","G0014_05","inactive",5,0,3,0,9,0,2,1
"136","G0014","G0014_06","inactive",12,12,7,9,8,5,9,8
"137","G0014","G0014_07","inactive",10,8,2,5,7,3,4,1
"138","G0014","G0014_08","inactive",16,12,10,9,12,13,9,10
"139","G0014","G0014_09","inactive",6,3,1,2,5,1,7,8
"140","G0014","G0014_10","inactive",0,6,2,0,0,3,2,1
"141","G0015","G0015_01","inactive",0,2,6,2,3,0,5,4
"142","G0015","G0015_02","inactive",7,5,6,7,4,4,4,4
"143","G0015","G0015_03","inactive",5,0,2,1,5,0,1,2
"144","G0015","G0015_04","inactive",8,9,4,12,7,6,9,8
"145","G0015","G0015_05","inactive",18,5,4,15,11,6,15,10
"146","G0015","G0015_06","inactive",4,3,1,1,4,4,4,3
"147","G0015","G0015_07","inactive",21,38,15,22,18,29,24,37
"148","G0015","G0015_08","inactive",4,4,2,4,3,2,8,4
"149","G0015","G0015_09","inactive",13,15,9,3,15,9,16,9
"150","G0015","G0015_10","inactive",6,3,2,2,4,2,1,3
"151","G0016","G0016_01","inactive",5,7,5,7,5,3,8,6
"152","G0016","G0016_02","inactive",12,14,20,12,16,16,23,14
"153","G0016","G0016_03","inactive",17,11,10,13,21,10,15,12
"154","G0016","G0016_04","inactive",24,21,15,23,19,25,20,21
"155","G0016","G0016_05","inactive",25,58,31,33,40,33,30,29
"156","G0016","G0016_06","inactive",25,13,9,19,28,21,22,22
"157","G0016","G0016_07","inactive",7,6,7,11,4,8,15,11
"158","G0016","G0016_08","inactive",7,3,2,8,7,4,5,2
"159","G0016","G0016_09","inactive",8,9,9,15,11,8,10,9
"160","G0016","G0016_10","inactive",6,6,6,8,4,5,1,7
"161","G0017","G0017_01","inactive",6,12,4,5,5,11,10,5
"162","G0017","G0017_02","inactive",11,2,0,8,3,2,6,7
"163","G0017","G0017_03","inactive",10,8,9,12,11,6,17,13
"164","G0017","G0017_04","inactive",6,7,2,5,1,1,7,1
"165","G0017","G0017_05","inactive",1,3,2,2,2,1,2,3
"166","G0017","G0017_06","inactive",14,10,4,6,10,9,12,6
"167","G0017","G0017_07","inactive",5,1,3,3,2,1,1,2
"168","G0017","G0017_08","inactive",9,11,6,13,9,2,7,15
"169","G0017","G0017_09","inactive",4,8,0,4,3,6,4,5
"170","G0017","G0017_10","inactive",7,5,2,7,8,6,4,4
"171","G0018","G0018_01","inactive",2,3,4,0,1,3,11,3
"172","G0018","G0018_02","inactive",10,12,3,5,11,5,5,4
"173","G0018","G0018_03","inactive",20,11,10,15,9,15,8,17
"174","G0018","G0018_04","inactive",11,15,9,10,10,7,17,9
"175","G0018","G0018_05","inactive",14,14,9,5,14,14,11,9
"176","G0018","G0018_06","inactive",18,15,1,18,3,8,11,8
"177","G0018","G0018_07","inactive",31,23,18,23,24,16,28,25
"178","G0018","G0018_08","inactive",4,8,4,7,1,2,8,2
"179","G0018","G0018_09","inactive",4,5,3,6,7,4,2,7
"180","G0018","G0018_10","inactive",3,0,2,1,1,1,2,1
"181","G0019","G0019_01","inactive",9,3,1,7,2,1,2,3
"182","G0019","G0019_02","inactive",3,12,4,6,9,11,6,9
"183","G0019","G0019_03","inactive",15,13,7,2,8,8,9,4
"184","G0019","G0019_04","inactive",6,6,1,1,6,1,1,2
"185","G0019","G0019_05","inactive",5,10,5,5,3,7,2,3
"186","G0019","G0019_06","inactive",36,43,25,39,35,28,38,38
"187","G0019","G0019_07","inactive",37,19,11,22,27,12,11,17
"188","G0019","G0019_08","inactive",8,7,5,12,11,9,5,10
"189","G0019","G0019_09","inactive",15,21,9,6,17,14,7,13
"190","G0019","G0019_10","inactive",0,2,4,2,2,1,5,2
"191","G0020","G0020_01","inactive",7,9,2,6,3,8,2,13
"192","G0020","G0020_02","inactive",17,28,8,13,21,18,9,24
"193","G0020","G0020_03","inactive",13,18,2,4,9,8,9,8
"194","G0020","G0020_04","inactive",19,23,10,21,26,18,17,27
"195","G0020","G0020_05","inactive",13,25,16,13,11,14,21,12
"196","G0020","G0020_06","inactive",3,4,4,2,3,4,2,3
"197","G0020","G0020_07","inactive",8,6,2,5,5,2,3,5
"198","G0020","G0020_08","inactive",26,16,6,6,3,9,8,7
"199","G0020","G0020_09","inactive",6,16,4,6,7,12,3,8
"200","G0020","G0020_10","inactive",6,16,3,7,16,5,19,6
"201","G0021","G0021_01","increasing",2,0,2,0,2,4,3,3
"202","G0021","G0021_02","increasing",9,7,3,6,16,9,16,8
"203","G0021","G0021_03","increasing",2,2,5,7,13,6,14,18
"204","G0021","G0021_04","increasing",5,2,4,2,7,4,12,3
"205","G0021","G0021_05","increasing",11,9,3,10,19,29,24,19
"206","G0021","G0021_06","increasing",2,3,0,5,14,7,5,16
"207","G0021","G0021_07","increasing",0,1,1,0,1,9,5,4
"208","G0021","G0021_08","increasing",2,6,2,5,12,5,16,9
"209","G0021","G0021_09","increasing",3,6,2,12,9,18,15,12
"210","G0021","G0021_10","increasing",31,52,27,31,36,21,37,28
"211","G0022","G0022_01","inactive",16,5,4,6,10,2,9,7
"212","G0022","G0022_02","inactive",42,24,13,28,22,20,26,28
"213","G0022","G0022_03","inactive",8,3,7,6,11,10,7,6
"214","G0022","G0022_04","inactive",1,2,0,2,2,1,4,4
"215","G0022","G0022_05","inactive",0,3,5,2,2,6,4,4
"216","G0022","G0022_06","inactive",21,24,11,15,12,18,13,17
"217","G0022","G0022_07","inactive",12,6,10,15,13,13,7,14
"218","G0022","G0022_08","inactive",12,8,3,14,4,4,3,13
"219","G0022","G0022_09","inactive",3,5,2,7,6,1,2,3
"220","G0022","G0022_10","inactive",6,10,7,4,12,4,4,2
"221","G0023","G0023_01","inactive",6,3,2,6,1,4,5,7
"222","G0023","G0023_02","inactive",29,29,13,17,15,24,13,31
"223","G0023","G0023_03","inactive",8,11,5,5,10,3,10,8
"224","G0023","G0023_04","inactive",5,3,0,1,3,3,6,1
"225","G0023","G0023_05","inactive",11,4,4,11,7,1,1,4
"226","G0023","G0023_06","inactive",7,10,2,5,5,2,12,5
"227","G0023","G0023_07","inactive",4,5,0,2,6,5,4,2
"228","G0023","G0023_08","inactive",6,9,5,7,8,7,4,8
"229","G0023","G0023_09","inactive",12,12,5,11,6,3,6,7
"230","G0023","G0023_10","inactive",13,12,12,16,4,11,15,17
"231","G0024","G0024_01","inactive",8,9,9,10,10,4,10,15
"232","G0024","G0024_02","inactive",16,9,2,3,8,5,6,4
"233","G0024","G0024_03","inactive",5,6,6,6,4,4,3,6
"234","G0024","G0024_04","inactive",0,3,0,1,0,1,2,2
"235","G0024","G0024_05","inactive",0,3,1,2,0,5,7,3
"236","G0024","G0024_06","inactive",2,7,0,3,5,3,7,3
"237","G0024","G0024_07","inactive",35,52,27,25,29,31,22,27
"238","G0024","G0024_08","inactive",17,4,2,7,7,7,8,8
"239","G0024","G0024_09","inactive",10,5,1,7,5,9,10,5
"240","G0024","G0024_10","inactive",1,4,0,2,0,0,2,2
"241","G0025","G0025_01","negcontrol",9,15,7,8,8,9,6,6
"242","G0025","G0025_02","negcontrol",0,2,1,1,2,0,6,0
"243","G0025","G0025_03","negcontrol",7,12,3,4,10,2,3,14
"244","G0025","G0025_04","negcontrol",12,18,8,7,9,8,15,8
"245","G0025","G0025_05","negcontrol",7,4,3,2,3,5,4,1
"246","G0025","G0025_06","negcontrol",12,19,8,21,11,10,21,11
"247","G0025","G0025_07","negcontrol",5,5,0,6,4,2,5,4
"248","G0025","G0025_08","negcontrol",0,3,0,1,0,3,2,0
"249","G0025","G0025_09","negcontrol",7,7,5,3,3,6,6,2
"250","G0025","G0025_10","negcontrol",7,3,7,10,7,0,9,4
"251","G0026","G0026_01","inactive",23,21,8,20,15,18,23,16
"252","G0026","G0026_02","inactive",11,17,5,12,14,13,10,12
"253","G0026","G0026_03","inactive",2,3,1,4,2,2,3,0
"254","G0026","G0026_04","inactive",15,7,2,7,8,7,6,11
"255","G0026","G0026_05","inactive",11,10,5,11,10,6,7,8
"256","G0026","G0026_06","inactive",6,11,5,9,9,13,12,11
"257","G0026","G0026_07","inactive",0,6,4,1,0,2,5,1
"258","G0026","G0026_08","inactive",17,10,6,14,12,11,11,11
"259","G0026","G0026_09","inactive",16,11,7,16,22,13,6,9
"260","G0026","G0026_10","inactive",8,8,2,10,7,3,6,9
"261","G0027","G0027_01","inactive",11,23,5,9,11,14,5,9
"262","G0027","G0027_02","inactive",11,11,8,5,5,12,5,7
"263","G0027","G0027_03","inactive",9,15,5,8,5,4,5,8
"264","G0027","G0027_04","inactive",16,9,17,11,4,3,9,11
"265","G0027","G0027_05","inactive",7,4,5,7,3,4,3,7
"266","G0027","G0027_06","inactive",1,7,1,6,5,4,5,3
"267","G0027","G0027_07","inactive",2,3,1,0,4,2,2,0
"268","G0027","G0027_08","inactive",7,10,1,4,6,2,1,4
"269","G0027","G0027_09","inactive",4,9,6,6,5,7,6,2
"270","G0027","G0027_10","inactive",11,16,3,14,9,9,12,15
"271","G0028","G0028_01","inactive",6,8,5,6,6,6,5,12
"272","G0028","G0028_02","inactive",5,1,2,2,5,0,2,1
"273","G0028","G0028_03","inactive",6,6,6,0,1,5,7,3
"274","G0028","G0028_04","inactive",8,18,5,8,10,28,16,12
"275","G0028","G0028_05","inactive",13,12,11,8,4,6,13,11
"276","G0028","G0028_06","inactive",10,15,7,7,12,7,7,13
"277","G0028","G0028_07","inactive",17,17,10,5,7,6,5,10
"278","G0028","G0028_08","inactive",10,6,7,8,11,2,12,11
"279","G0028","G0028_09","inactive",6,2,0,3,3,3,1,2
"280","G0028","G0028_10","inactive",10,20,9,9,11,6,21,15
"281","G0029","G0029_01","inactive",9,16,10,5,15,13,26,14
"282","G0029","G0029_02","inactive",17,9,13,18,5,9,12,16
"283","G0029","G0029_03","inactive",8,9,5,2,6,7,5,6
"284","G0029","G0029_04","inactive",25,28,6,15,16,21,17,12
"285","G0029","G0029_05","inactive",14,28,8,15,10,9,12,12
"286","G0029","G0029_06","inactive",5,5,5,1,3,4,5,5
"287","G0029","G0029_07","inactive",1,8,0,5,5,9,4,5
"288","G0029","G0029_08","inactive",21,18,12,19,16,26,26,21
"289","G0029","G0029_09","inactive",8,2,1,4,4,3,1,3
"290","G0029","G0029_10","inactive",11,4,2,12,5,11,4,5
"291","G0030","G0030_01","inactive",13,17,18,13,30,20,25,17
"292","G0030","G0030_02","inactive",11,10,4,9,3,3,4,12
"293","G0030","G0030_03","inactive",14,9,4,16,11,5,12,19
"294","G0030","G0030_04","inactive",6,11,2,5,8,11,5,5
"295","G0030","G0030_05","inactive",4,12,4,6,2,5,7,11
"296","G0030","G0030_06","inactive",12,15,6,6,10,7,9,14
"297","G0030","G0030_07","inactive",10,13,8,10,11,7,9,6
"298","G0030","G0030_08","inactive",4,7,4,2,4,6,2,8
"299","G0030","G0030_09","inactive",9,13,7,3,8,4,13,7
"300","G0030","G0030_10","inactive",4,9,1,4,4,3,4,1
"301","G0031","G0031_01","inactive",4,3,0,1,5,0,1,3
"302","G0031","G0031_02","inactive",4,9,3,4,6,1,9,4
"303","G0031","G0031_03","inactive",13,11,9,10,18,8,18,18
"304","G0031","G0031_04","inactive",3,7,3,3,2,3,1,4
"305","G0031","G0031_05","inactive",33,37,24,28,33,18,23,26
"306","G0031","G0031_06","inactive",35,21,21,24,20,16,29,26
"307","G0031","G0031_07","inactive",5,18,10,10,6,4,17,9
"308","G0031","G0031_08","inactive",17,18,12,8,18,10,4,7
"309","G0031","G0031_09","inactive",0,2,1,6,1,1,3,4
"310","G0031","G0031_10","inactive",21,13,20,6,12,10,10,11
"311","G0032","G0032_01","inactive",17,13,9,7,16,15,13,7
"312","G0032","G0032_02","inactive",11,5,7,8,12,2,12,13
"313","G0032","G0032_03","inactive",28,25,19,26,20,26,27,22
"314","G0032","G0032_04","inactive",10,6,2,4,9,4,5,8
"315","G0032","G0032_05","inactive",7,5,1,1,3,5,2,1
"316","G0032","G0032_06","inactive",6,9,2,5,8,7,1,6
"317","G0032","G0032_07","inactive",5,16,11,11,5,10,8,2
"318","G0032","G0032_08","inactive",12,6,3,7,10,10,11,7
"319","G0032","G0032_09","inactive",6,18,5,12,7,10,4,11
"320","G0032","G0032_10","inactive",15,20,13,14,8,16,15,9
"321","G0033","G0033_01","inactive",31,25,16,26,19,15,21,23
"322","G0033","G0033_02","inactive",4,7,3,5,5,6,4,6
"323","G0033","G0033_03","inactive",15,15,5,10,13,9,12,8
"324","G0033","G0033_04","inactive",2,9,1,7,0,4,1,6
"325","G0033","G0033_05","inactive",8,4,3,7,4,5,6,10
"326","G0033","G0033_06","inactive",3,5,4,2,3,3,2,2
"327","G0033","G0033_07","inactive",12,13,6,8,13,10,11,10
"328","G0033","G0033_08","inactive",50,69,30,38,42,40,51,55
"329","G0033","G0033_09","inactive",9,3,2,8,3,2,4,7
"330","G0033","G0033_10","inactive",11,9,7,10,6,12,17,10
"331","G0034","G0034_01","inactive",5,6,2,0,8,2,2,0
"332","G0034","G0034_02","inactive",4,10,5,4,5,2,8,4
"333","G0034","G0034_03","inactive",5,8,4,4,5,7,1,8
"334","G0034","G0034_04","inactive",2,0,1,1,0,0,1,2
"335","G0034","G0034_05","inactive",21,21,4,13,16,12,8,17
"336","G0034","G0034_06","inactive",35,40,14,22,23,18,20,12
"337","G0034","G0034_07","inactive",3,4,5,1,3,1,9,3
"338","G0034","G0034_08","inactive",6,1,2,1,7,1,4,3
"339","G0034","G0034_09","inactive",9,5,4,7,12,6,6,2
"340","G0034","G0034_10","inactive",11,19,9,7,18,15,10,6
"341","G0035","G0035_01","inactive",5,14,5,8,7,5,5,7
"342","G0035","G0035_02","inactive",3,3,5,7,1,1,4,5
"343","G0035","G0035_03","inactive",17,4,4,16,10,13,10,17
"344","G0035","G0035_04","inactive",1,2,0,0,3,0,0,0
"345","G0035","G0035_05","inactive",16,10,2,10,15,5,10,4
"346","G0035","G0035_06","inactive",1,1,3,1,0,1,1,0
"347","G0035","G0035_07","inactive",15,20,11,16,10,14,15,14
"348","G0035","G0035_08","inactive",8,16,10,7,6,12,9,8
"349","G0035","G0035_09","inactive",7,7,2,7,5,4,5,5
"350","G0035","G0035_10","inactive",8,10,4,9,5,9,9,4
"351","G0036","G0036_01","inactive",3,9,2,2,3,4,5,4
"352","G0036","G0036_02","inactive",12,15,5,8,4,8,7,6
"353","G0036","G0036_03","inactive",11,5,7,2,9,7,16,10
"354","G0036","G0036_04","inactive",27,17,8,15,23,18,22,15
"355","G0036","G0036_05","inactive",37,28,18,19,34,17,20,18
"356","G0036","G0036_06","inactive",15,12,7,11,3,11,16,6
"357","G0036","G0036_07","inactive",15,8,9,9,11,9,19,17
"358","G0036","G0036_08","inactive",16,16,11,21,11,16,16,21
"359","G0036","G0036_09","inactive",7,6,6,6,14,3,9,5
"360","G0036","G0036_10","inactive",3,3,3,10,7,1,6,3
"361","G0037","G0037_01","inactive",3,4,3,3,1,4,4,4
"362","G0037","G0037_02","inactive",2,1,2,2,4,3,5,1
"363","G0037","G0037_03","inactive",5,12,12,6,9,6,5,6
"364","G0037","G0037_04","inactive",2,1,0,1,3,3,0,1
"365","G0037","G0037_05","inactive",5,10,4,6,10,9,9,6
"366","G0037","G0037_06","inactive",7,0,6,6,5,6,3,3
"367","G0037","G0037_07","inactive",15,15,15,15,16,12,12,22
"368","G0037","G0037_08","inactive",7,18,2,6,18,16,2,0
"369","G0037","G0037_09","inactive",10,5,0,6,9,4,2,5
"370","G0037","G0037_10","inactive",12,26,6,13,13,11,12,13
"371","G0038","G0038_01","inactive",7,11,3,6,8,6,5,4
"372","G0038","G0038_02","inactive",12,6,7,5,6,3,3,9
"373","G0038","G0038_03","inactive",26,24,2,11,20,11,11,7
"374","G0038","G0038_04","inactive",2,8,3,8,4,2,2,4
"375","G0038","G0038_05","inactive",6,4,4,7,4,2,2,3
"376","G0038","G0038_06","inactive",4,3,1,0,1,3,3,2
"377","G0038","G0038_07","inactive",14,14,5,4,7,3,5,5
"378","G0038","G0038_08","inactive",7,0,6,4,11,6,2,2
"379","G0038","G0038_09","inactive",10,20,7,24,17,14,19,19
"380","G0038","G0038_10","inactive",6,1,2,0,5,3,0,2
"381","G0039","G0039_01","inactive",4,6,0,3,10,3,0,2
"382","G0039","G0039_02","inactive",17,10,8,13,12,4,9,12
"383","G0039","G0039_03","inactive",14,11,5,16,13,5,8,8
"384","G0039","G0039_04","inactive",31,35,36,40,26,23,36,35
"385","G0039","G0039_05","inactive",12,14,7,6,10,5,18,8
"386","G0039","G0039_06","inactive",6,4,3,4,2,3,2,6
"387","G0039","G0039_07","inactive",14,20,4,14,9,9,12,13
"388","G0039","G0039_08","inactive",12,4,1,4,7,3,6,6
"389","G0039","G0039_09","inactive",28,22,15,14,16,22,17,21
"390","G0039","G0039_10","inactive",2,8,0,7,2,5,1,5
"391","G0040","G0040_01","inactive",17,31,4,7,10,11,6,16
"392","G0040","G0040_02","inactive",6,18,4,10,3,8,9,4
"393","G0040","G0040_03","inactive",7,8,3,3,10,5,10,2
"394","G0040","G0040_04","inactive",7,11,2,7,10,9,3,8
"395","G0040","G0040_05","inactive",6,7,4,3,8,11,7,6
"396","G0040","G0040_06","inactive",4,12,4,7,4,5,3,4
"397","G0040","G0040_07","inactive",6,11,5,10,11,12,8,6
"398","G0040","G0040_08","inactive",8,11,2,1,5,3,7,6
"399","G0040","G0040_09","inactive",2,3,1,0,1,0,0,0
"400","G0040","G0040_10","inactive",13,11,9,4,15,4,10,6
"401","G0041","G0041_01","inactive",6,4,10,10,9,6,10,7
"402","G0041","G0041_02","inactive",2,13,4,11,8,4,9,16
"403","G0041","G0041_03","inactive",36,61,22,47,42,34,23,30
"404","G0041","G0041_04","inactive",5,8,4,1,4,4,5,2
"405","G0041","G0041_05","inactive",12,12,5,10,4,8,13,13
"406","G0041","G0041_06","inactive",26,25,13,30,21,11,16,27
"407","G0041","G0041_07","inactive",4,8,5,8,6,3,6,9
"408","G0041","G0041_08","inactive",23,16,7,22,14,11,13,14
"409","G0041","G0041_09","inactive",28,14,14,8,14,7,17,14
"410","G0041","G0041_10","inactive",2,3,2,2,5,5,1,0
