gene,barcodeid,class,L1,H1,L2,H2,L3,H3,L4,H4
G0001,G0001_1,inactive,63.0,60.0,63.0,60.0,63.0,60.0,63.0,60.0
G0001,G0001_2,inactive,128.0,122.0,128.0,122.0,128.0,122.0,128.0,122.0
G0001,G0001_3,inactive,51.0,33.0,51.0,33.0,51.0,33.0,51.0,33.0
G0001,G0001_4,inactive,23.0,15.0,23.0,15.0,23.0,15.0,23.0,15.0
G0001,G0001_5,inactive,298.0,266.0,298.0,266.0,298.0,266.0,298.0,266.0
G0001,G0001_6,inactive,63.0,57.0,63.0,57.0,63.0,57.0,63.0,57.0
G0001,G0001_7,inactive,122.0,66.0,122.0,66.0,122.0,66.0,122.0,66.0
G0001,G0001_8,inactive,36.0,62.0,36.0,62.0,36.0,62.0,36.0,62.0
G0001,G0001_9,inactive,7.0,8.0,7.0,8.0,7.0,8.0,7.0,8.0
G0001,G0001_10,inactive,28.0,13.0,28.0,13.0,28.0,13.0,28.0,13.0
G0002,G0002_11,inactive,66.0,59.0,66.0,59.0,66.0,59.0,66.0,59.0
G0002,G0002_12,inactive,146.0,92.0,146.0,92.0,146.0,92.0,146.0,92.0
G0002,G0002_13,inactive,183.0,148.0,183.0,148.0,183.0,148.0,183.0,148.0
G0002,G0002_14,inactive,78.0,47.0,78.0,47.0,78.0,47.0,78.0,47.0
G0002,G0002_15,inactive,52.0,31.0,52.0,31.0,52.0,31.0,52.0,31.0
G0002,G0002_16,inactive,268.0,246.0,268.0,246.0,268.0,246.0,268.0,246.0
G0002,G0002_17,inactive,74.0,59.0,74.0,59.0,74.0,59.0,74.0,59.0
G0002,G0002_18,inactive,71.0,69.0,71.0,69.0,71.0,69.0,71.0,69.0
G0002,G0002_19,inactive,111.0,94.0,111.0,94.0,111.0,94.0,111.0,94.0
G0002,G0002_20,inactive,206.0,170.0,206.0,170.0,206.0,170.0,206.0,170.0
G0003,G0003_21,increasing,166.0,272.0,166.0,272.0,166.0,272.0,166.0,272.0
G0003,G0003_22,increasing,189.0,313.0,189.0,313.0,189.0,313.0,189.0,313.0
G0003,G0003_23,increasing,43.0,77.0,43.0,77.0,43.0,77.0,43.0,77.0
G0003,G0003_24,increasing,257.0,556.0,257.0,556.0,257.0,556.0,257.0,556.0
G0003,G0003_25,increasing,175.0,297.0,175.0,297.0,175.0,297.0,175.0,297.0
G0003,G0003_26,increasing,52.0,86.0,52.0,86.0,52.0,86.0,52.0,86.0
G0003,G0003_27,increasing,7.0,11.0,7.0,11.0,7.0,11.0,7.0,11.0
G0003,G0003_28,increasing,212.0,384.0,212.0,384.0,212.0,384.0,212.0,384.0
G0003,G0003_29,increasing,288.0,533.0,288.0,533.0,288.0,533.0,288.0,533.0
G0003,G0003_30,increasing,95.0,183.0,95.0,183.0,95.0,183.0,95.0,183.0
G0004,G0004_31,inactive,58.0,49.0,58.0,49.0,58.0,49.0,58.0,49.0
G0004,G0004_32,inactive,172.0,143.0,172.0,143.0,172.0,143.0,172.0,143.0
G0004,G0004_33,inactive,71.0,60.0,71.0,60.0,71.0,60.0,71.0,60.0
G0004,G0004_34,inactive,195.0,126.0,195.0,126.0,195.0,126.0,195.0,126.0
G0004,G0004_35,inactive,28.0,27.0,28.0,27.0,28.0,27.0,28.0,27.0
G0004,G0004_36,inactive,49.0,55.0,49.0,55.0,49.0,55.0,49.0,55.0
G0004,G0004_37,inactive,120.0,114.0,120.0,114.0,120.0,114.0,120.0,114.0
G0004,G0004_38,inactive,63.0,57.0,63.0,57.0,63.0,57.0,63.0,57.0
G0004,G0004_39,inactive,187.0,173.0,187.0,173.0,187.0,173.0,187.0,173.0
G0004,G0004_40,inactive,211.0,168.0,211.0,168.0,211.0,168.0,211.0,168.0
G0005,G0005_41,inactive,212.0,152.0,212.0,152.0,212.0,152.0,212.0,152.0
G0005,G0005_42,inactive,124.0,137.0,124.0,137.0,124.0,137.0,124.0,137.0
G0005,G0005_43,inactive,41.0,50.0,41.0,50.0,41.0,50.0,41.0,50.0
G0005,G0005_44,inactive,14.0,13.0,14.0,13.0,14.0,13.0,14.0,13.0
G0005,G0005_45,inactive,64.0,48.0,64.0,48.0,64.0,48.0,64.0,48.0
G0005,G0005_46,inactive,52.0,39.0,52.0,39.0,52.0,39.0,52.0,39.0
G0005,G0005_47,inactive,80.0,44.0,80.0,44.0,80.0,44.0,80.0,44.0
G0005,G0005_48,inactive,199.0,203.0,199.0,203.0,199.0,203.0,199.0,203.0
G0005,G0005_49,inactive,106.0,111.0,106.0,111.0,106.0,111.0,106.0,111.0
G0005,G0005_50,inactive,192.0,143.0,192.0,143.0,192.0,143.0,192.0,143.0
G0006,G0006_51,inactive,81.0,77.0,81.0,77.0,81.0,77.0,81.0,77.0
G0006,G0006_52,inactive,18.0,15.0,18.0,15.0,18.0,15.0,18.0,15.0
G0006,G0006_53,inactive,57.0,61.0,57.0,61.0,57.0,61.0,57.0,61.0
G0006,G0006_54,inactive,90.0,76.0,90.0,76.0,90.0,76.0,90.0,76.0
G0006,G0006_55,inactive,104.0,92.0,104.0,92.0,104.0,92.0,104.0,92.0
G0006,G0006_56,inactive,65.0,77.0,65.0,77.0,65.0,77.0,65.0,77.0
G0006,G0006_57,inactive,77.0,54.0,77.0,54.0,77.0,54.0,77.0,54.0
G0006,G0006_58,inactive,88.0,69.0,88.0,69.0,88.0,69.0,88.0,69.0
G0006,G0006_59,inactive,108.0,87.0,108.0,87.0,108.0,87.0,108.0,87.0
G0006,G0006_60,inactive,81.0,72.0,81.0,72.0,81.0,72.0,81.0,72.0
G0007,G0007_61,inactive,61.0,42.0,61.0,42.0,61.0,42.0,61.0,42.0
G0007,G0007_62,inactive,158.0,116.0,158.0,116.0,158.0,116.0,158.0,116.0
G0007,G0007_63,inactive,33.0,24.0,33.0,24.0,33.0,24.0,33.0,24.0
G0007,G0007_64,inactive,452.0,394.0,452.0,394.0,452.0,394.0,452.0,394.0
G0007,G0007_65,inactive,46.0,43.0,46.0,43.0,46.0,43.0,46.0,43.0
G0007,G0007_66,inactive,106.0,80.0,106.0,80.0,106.0,80.0,106.0,80.0
G0007,G0007_67,inactive,8.0,11.0,8.0,11.0,8.0,11.0,8.0,11.0
G0007,G0007_68,inactive,279.0,200.0,279.0,200.0,279.0,200.0,279.0,200.0
G0007,G0007_69,inactive,41.0,45.0,41.0,45.0,41.0,45.0,41.0,45.0
G0007,G0007_70,inactive,78.0,50.0,78.0,50.0,78.0,50.0,78.0,50.0
G0008,G0008_71,inactive,219.0,184.0,219.0,184.0,219.0,184.0,219.0,184.0
G0008,G0008_72,inactive,51.0,36.0,51.0,36.0,51.0,36.0,51.0,36.0
G0008,G0008_73,inactive,106.0,74.0,106.0,74.0,106.0,74.0,106.0,74.0
G0008,G0008_74,inactive,111.0,93.0,111.0,93.0,111.0,93.0,111.0,93.0
G0008,G0008_75,inactive,18.0,14.0,18.0,14.0,18.0,14.0,18.0,14.0
G0008,G0008_76,inactive,61.0,44.0,61.0,44.0,61.0,44.0,61.0,44.0
G0008,G0008_77,inactive,224.0,172.0,224.0,172.0,224.0,172.0,224.0,172.0
G0008,G0008_78,inactive,153.0,130.0,153.0,130.0,153.0,130.0,153.0,130.0
G0008,G0008_79,inactive,51.0,43.0,51.0,43.0,51.0,43.0,51.0,43.0
G0008,G0008_80,inactive,99.0,62.0,99.0,62.0,99.0,62.0,99.0,62.0
G0009,G0009_81,inactive,70.0,41.0,70.0,41.0,70.0,41.0,70.0,41.0
G0009,G0009_82,inactive,79.0,54.0,79.0,54.0,79.0,54.0,79.0,54.0
G0009,G0009_83,inactive,44.0,31.0,44.0,31.0,44.0,31.0,44.0,31.0
G0009,G0009_84,inactive,91.0,64.0,91.0,64.0,91.0,64.0,91.0,64.0
G0009,G0009_85,inactive,92.0,55.0,92.0,55.0,92.0,55.0,92.0,55.0
G0009,G0009_86,inactive,107.0,88.0,107.0,88.0,107.0,88.0,107.0,88.0
G0009,G0009_87,inactive,43.0,34.0,43.0,34.0,43.0,34.0,43.0,34.0
G0009,G0009_88,inactive,178.0,166.0,178.0,166.0,178.0,166.0,178.0,166.0
G0009,G0009_89,inactive,72.0,76.0,72.0,76.0,72.0,76.0,72.0,76.0
G0009,G0009_90,inactive,220.0,195.0,220.0,195.0,220.0,195.0,220.0,195.0
G0010,G0010_91,negcontrol,92.0,94.0,92.0,94.0,92.0,94.0,92.0,94.0
G0010,G0010_92,negcontrol,92.0,90.0,92.0,90.0,92.0,90.0,92.0,90.0
G0010,G0010_93,negcontrol,334.0,259.0,334.0,259.0,334.0,259.0,334.0,259.0
G0010,G0010_94,negcontrol,112.0,110.0,112.0,110.0,112.0,110.0,112.0,110.0
G0010,G0010_95,negcontrol,49.0,45.0,49.0,45.0,49.0,45.0,49.0,45.0
G0010,G0010_96,negcontrol,49.0,44.0,49.0,44.0,49.0,44.0,49.0,44.0
G0010,G0010_97,negcontrol,123.0,90.0,123.0,90.0,123.0,90.0,123.0,90.0
G0010,G0010_98,negcontrol,234.0,186.0,234.0,186.0,234.0,186.0,234.0,186.0
G0010,G0010_99,negcontrol,102.0,86.0,102.0,86.0,102.0,86.0,102.0,86.0
G0010,G0010_100,negcontrol,218.0,160.0,218.0,160.0,218.0,160.0,218.0,160.0
G0011,G0011_101,decreasing,21.0,14.0,21.0,14.0,21.0,14.0,21.0,14.0
G0011,G0011_102,decreasing,29.0,8.0,29.0,8.0,29.0,8.0,29.0,8.0
G0011,G0011_103,decreasing,109.0,47.0,109.0,47.0,109.0,47.0,109.0,47.0
G0011,G0011_104,decreasing,63.0,22.0,63.0,22.0,63.0,22.0,63.0,22.0
G0011,G0011_105,decreasing,74.0,26.0,74.0,26.0,74.0,26.0,74.0,26.0
G0011,G0011_106,decreasing,28.0,4.0,28.0,4.0,28.0,4.0,28.0,4.0
G0011,G0011_107,decreasing,94.0,40.0,94.0,40.0,94.0,40.0,94.0,40.0
G0011,G0011_108,decreasing,10.0,7.0,10.0,7.0,10.0,7.0,10.0,7.0
G0011,G0011_109,decreasing,13.0,7.0,13.0,7.0,13.0,7.0,13.0,7.0
G0011,G0011_110,decreasing,20.0,3.0,20.0,3.0,20.0,3.0,20.0,3.0
G0012,G0012_111,inactive,82.0,55.0,82.0,55.0,82.0,55.0,82.0,55.0
G0012,G0012_112,inactive,94.0,68.0,94.0,68.0,94.0,68.0,94.0,68.0
G0012,G0012_113,inactive,616.0,526.0,616.0,526.0,616.0,526.0,616.0,526.0
G0012,G0012_114,inactive,18.0,13.0,18.0,13.0,18.0,13.0,18.0,13.0
G0012,G0012_115,inactive,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0
G0012,G0012_116,inactive,121.0,94.0,121.0,94.0,121.0,94.0,121.0,94.0
G0012,G0012_117,inactive,83.0,81.0,83.0,81.0,83.0,81.0,83.0,81.0
G0012,G0012_118,inactive,24.0,28.0,24.0,28.0,24.0,28.0,24.0,28.0
G0012,G0012_119,inactive,39.0,18.0,39.0,18.0,39.0,18.0,39.0,18.0
G0012,G0012_120,inactive,94.0,90.0,94.0,90.0,94.0,90.0,94.0,90.0
G0013,G0013_121,inactive,180.0,133.0,180.0,133.0,180.0,133.0,180.0,133.0
G0013,G0013_122,inactive,98.0,79.0,98.0,79.0,98.0,79.0,98.0,79.0
G0013,G0013_123,inactive,44.0,36.0,44.0,36.0,44.0,36.0,44.0,36.0
G0013,G0013_124,inactive,142.0,130.0,142.0,130.0,142.0,130.0,142.0,130.0
G0013,G0013_125,inactive,65.0,54.0,65.0,54.0,65.0,54.0,65.0,54.0
G0013,G0013_126,inactive,39.0,38.0,39.0,38.0,39.0,38.0,39.0,38.0
G0013,G0013_127,inactive,76.0,57.0,76.0,57.0,76.0,57.0,76.0,57.0
G0013,G0013_128,inactive,75.0,51.0,75.0,51.0,75.0,51.0,75.0,51.0
G0013,G0013_129,inactive,35.0,27.0,35.0,27.0,35.0,27.0,35.0,27.0
G0013,G0013_130,inactive,80.0,51.0,80.0,51.0,80.0,51.0,80.0,51.0
G0014,G0014_131,inactive,61.0,42.0,61.0,42.0,61.0,42.0,61.0,42.0
G0014,G0014_132,inactive,132.0,116.0,132.0,116.0,132.0,116.0,132.0,116.0
G0014,G0014_133,inactive,147.0,114.0,147.0,114.0,147.0,114.0,147.0,114.0
G0014,G0014_134,inactive,66.0,48.0,66.0,48.0,66.0,48.0,66.0,48.0
G0014,G0014_135,inactive,62.0,47.0,62.0,47.0,62.0,47.0,62.0,47.0
G0014,G0014_136,inactive,133.0,106.0,133.0,106.0,133.0,106.0,133.0,106.0
G0014,G0014_137,inactive,8.0,6.0,8.0,6.0,8.0,6.0,8.0,6.0
G0014,G0014_138,inactive,159.0,128.0,159.0,128.0,159.0,128.0,159.0,128.0
G0014,G0014_139,inactive,75.0,51.0,75.0,51.0,75.0,51.0,75.0,51.0
G0014,G0014_140,inactive,134.0,113.0,134.0,113.0,134.0,113.0,134.0,113.0
G0015,G0015_141,inactive,18.0,14.0,18.0,14.0,18.0,14.0,18.0,14.0
G0015,G0015_142,inactive,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
G0015,G0015_143,inactive,96.0,77.0,96.0,77.0,96.0,77.0,96.0,77.0
G0015,G0015_144,inactive,11.0,7.0,11.0,7.0,11.0,7.0,11.0,7.0
G0015,G0015_145,inactive,49.0,42.0,49.0,42.0,49.0,42.0,49.0,42.0
G0015,G0015_146,inactive,192.0,150.0,192.0,150.0,192.0,150.0,192.0,150.0
G0015,G0015_147,inactive,121.0,123.0,121.0,123.0,121.0,123.0,121.0,123.0
G0015,G0015_148,inactive,37.0,41.0,37.0,41.0,37.0,41.0,37.0,41.0
G0015,G0015_149,inactive,73.0,53.0,73.0,53.0,73.0,53.0,73.0,53.0
G0015,G0015_150,inactive,79.0,59.0,79.0,59.0,79.0,59.0,79.0,59.0
G0016,G0016_151,inactive,78.0,40.0,78.0,40.0,78.0,40.0,78.0,40.0
G0016,G0016_152,inactive,140.0,134.0,140.0,134.0,140.0,134.0,140.0,134.0
G0016,G0016_153,inactive,83.0,52.0,83.0,52.0,83.0,52.0,83.0,52.0
G0016,G0016_154,inactive,132.0,99.0,132.0,99.0,132.0,99.0,132.0,99.0
G0016,G0016_155,inactive,11.0,3.0,11.0,3.0,11.0,3.0,11.0,3.0
G0016,G0016_156,inactive,110.0,102.0,110.0,102.0,110.0,102.0,110.0,102.0
G0016,G0016_157,inactive,28.0,27.0,28.0,27.0,28.0,27.0,28.0,27.0
G0016,G0016_158,inactive,98.0,74.0,98.0,74.0,98.0,74.0,98.0,74.0
G0016,G0016_159,inactive,98.0,68.0,98.0,68.0,98.0,68.0,98.0,68.0
G0016,G0016_160,inactive,59.0,52.0,59.0,52.0,59.0,52.0,59.0,52.0
G0017,G0017_161,inactive,88.0,81.0,88.0,81.0,88.0,81.0,88.0,81.0
G0017,G0017_162,inactive,137.0,119.0,137.0,119.0,137.0,119.0,137.0,119.0
G0017,G0017_163,inactive,91.0,85.0,91.0,85.0,91.0,85.0,91.0,85.0
G0017,G0017_164,inactive,158.0,156.0,158.0,156.0,158.0,156.0,158.0,156.0
G0017,G0017_165,inactive,74.0,72.0,74.0,72.0,74.0,72.0,74.0,72.0
G0017,G0017_166,inactive,87.0,64.0,87.0,64.0,87.0,64.0,87.0,64.0
G0017,G0017_167,inactive,146.0,119.0,146.0,119.0,146.0,119.0,146.0,119.0
G0017,G0017_168,inactive,59.0,39.0,59.0,39.0,59.0,39.0,59.0,39.0
G0017,G0017_169,inactive,167.0,179.0,167.0,179.0,167.0,179.0,167.0,179.0
G0017,G0017_170,inactive,58.0,51.0,58.0,51.0,58.0,51.0,58.0,51.0
G0018,G0018_171,inactive,71.0,41.0,71.0,41.0,71.0,41.0,71.0,41.0
G0018,G0018_172,inactive,150.0,124.0,150.0,124.0,150.0,124.0,150.0,124.0
G0018,G0018_173,inactive,88.0,79.0,88.0,79.0,88.0,79.0,88.0,79.0
G0018,G0018_174,inactive,126.0,121.0,126.0,121.0,126.0,121.0,126.0,121.0
G0018,G0018_175,inactive,21.0,22.0,21.0,22.0,21.0,22.0,21.0,22.0
G0018,G0018_176,inactive,157.0,124.0,157.0,124.0,157.0,124.0,157.0,124.0
G0018,G0018_177,inactive,68.0,50.0,68.0,50.0,68.0,50.0,68.0,50.0
G0018,G0018_178,inactive,107.0,104.0,107.0,104.0,107.0,104.0,107.0,104.0
G0018,G0018_179,inactive,27.0,15.0,27.0,15.0,27.0,15.0,27.0,15.0
G0018,G0018_180,inactive,10.0,3.0,10.0,3.0,10.0,3.0,10.0,3.0
G0019,G0019_181,inactive,110.0,84.0,110.0,84.0,110.0,84.0,110.0,84.0
