gene,barcodeid,class,L1,H1,L2,H2,L3,H3,L4,H4
G0001,G0001_1,inactive,668.0,628.0,668.0,628.0,668.0,628.0,668.0,628.0
G0001,G0001_2,inactive,211.0,135.0,211.0,135.0,211.0,135.0,211.0,135.0
G0001,G0001_3,inactive,996.0,875.0,996.0,875.0,996.0,875.0,996.0,875.0
G0001,G0001_4,inactive,1678.0,1287.0,1678.0,1287.0,1678.0,1287.0,1678.0,1287.0
G0001,G0001_5,inactive,163.0,152.0,163.0,152.0,163.0,152.0,163.0,152.0
G0001,G0001_6,inactive,273.0,184.0,273.0,184.0,273.0,184.0,273.0,184.0
G0001,G0001_7,inactive,900.0,726.0,900.0,726.0,900.0,726.0,900.0,726.0
G0001,G0001_8,inactive,1166.0,1026.0,1166.0,1026.0,1166.0,1026.0,1166.0,1026.0
G0001,G0001_9,inactive,527.0,341.0,527.0,341.0,527.0,341.0,527.0,341.0
G0001,G0001_10,inactive,866.0,711.0,866.0,711.0,866.0,711.0,866.0,711.0
G0002,G0002_11,inactive,358.0,293.0,358.0,293.0,358.0,293.0,358.0,293.0
G0002,G0002_12,inactive,449.0,324.0,449.0,324.0,449.0,324.0,449.0,324.0
G0002,G0002_13,inactive,1409.0,1079.0,1409.0,1079.0,1409.0,1079.0,1409.0,1079.0
G0002,G0002_14,inactive,700.0,540.0,700.0,540.0,700.0,540.0,700.0,540.0
G0002,G0002_15,inactive,349.0,345.0,349.0,345.0,349.0,345.0,349.0,345.0
G0002,G0002_16,inactive,579.0,368.0,579.0,368.0,579.0,368.0,579.0,368.0
G0002,G0002_17,inactive,322.0,405.0,322.0,405.0,322.0,405.0,322.0,405.0
G0002,G0002_18,inactive,1588.0,1312.0,1588.0,1312.0,1588.0,1312.0,1588.0,1312.0
G0002,G0002_19,inactive,1303.0,984.0,1303.0,984.0,1303.0,984.0,1303.0,984.0
G0002,G0002_20,inactive,672.0,464.0,672.0,464.0,672.0,464.0,672.0,464.0
G0003,G0003_21,inactive,688.0,430.0,688.0,430.0,688.0,430.0,688.0,430.0
G0003,G0003_22,inactive,374.0,401.0,374.0,401.0,374.0,401.0,374.0,401.0
G0003,G0003_23,inactive,530.0,390.0,530.0,390.0,530.0,390.0,530.0,390.0
G0003,G0003_24,inactive,404.0,450.0,404.0,450.0,404.0,450.0,404.0,450.0
G0003,G0003_25,inactive,648.0,658.0,648.0,658.0,648.0,658.0,648.0,658.0
G0003,G0003_26,inactive,350.0,295.0,350.0,295.0,350.0,295.0,350.0,295.0
G0003,G0003_27,inactive,339.0,353.0,339.0,353.0,339.0,353.0,339.0,353.0
G0003,G0003_28,inactive,433.0,466.0,433.0,466.0,433.0,466.0,433.0,466.0
G0003,G0003_29,inactive,4156.0,2933.0,4156.0,2933.0,4156.0,2933.0,4156.0,2933.0
G0003,G0003_30,inactive,401.0,206.0,401.0,206.0,401.0,206.0,401.0,206.0
G0004,G0004_31,negcontrol,1117.0,847.0,1117.0,847.0,1117.0,847.0,1117.0,847.0
G0004,G0004_32,negcontrol,183.0,134.0,183.0,134.0,183.0,134.0,183.0,134.0
G0004,G0004_33,negcontrol,331.0,223.0,331.0,223.0,331.0,223.0,331.0,223.0
G0004,G0004_34,negcontrol,452.0,320.0,452.0,320.0,452.0,320.0,452.0,320.0
G0004,G0004_35,negcontrol,1975.0,1469.0,1975.0,1469.0,1975.0,1469.0,1975.0,1469.0
G0004,G0004_36,negcontrol,739.0,568.0,739.0,568.0,739.0,568.0,739.0,568.0
G0004,G0004_37,negcontrol,2952.0,2263.0,2952.0,2263.0,2952.0,2263.0,2952.0,2263.0
G0004,G0004_38,negcontrol,427.0,349.0,427.0,349.0,427.0,349.0,427.0,349.0
G0004,G0004_39,negcontrol,747.0,751.0,747.0,751.0,747.0,751.0,747.0,751.0
G0004,G0004_40,negcontrol,2345.0,1720.0,2345.0,1720.0,2345.0,1720.0,2345.0,1720.0
G0005,G0005_41,inactive,104.0,177.0,104.0,177.0,104.0,177.0,104.0,177.0
G0005,G0005_42,inactive,910.0,712.0,910.0,712.0,910.0,712.0,910.0,712.0
G0005,G0005_43,inactive,840.0,593.0,840.0,593.0,840.0,593.0,840.0,593.0
G0005,G0005_44,inactive,214.0,142.0,214.0,142.0,214.0,142.0,214.0,142.0
G0005,G0005_45,inactive,1621.0,1256.0,1621.0,1256.0,1621.0,1256.0,1621.0,1256.0
G0005,G0005_46,inactive,1104.0,1084.0,1104.0,1084.0,1104.0,1084.0,1104.0,1084.0
G0005,G0005_47,inactive,851.0,576.0,851.0,576.0,851.0,576.0,851.0,576.0
G0005,G0005_48,inactive,721.0,634.0,721.0,634.0,721.0,634.0,721.0,634.0
G0005,G0005_49,inactive,388.0,130.0,388.0,130.0,388.0,130.0,388.0,130.0
G0005,G0005_50,inactive,1760.0,1431.0,1760.0,1431.0,1760.0,1431.0,1760.0,1431.0
G0006,G0006_51,inactive,824.0,564.0,824.0,564.0,824.0,564.0,824.0,564.0
G0006,G0006_52,inactive,626.0,410.0,626.0,410.0,626.0,410.0,626.0,410.0
G0006,G0006_53,inactive,850.0,615.0,850.0,615.0,850.0,615.0,850.0,615.0
G0006,G0006_54,inactive,901.0,798.0,901.0,798.0,901.0,798.0,901.0,798.0
G0006,G0006_55,inactive,862.0,563.0,862.0,563.0,862.0,563.0,862.0,563.0
G0006,G0006_56,inactive,1711.0,1196.0,1711.0,1196.0,1711.0,1196.0,1711.0,1196.0
G0006,G0006_57,inactive,923.0,792.0,923.0,792.0,923.0,792.0,923.0,792.0
G0006,G0006_58,inactive,1482.0,1310.0,1482.0,1310.0,1482.0,1310.0,1482.0,1310.0
G0006,G0006_59,inactive,530.0,339.0,530.0,339.0,530.0,339.0,530.0,339.0
G0006,G0006_60,inactive,317.0,196.0,317.0,196.0,317.0,196.0,317.0,196.0
G0007,G0007_61,negcontrol,240.0,143.0,240.0,143.0,240.0,143.0,240.0,143.0
G0007,G0007_62,negcontrol,69.0,108.0,69.0,108.0,69.0,108.0,69.0,108.0
G0007,G0007_63,negcontrol,1330.0,986.0,1330.0,986.0,1330.0,986.0,1330.0,986.0
G0007,G0007_64,negcontrol,1386.0,933.0,1386.0,933.0,1386.0,933.0,1386.0,933.0
G0007,G0007_65,negcontrol,1306.0,1097.0,1306.0,1097.0,1306.0,1097.0,1306.0,1097.0
G0007,G0007_66,negcontrol,433.0,259.0,433.0,259.0,433.0,259.0,433.0,259.0
G0007,G0007_67,negcontrol,567.0,498.0,567.0,498.0,567.0,498.0,567.0,498.0
G0007,G0007_68,negcontrol,568.0,354.0,568.0,354.0,568.0,354.0,568.0,354.0
G0007,G0007_69,negcontrol,705.0,409.0,705.0,409.0,705.0,409.0,705.0,409.0
G0007,G0007_70,negcontrol,422.0,221.0,422.0,221.0,422.0,221.0,422.0,221.0
G0008,G0008_71,inactive,503.0,398.0,503.0,398.0,503.0,398.0,503.0,398.0
G0008,G0008_72,inactive,1364.0,904.0,1364.0,904.0,1364.0,904.0,1364.0,904.0
G0008,G0008_73,inactive,1353.0,843.0,1353.0,843.0,1353.0,843.0,1353.0,843.0
G0008,G0008_74,inactive,1201.0,1218.0,1201.0,1218.0,1201.0,1218.0,1201.0,1218.0
G0008,G0008_75,inactive,435.0,341.0,435.0,341.0,435.0,341.0,435.0,341.0
G0008,G0008_76,inactive,457.0,374.0,457.0,374.0,457.0,374.0,457.0,374.0
G0008,G0008_77,inactive,415.0,276.0,415.0,276.0,415.0,276.0,415.0,276.0
G0008,G0008_78,inactive,1042.0,628.0,1042.0,628.0,1042.0,628.0,1042.0,628.0
G0008,G0008_79,inactive,258.0,313.0,258.0,313.0,258.0,313.0,258.0,313.0
G0008,G0008_80,inactive,171.0,127.0,171.0,127.0,171.0,127.0,171.0,127.0
G0009,G0009_81,inactive,351.0,303.0,351.0,303.0,351.0,303.0,351.0,303.0
G0009,G0009_82,inactive,782.0,486.0,782.0,486.0,782.0,486.0,782.0,486.0
G0009,G0009_83,inactive,535.0,453.0,535.0,453.0,535.0,453.0,535.0,453.0
