gene,sgRNA,class,L1,L2,L3,L4,H1,H2,H3,H4
G0001,G0001_1,inactive,628.0,853.0,805.0,608.0,522.0,668.0,544.0,515.0
G0001,G0001_2,inactive,1164.0,1238.0,1018.0,1342.0,780.0,989.0,717.0,1123.0
G0001,G0001_3,inactive,436.0,920.0,678.0,1489.0,304.0,697.0,475.0,1186.0
G0001,G0001_4,inactive,134.0,194.0,345.0,279.0,60.0,147.0,266.0,140.0
G0001,G0001_5,inactive,2694.0,2434.0,1903.0,2515.0,2079.0,1854.0,1422.0,1659.0
G0001,G0001_6,inactive,511.0,468.0,435.0,181.0,371.0,333.0,372.0,211.0
G0001,G0001_7,inactive,956.0,1072.0,1084.0,1003.0,738.0,820.0,657.0,696.0
G0001,G0001_8,inactive,395.0,246.0,382.0,281.0,400.0,248.0,295.0,229.0
G0001,G0001_9,inactive,95.0,428.0,308.0,286.0,78.0,296.0,204.0,214.0
G0001,G0001_10,inactive,255.0,60.0,420.0,179.0,169.0,62.0,291.0,106.0
G0002,G0002_11,inactive,648.0,715.0,835.0,681.0,543.0,669.0,593.0,542.0
G0002,G0002_12,inactive,1062.0,546.0,797.0,825.0,646.0,364.0,666.0,524.0
G0002,G0002_13,inactive,1576.0,1366.0,1395.0,1967.0,1376.0,1065.0,1071.0,1474.0
G0002,G0002_14,inactive,650.0,412.0,702.0,481.0,480.0,317.0,485.0,380.0
G0002,G0002_15,inactive,397.0,1051.0,396.0,860.0,403.0,670.0,295.0,597.0
G0002,G0002_16,inactive,2382.0,2490.0,2353.0,3082.0,1928.0,1865.0,1727.0,2283.0
G0002,G0002_17,inactive,717.0,657.0,674.0,566.0,560.0,566.0,461.0,421.0
G0002,G0002_18,inactive,946.0,1111.0,1161.0,695.0,703.0,863.0,899.0,471.0
G0002,G0002_19,inactive,1080.0,991.0,823.0,905.0,884.0,843.0,678.0,686.0
G0002,G0002_20,inactive,1702.0,1628.0,1915.0,1587.0,1162.0,1240.0,1485.0,1079.0
G0003,G0003_21,increasing,1375.0,1190.0,1198.0,754.0,2263.0,1623.0,1921.0,1624.0
G0003,G0003_22,increasing,2287.0,1571.0,1852.0,1530.0,3851.0,2644.0,3508.0,2644.0
G0003,G0003_23,increasing,447.0,207.0,266.0,294.0,610.0,209.0,430.0,410.0
G0003,G0003_24,increasing,2535.0,1818.0,2011.0,1966.0,5114.0,3475.0,3384.0,3877.0
G0003,G0003_25,increasing,1829.0,2251.0,2113.0,2112.0,2381.0,3988.0,4084.0,4238.0
G0003,G0003_26,increasing,622.0,565.0,160.0,271.0,1196.0,885.0,148.0,285.0
G0003,G0003_27,increasing,81.0,372.0,302.0,256.0,39.0,370.0,314.0,143.0
G0003,G0003_28,increasing,2238.0,1568.0,2260.0,1627.0,4187.0,3402.0,3878.0,2770.0
G0003,G0003_29,increasing,2848.0,2638.0,2484.0,2758.0,4799.0,4600.0,4302.0,5400.0
G0003,G0003_30,increasing,1135.0,794.0,457.0,673.0,2196.0,1465.0,731.0,1091.0
G0004,G0004_31,inactive,457.0,392.0,161.0,444.0,424.0,288.0,96.0,360.0
G0004,G0004_32,inactive,1356.0,989.0,1254.0,996.0,1065.0,773.0,969.0,835.0
G0004,G0004_33,inactive,686.0,1240.0,867.0,497.0,469.0,940.0,597.0,389.0
G0004,G0004_34,inactive,1724.0,1482.0,1897.0,1414.0,1205.0,1048.0,1383.0,904.0
G0004,G0004_35,inactive,352.0,235.0,540.0,423.0,251.0,186.0,460.0,281.0
G0004,G0004_36,inactive,624.0,935.0,606.0,933.0,473.0,713.0,363.0,624.0
G0004,G0004_37,inactive,1184.0,1544.0,1717.0,1459.0,819.0,1148.0,1200.0,1087.0
G0004,G0004_38,inactive,717.0,827.0,541.0,738.0,495.0,562.0,345.0,570.0
G0004,G0004_39,inactive,1752.0,2917.0,2078.0,1904.0,1215.0,2132.0,1483.0,1235.0
G0004,G0004_40,inactive,1928.0,1952.0,1353.0,1892.0,1428.0,1498.0,948.0,1470.0
G0005,G0005_41,inactive,1928.0,1901.0,1243.0,1142.0,1427.0,1505.0,937.0,736.0
G0005,G0005_42,inactive,1106.0,859.0,1008.0,1421.0,822.0,493.0,891.0,1080.0
G0005,G0005_43,inactive,415.0,291.0,268.0,570.0,415.0,213.0,165.0,458.0
G0005,G0005_44,inactive,258.0,247.0,358.0,256.0,187.0,171.0,301.0,165.0
G0005,G0005_45,inactive,453.0,626.0,1004.0,627.0,365.0,473.0,674.0,502.0
G0005,G0005_46,inactive,374.0,215.0,592.0,249.0,277.0,150.0,487.0,270.0
G0005,G0005_47,inactive,582.0,436.0,470.0,583.0,428.0,345.0,251.0,420.0
G0005,G0005_48,inactive,1899.0,2440.0,2357.0,1818.0,1428.0,1666.0,1720.0,1322.0
