"","gene","sgRNA","class","L1","L2","L3","L4","H1","H2","H3","H4"
"1","G0001","G0001_01","inactive",192,118,150,164,156,90,155,169
"2","G0001","G0001_02","inactive",47,116,56,220,23,154,32,178
"3","G0001","G0001_03","inactive",988,996,602,509,977,882,698,439
"4","G0001","G0001_04","inactive",153,92,83,115,150,119,66,121
"5","G0001","G0001_05","inactive",115,152,143,207,98,128,122,181
"6","G0001","G0001_06","inactive",235,246,297,364,257,285,382,343
"7","G0001","G0001_07","inactive",412,434,388,507,398,415,470,479
"8","G0001","G0001_08","inactive",271,63,100,262,282,84,82,214
"9","G0001","G0001_09","inactive",376,223,297,249,320,226,221,219
"10","G0001","G0001_10","inactive",313,244,241,452,255,215,233,390
"11","G0002","G0002_01","inactive",323,478,476,288,286,526,549,331
"12","G0002","G0002_02","inactive",391,221,232,278,334,175,316,247
"13","G0002","G0002_03","inactive",407,309,280,457,402,276,255,416
"14","G0002","G0002_04","inactive",492,466,321,718,483,496,388,766
"15","G0002","G0002_05","inactive",1065,1029,606,872,929,1144,730,917
"16","G0002","G0002_06","inactive",1101,933,856,988,805,903,1026,942
"17","G0002","G0002_07","inactive",564,385,310,590,504,437,431,535
"18","G0002","G0002_08","inactive",273,98,226,160,254,128,273,153
"19","G0002","G0002_09","inactive",670,657,810,735,655,559,894,597
"20","G0002","G0002_10","inactive",707,584,396,269,597,589,512,236
"21","G0003","G0003_01","inactive",796,863,699,1027,764,752,792,1092
"22","G0003","G0003_02","inactive",579,739,381,701,480,673,410,680
"23","G0003","G0003_03","inactive",1008,761,769,1034,838,801,865,1139
"24","G0003","G0003_04","inactive",3883,3248,2935,3684,3220,3017,3410,3702
"25","G0003","G0003_05","inactive",392,289,102,272,318,293,104,281
"26","G0003","G0003_06","inactive",446,159,290,391,404,185,367,461
"27","G0003","G0003_07","inactive",185,168,162,43,187,186,176,35
"28","G0003","G0003_08","inactive",415,277,185,277,366,240,197,265
"29","G0003","G0003_09","inactive",539,547,478,453,455,483,592,496
"30","G0003","G0003_10","inactive",496,378,455,551,512,348,547,564
"31","G0004","G0004_01","negcontrol",453,436,426,482,448,503,452,430
"32","G0004","G0004_02","negcontrol",471,338,396,756,458,246,450,800
"33","G0004","G0004_03","negcontrol",699,547,370,576,489,508,383,618
"34","G0004","G0004_04","negcontrol",586,442,332,314,525,507,380,356
"35","G0004","G0004_05","negcontrol",1116,835,898,917,1091,892,1037,1004
"36","G0004","G0004_06","negcontrol",387,340,305,341,395,348,406,283
"37","G0004","G0004_07","negcontrol",368,765,346,506,406,612,379,423
"38","G0004","G0004_08","negcontrol",781,918,673,1103,613,962,764,1098
"39","G0004","G0004_09","negcontrol",325,195,177,235,206,173,233,245
"40","G0004","G0004_10","negcontrol",179,248,300,453,178,233,273,322
"41","G0005","G0005_01","inactive",404,250,188,445,411,294,175,508
"42","G0005","G0005_02","inactive",683,858,935,566,708,796,1106,669
"43","G0005","G0005_03","inactive",461,420,154,352,491,338,141,334
"44","G0005","G0005_04","inactive",446,430,324,285,400,409,311,310
"45","G0005","G0005_05","inactive",346,653,391,405,368,556,408,396
"46","G0005","G0005_06","inactive",384,436,472,490,436,408,495,420
"47","G0005","G0005_07","inactive",411,265,461,360,323,279,529,380
"48","G0005","G0005_08","inactive",380,237,565,325,376,238,695,329
"49","G0005","G0005_09","inactive",605,876,465,626,493,798,461,669
"50","G0005","G0005_10","inactive",423,641,350,292,337,511,434,318
"51","G0006","G0006_01","inactive",1645,1483,1662,1461,1325,1336,1822,1619
"52","G0006","G0006_02","inactive",485,631,543,576,468,468,512,490
"53","G0006","G0006_03","inactive",887,538,605,773,845,502,673,810
"54","G0006","G0006_04","inactive",417,256,413,575,353,281,564,473
"55","G0006","G0006_05","inactive",218,104,72,62,192,83,64,55
"56","G0006","G0006_06","inactive",357,437,463,310,401,424,511,306
"57","G0006","G0006_07","inactive",174,263,217,209,112,300,308,183
"58","G0006","G0006_08","inactive",995,978,817,654,857,991,918,702
"59","G0006","G0006_09","inactive",521,525,475,382,450,477,554,415
"60","G0006","G0006_10","inactive",397,345,300,287,423,350,391,230
"61","G0007","G0007_01","inactive",1742,1039,1327,1686,1490,1011,1449,1529
"62","G0007","G0007_02","inactive",416,269,285,216,369,221,299,190
"63","G0007","G0007_03","inactive",2253,1681,1456,1617,2100,1537,1451,1775
"64","G0007","G0007_04","inactive",662,304,487,425,597,333,532,422
"65","G0007","G0007_05","inactive",534,379,387,444,547,335,437,494
"66","G0007","G0007_06","inactive",567,496,276,190,500,441,259,194
"67","G0007","G0007_07","inactive",603,653,469,585,580,610,485,668
"68","G0007","G0007_08","inactive",636,538,388,693,566,506,436,796
"69","G0007","G0007_09","inactive",262,302,173,264,251,259,228,204
"70","G0007","G0007_10","inactive",117,23,31,84,104,45,59,89
"71","G0008","G0008_01","inactive",119,198,228,303,129,189,199,259
"72","G0008","G0008_02","inactive",234,73,215,123,165,99,193,147
"73","G0008","G0008_03","inactive",1905,1386,1363,1561,1829,1299,1709,1645
"74","G0008","G0008_04","inactive",174,26,7,0,180,59,2,0
"75","G0008","G0008_05","inactive",226,265,235,385,194,313,195,445
"76","G0008","G0008_06","inactive",251,463,167,234,247,404,152,184
"77","G0008","G0008_07","inactive",597,339,468,521,593,391,453,555
"78","G0008","G0008_08","inactive",58,106,106,138,43,74,67,156
"79","G0008","G0008_09","inactive",67,242,122,145,59,200,150,169
"80","G0008","G0008_10","inactive",620,566,481,569,516,555,493,541
"81","G0009","G0009_01","inactive",632,708,369,737,549,761,346,743
"82","G0009","G0009_02","inactive",139,64,172,164,125,24,230,155
"83","G0009","G0009_03","inactive",654,474,199,483,509,441,280,539
"84","G0009","G0009_04","inactive",201,184,78,435,202,181,66,453
"85","G0009","G0009_05","inactive",760,888,362,450,586,821,365,529
"86","G0009","G0009_06","inactive",1041,1071,888,894,957,926,1055,1008
"87","G0009","G0009_07","inactive",139,220,103,146,159,204,91,221
"88","G0009","G0009_08","inactive",379,384,148,368,414,314,153,414
"89","G0009","G0009_09","inactive",604,643,276,820,557,633,259,686
"90","G0009","G0009_10","inactive",154,115,334,300,145,121,329,273
"91","G0010","G0010_01","inactive",363,754,448,546,401,804,487,466
"92","G0010","G0010_02","inactive",661,545,299,719,565,438,310,758
"93","G0010","G0010_03","inactive",71,318,142,278,76,304,157,297
"94","G0010","G0010_04","inactive",220,182,188,263,295,180,176,294
"95","G0010","G0010_05","inactive",945,949,689,524,897,989,785,653
"96","G0010","G0010_06","inactive",192,149,448,378,132,152,527,302
"97","G0010","G0010_07","inactive",351,487,178,364,348,460,207,357
"98","G0010","G0010_08","inactive",588,522,587,441,507,553,601,462
"99","G0010","G0010_09","inactive",200,168,175,157,181,169,254,158
"100","G0010","G0010_10","inactive",225,443,459,282,169,429,491,306
"101","G0011","G0011_01","inactive",607,167,341,199,601,234,280,225
"102","G0011","G0011_02","inactive",234,264,118,228,223,204,76,265
"103","G0011","G0011_03","inactive",900,885,716,653,751,885,788,708
"104","G0011","G0011_04","inactive",160,84,119,44,136,85,141,45
"105","G0011","G0011_05","inactive",405,257,101,12,279,223,212,14
"106","G0011","G0011_06","inactive",239,57,191,247,265,97,230,311
"107","G0011","G0011_07","inactive",514,521,411,506,474,570,420,455
"108","G0011","G0011_08","inactive",236,240,188,328,150,279,215,311
"109","G0011","G0011_09","inactive",637,553,481,501,587,539,525,577
"110","G0011","G0011_10","inactive",764,427,431,400,712,458,551,375
"111","G0012","G0012_01","inactive",340,255,223,158,302,292,212,178
"112","G0012","G0012_02","inactive",504,770,486,520,504,675,461,455
"113","G0012","G0012_03","inactive",613,1195,729,757,571,1241,932,699
"114","G0012","G0012_04","inactive",695,367,299,723,591,366,334,755
"115","G0012","G0012_05","inactive",386,192,98,475,368,195,124,431
"116","G0012","G0012_06","inactive",194,155,204,238,208,196,299,241
"117","G0012","G0012_07","inactive",941,490,492,504,861,428,566,539
"118","G0012","G0012_08","inactive",679,334,819,698,791,348,1080,684
"119","G0012","G0012_09","inactive",1229,960,1049,1519,1215,959,1121,1399
"120","G0012","G0012_10","inactive",507,858,701,649,424,973,719,607
"121","G0013","G0013_01","inactive",229,211,188,251,257,150,281,232
"122","G0013","G0013_02","inactive",150,192,284,201,118,157,247,149
"123","G0013","G0013_03","inactive",328,318,156,68,282,358,159,61
"124","G0013","G0013_04","inactive",405,731,586,538,358,725,686,538
"125","G0013","G0013_05","inactive",980,974,261,581,850,917,257,602
"126","G0013","G0013_06","inactive",167,287,184,344,151,283,245,305
"127","G0013","G0013_07","inactive",541,246,346,322,419,224,325,294
"128","G0013","G0013_08","inactive",1858,1269,1041,1293,1677,1289,1025,1250
"129","G0013","G0013_09","inactive",444,444,141,358,316,439,215,375
"130","G0013","G0013_10","inactive",482,63,309,246,425,45,333,154
"131","G0014","G0014_01","inactive",164,69,217,422,213,56,256,374
"132","G0014","G0014_02","inactive",66,99,132,41,46,105,83,39
"133","G0014","G0014_03","inactive",85,223,115,83,100,196,69,78
"134","G0014","G0014_04","inactive",517,473,654,712,459,526,708,616
"135","G0014","G0014_05","inactive",233,219,76,121,221,210,86,107
"136","G0014","G0014_06","inactive",388,335,185,277,300,215,199,237
"137","G0014","G0014_07","inactive",2182,2006,2031,2252,2128,2111,2132,2324
"138","G0014","G0014_08","inactive",520,425,420,576,450,393,460,506
"139","G0014","G0014_09","inactive",161,322,263,507,105,285,254,490
"140","G0014","G0014_10","inactive",170,316,145,226,124,305,200,169
"141","G0015","G0015_01","inactive",688,556,515,548,557,574,622,488
"142","G0015","G0015_02","inactive",595,481,662,265,490,516,745,253
"143","G0015","G0015_03","inactive",863,843,864,907,718,768,851,859
"144","G0015","G0015_04","inactive",340,347,473,523,207,274,565,615
"145","G0015","G0015_05","inactive",328,280,151,398,294,271,142,411
"146","G0015","G0015_06","inactive",580,584,525,293,594,619,551,212
"147","G0015","G0015_07","inactive",270,410,225,354,217,370,267,407
"148","G0015","G0015_08","inactive",373,522,389,366,344,488,445,330
"149","G0015","G0015_09","inactive",875,1065,927,721,716,1057,1263,730
"150","G0015","G0015_10","inactive",1607,1283,1198,1275,1591,1240,1306,1263
"151","G0016","G0016_01","inactive",332,251,614,359,335,205,625,300
"152","G0016","G0016_02","inactive",219,398,339,286,184,379,442,273
"153","G0016","G0016_03","inactive",182,320,229,219,184,268,296,189
"154","G0016","G0016_04","inactive",780,338,617,695,818,270,695,685
"155","G0016","G0016_05","inactive",413,261,193,267,316,236,216,222
"156","G0016","G0016_06","inactive",129,185,194,362,90,196,262,323
"157","G0016","G0016_07","inactive",527,693,619,412,374,688,657,379
"158","G0016","G0016_08","inactive",300,495,746,426,223,461,784,452
"159","G0016","G0016_09","inactive",534,329,362,248,444,307,475,199
"160","G0016","G0016_10","inactive",452,485,192,302,393,407,212,245
"161","G0017","G0017_01","inactive",138,92,139,93,142,79,142,109
"162","G0017","G0017_02","inactive",248,575,554,227,252,537,617,266
"163","G0017","G0017_03","inactive",164,127,111,75,130,124,88,99
"164","G0017","G0017_04","inactive",1128,949,705,903,1000,842,770,857
"165","G0017","G0017_05","inactive",339,206,141,334,264,226,182,377
