gene,barcodeid,class,L1,H1,L2,H2,L3,H3,L4,H4
G0001,G0001_1,inactive,19.0,21.0,19.0,21.0,19.0,21.0,19.0,21.0
G0001,G0001_2,inactive,195.0,167.0,195.0,167.0,195.0,167.0,195.0,167.0
G0001,G0001_3,inactive,51.0,33.0,51.0,33.0,51.0,33.0,51.0,33.0
G0001,G0001_4,inactive,96.0,62.0,96.0,62.0,96.0,62.0,96.0,62.0
G0001,G0001_5,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0001,G0001_6,inactive,52.0,40.0,52.0,40.0,52.0,40.0,52.0,40.0
G0001,G0001_7,inactive,67.0,39.0,67.0,39.0,67.0,39.0,67.0,39.0
G0001,G0001_8,inactive,55.0,39.0,55.0,39.0,55.0,39.0,55.0,39.0
G0001,G0001_9,inactive,109.0,71.0,109.0,71.0,109.0,71.0,109.0,71.0
G0001,G0001_10,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0002,G0002_11,inactive,46.0,37.0,46.0,37.0,46.0,37.0,46.0,37.0
G0002,G0002_12,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0002,G0002_13,inactive,47.0,18.0,47.0,18.0,47.0,18.0,47.0,18.0
G0002,G0002_14,inactive,90.0,57.0,90.0,57.0,90.0,57.0,90.0,57.0
G0002,G0002_15,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0002,G0002_16,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0002,G0002_17,inactive,145.0,120.0,145.0,120.0,145.0,120.0,145.0,120.0
G0002,G0002_18,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0002,G0002_19,inactive,59.0,32.0,59.0,32.0,59.0,32.0,59.0,32.0
G0002,G0002_20,inactive,45.0,26.0,45.0,26.0,45.0,26.0,45.0,26.0
G0003,G0003_21,increasing,0.0,472.0,0.0,472.0,0.0,472.0,0.0,472.0
G0003,G0003_22,increasing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0003,G0003_23,increasing,0.0,809.0,0.0,809.0,0.0,809.0,0.0,809.0
G0003,G0003_24,increasing,0.0,455.0,0.0,455.0,0.0,455.0,0.0,455.0
G0003,G0003_25,increasing,0.0,1675.0,0.0,1675.0,0.0,1675.0,0.0,1675.0
G0003,G0003_26,increasing,0.0,873.0,0.0,873.0,0.0,873.0,0.0,873.0
G0003,G0003_27,increasing,15.0,29.0,15.0,29.0,15.0,29.0,15.0,29.0
G0003,G0003_28,increasing,54.0,1759.0,54.0,1759.0,54.0,1759.0,54.0,1759.0
G0003,G0003_29,increasing,0.0,743.0,0.0,743.0,0.0,743.0,0.0,743.0
G0003,G0003_30,increasing,0.0,419.0,0.0,419.0,0.0,419.0,0.0,419.0
G0004,G0004_31,inactive,41.0,33.0,41.0,33.0,41.0,33.0,41.0,33.0
G0004,G0004_32,inactive,23.0,26.0,23.0,26.0,23.0,26.0,23.0,26.0
G0004,G0004_33,inactive,21.0,17.0,21.0,17.0,21.0,17.0,21.0,17.0
G0004,G0004_34,inactive,99.0,63.0,99.0,63.0,99.0,63.0,99.0,63.0
G0004,G0004_35,inactive,28.0,14.0,28.0,14.0,28.0,14.0,28.0,14.0
G0004,G0004_36,inactive,12.0,22.0,12.0,22.0,12.0,22.0,12.0,22.0
G0004,G0004_37,inactive,76.0,46.0,76.0,46.0,76.0,46.0,76.0,46.0
G0004,G0004_38,inactive,20.0,10.0,20.0,10.0,20.0,10.0,20.0,10.0
G0004,G0004_39,inactive,55.0,29.0,55.0,29.0,55.0,29.0,55.0,29.0
G0004,G0004_40,inactive,45.0,36.0,45.0,36.0,45.0,36.0,45.0,36.0
G0005,G0005_41,inactive,37.0,27.0,37.0,27.0,37.0,27.0,37.0,27.0
G0005,G0005_42,inactive,18.0,11.0,18.0,11.0,18.0,11.0,18.0,11.0
G0005,G0005_43,inactive,21.0,14.0,21.0,14.0,21.0,14.0,21.0,14.0
G0005,G0005_44,inactive,36.0,35.0,36.0,35.0,36.0,35.0,36.0,35.0
G0005,G0005_45,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0005,G0005_46,inactive,37.0,25.0,37.0,25.0,37.0,25.0,37.0,25.0
G0005,G0005_47,inactive,17.0,22.0,17.0,22.0,17.0,22.0,17.0,22.0
G0005,G0005_48,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0005,G0005_49,inactive,48.0,41.0,48.0,41.0,48.0,41.0,48.0,41.0
G0005,G0005_50,inactive,41.0,27.0,41.0,27.0,41.0,27.0,41.0,27.0
G0006,G0006_51,inactive,90.0,53.0,90.0,53.0,90.0,53.0,90.0,53.0
G0006,G0006_52,inactive,56.0,41.0,56.0,41.0,56.0,41.0,56.0,41.0
G0006,G0006_53,inactive,16.0,6.0,16.0,6.0,16.0,6.0,16.0,6.0
G0006,G0006_54,inactive,14.0,17.0,14.0,17.0,14.0,17.0,14.0,17.0
G0006,G0006_55,inactive,99.0,58.0,99.0,58.0,99.0,58.0,99.0,58.0
G0006,G0006_56,inactive,16.0,10.0,16.0,10.0,16.0,10.0,16.0,10.0
G0006,G0006_57,inactive,63.0,40.0,63.0,40.0,63.0,40.0,63.0,40.0
G0006,G0006_58,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0006,G0006_59,inactive,68.0,50.0,68.0,50.0,68.0,50.0,68.0,50.0
G0006,G0006_60,inactive,49.0,37.0,49.0,37.0,49.0,37.0,49.0,37.0
G0007,G0007_61,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0007,G0007_62,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0007,G0007_63,inactive,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0
G0007,G0007_64,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0007,G0007_65,inactive,56.0,57.0,56.0,57.0,56.0,57.0,56.0,57.0
G0007,G0007_66,inactive,46.0,22.0,46.0,22.0,46.0,22.0,46.0,22.0
G0007,G0007_67,inactive,30.0,17.0,30.0,17.0,30.0,17.0,30.0,17.0
G0007,G0007_68,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0007,G0007_69,inactive,16.0,13.0,16.0,13.0,16.0,13.0,16.0,13.0
G0007,G0007_70,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0008,G0008_71,inactive,15.0,22.0,15.0,22.0,15.0,22.0,15.0,22.0
G0008,G0008_72,inactive,52.0,32.0,52.0,32.0,52.0,32.0,52.0,32.0
G0008,G0008_73,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0008,G0008_74,inactive,105.0,87.0,105.0,87.0,105.0,87.0,105.0,87.0
G0008,G0008_75,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0008,G0008_76,inactive,200.0,125.0,200.0,125.0,200.0,125.0,200.0,125.0
G0008,G0008_77,inactive,46.0,23.0,46.0,23.0,46.0,23.0,46.0,23.0
