gene,barcodeid,class,L1,H1,L2,H2,L3,H3,L4,H4
G0001,G0001_1,inactive,550.0,603.0,550.0,603.0,550.0,603.0,550.0,603.0
G0001,G0001_2,inactive,621.0,725.0,621.0,725.0,621.0,725.0,621.0,725.0
G0001,G0001_3,inactive,2670.0,2615.0,2670.0,2615.0,2670.0,2615.0,2670.0,2615.0
G0001,G0001_4,inactive,162.0,122.0,162.0,122.0,162.0,122.0,162.0,122.0
G0001,G0001_5,inactive,1665.0,1668.0,1665.0,1668.0,1665.0,1668.0,1665.0,1668.0
G0001,G0001_6,inactive,1840.0,1790.0,1840.0,1790.0,1840.0,1790.0,1840.0,1790.0
G0001,G0001_7,inactive,1478.0,1658.0,1478.0,1658.0,1478.0,1658.0,1478.0,1658.0
G0001,G0001_8,inactive,2446.0,2658.0,2446.0,2658.0,2446.0,2658.0,2446.0,2658.0
G0001,G0001_9,inactive,113.0,123.0,113.0,123.0,113.0,123.0,113.0,123.0
G0001,G0001_10,inactive,1689.0,1463.0,1689.0,1463.0,1689.0,1463.0,1689.0,1463.0
G0002,G0002_11,inactive,1752.0,1929.0,1752.0,1929.0,1752.0,1929.0,1752.0,1929.0
G0002,G0002_12,inactive,832.0,759.0,832.0,759.0,832.0,759.0,832.0,759.0
G0002,G0002_13,inactive,1334.0,1333.0,1334.0,1333.0,1334.0,1333.0,1334.0,1333.0
G0002,G0002_14,inactive,810.0,690.0,810.0,690.0,810.0,690.0,810.0,690.0
G0002,G0002_15,inactive,829.0,863.0,829.0,863.0,829.0,863.0,829.0,863.0
G0002,G0002_16,inactive,853.0,872.0,853.0,872.0,853.0,872.0,853.0,872.0
G0002,G0002_17,inactive,916.0,1049.0,916.0,1049.0,916.0,1049.0,916.0,1049.0
G0002,G0002_18,inactive,2596.0,2862.0,2596.0,2862.0,2596.0,2862.0,2596.0,2862.0
G0002,G0002_19,inactive,2197.0,2073.0,2197.0,2073.0,2197.0,2073.0,2197.0,2073.0
G0002,G0002_20,inactive,649.0,673.0,649.0,673.0,649.0,673.0,649.0,673.0
G0003,G0003_21,inactive,817.0,814.0,817.0,814.0,817.0,814.0,817.0,814.0
G0003,G0003_22,inactive,2098.0,1819.0,2098.0,1819.0,2098.0,1819.0,2098.0,1819.0
G0003,G0003_23,inactive,650.0,621.0,650.0,621.0,650.0,621.0,650.0,621.0
G0003,G0003_24,inactive,151.0,222.0,151.0,222.0,151.0,222.0,151.0,222.0
G0003,G0003_25,inactive,499.0,568.0,499.0,568.0,499.0,568.0,499.0,568.0
G0003,G0003_26,inactive,304.0,315.0,304.0,315.0,304.0,315.0,304.0,315.0
G0003,G0003_27,inactive,750.0,827.0,750.0,827.0,750.0,827.0,750.0,827.0
G0003,G0003_28,inactive,727.0,960.0,727.0,960.0,727.0,960.0,727.0,960.0
G0003,G0003_29,inactive,725.0,1015.0,725.0,1015.0,725.0,1015.0,725.0,1015.0
G0003,G0003_30,inactive,172.0,200.0,172.0,200.0,172.0,200.0,172.0,200.0
G0004,G0004_31,inactive,852.0,673.0,852.0,673.0,852.0,673.0,852.0,673.0
G0004,G0004_32,inactive,372.0,358.0,372.0,358.0,372.0,358.0,372.0,358.0
G0004,G0004_33,inactive,1104.0,1232.0,1104.0,1232.0,1104.0,1232.0,1104.0,1232.0
G0004,G0004_34,inactive,1093.0,1177.0,1093.0,1177.0,1093.0,1177.0,1093.0,1177.0
G0004,G0004_35,inactive,959.0,841.0,959.0,841.0,959.0,841.0,959.0,841.0
G0004,G0004_36,inactive,647.0,627.0,647.0,627.0,647.0,627.0,647.0,627.0
G0004,G0004_37,inactive,208.0,231.0,208.0,231.0,208.0,231.0,208.0,231.0
G0004,G0004_38,inactive,660.0,652.0,660.0,652.0,660.0,652.0,660.0,652.0
G0004,G0004_39,inactive,404.0,468.0,404.0,468.0,404.0,468.0,404.0,468.0
G0004,G0004_40,inactive,907.0,883.0,907.0,883.0,907.0,883.0,907.0,883.0
