gene,barcodeid,class,L1,H1,L2,H2,L3,H3,L4,H4
G0001,G0001_1,inactive,3.0,11.0,3.0,11.0,3.0,11.0,3.0,11.0
G0001,G0001_2,inactive,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
G0001,G0001_3,inactive,8.0,14.0,8.0,14.0,8.0,14.0,8.0,14.0
G0001,G0001_4,inactive,12.0,17.0,12.0,17.0,12.0,17.0,12.0,17.0
G0001,G0001_5,inactive,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0
G0001,G0001_6,inactive,5.0,7.0,5.0,7.0,5.0,7.0,5.0,7.0
G0001,G0001_7,inactive,9.0,6.0,9.0,6.0,9.0,6.0,9.0,6.0
G0001,G0001_8,inactive,14.0,11.0,14.0,11.0,14.0,11.0,14.0,11.0
G0001,G0001_9,inactive,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0
G0001,G0001_10,inactive,4.0,6.0,4.0,6.0,4.0,6.0,4.0,6.0
G0002,G0002_11,inactive,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0
G0002,G0002_12,inactive,2.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0
G0002,G0002_13,inactive,11.0,19.0,11.0,19.0,11.0,19.0,11.0,19.0
G0002,G0002_14,inactive,5.0,7.0,5.0,7.0,5.0,7.0,5.0,7.0
G0002,G0002_15,inactive,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0
G0002,G0002_16,inactive,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0
G0002,G0002_17,inactive,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0
G0002,G0002_18,inactive,11.0,19.0,11.0,19.0,11.0,19.0,11.0,19.0
G0002,G0002_19,inactive,16.0,13.0,16.0,13.0,16.0,13.0,16.0,13.0
G0002,G0002_20,inactive,4.0,7.0,4.0,7.0,4.0,7.0,4.0,7.0
G0003,G0003_21,inactive,11.0,6.0,11.0,6.0,11.0,6.0,11.0,6.0
G0003,G0003_22,inactive,2.0,6.0,2.0,6.0,2.0,6.0,2.0,6.0
G0003,G0003_23,inactive,6.0,4.0,6.0,4.0,6.0,4.0,6.0,4.0
G0003,G0003_24,inactive,1.0,7.0,1.0,7.0,1.0,7.0,1.0,7.0
G0003,G0003_25,inactive,5.0,13.0,5.0,13.0,5.0,13.0,5.0,13.0
G0003,G0003_26,inactive,2.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0
G0003,G0003_27,inactive,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0
G0003,G0003_28,inactive,3.0,10.0,3.0,10.0,3.0,10.0,3.0,10.0
G0003,G0003_29,inactive,29.0,30.0,29.0,30.0,29.0,30.0,29.0,30.0
G0003,G0003_30,inactive,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0
G0004,G0004_31,negcontrol,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
G0004,G0004_32,negcontrol,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0
G0004,G0004_33,negcontrol,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
G0004,G0004_34,negcontrol,5.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0
G0004,G0004_35,negcontrol,13.0,27.0,13.0,27.0,13.0,27.0,13.0,27.0
G0004,G0004_36,negcontrol,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0
