gene,barcodeid,class,L1,H1,L2,H2,L3,H3,L4,H4
G0001,G0001_1,inactive,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0
G0001,G0001_2,inactive,20.0,8.0,20.0,8.0,20.0,8.0,20.0,8.0
G0001,G0001_3,inactive,5.0,3.0,5.0,3.0,5.0,3.0,5.0,3.0
G0001,G0001_4,inactive,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
G0001,G0001_5,inactive,20.0,15.0,20.0,15.0,20.0,15.0,20.0,15.0
G0001,G0001_6,inactive,3.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0
G0001,G0001_7,inactive,11.0,7.0,11.0,7.0,11.0,7.0,11.0,7.0
G0001,G0001_8,inactive,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
G0001,G0001_9,inactive,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
G0001,G0001_10,inactive,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0
G0002,G0002_11,inactive,2.0,7.0,2.0,7.0,2.0,7.0,2.0,7.0
G0002,G0002_12,inactive,9.0,4.0,9.0,4.0,9.0,4.0,9.0,4.0
G0002,G0002_13,inactive,10.0,11.0,10.0,11.0,10.0,11.0,10.0,11.0
G0002,G0002_14,inactive,7.0,5.0,7.0,5.0,7.0,5.0,7.0,5.0
G0002,G0002_15,inactive,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0
G0002,G0002_16,inactive,23.0,13.0,23.0,13.0,23.0,13.0,23.0,13.0
G0002,G0002_17,inactive,6.0,4.0,6.0,4.0,6.0,4.0,6.0,4.0
G0002,G0002_18,inactive,10.0,8.0,10.0,8.0,10.0,8.0,10.0,8.0
G0002,G0002_19,inactive,9.0,6.0,9.0,6.0,9.0,6.0,9.0,6.0
G0002,G0002_20,inactive,12.0,10.0,12.0,10.0,12.0,10.0,12.0,10.0
G0003,G0003_21,increasing,11.0,19.0,11.0,19.0,11.0,19.0,11.0,19.0
G0003,G0003_22,increasing,18.0,29.0,18.0,29.0,18.0,29.0,18.0,29.0
G0003,G0003_23,increasing,3.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0
G0003,G0003_24,increasing,15.0,32.0,15.0,32.0,15.0,32.0,15.0,32.0
G0003,G0003_25,increasing,12.0,18.0,12.0,18.0,12.0,18.0,12.0,18.0
G0003,G0003_26,increasing,4.0,7.0,4.0,7.0,4.0,7.0,4.0,7.0
G0003,G0003_27,increasing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0003,G0003_28,increasing,23.0,28.0,23.0,28.0,23.0,28.0,23.0,28.0
G0003,G0003_29,increasing,19.0,49.0,19.0,49.0,19.0,49.0,19.0,49.0
G0003,G0003_30,increasing,14.0,17.0,14.0,17.0,14.0,17.0,14.0,17.0
G0004,G0004_31,inactive,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
G0004,G0004_32,inactive,10.0,7.0,10.0,7.0,10.0,7.0,10.0,7.0
G0004,G0004_33,inactive,9.0,4.0,9.0,4.0,9.0,4.0,9.0,4.0
G0004,G0004_34,inactive,14.0,6.0,14.0,6.0,14.0,6.0,14.0,6.0
G0004,G0004_35,inactive,3.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0
G0004,G0004_36,inactive,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0
G0004,G0004_37,inactive,12.0,10.0,12.0,10.0,12.0,10.0,12.0,10.0
G0004,G0004_38,inactive,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0
G0004,G0004_39,inactive,22.0,14.0,22.0,14.0,22.0,14.0,22.0,14.0
G0004,G0004_40,inactive,19.0,10.0,19.0,10.0,19.0,10.0,19.0,10.0
G0005,G0005_41,inactive,13.0,11.0,13.0,11.0,13.0,11.0,13.0,11.0
G0005,G0005_42,inactive,8.0,7.0,8.0,7.0,8.0,7.0,8.0,7.0
G0005,G0005_43,inactive,5.0,3.0,5.0,3.0,5.0,3.0,5.0,3.0
G0005,G0005_44,inactive,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0
G0005,G0005_45,inactive,6.0,4.0,6.0,4.0,6.0,4.0,6.0,4.0
G0005,G0005_46,inactive,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
G0005,G0005_47,inactive,8.0,2.0,8.0,2.0,8.0,2.0,8.0,2.0
G0005,G0005_48,inactive,11.0,13.0,11.0,13.0,11.0,13.0,11.0,13.0
G0005,G0005_49,inactive,8.0,6.0,8.0,6.0,8.0,6.0,8.0,6.0
G0005,G0005_50,inactive,13.0,5.0,13.0,5.0,13.0,5.0,13.0,5.0
G0006,G0006_51,inactive,7.0,1.0,7.0,1.0,7.0,1.0,7.0,1.0
G0006,G0006_52,inactive,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0
G0006,G0006_53,inactive,8.0,4.0,8.0,4.0,8.0,4.0,8.0,4.0
G0006,G0006_54,inactive,4.0,6.0,4.0,6.0,4.0,6.0,4.0,6.0
G0006,G0006_55,inactive,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0
G0006,G0006_56,inactive,7.0,6.0,7.0,6.0,7.0,6.0,7.0,6.0
G0006,G0006_57,inactive,9.0,3.0,9.0,3.0,9.0,3.0,9.0,3.0
G0006,G0006_58,inactive,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0
G0006,G0006_59,inactive,6.0,8.0,6.0,8.0,6.0,8.0,6.0,8.0
G0006,G0006_60,inactive,9.0,1.0,9.0,1.0,9.0,1.0,9.0,1.0
G0007,G0007_61,inactive,7.0,2.0,7.0,2.0,7.0,2.0,7.0,2.0
G0007,G0007_62,inactive,13.0,10.0,13.0,10.0,13.0,10.0,13.0,10.0
G0007,G0007_63,inactive,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0
G0007,G0007_64,inactive,32.0,22.0,32.0,22.0,32.0,22.0,32.0,22.0
G0007,G0007_65,inactive,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0
G0007,G0007_66,inactive,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
G0007,G0007_67,inactive,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
G0007,G0007_68,inactive,26.0,13.0,26.0,13.0,26.0,13.0,26.0,13.0
G0007,G0007_69,inactive,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
G0007,G0007_70,inactive,10.0,2.0,10.0,2.0,10.0,2.0,10.0,2.0
G0008,G0008_71,inactive,22.0,7.0,22.0,7.0,22.0,7.0,22.0,7.0
G0008,G0008_72,inactive,9.0,3.0,9.0,3.0,9.0,3.0,9.0,3.0
G0008,G0008_73,inactive,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0
G0008,G0008_74,inactive,8.0,5.0,8.0,5.0,8.0,5.0,8.0,5.0
G0008,G0008_75,inactive,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0
G0008,G0008_76,inactive,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0
G0008,G0008_77,inactive,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0
G0008,G0008_78,inactive,10.0,6.0,10.0,6.0,10.0,6.0,10.0,6.0
G0008,G0008_79,inactive,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
G0008,G0008_80,inactive,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0
G0009,G0009_81,inactive,6.0,3.0,6.0,3.0,6.0,3.0,6.0,3.0
G0009,G0009_82,inactive,3.0,5.0,3.0,5.0,3.0,5.0,3.0,5.0
G0009,G0009_83,inactive,6.0,4.0,6.0,4.0,6.0,4.0,6.0,4.0
G0009,G0009_84,inactive,4.0,6.0,4.0,6.0,4.0,6.0,4.0,6.0
