gene,barcodeid,class,L1,H1,L2,H2,L3,H3,L4,H4
G0001,G0001_1,inactive,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
G0001,G0001_2,inactive,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0
G0001,G0001_3,inactive,28.0,25.0,28.0,25.0,28.0,25.0,28.0,25.0
G0001,G0001_4,inactive,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
G0001,G0001_5,inactive,14.0,9.0,14.0,9.0,14.0,9.0,14.0,9.0
G0001,G0001_6,inactive,11.0,9.0,11.0,9.0,11.0,9.0,11.0,9.0
G0001,G0001_7,inactive,15.0,11.0,15.0,11.0,15.0,11.0,15.0,11.0
G0001,G0001_8,inactive,20.0,7.0,20.0,7.0,20.0,7.0,20.0,7.0
G0001,G0001_9,inactive,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0
G0001,G0001_10,inactive,7.0,11.0,7.0,11.0,7.0,11.0,7.0,11.0
G0002,G0002_11,inactive,14.0,12.0,14.0,12.0,14.0,12.0,14.0,12.0
G0002,G0002_12,inactive,7.0,3.0,7.0,3.0,7.0,3.0,7.0,3.0
G0002,G0002_13,inactive,8.0,10.0,8.0,10.0,8.0,10.0,8.0,10.0
G0002,G0002_14,inactive,8.0,5.0,8.0,5.0,8.0,5.0,8.0,5.0
G0002,G0002_15,inactive,13.0,9.0,13.0,9.0,13.0,9.0,13.0,9.0
G0002,G0002_16,inactive,6.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0
G0002,G0002_17,inactive,10.0,3.0,10.0,3.0,10.0,3.0,10.0,3.0
G0002,G0002_18,inactive,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
G0002,G0002_19,inactive,17.0,11.0,17.0,11.0,17.0,11.0,17.0,11.0
G0002,G0002_20,inactive,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0
G0003,G0003_21,inactive,11.0,5.0,11.0,5.0,11.0,5.0,11.0,5.0
G0003,G0003_22,inactive,17.0,15.0,17.0,15.0,17.0,15.0,17.0,15.0
G0003,G0003_23,inactive,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
G0003,G0003_24,inactive,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0
G0003,G0003_25,inactive,8.0,5.0,8.0,5.0,8.0,5.0,8.0,5.0
G0003,G0003_26,inactive,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
G0003,G0003_27,inactive,6.0,8.0,6.0,8.0,6.0,8.0,6.0,8.0
G0003,G0003_28,inactive,12.0,9.0,12.0,9.0,12.0,9.0,12.0,9.0
G0003,G0003_29,inactive,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
G0003,G0003_30,inactive,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0
G0004,G0004_31,inactive,8.0,6.0,8.0,6.0,8.0,6.0,8.0,6.0
G0004,G0004_32,inactive,4.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0
G0004,G0004_33,inactive,13.0,11.0,13.0,11.0,13.0,11.0,13.0,11.0
G0004,G0004_34,inactive,12.0,6.0,12.0,6.0,12.0,6.0,12.0,6.0
G0004,G0004_35,inactive,11.0,5.0,11.0,5.0,11.0,5.0,11.0,5.0
G0004,G0004_36,inactive,2.0,10.0,2.0,10.0,2.0,10.0,2.0,10.0
G0004,G0004_37,inactive,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0
G0004,G0004_38,inactive,10.0,9.0,10.0,9.0,10.0,9.0,10.0,9.0
G0004,G0004_39,inactive,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0
G0004,G0004_40,inactive,7.0,9.0,7.0,9.0,7.0,9.0,7.0,9.0
G0005,G0005_41,inactive,14.0,15.0,14.0,15.0,14.0,15.0,14.0,15.0
G0005,G0005_42,inactive,15.0,14.0,15.0,14.0,15.0,14.0,15.0,14.0
G0005,G0005_43,inactive,6.0,4.0,6.0,4.0,6.0,4.0,6.0,4.0
G0005,G0005_44,inactive,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
G0005,G0005_45,inactive,14.0,16.0,14.0,16.0,14.0,16.0,14.0,16.0
G0005,G0005_46,inactive,15.0,16.0,15.0,16.0,15.0,16.0,15.0,16.0
G0005,G0005_47,inactive,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
G0005,G0005_48,inactive,3.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0
G0005,G0005_49,inactive,9.0,6.0,9.0,6.0,9.0,6.0,9.0,6.0
G0005,G0005_50,inactive,8.0,5.0,8.0,5.0,8.0,5.0,8.0,5.0
G0006,G0006_51,inactive,11.0,1.0,11.0,1.0,11.0,1.0,11.0,1.0
G0006,G0006_52,inactive,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0
G0006,G0006_53,inactive,8.0,4.0,8.0,4.0,8.0,4.0,8.0,4.0
G0006,G0006_54,inactive,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
G0006,G0006_55,inactive,9.0,11.0,9.0,11.0,9.0,11.0,9.0,11.0
G0006,G0006_56,inactive,28.0,19.0,28.0,19.0,28.0,19.0,28.0,19.0
G0006,G0006_57,inactive,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
G0006,G0006_58,inactive,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
G0006,G0006_59,inactive,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0
G0006,G0006_60,inactive,7.0,3.0,7.0,3.0,7.0,3.0,7.0,3.0
G0007,G0007_61,inactive,16.0,10.0,16.0,10.0,16.0,10.0,16.0,10.0
G0007,G0007_62,inactive,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0
G0007,G0007_63,inactive,10.0,11.0,10.0,11.0,10.0,11.0,10.0,11.0
G0007,G0007_64,inactive,6.0,1.0,6.0,1.0,6.0,1.0,6.0,1.0
G0007,G0007_65,inactive,3.0,9.0,3.0,9.0,3.0,9.0,3.0,9.0
G0007,G0007_66,inactive,12.0,13.0,12.0,13.0,12.0,13.0,12.0,13.0
G0007,G0007_67,inactive,5.0,7.0,5.0,7.0,5.0,7.0,5.0,7.0
G0007,G0007_68,inactive,9.0,5.0,9.0,5.0,9.0,5.0,9.0,5.0
G0007,G0007_69,inactive,4.0,9.0,4.0,9.0,4.0,9.0,4.0,9.0
G0007,G0007_70,inactive,6.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0
