"","gene","sgRNA","class","L1","L2","L3","L4","H1","H2","H3","H4"
"1","G0001","G0001_01","inactive",1011,1027,1362,954,1099,1162,1534,814
"2","G0001","G0001_02","inactive",1780,1587,1841,2032,1993,1336,1593,1765
"3","G0001","G0001_03","inactive",1066,801,1010,781,1184,900,1205,866
"4","G0001","G0001_04","inactive",1094,573,534,763,1131,610,471,819
"5","G0001","G0001_05","inactive",796,862,780,765,958,659,785,844
"6","G0001","G0001_06","inactive",1743,1315,1503,2033,1824,1435,1419,2066
"7","G0001","G0001_07","inactive",474,877,579,567,402,940,411,605
"8","G0001","G0001_08","inactive",563,502,656,586,524,660,800,690
"9","G0001","G0001_09","inactive",749,1868,596,949,839,1587,606,940
"10","G0001","G0001_10","inactive",174,461,498,413,145,380,417,388
"11","G0002","G0002_01","inactive",282,436,640,333,341,534,538,242
"12","G0002","G0002_02","inactive",330,169,338,213,286,169,396,241
"13","G0002","G0002_03","inactive",666,826,675,784,808,984,785,926
"14","G0002","G0002_04","inactive",313,777,331,440,263,1079,268,406
"15","G0002","G0002_05","inactive",316,421,480,96,289,303,469,134
"16","G0002","G0002_06","inactive",632,260,859,1202,657,299,1043,1235
"17","G0002","G0002_07","inactive",833,1068,949,1475,894,1028,976,1201
"18","G0002","G0002_08","inactive",313,291,251,387,366,156,322,477
"19","G0002","G0002_09","inactive",1449,1639,1523,2079,1306,1613,1257,1994
"20","G0002","G0002_10","inactive",836,1063,1061,634,1195,839,1034,697
"21","G0003","G0003_01","inactive",356,334,382,380,275,319,467,441
"22","G0003","G0003_02","inactive",391,270,328,215,333,428,328,253
"23","G0003","G0003_03","inactive",1409,2287,2052,1777,1715,2290,1946,1981
"24","G0003","G0003_04","inactive",2310,2236,2318,2152,2327,2439,2630,1782
"25","G0003","G0003_05","inactive",540,367,424,185,534,329,379,206
"26","G0003","G0003_06","inactive",280,712,424,240,323,700,370,209
"27","G0003","G0003_07","inactive",153,265,247,569,117,274,319,641
"28","G0003","G0003_08","inactive",1556,1770,1304,2073,1477,1789,1337,2119
"29","G0003","G0003_09","inactive",1092,1784,1722,1477,1033,1512,1959,1592
"30","G0003","G0003_10","inactive",283,454,369,682,409,395,293,687
"31","G0004","G0004_01","inactive",1354,1672,1846,1530,1771,1247,1790,1381
"32","G0004","G0004_02","inactive",1110,829,657,765,1348,723,510,611
"33","G0004","G0004_03","inactive",1528,1763,1512,1164,1300,1641,1399,1099
"34","G0004","G0004_04","inactive",1301,1198,438,830,1481,1383,493,1185
"35","G0004","G0004_05","inactive",991,994,556,1414,1053,830,752,1612
"36","G0004","G0004_06","inactive",790,709,506,714,761,552,519,700
"37","G0004","G0004_07","inactive",761,496,339,704,827,611,402,686
"38","G0004","G0004_08","inactive",2294,2241,2038,1585,2511,2560,2190,1530
"39","G0004","G0004_09","inactive",970,521,624,499,938,604,692,566
"40","G0004","G0004_10","inactive",2722,3604,3699,2380,2763,3572,3926,2527
"41","G0005","G0005_01","inactive",722,891,677,609,638,740,798,656
"42","G0005","G0005_02","inactive",5136,4435,4151,4104,4615,4300,4640,4103
"43","G0005","G0005_03","inactive",1353,1818,1820,2076,1417,1631,1774,1732
"44","G0005","G0005_04","inactive",1131,1823,1519,1627,1128,1701,1300,1449
"45","G0005","G0005_05","inactive",779,1196,740,1315,879,1414,576,1234
"46","G0005","G0005_06","inactive",1538,1316,1337,1775,1571,1383,1653,1899
"47","G0005","G0005_07","inactive",412,513,491,280,600,459,467,477
"48","G0005","G0005_08","inactive",657,570,903,520,705,771,897,480
"49","G0005","G0005_09","inactive",209,200,444,457,160,195,374,428
