gene,sgRNA,class,L1,L2,L3,L4,H1,H2,H3,H4
G0001,G0001_1,inactive,0.0,505.0,507.0,0.0,0.0,305.0,289.0,0.0
G0001,G0001_2,inactive,1492.0,975.0,1897.0,3507.0,991.0,552.0,1411.0,2261.0
G0001,G0001_3,inactive,964.0,514.0,1186.0,951.0,508.0,288.0,875.0,528.0
G0001,G0001_4,inactive,1059.0,1433.0,983.0,1202.0,672.0,955.0,631.0,806.0
G0001,G0001_5,inactive,0.0,1495.0,947.0,1350.0,0.0,905.0,673.0,891.0
G0001,G0001_6,inactive,1433.0,963.0,2509.0,1846.0,1003.0,649.0,1836.0,1307.0
G0001,G0001_7,inactive,511.0,1481.0,959.0,2045.0,295.0,888.0,712.0,1249.0
G0001,G0001_8,inactive,3473.0,2627.0,482.0,1381.0,2374.0,1664.0,394.0,940.0
G0001,G0001_9,inactive,1034.0,430.0,476.0,958.0,678.0,274.0,395.0,608.0
G0001,G0001_10,inactive,0.0,1490.0,2449.0,2910.0,0.0,938.0,1664.0,1828.0
G0002,G0002_11,inactive,449.0,1368.0,418.0,0.0,289.0,992.0,235.0,0.0
G0002,G0002_12,inactive,0.0,484.0,1549.0,1048.0,0.0,350.0,1097.0,701.0
G0002,G0002_13,inactive,0.0,467.0,0.0,442.0,0.0,309.0,0.0,318.0
G0002,G0002_14,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0002,G0002_15,inactive,2126.0,505.0,1584.0,1927.0,1405.0,344.0,1017.0,1221.0
G0002,G0002_16,inactive,3485.0,0.0,3015.0,1866.0,1984.0,0.0,2096.0,1120.0
G0002,G0002_17,inactive,1464.0,0.0,525.0,1425.0,882.0,0.0,331.0,874.0
G0002,G0002_18,inactive,0.0,485.0,0.0,501.0,0.0,339.0,0.0,388.0
G0002,G0002_19,inactive,526.0,1468.0,0.0,518.0,303.0,913.0,0.0,266.0
G0002,G0002_20,inactive,0.0,449.0,922.0,512.0,0.0,289.0,671.0,285.0
G0003,G0003_21,inactive,1520.0,2051.0,0.0,481.0,888.0,1318.0,0.0,288.0
G0003,G0003_22,inactive,979.0,0.0,1045.0,0.0,691.0,0.0,736.0,0.0
G0003,G0003_23,inactive,486.0,1038.0,450.0,970.0,455.0,729.0,282.0,588.0
G0003,G0003_24,inactive,2668.0,3037.0,2356.0,2063.0,1730.0,2030.0,1577.0,1362.0
G0003,G0003_25,inactive,1003.0,3395.0,991.0,0.0,637.0,2003.0,554.0,0.0
G0003,G0003_26,inactive,2456.0,2484.0,2143.0,1175.0,1599.0,1692.0,1229.0,574.0
G0003,G0003_27,inactive,914.0,979.0,522.0,0.0,678.0,563.0,479.0,0.0
G0003,G0003_28,inactive,454.0,0.0,0.0,544.0,314.0,0.0,0.0,346.0
G0003,G0003_29,inactive,521.0,476.0,967.0,0.0,358.0,380.0,638.0,0.0
G0003,G0003_30,inactive,1553.0,963.0,1431.0,490.0,1147.0,667.0,1044.0,322.0
G0004,G0004_31,negcontrol,0.0,1551.0,0.0,457.0,0.0,981.0,0.0,208.0
G0004,G0004_32,negcontrol,0.0,476.0,0.0,0.0,0.0,318.0,0.0,0.0
G0004,G0004_33,negcontrol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0004,G0004_34,negcontrol,0.0,481.0,974.0,945.0,0.0,278.0,751.0,515.0
G0004,G0004_35,negcontrol,435.0,0.0,0.0,894.0,259.0,0.0,0.0,543.0
G0004,G0004_36,negcontrol,1542.0,1017.0,3493.0,1423.0,1009.0,567.0,2301.0,930.0
G0004,G0004_37,negcontrol,0.0,1044.0,0.0,945.0,0.0,775.0,0.0,563.0
G0004,G0004_38,negcontrol,502.0,3274.0,1835.0,0.0,338.0,2143.0,1383.0,0.0
G0004,G0004_39,negcontrol,3955.0,2029.0,953.0,4129.0,2723.0,1446.0,547.0,2319.0
G0004,G0004_40,negcontrol,1953.0,501.0,481.0,1341.0,1216.0,257.0,423.0,733.0
G0005,G0005_41,inactive,1227.0,0.0,472.0,2481.0,783.0,0.0,330.0,1460.0
G0005,G0005_42,inactive,466.0,1083.0,532.0,0.0,377.0,632.0,375.0,0.0
G0005,G0005_43,inactive,483.0,466.0,487.0,0.0,375.0,302.0,320.0,0.0
G0005,G0005_44,inactive,1557.0,0.0,0.0,0.0,833.0,0.0,0.0,0.0
G0005,G0005_45,inactive,1566.0,3069.0,3330.0,2800.0,988.0,2047.0,2140.0,1802.0
G0005,G0005_46,inactive,1493.0,1993.0,844.0,1073.0,840.0,1295.0,536.0,645.0
G0005,G0005_47,inactive,1457.0,469.0,461.0,459.0,1021.0,312.0,369.0,208.0
G0005,G0005_48,inactive,489.0,478.0,497.0,0.0,330.0,317.0,376.0,0.0
G0005,G0005_49,inactive,1517.0,1009.0,520.0,0.0,977.0,626.0,259.0,0.0
G0005,G0005_50,inactive,440.0,1548.0,1493.0,477.0,366.0,1145.0,1037.0,298.0
G0006,G0006_51,inactive,1060.0,0.0,480.0,466.0,738.0,0.0,327.0,292.0
G0006,G0006_52,inactive,2493.0,2065.0,1003.0,1389.0,1653.0,1300.0,755.0,835.0
G0006,G0006_53,inactive,0.0,0.0,0.0,498.0,0.0,0.0,0.0,321.0
G0006,G0006_54,inactive,489.0,1006.0,389.0,465.0,403.0,577.0,248.0,278.0
G0006,G0006_55,inactive,0.0,512.0,0.0,0.0,0.0,339.0,0.0,0.0
G0006,G0006_56,inactive,478.0,492.0,0.0,942.0,330.0,323.0,0.0,624.0
G0006,G0006_57,inactive,503.0,458.0,442.0,1375.0,294.0,274.0,331.0,881.0
G0006,G0006_58,inactive,497.0,1292.0,471.0,0.0,359.0,916.0,364.0,0.0
G0006,G0006_59,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0006,G0006_60,inactive,2468.0,2039.0,2006.0,3498.0,1623.0,1242.0,1310.0,2176.0
G0007,G0007_61,negcontrol,0.0,0.0,469.0,0.0,0.0,0.0,377.0,0.0
G0007,G0007_62,negcontrol,1544.0,1408.0,982.0,506.0,938.0,867.0,554.0,291.0
G0007,G0007_63,negcontrol,1017.0,0.0,0.0,0.0,496.0,0.0,0.0,0.0
G0007,G0007_64,negcontrol,498.0,0.0,465.0,0.0,450.0,0.0,326.0,0.0
G0007,G0007_65,negcontrol,1003.0,0.0,464.0,0.0,685.0,0.0,318.0,0.0
G0007,G0007_66,negcontrol,2302.0,1968.0,461.0,0.0,1520.0,1308.0,345.0,0.0
G0007,G0007_67,negcontrol,990.0,1495.0,1571.0,443.0,590.0,957.0,957.0,308.0
G0007,G0007_68,negcontrol,483.0,364.0,1885.0,0.0,258.0,240.0,1280.0,0.0
G0007,G0007_69,negcontrol,978.0,0.0,1011.0,0.0,564.0,0.0,681.0,0.0
G0007,G0007_70,negcontrol,0.0,472.0,0.0,0.0,0.0,354.0,0.0,0.0
G0008,G0008_71,inactive,3505.0,1443.0,1436.0,1935.0,2472.0,846.0,1063.0,1060.0
G0008,G0008_72,inactive,0.0,0.0,617.0,361.0,0.0,0.0,454.0,229.0
G0008,G0008_73,inactive,1068.0,1429.0,531.0,1012.0,767.0,912.0,308.0,538.0
G0008,G0008_74,inactive,506.0,966.0,996.0,1021.0,268.0,683.0,676.0,668.0
G0008,G0008_75,inactive,371.0,3044.0,960.0,977.0,262.0,1803.0,709.0,556.0
G0008,G0008_76,inactive,0.0,0.0,481.0,485.0,0.0,0.0,283.0,288.0
G0008,G0008_77,inactive,513.0,1581.0,1455.0,2812.0,384.0,854.0,1031.0,1525.0
G0008,G0008_78,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0008,G0008_79,inactive,1019.0,2031.0,2500.0,485.0,611.0,1311.0,1636.0,253.0
G0008,G0008_80,inactive,2015.0,949.0,2011.0,1534.0,1461.0,605.0,1445.0,970.0
G0009,G0009_81,inactive,485.0,0.0,469.0,0.0,376.0,0.0,302.0,0.0
G0009,G0009_82,inactive,1009.0,975.0,0.0,0.0,734.0,698.0,0.0,0.0
G0009,G0009_83,inactive,0.0,847.0,490.0,1023.0,0.0,621.0,463.0,578.0
G0009,G0009_84,inactive,1980.0,1531.0,974.0,3324.0,1423.0,970.0,631.0,2100.0
G0009,G0009_85,inactive,457.0,952.0,476.0,472.0,247.0,568.0,296.0,261.0
G0009,G0009_86,inactive,528.0,0.0,0.0,522.0,336.0,0.0,0.0,294.0
G0009,G0009_87,inactive,1008.0,497.0,1634.0,1974.0,738.0,308.0,1073.0,1304.0
G0009,G0009_88,inactive,0.0,501.0,949.0,551.0,0.0,316.0,645.0,270.0
G0009,G0009_89,inactive,545.0,1476.0,1429.0,1933.0,441.0,1062.0,967.0,1153.0
G0009,G0009_90,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0010,G0010_91,negcontrol,459.0,0.0,1433.0,0.0,363.0,0.0,1083.0,0.0
G0010,G0010_92,negcontrol,483.0,2016.0,2992.0,0.0,343.0,1199.0,2034.0,0.0
G0010,G0010_93,negcontrol,0.0,1521.0,914.0,433.0,0.0,928.0,418.0,283.0
G0010,G0010_94,negcontrol,2214.0,2423.0,1509.0,2352.0,1519.0,1450.0,1067.0,1531.0
G0010,G0010_95,negcontrol,2458.0,1982.0,2398.0,1928.0,1601.0,1199.0,1556.0,1312.0
G0010,G0010_96,negcontrol,987.0,1919.0,2107.0,462.0,583.0,1331.0,1609.0,259.0
G0010,G0010_97,negcontrol,513.0,481.0,1031.0,913.0,392.0,382.0,721.0,599.0
G0010,G0010_98,negcontrol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0010,G0010_99,negcontrol,0.0,0.0,507.0,0.0,0.0,0.0,350.0,0.0
G0010,G0010_100,negcontrol,1116.0,941.0,981.0,971.0,733.0,618.0,604.0,590.0
G0011,G0011_101,inactive,468.0,0.0,0.0,519.0,334.0,0.0,0.0,334.0
G0011,G0011_102,inactive,1002.0,496.0,0.0,487.0,752.0,334.0,0.0,327.0
G0011,G0011_103,inactive,2499.0,2565.0,3966.0,519.0,1824.0,1418.0,2805.0,266.0
G0011,G0011_104,inactive,482.0,485.0,524.0,495.0,317.0,303.0,338.0,352.0
G0011,G0011_105,inactive,1436.0,1434.0,510.0,914.0,1026.0,892.0,260.0,471.0
G0011,G0011_106,inactive,0.0,0.0,479.0,0.0,0.0,0.0,404.0,0.0
G0011,G0011_107,inactive,1138.0,0.0,1853.0,0.0,739.0,0.0,1221.0,0.0
G0011,G0011_108,inactive,1009.0,1109.0,1907.0,0.0,628.0,639.0,1358.0,0.0
G0011,G0011_109,inactive,1011.0,0.0,561.0,490.0,686.0,0.0,344.0,339.0
G0011,G0011_110,inactive,446.0,960.0,1006.0,1464.0,299.0,654.0,710.0,1043.0
G0012,G0012_111,inactive,1629.0,458.0,1039.0,1329.0,1105.0,349.0,683.0,925.0
G0012,G0012_112,inactive,0.0,484.0,488.0,1029.0,0.0,346.0,313.0,636.0
G0012,G0012_113,inactive,499.0,457.0,0.0,0.0,329.0,340.0,0.0,0.0
G0012,G0012_114,inactive,0.0,553.0,972.0,0.0,0.0,338.0,644.0,0.0
G0012,G0012_115,inactive,979.0,991.0,507.0,953.0,612.0,664.0,392.0,625.0
G0012,G0012_116,inactive,995.0,975.0,470.0,1011.0,634.0,649.0,387.0,696.0
G0012,G0012_117,inactive,1433.0,3746.0,2375.0,1876.0,908.0,2307.0,1702.0,1081.0
G0012,G0012_118,inactive,0.0,0.0,0.0,1997.0,0.0,0.0,0.0,1034.0
G0012,G0012_119,inactive,2286.0,3952.0,4243.0,1925.0,1466.0,2470.0,2879.0,1108.0
G0012,G0012_120,inactive,1394.0,499.0,1412.0,1877.0,1083.0,269.0,1024.0,1198.0
G0013,G0013_121,inactive,482.0,0.0,0.0,482.0,350.0,0.0,0.0,320.0
G0013,G0013_122,inactive,0.0,678.0,0.0,0.0,0.0,308.0,0.0,0.0
G0013,G0013_123,inactive,2030.0,5116.0,3963.0,2430.0,1368.0,3302.0,2589.0,1526.0
G0013,G0013_124,inactive,492.0,0.0,513.0,0.0,282.0,0.0,340.0,0.0
G0013,G0013_125,inactive,1016.0,2022.0,0.0,0.0,688.0,1345.0,0.0,0.0
G0013,G0013_126,inactive,488.0,1887.0,990.0,1942.0,354.0,1273.0,689.0,1146.0
G0013,G0013_127,inactive,0.0,0.0,0.0,487.0,0.0,0.0,0.0,337.0
G0013,G0013_128,inactive,553.0,1008.0,1708.0,0.0,348.0,594.0,1134.0,0.0
G0013,G0013_129,inactive,1454.0,1437.0,517.0,1480.0,1092.0,889.0,307.0,841.0
G0013,G0013_130,inactive,0.0,962.0,0.0,0.0,0.0,546.0,0.0,0.0
G0014,G0014_131,inactive,1442.0,538.0,492.0,870.0,1003.0,344.0,320.0,587.0
G0014,G0014_132,inactive,1462.0,978.0,1050.0,472.0,1106.0,704.0,685.0,239.0
G0014,G0014_133,inactive,947.0,2400.0,1827.0,532.0,634.0,1406.0,1382.0,329.0
G0014,G0014_134,inactive,1873.0,488.0,0.0,0.0,1067.0,380.0,0.0,0.0
G0014,G0014_135,inactive,0.0,0.0,0.0,403.0,0.0,0.0,0.0,223.0
G0014,G0014_136,inactive,0.0,491.0,0.0,0.0,0.0,385.0,0.0,0.0
G0014,G0014_137,inactive,958.0,0.0,0.0,1918.0,672.0,0.0,0.0,1200.0
G0014,G0014_138,inactive,0.0,521.0,505.0,424.0,0.0,304.0,261.0,270.0
G0014,G0014_139,inactive,1904.0,1488.0,992.0,989.0,1315.0,953.0,659.0,633.0
G0014,G0014_140,inactive,1231.0,2935.0,1255.0,497.0,893.0,1902.0,795.0,354.0
G0015,G0015_141,inactive,480.0,1002.0,524.0,0.0,310.0,589.0,302.0,0.0
G0015,G0015_142,inactive,1487.0,0.0,458.0,919.0,1006.0,0.0,373.0,593.0
G0015,G0015_143,inactive,1543.0,2393.0,1983.0,1870.0,1021.0,1526.0,1338.0,1135.0
G0015,G0015_144,inactive,505.0,954.0,460.0,452.0,265.0,566.0,320.0,288.0
G0015,G0015_145,inactive,2494.0,3397.0,2383.0,1000.0,1613.0,2074.0,1636.0,640.0
G0015,G0015_146,inactive,891.0,949.0,460.0,495.0,623.0,606.0,341.0,284.0
G0015,G0015_147,inactive,0.0,0.0,1479.0,1096.0,0.0,0.0,1032.0,640.0
G0015,G0015_148,inactive,1515.0,3071.0,5984.0,2900.0,994.0,1955.0,3764.0,1838.0
G0015,G0015_149,inactive,1457.0,494.0,928.0,979.0,939.0,277.0,803.0,667.0
G0015,G0015_150,inactive,0.0,0.0,505.0,483.0,0.0,0.0,328.0,285.0
G0016,G0016_151,inactive,944.0,0.0,487.0,478.0,618.0,0.0,328.0,296.0
G0016,G0016_152,inactive,509.0,511.0,1453.0,1488.0,334.0,357.0,933.0,890.0
G0016,G0016_153,inactive,2043.0,1534.0,507.0,529.0,1338.0,925.0,332.0,300.0
G0016,G0016_154,inactive,2139.0,1074.0,461.0,485.0,1476.0,729.0,356.0,263.0
G0016,G0016_155,inactive,1420.0,1010.0,1414.0,2245.0,1042.0,649.0,1000.0,1472.0
G0016,G0016_156,inactive,1091.0,0.0,508.0,1160.0,685.0,0.0,349.0,616.0
G0016,G0016_157,inactive,0.0,494.0,467.0,0.0,0.0,311.0,329.0,0.0
G0016,G0016_158,inactive,956.0,3477.0,3277.0,2943.0,592.0,2169.0,2359.0,1703.0
G0016,G0016_159,inactive,0.0,933.0,0.0,468.0,0.0,569.0,0.0,334.0
G0016,G0016_160,inactive,552.0,514.0,923.0,463.0,310.0,273.0,689.0,283.0
G0017,G0017_161,inactive,485.0,468.0,0.0,450.0,305.0,244.0,0.0,202.0
G0017,G0017_162,inactive,1859.0,2425.0,1926.0,1001.0,1332.0,1680.0,1377.0,637.0
G0017,G0017_163,inactive,0.0,0.0,926.0,0.0,0.0,0.0,653.0,0.0
G0017,G0017_164,inactive,465.0,0.0,0.0,500.0,288.0,0.0,0.0,220.0
G0017,G0017_165,inactive,939.0,0.0,0.0,926.0,657.0,0.0,0.0,669.0
G0017,G0017_166,inactive,998.0,464.0,1390.0,0.0,696.0,250.0,976.0,0.0
G0017,G0017_167,inactive,0.0,1041.0,472.0,935.0,0.0,542.0,337.0,546.0
G0017,G0017_168,inactive,4374.0,5480.0,5438.0,3747.0,2951.0,3420.0,3928.0,2320.0
G0017,G0017_169,inactive,500.0,0.0,466.0,0.0,298.0,0.0,416.0,0.0
G0017,G0017_170,inactive,0.0,618.0,537.0,0.0,0.0,345.0,421.0,0.0
G0018,G0018_171,inactive,1556.0,1201.0,2936.0,0.0,1009.0,792.0,1968.0,0.0
G0018,G0018_172,inactive,487.0,586.0,510.0,491.0,300.0,343.0,323.0,338.0
