gene,barcodeid,class,L1,H1,L2,H2,L3,H3,L4,H4
G0001,G0001_1,inactive,55.0,47.0,55.0,47.0,55.0,47.0,55.0,47.0
G0001,G0001_2,inactive,18.0,15.0,18.0,15.0,18.0,15.0,18.0,15.0
G0001,G0001_3,inactive,110.0,108.0,110.0,108.0,110.0,108.0,110.0,108.0
G0001,G0001_4,inactive,174.0,175.0,174.0,175.0,174.0,175.0,174.0,175.0
G0001,G0001_5,inactive,13.0,19.0,13.0,19.0,13.0,19.0,13.0,19.0
G0001,G0001_6,inactive,6.0,30.0,6.0,30.0,6.0,30.0,6.0,30.0
G0001,G0001_7,inactive,62.0,59.0,62.0,59.0,62.0,59.0,62.0,59.0
G0001,G0001_8,inactive,150.0,179.0,150.0,179.0,150.0,179.0,150.0,179.0
G0001,G0001_9,inactive,49.0,52.0,49.0,52.0,49.0,52.0,49.0,52.0
G0001,G0001_10,inactive,119.0,103.0,119.0,103.0,119.0,103.0,119.0,103.0
G0002,G0002_11,inactive,35.0,39.0,35.0,39.0,35.0,39.0,35.0,39.0
G0002,G0002_12,inactive,46.0,30.0,46.0,30.0,46.0,30.0,46.0,30.0
G0002,G0002_13,inactive,123.0,128.0,123.0,128.0,123.0,128.0,123.0,128.0
G0002,G0002_14,inactive,39.0,53.0,39.0,53.0,39.0,53.0,39.0,53.0
G0002,G0002_15,inactive,61.0,35.0,61.0,35.0,61.0,35.0,61.0,35.0
G0002,G0002_16,inactive,50.0,39.0,50.0,39.0,50.0,39.0,50.0,39.0
G0002,G0002_17,inactive,44.0,56.0,44.0,56.0,44.0,56.0,44.0,56.0
G0002,G0002_18,inactive,130.0,156.0,130.0,156.0,130.0,156.0,130.0,156.0
G0002,G0002_19,inactive,167.0,139.0,167.0,139.0,167.0,139.0,167.0,139.0
G0002,G0002_20,inactive,38.0,39.0,38.0,39.0,38.0,39.0,38.0,39.0
G0003,G0003_21,inactive,76.0,97.0,76.0,97.0,76.0,97.0,76.0,97.0
G0003,G0003_22,inactive,35.0,36.0,35.0,36.0,35.0,36.0,35.0,36.0
G0003,G0003_23,inactive,36.0,54.0,36.0,54.0,36.0,54.0,36.0,54.0
G0003,G0003_24,inactive,79.0,77.0,79.0,77.0,79.0,77.0,79.0,77.0
G0003,G0003_25,inactive,57.0,81.0,57.0,81.0,57.0,81.0,57.0,81.0
G0003,G0003_26,inactive,43.0,32.0,43.0,32.0,43.0,32.0,43.0,32.0
G0003,G0003_27,inactive,62.0,70.0,62.0,70.0,62.0,70.0,62.0,70.0
G0003,G0003_28,inactive,68.0,81.0,68.0,81.0,68.0,81.0,68.0,81.0
G0003,G0003_29,inactive,381.0,448.0,381.0,448.0,381.0,448.0,381.0,448.0
G0003,G0003_30,inactive,32.0,40.0,32.0,40.0,32.0,40.0,32.0,40.0
G0004,G0004_31,negcontrol,105.0,137.0,105.0,137.0,105.0,137.0,105.0,137.0
G0004,G0004_32,negcontrol,15.0,12.0,15.0,12.0,15.0,12.0,15.0,12.0
G0004,G0004_33,negcontrol,10.0,12.0,10.0,12.0,10.0,12.0,10.0,12.0
G0004,G0004_34,negcontrol,36.0,47.0,36.0,47.0,36.0,47.0,36.0,47.0
G0004,G0004_35,negcontrol,162.0,184.0,162.0,184.0,162.0,184.0,162.0,184.0
G0004,G0004_36,negcontrol,48.0,64.0,48.0,64.0,48.0,64.0,48.0,64.0
G0004,G0004_37,negcontrol,261.0,279.0,261.0,279.0,261.0,279.0,261.0,279.0
G0004,G0004_38,negcontrol,35.0,40.0,35.0,40.0,35.0,40.0,35.0,40.0
G0004,G0004_39,negcontrol,69.0,60.0,69.0,60.0,69.0,60.0,69.0,60.0
G0004,G0004_40,negcontrol,194.0,249.0,194.0,249.0,194.0,249.0,194.0,249.0
G0005,G0005_41,inactive,12.0,28.0,12.0,28.0,12.0,28.0,12.0,28.0
G0005,G0005_42,inactive,104.0,86.0,104.0,86.0,104.0,86.0,104.0,86.0
G0005,G0005_43,inactive,61.0,72.0,61.0,72.0,61.0,72.0,61.0,72.0
G0005,G0005_44,inactive,28.0,35.0,28.0,35.0,28.0,35.0,28.0,35.0
G0005,G0005_45,inactive,181.0,175.0,181.0,175.0,181.0,175.0,181.0,175.0
G0005,G0005_46,inactive,112.0,115.0,112.0,115.0,112.0,115.0,112.0,115.0
G0005,G0005_47,inactive,103.0,110.0,103.0,110.0,103.0,110.0,103.0,110.0
G0005,G0005_48,inactive,59.0,46.0,59.0,46.0,59.0,46.0,59.0,46.0
G0005,G0005_49,inactive,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0
G0005,G0005_50,inactive,207.0,228.0,207.0,228.0,207.0,228.0,207.0,228.0
G0006,G0006_51,inactive,114.0,116.0,114.0,116.0,114.0,116.0,114.0,116.0
G0006,G0006_52,inactive,61.0,70.0,61.0,70.0,61.0,70.0,61.0,70.0
G0006,G0006_53,inactive,63.0,50.0,63.0,50.0,63.0,50.0,63.0,50.0
G0006,G0006_54,inactive,71.0,80.0,71.0,80.0,71.0,80.0,71.0,80.0
G0006,G0006_55,inactive,85.0,82.0,85.0,82.0,85.0,82.0,85.0,82.0
G0006,G0006_56,inactive,167.0,161.0,167.0,161.0,167.0,161.0,167.0,161.0
G0006,G0006_57,inactive,111.0,120.0,111.0,120.0,111.0,120.0,111.0,120.0
G0006,G0006_58,inactive,164.0,140.0,164.0,140.0,164.0,140.0,164.0,140.0
G0006,G0006_59,inactive,36.0,43.0,36.0,43.0,36.0,43.0,36.0,43.0
G0006,G0006_60,inactive,35.0,26.0,35.0,26.0,35.0,26.0,35.0,26.0
G0007,G0007_61,negcontrol,36.0,20.0,36.0,20.0,36.0,20.0,36.0,20.0
G0007,G0007_62,negcontrol,7.0,1.0,7.0,1.0,7.0,1.0,7.0,1.0
G0007,G0007_63,negcontrol,101.0,108.0,101.0,108.0,101.0,108.0,101.0,108.0
G0007,G0007_64,negcontrol,160.0,146.0,160.0,146.0,160.0,146.0,160.0,146.0
G0007,G0007_65,negcontrol,99.0,136.0,99.0,136.0,99.0,136.0,99.0,136.0
G0007,G0007_66,negcontrol,40.0,34.0,40.0,34.0,40.0,34.0,40.0,34.0
G0007,G0007_67,negcontrol,56.0,65.0,56.0,65.0,56.0,65.0,56.0,65.0
G0007,G0007_68,negcontrol,51.0,59.0,51.0,59.0,51.0,59.0,51.0,59.0
G0007,G0007_69,negcontrol,41.0,49.0,41.0,49.0,41.0,49.0,41.0,49.0
G0007,G0007_70,negcontrol,42.0,65.0,42.0,65.0,42.0,65.0,42.0,65.0
G0008,G0008_71,inactive,86.0,90.0,86.0,90.0,86.0,90.0,86.0,90.0
G0008,G0008_72,inactive,123.0,132.0,123.0,132.0,123.0,132.0,123.0,132.0
G0008,G0008_73,inactive,144.0,156.0,144.0,156.0,144.0,156.0,144.0,156.0
G0008,G0008_74,inactive,162.0,150.0,162.0,150.0,162.0,150.0,162.0,150.0
G0008,G0008_75,inactive,29.0,34.0,29.0,34.0,29.0,34.0,29.0,34.0
G0008,G0008_76,inactive,31.0,48.0,31.0,48.0,31.0,48.0,31.0,48.0
G0008,G0008_77,inactive,31.0,23.0,31.0,23.0,31.0,23.0,31.0,23.0
G0008,G0008_78,inactive,97.0,88.0,97.0,88.0,97.0,88.0,97.0,88.0
G0008,G0008_79,inactive,21.0,23.0,21.0,23.0,21.0,23.0,21.0,23.0
G0008,G0008_80,inactive,26.0,11.0,26.0,11.0,26.0,11.0,26.0,11.0
G0009,G0009_81,inactive,38.0,50.0,38.0,50.0,38.0,50.0,38.0,50.0
G0009,G0009_82,inactive,112.0,113.0,112.0,113.0,112.0,113.0,112.0,113.0
G0009,G0009_83,inactive,35.0,57.0,35.0,57.0,35.0,57.0,35.0,57.0
G0009,G0009_84,inactive,131.0,133.0,131.0,133.0,131.0,133.0,131.0,133.0
G0009,G0009_85,inactive,20.0,47.0,20.0,47.0,20.0,47.0,20.0,47.0
G0009,G0009_86,inactive,72.0,105.0,72.0,105.0,72.0,105.0,72.0,105.0
G0009,G0009_87,inactive,97.0,151.0,97.0,151.0,97.0,151.0,97.0,151.0
G0009,G0009_88,inactive,71.0,72.0,71.0,72.0,71.0,72.0,71.0,72.0
