gene,sgRNA,class,L1,L2,L3,L4,H1,H2,H3,H4
G0001,G0001_1,inactive,58.0,41.0,81.0,85.0,76.0,39.0,65.0,52.0
G0001,G0001_2,inactive,20.0,18.0,17.0,17.0,19.0,13.0,19.0,5.0
G0001,G0001_3,inactive,101.0,89.0,92.0,122.0,95.0,57.0,66.0,64.0
G0001,G0001_4,inactive,166.0,163.0,167.0,200.0,120.0,118.0,115.0,111.0
G0001,G0001_5,inactive,16.0,22.0,22.0,23.0,12.0,10.0,14.0,20.0
G0001,G0001_6,inactive,25.0,21.0,16.0,15.0,23.0,21.0,20.0,23.0
G0001,G0001_7,inactive,83.0,93.0,105.0,82.0,70.0,74.0,94.0,59.0
G0001,G0001_8,inactive,105.0,126.0,193.0,96.0,93.0,83.0,110.0,118.0
G0001,G0001_9,inactive,45.0,51.0,40.0,32.0,33.0,38.0,48.0,22.0
G0001,G0001_10,inactive,79.0,72.0,94.0,104.0,66.0,73.0,93.0,89.0
G0002,G0002_11,inactive,29.0,25.0,24.0,40.0,31.0,34.0,35.0,23.0
G0002,G0002_12,inactive,36.0,35.0,41.0,45.0,40.0,31.0,30.0,36.0
G0002,G0002_13,inactive,114.0,144.0,130.0,149.0,96.0,124.0,113.0,85.0
G0002,G0002_14,inactive,63.0,64.0,67.0,68.0,65.0,59.0,73.0,45.0
G0002,G0002_15,inactive,29.0,36.0,44.0,35.0,36.0,42.0,29.0,25.0
G0002,G0002_16,inactive,52.0,59.0,55.0,63.0,37.0,43.0,38.0,29.0
G0002,G0002_17,inactive,30.0,55.0,39.0,67.0,38.0,50.0,42.0,29.0
G0002,G0002_18,inactive,159.0,150.0,142.0,133.0,134.0,128.0,121.0,69.0
G0002,G0002_19,inactive,115.0,127.0,145.0,139.0,115.0,92.0,106.0,83.0
G0002,G0002_20,inactive,56.0,66.0,57.0,51.0,42.0,46.0,54.0,27.0
G0003,G0003_21,inactive,80.0,42.0,46.0,43.0,41.0,37.0,24.0,34.0
G0003,G0003_22,inactive,39.0,34.0,38.0,37.0,36.0,33.0,26.0,23.0
G0003,G0003_23,inactive,58.0,54.0,56.0,76.0,29.0,37.0,53.0,45.0
G0003,G0003_24,inactive,31.0,34.0,51.0,49.0,44.0,26.0,30.0,47.0
G0003,G0003_25,inactive,62.0,72.0,73.0,56.0,62.0,48.0,48.0,55.0
G0003,G0003_26,inactive,27.0,34.0,32.0,24.0,24.0,24.0,25.0,17.0
G0003,G0003_27,inactive,29.0,24.0,42.0,32.0,23.0,30.0,22.0,41.0
G0003,G0003_28,inactive,39.0,59.0,70.0,71.0,35.0,34.0,62.0,42.0
G0003,G0003_29,inactive,391.0,321.0,360.0,400.0,272.0,256.0,272.0,311.0
G0003,G0003_30,inactive,36.0,30.0,31.0,39.0,26.0,42.0,29.0,23.0
G0004,G0004_31,negcontrol,101.0,100.0,137.0,108.0,75.0,101.0,90.0,65.0
G0004,G0004_32,negcontrol,21.0,30.0,31.0,24.0,12.0,16.0,20.0,19.0
G0004,G0004_33,negcontrol,28.0,45.0,28.0,23.0,20.0,20.0,17.0,16.0
G0004,G0004_34,negcontrol,36.0,76.0,47.0,39.0,32.0,32.0,52.0,28.0
G0004,G0004_35,negcontrol,185.0,162.0,179.0,167.0,141.0,140.0,158.0,109.0
G0004,G0004_36,negcontrol,71.0,38.0,50.0,113.0,61.0,41.0,35.0,46.0
G0004,G0004_37,negcontrol,288.0,280.0,289.0,330.0,211.0,223.0,254.0,198.0
G0004,G0004_38,negcontrol,41.0,34.0,52.0,64.0,42.0,19.0,37.0,29.0
G0004,G0004_39,negcontrol,68.0,89.0,83.0,123.0,78.0,97.0,56.0,77.0
G0004,G0004_40,negcontrol,212.0,202.0,211.0,292.0,179.0,186.0,193.0,154.0
G0005,G0005_41,inactive,13.0,10.0,13.0,23.0,22.0,12.0,10.0,11.0
G0005,G0005_42,inactive,99.0,92.0,76.0,80.0,61.0,68.0,77.0,68.0
G0005,G0005_43,inactive,60.0,85.0,79.0,84.0,60.0,66.0,64.0,59.0
G0005,G0005_44,inactive,23.0,23.0,23.0,28.0,12.0,25.0,19.0,10.0
G0005,G0005_45,inactive,175.0,174.0,196.0,163.0,121.0,151.0,173.0,111.0
G0005,G0005_46,inactive,95.0,120.0,101.0,108.0,112.0,88.0,93.0,97.0
G0005,G0005_47,inactive,76.0,88.0,70.0,92.0,48.0,61.0,63.0,45.0
G0005,G0005_48,inactive,61.0,68.0,74.0,67.0,66.0,62.0,64.0,40.0
G0005,G0005_49,inactive,34.0,16.0,25.0,26.0,25.0,18.0,24.0,18.0
G0005,G0005_50,inactive,162.0,164.0,209.0,175.0,136.0,145.0,115.0,126.0
G0006,G0006_51,inactive,80.0,53.0,84.0,78.0,55.0,58.0,62.0,58.0
G0006,G0006_52,inactive,67.0,72.0,63.0,50.0,43.0,47.0,61.0,41.0
G0006,G0006_53,inactive,82.0,82.0,82.0,66.0,52.0,68.0,54.0,47.0
G0006,G0006_54,inactive,74.0,107.0,86.0,127.0,98.0,88.0,73.0,103.0
G0006,G0006_55,inactive,96.0,59.0,88.0,95.0,57.0,41.0,46.0,58.0
G0006,G0006_56,inactive,149.0,133.0,159.0,146.0,119.0,116.0,153.0,91.0
G0006,G0006_57,inactive,91.0,82.0,91.0,62.0,74.0,65.0,69.0,63.0
G0006,G0006_58,inactive,136.0,97.0,107.0,142.0,134.0,81.0,92.0,85.0
G0006,G0006_59,inactive,53.0,56.0,48.0,44.0,24.0,32.0,43.0,43.0
G0006,G0006_60,inactive,33.0,26.0,13.0,25.0,24.0,31.0,18.0,22.0
G0007,G0007_61,negcontrol,27.0,28.0,32.0,33.0,12.0,20.0,27.0,36.0
G0007,G0007_62,negcontrol,10.0,13.0,5.0,8.0,13.0,5.0,11.0,5.0
G0007,G0007_63,negcontrol,132.0,86.0,102.0,122.0,110.0,85.0,93.0,69.0
G0007,G0007_64,negcontrol,105.0,130.0,143.0,152.0,85.0,101.0,120.0,94.0
G0007,G0007_65,negcontrol,108.0,113.0,116.0,162.0,111.0,114.0,102.0,78.0
G0007,G0007_66,negcontrol,40.0,33.0,48.0,35.0,18.0,33.0,29.0,13.0
G0007,G0007_67,negcontrol,54.0,61.0,65.0,75.0,51.0,63.0,48.0,49.0
G0007,G0007_68,negcontrol,43.0,52.0,57.0,52.0,33.0,42.0,70.0,32.0
G0007,G0007_69,negcontrol,73.0,75.0,82.0,56.0,28.0,52.0,41.0,51.0
G0007,G0007_70,negcontrol,36.0,36.0,43.0,46.0,17.0,28.0,28.0,23.0
G0008,G0008_71,inactive,52.0,55.0,65.0,56.0,38.0,36.0,46.0,53.0
G0008,G0008_72,inactive,119.0,137.0,134.0,171.0,98.0,119.0,114.0,85.0
G0008,G0008_73,inactive,111.0,106.0,125.0,129.0,77.0,110.0,89.0,91.0
G0008,G0008_74,inactive,109.0,111.0,138.0,148.0,123.0,74.0,98.0,114.0
G0008,G0008_75,inactive,43.0,40.0,19.0,33.0,23.0,21.0,17.0,32.0
