sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
G0825_8247	G0825	178.31/211.05/159.11/176.25	2328.7/2880.6/1991.3/1969.8	180.24	2264.9	3.6441	471.73	493.27	93.862	1	0	0	0	True
G0825_8242	G0825	63.684/51.245/38.873/63.705	668.15/829.41/503.98/739.7	53.32	674.19	3.6357	142.75	145.92	51.397	1	0	0	0	True
G0825_8250	G0825	26.383/43.828/28.025/29.729	472.08/557.46/457.88/420.77	31.331	474.52	3.8785	64.714	85.745	47.862	1	0	0	0	True
G0825_8241	G0825	63.684/44.502/39.777/59.458	668.15/541.51/463.01/702.18	50.884	585.64	3.4991	133.81	139.26	45.316	1	0	0	0	True
G0825_8246	G0825	42.759/37.759/36.161/44.593	446.44/408.32/615.63/546.73	40.169	497.7	3.5985	16.05	109.93	43.637	1	0	0	0	True
G0825_8244	G0825	43.669/28.994/33.449/29.729	561.07/359.68/356.47/458.29	33.499	426.11	3.63	45.979	91.677	41.005	1	0	0	0	True
G0052_515	G0052	66.413/62.707/55.146/72.199	683.23/584.57/583.88/538.69	63.813	595.35	3.2018	51.141	174.64	40.222	1	0	0	0	True
G0825_8249	G0825	47.308/34.388/33.449/38.223	588.21/403.54/367.74/428.81	37.977	439.85	3.4996	40.169	103.93	39.42	1	0	0	0	True
G0825_8248	G0825	26.383/30.342/22.601/44.593	342.37/327.78/254.04/627.14	29.973	365.67	3.5654	93.708	82.029	37.065	1	5.161e-301	1.0322e-300	1.1469e-297	True
G0825_8243	G0825	24.564/18.88/30.737/33.976	375.55/245.63/453.79/281.41	26.383	329.45	3.5931	45.407	72.203	35.667	1	6.5346e-279	1.3069e-278	1.3069e-275	True
G0052_516	G0052	55.496/60.01/45.202/31.852	419.29/575/354.43/367.17	46.798	420.87	3.1418	158.71	128.07	33.054	1	6.7977e-240	1.3595e-239	1.2359e-236	True
G0052_511	G0052	26.383/25.622/24.409/44.593	235.29/374.03/321.65/391.29	29.291	324.41	3.4253	93.305	80.161	32.962	1	1.4035e-238	2.807e-238	2.3391e-235	True
G0052_513	G0052	28.203/27.645/41.585/91.31	263.94/332.56/371.84/659.3	41.491	383.01	3.1759	950.09	113.55	32.05	1	1.1131e-225	2.2261e-225	1.7124e-222	True
G0035_345	G0035	62.774/51.919/42.49/67.952	564.08/456.97/345.21/450.25	55.387	447.4	2.9913	130.27	151.58	31.84	1	8.9992e-223	1.7998e-222	1.2856e-219	True
G0035_341	G0035	43.669/59.336/33.449/31.852	399.68/469.73/284.77/356.45	40.765	371.55	3.1571	162.09	111.56	31.317	1	1.3509e-215	2.7019e-215	1.8013e-212	True
G0491_4908	G0491	56.405/34.388/24.409/53.087	429.85/324.59/257.11/418.09	39.823	349.96	3.1038	239.35	108.98	29.707	1	3.0836e-194	6.1671e-194	3.8544e-191	True
G0491_4903	G0491	42.759/46.525/46.106/55.211	387.62/403.54/245.84/498.49	47.438	372.1	2.9453	28.307	129.83	28.494	1	7.0196e-179	1.4039e-178	8.2583e-176	True
G0570_5700	G0570	34.571/36.411/20.793/63.705	321.26/282.32/295.01/348.41	35.942	310.73	3.077	334.12	98.364	27.706	1	2.9394e-169	5.8788e-169	3.266e-166	True
G0491_4904	G0491	30.932/60.01/35.257/23.358	310.7/464.95/152.63/281.41	35.168	280.67	2.9612	258.18	96.246	25.024	1	1.6737e-138	3.3474e-138	1.7618e-135	True
G0845_8449	G0845	51.857/62.707/49.722/70.075	271.48/361.27/348.28/501.17	58.018	361.72	2.6196	91.386	158.78	24.102	1	1.1928e-128	2.3855e-128	1.1928e-125	True
G0491_4906	G0491	20.925/25.622/13.56/10.617	294.11/204.96/109.61/115.24	16.674	166.12	3.2412	48.17	45.634	22.123	1	9.5371e-109	1.9074e-108	9.083e-106	True
G0035_342	G0035	21.834/19.554/32.545/29.729	190.04/166.68/242.77/246.57	25.354	208.67	2.992	38.961	69.387	22.007	1	1.2267e-107	2.4533e-107	1.1151e-104	True
G0942_9412	G0942	94.615/114.63/107.58/110.42	431.36/569.42/436.37/490.45	106.54	478.83	2.1577	74.577	291.57	21.803	1	1.091e-105	2.182e-105	9.487e-103	True
G0491_4910	G0491	25.473/26.971/26.217/29.729	144.79/188.21/221.26/278.73	27.051	202.48	2.8587	3.454	74.032	20.388	1	1.0632e-92	2.1265e-92	8.8602e-90	True
G0491_4901	G0491	19.105/16.183/21.697/38.223	263.94/165.08/189.5/134	22.507	182.39	2.9637	99.739	61.596	20.371	1	1.5078e-92	3.0157e-92	1.2063e-89	True
G0035_348	G0035	27.293/18.205/22.601/16.988	226.24/80.548/143.41/294.81	20.901	166.62	2.9361	22.108	57.2	19.267	1	5.1241e-83	1.0248e-82	3.9416e-80	True
G0422_4213	G0422	29.112/23.6/34.353/67.952	173.45/189.81/194.63/399.33	35.594	224.91	2.6261	411.48	97.411	19.182	1	2.6279e-82	5.2558e-82	1.9466e-79	True
G0147_1463	G0147	21.834/24.274/19.889/16.988	173.45/182.63/147.51/152.76	20.572	163.45	2.9305	9.5363	56.3	19.042	1	3.8081e-81	7.6161e-81	2.72e-78	True
G0570_5696	G0570	19.105/12.811/20.793/14.864	174.96/78.156/167.99/168.84	16.586	140.34	3.0067	13.752	45.392	18.369	1	1.1813e-75	2.3627e-75	8.1471e-73	True
G0491_4907	G0491	15.466/17.531/18.985/23.358	120.66/180.24/172.09/131.32	18.622	148.9	2.9334	11.238	50.964	18.248	1	1.0738e-74	2.1475e-74	7.1584e-72	True
G0052_519	G0052	10.917/19.554/10.848/2.1235	107.09/128.4/120.87/50.921	8.4207	95.922	3.3629	58.576	23.045	18.227	1	1.633e-74	3.266e-74	1.0535e-71	True
G0147_1467	G0147	27.293/19.554/27.121/44.593	193.05/140.36/206.92/225.13	28.348	188.49	2.6908	114.62	77.582	18.181	1	3.6234e-74	7.2469e-74	2.2646e-71	True
G0570_5691	G0570	38.21/24.274/31.641/31.852	327.29/129.99/158.77/230.49	31.095	198.65	2.637	32.675	85.1	18.163	1	5.0766e-74	1.0153e-73	3.0768e-71	True
G0845_8442	G0845	49.127/39.108/46.106/27.605	221.71/241.65/185.41/270.69	39.547	227.72	2.4959	92.531	108.23	18.087	1	2.0064e-73	4.0128e-73	1.1802e-70	True
G0570_5692	G0570	25.473/26.297/18.985/14.864	200.6/197.78/123.95/123.28	20.854	156.92	2.8532	30.11	57.072	18.011	1	8.0781e-73	1.6156e-72	4.6161e-70	True
G0035_346	G0035	24.564/12.137/18.985/19.111	156.86/161.89/158.77/107.2	18.139	144.19	2.9234	26.321	49.641	17.891	1	6.997e-72	1.3994e-71	3.8872e-69	True
G0897_8961	G0897	33.661/35.062/37.969/44.593	297.12/181.83/196.68/190.28	37.599	212.05	2.4646	23.667	102.9	17.198	1	1.3751e-66	2.7502e-66	7.4331e-64	True
G0897_8966	G0897	30.022/33.039/20.793/31.852	170.43/173.86/141.36/230.49	28.471	176.27	2.5886	31.221	77.919	16.744	1	3.1458e-63	6.2916e-63	1.6557e-60	True
G0147_1470	G0147	24.564/24.948/21.697/27.605	187.02/202.57/192.58/93.802	24.614	161.75	2.6676	5.8576	67.363	16.708	1	5.7133e-63	1.1427e-62	2.9299e-60	True
G0052_520	G0052	9.0976/2.0228/12.656/23.358	120.66/20.735/102.44/251.93	8.6429	89.696	3.2335	92.23	23.653	16.666	1	1.2069e-62	2.4138e-62	6.0345e-60	True
G0052_514	G0052	17.286/6.7427/15.369/8.494	150.82/99.689/187.46/37.521	11.114	101.43	3.0799	27.387	30.416	16.376	1	1.4427e-60	2.8855e-60	7.0377e-58	True
G0147_1466	G0147	30.932/14.834/22.601/10.617	197.58/129.99/172.09/72.362	18.224	133.74	2.8092	83.332	49.875	16.357	1	1.9574e-60	3.9148e-60	9.3209e-58	True
G0052_518	G0052	7.2781/11.463/15.369/8.494	64.854/80.548/157.75/80.402	10.22	90.226	3.0234	13.229	27.968	15.128	1	5.4032e-52	1.0806e-51	2.5131e-49	True
G0422_4219	G0422	22.744/22.925/19.889/12.741	140.27/145.15/122.92/99.162	19.069	125.51	2.6563	23.031	52.186	14.735	1	1.932e-49	3.864e-49	8.7819e-47	True
G0799_7988	G0799	48.218/35.062/28.929/42.47	232.27/152.32/193.6/174.2	37.965	185.86	2.2617	71.827	103.9	14.509	1	5.3005e-48	1.0601e-47	2.3558e-45	True
G0422_4214	G0422	30.932/33.039/30.737/27.605	173.45/231.28/187.46/93.802	30.516	162.97	2.3793	5.0201	83.514	14.494	1	6.5715e-48	1.3143e-47	2.8572e-45	True
G0280_2794	G0280	27.293/22.251/27.121/8.494	155.35/101.28/143.41/107.2	19.354	124.71	2.6268	83.228	52.967	14.477	1	8.5255e-48	1.7051e-47	3.6279e-45	True
G0422_4220	G0422	10.917/6.7427/24.409/21.235	85.97/45.458/214.09/128.64	13.991	101.87	2.7787	74.333	38.288	14.203	1	4.4682e-46	8.9364e-46	1.8617e-43	True
G0494_4937	G0494	30.932/26.971/32.545/31.852	141.77/127.6/213.06/158.12	30.496	157.13	2.3278	6.2186	83.458	13.861	1	5.4446e-44	1.0889e-43	2.2223e-41	True
G0422_4215	G0422	32.752/14.834/22.601/23.358	152.33/92.511/135.21/155.44	22.508	131.19	2.4914	54.85	61.599	13.848	1	6.5981e-44	1.3196e-43	2.6392e-41	True
G0897_8964	G0897	40.939/47.873/31.641/27.605	247.35/202.57/184.38/96.482	36.174	172.79	2.225	84.516	98.999	13.731	1	3.3122e-43	6.6245e-43	1.2989e-40	True
G0897_8967	G0897	1.8195/8.7655/0.90403/0	16.591/57.421/10.244/34.841	1.0433	24.17	3.6227	20.448	2.8552	13.687	1	8.3398e-43	1.668e-42	3.2076e-40	True
G0052_512	G0052	5.4586/5.3942/6.3282/10.617	76.92/73.371/68.631/45.561	6.6727	64.817	3.1006	6.2629	18.261	13.606	1	1.9554e-42	3.9109e-42	7.379e-40	True
G0799_7987	G0799	29.112/20.902/23.505/46.717	179.48/150.73/111.65/155.44	28.595	147.2	2.3241	137.92	78.258	13.408	1	2.7266e-41	5.4531e-41	1.0098e-38	True
G0494_4931	G0494	17.286/20.228/24.409/21.235	135.74/105.27/112.68/134	20.634	121.2	2.4979	8.6628	56.469	13.383	1	3.8302e-41	7.6603e-41	1.3928e-38	True
G0799_7986	G0799	46.398/47.873/41.585/53.087	227.74/206.55/160.82/206.37	47.058	198.78	2.0555	22.467	128.79	13.369	1	4.5686e-41	9.1371e-41	1.6316e-38	True
G0942_9413	G0942	43.669/26.971/32.545/31.852	137.25/174.65/154.68/163.48	33.242	156.91	2.2052	50.153	90.976	12.966	1	9.5921e-39	1.9184e-38	3.3656e-36	True
G0147_1468	G0147	12.737/4.0456/11.752/2.1235	87.478/23.925/62.485/88.442	6.0196	58.335	3.0794	32.354	16.474	12.889	1	2.778e-38	5.5559e-38	9.5792e-36	True
G0147_1461	G0147	9.0976/7.417/2.7121/6.3705	113.12/47.053/28.682/69.682	5.8555	57.123	3.0838	7.6986	16.025	12.807	1	8.0853e-38	1.6171e-37	2.7408e-35	True
G0845_8443	G0845	30.022/22.251/23.505/8.494	90.494/65.396/169.02/155.44	19.124	111.67	2.4852	86.913	52.337	12.793	1	9.0215e-38	1.8043e-37	3.0072e-35	True
G0035_347	G0035	0/8.7655/15.369/14.864	6.033/37.483/100.39/158.12	3.6849	43.653	3.2527	100.29	10.085	12.586	1	1.4377e-36	2.8753e-36	4.7137e-34	True
G0942_9420	G0942	27.293/33.714/37.065/21.235	123.68/94.106/212.04/150.08	29.175	138.73	2.2113	49.815	79.843	12.261	1	7.3407e-35	1.4681e-34	2.368e-32	True
G0799_7981	G0799	38.21/32.365/34.353/33.976	123.68/164.29/160.82/171.52	34.662	153.87	2.1186	6.1438	94.86	12.239	1	9.6065e-35	1.9213e-34	3.0497e-32	True
G0494_4940	G0494	12.737/9.4398/17.177/12.741	73.904/86.131/94.24/85.762	12.738	84.692	2.6409	10.193	34.862	12.186	1	1.8644e-34	3.7288e-34	5.8263e-32	True
G0147_1469	G0147	7.2781/11.463/9.9444/14.864	34.69/100.49/117.8/77.722	10.541	75.175	2.7225	10.181	28.849	12.034	1	1.2135e-33	2.427e-33	3.7338e-31	True
G0897_8968	G0897	19.105/32.365/15.369/6.3705	82.953/124.41/78.875/96.482	15.705	94.141	2.5098	125.45	42.981	11.964	1	2.7703e-33	5.5406e-33	8.3948e-31	True
G0570_5697	G0570	7.2781/12.811/2.7121/12.741	67.871/121.22/25.609/67.002	7.5583	61.314	2.8642	26.005	20.685	11.819	1	1.6277e-32	3.2553e-32	4.8587e-30	True
G0491_4909	G0491	10.007/13.485/16.273/19.111	90.494/66.991/115.75/85.762	14.316	88.079	2.54	15.359	39.179	11.785	1	2.3719e-32	4.7438e-32	6.9762e-30	True
G0942_9414	G0942	19.105/26.297/20.793/23.358	98.036/153.92/80.924/134	22.226	113.1	2.2965	9.8821	60.827	11.652	1	1.1194e-31	2.2387e-31	3.2445e-29	True
G0942_9415	G0942	13.646/18.205/18.081/16.988	92.003/103.68/83.997/101.84	16.621	95.043	2.4464	4.541	45.488	11.628	1	1.5027e-31	3.0055e-31	4.2935e-29	True
G0570_5694	G0570	7.2781/8.7655/2.7121/4.247	67.871/64.598/48.144/26.801	5.2176	48.777	3.0011	8.0177	14.279	11.527	1	5.2383e-31	1.0477e-30	1.4756e-28	True
G0845_8447	G0845	26.383/28.994/25.313/19.111	120.66/148.34/124.97/85.762	24.665	117.69	2.2093	17.65	67.503	11.322	1	5.0983e-30	1.0197e-29	1.4162e-27	True
G0952_9512	G0952	32.752/45.85/43.394/46.717	138.76/157.11/147.51/203.69	41.771	159.98	1.9121	41.695	114.32	11.056	1	1.0288e-28	2.0577e-28	2.8188e-26	True
G0494_4939	G0494	28.203/24.948/12.656/29.729	125.18/120.42/102.44/93.802	22.69	109.71	2.2244	61.903	62.096	11.043	1	1.1926e-28	2.3852e-28	3.2232e-26	True
G0422_4216	G0422	8.1879/14.834/18.985/8.494	43.739/104.47/89.119/72.362	11.836	73.684	2.5406	28.189	32.393	10.867	1	8.4691e-28	1.6938e-27	2.2584e-25	True
G0825_8245	G0825	3.6391/10.788/1.8081/6.3705	69.379/129.2/2.0487/182.24	4.6349	43.214	2.972	16.62	12.685	10.832	1	1.3422e-27	2.6843e-27	3.532e-25	True
G0494_4935	G0494	18.195/28.994/31.641/55.211	82.953/128.4/158.77/171.52	30.992	130.51	2.0394	251.58	84.816	10.806	1	1.615e-27	3.2299e-27	4.1947e-25	True
G0494_4936	G0494	9.0976/20.228/16.273/8.494	69.379/74.966/58.388/107.2	12.636	75.539	2.4888	33.515	34.58	10.697	1	5.3499e-27	1.07e-26	1.3718e-24	True
G0422_4217	G0422	3.6391/2.6971/14.465/12.741	81.445/24.723/47.12/75.042	6.5503	51.668	2.8023	41.427	17.926	10.656	1	8.682e-27	1.7364e-26	2.198e-24	True
G0570_5698	G0570	4.5488/8.7655/3.6161/4.247	19.607/55.028/47.12/75.042	4.9796	44.21	2.9185	5.6382	13.628	10.627	1	1.2255e-26	2.451e-26	3.0638e-24	True
G0799_7990	G0799	10.007/6.0684/18.081/8.494	40.723/39.078/107.56/101.84	9.8347	64.627	2.5986	28.003	26.915	10.561	1	2.3166e-26	4.6332e-26	5.72e-24	True
G0570_5699	G0570	8.1879/4.0456/9.0403/8.494	57.313/38.28/88.094/42.881	7.1077	53.66	2.7531	5.3999	19.452	10.555	1	2.5431e-26	5.0862e-26	6.1279e-24	True
G0280_2795	G0280	43.669/37.759/23.505/27.605	138.76/172.26/100.39/123.28	32.165	131.15	1.9944	86.474	88.026	10.55	1	2.536e-26	5.0721e-26	6.1279e-24	True
G0942_9416	G0942	12.737/21.577/13.56/14.864	70.887/112.45/82.972/72.362	15.343	83.176	2.3647	16.352	41.991	10.468	1	6.1138e-26	1.2228e-25	1.4557e-23	True
G0280_2798	G0280	27.293/41.805/32.545/27.605	114.63/136.37/116.78/147.4	31.821	128.08	1.9756	46.159	87.085	10.315	1	3.0227e-25	6.0454e-25	7.1122e-23	True
G0280_2797	G0280	30.932/37.085/22.601/29.729	123.68/132.39/141.36/96.482	29.631	122.24	2.0084	35.562	81.093	10.284	1	4.1418e-25	8.2835e-25	9.632e-23	True
G0570_5695	G0570	8.1879/15.508/4.5202/10.617	57.313/103.68/43.023/48.241	8.8462	59.265	2.6137	22.223	24.21	10.247	1	6.3237e-25	1.2647e-24	1.4537e-22	True
G0845_8450	G0845	15.466/14.16/13.56/10.617	102.56/52.636/65.558/88.442	13.326	74.801	2.4035	4.2218	36.471	10.179	1	1.2427e-24	2.4855e-24	2.8244e-22	True
G0897_8965	G0897	15.466/14.16/10.848/10.617	70.887/57.421/75.802/85.762	12.604	71.723	2.4184	5.88	34.493	10.066	1	3.9612e-24	7.9224e-24	8.9015e-22	True
G0273_2730	G0273	23.654/25.622/36.161/27.605	104.07/126.8/119.85/109.88	27.891	114.82	2.0032	30.527	76.329	9.9496	1	1.2672e-23	2.5345e-23	2.8161e-21	True
G0280_2792	G0280	30.932/8.0913/17.177/23.358	132.73/39.078/62.485/152.76	17.816	83.899	2.1738	99.245	48.756	9.4641	1	1.4888e-21	2.9776e-21	3.272e-19	True
G0280_2800	G0280	22.744/28.319/9.9444/14.864	90.494/80.548/53.266/123.28	17.574	83.183	2.1802	69.248	48.096	9.4603	1	1.5444e-21	3.0888e-21	3.3574e-19	True
G0422_4211	G0422	4.5488/12.137/7.2323/6.3705	42.231/67.788/34.828/53.601	7.1077	48.084	2.5979	10.8	19.452	9.2908	1	8.0934e-21	1.6187e-20	1.7405e-18	True
G0280_2799	G0280	7.2781/0/12.656/2.1235	45.247/20.735/43.023/8.0402	2.0388	23.898	3.0344	48.116	5.5798	9.2539	1	1.3432e-20	2.6864e-20	2.8579e-18	True
G0273_2727	G0273	60.044/41.805/49.722/44.593	184.01/149.93/152.63/136.68	48.572	154.89	1.6529	64.854	132.93	9.2213	1	1.4677e-20	2.9355e-20	3.09e-18	True
G0647_6464	G0647	27.293/27.645/29.833/23.358	82.953/119.63/92.192/125.96	26.928	103.61	1.9052	7.2761	73.696	8.9326	1	2.0832e-19	4.1665e-19	4.3401e-17	True
G0532_5317	G0532	26.383/14.834/11.752/12.741	111.61/70.978/48.144/77.722	15.563	73.792	2.1749	46.696	42.593	8.922	1	2.3091e-19	4.6182e-19	4.761e-17	True
G0736_7353	G0736	29.112/26.971/25.313/31.852	114.63/78.156/133.17/107.2	28.208	106.35	1.8778	8.004	77.197	8.8932	1	2.9703e-19	5.9406e-19	6.0618e-17	True
G0532_5312	G0532	50.037/46.525/67.802/61.581	229.25/113.25/176.19/158.12	55.838	164	1.5375	98.841	152.81	8.7496	1	1.0709e-18	2.1418e-18	2.1634e-16	True
G0280_2796	G0280	11.827/8.7655/20.793/12.741	60.33/51.838/82.972/67.002	12.878	64.574	2.2403	26.893	35.244	8.708	1	1.5697e-18	3.1394e-18	3.1394e-16	True
G0845_8446	G0845	27.293/7.417/10.848/12.741	101.05/52.636/53.266/58.961	12.944	63.934	2.2193	80.291	35.424	8.5672	1	5.3811e-18	1.0762e-17	1.0656e-15	True
G0422_4212	G0422	15.466/15.508/9.9444/10.617	70.887/111.65/81.948/24.121	12.617	62.912	2.2307	9.2057	34.53	8.5591	1	5.7804e-18	1.1561e-17	1.1334e-15	True
G0799_7984	G0799	9.0976/2.6971/6.3282/0	37.706/12.76/27.657/16.08	1.9166	21.517	2.9487	25.104	5.2452	8.5582	1	7.1775e-18	1.4355e-17	1.3937e-15	True
G0035_350	G0035	14.556/0.67427/9.9444/6.3705	72.396/5.5826/90.143/50.921	5.1113	37.011	2.6369	44.613	13.988	8.5292	1	8.0594e-18	1.6119e-17	1.5499e-15	True
G0942_9411	G0942	16.376/6.0684/9.0403/10.617	73.904/36.685/68.631/42.881	9.8889	53.153	2.3142	19.309	27.063	8.3163	1	4.6697e-17	9.3395e-17	8.8947e-15	True
G0845_8445	G0845	13.646/16.183/13.56/16.988	55.805/79.751/92.192/50.921	15.019	67.611	2.0987	3.0806	41.102	8.2033	1	1.1805e-16	2.361e-16	2.2274e-14	True
G0991_9906	G0991	21.834/28.319/25.313/27.605	70.887/97.296/135.21/80.402	25.639	93.058	1.82	8.5444	70.167	8.0485	1	4.1957e-16	8.3913e-16	7.8423e-14	True
G0494_4933	G0494	7.2781/9.4398/10.848/14.864	49.772/62.206/40.974/61.642	10.263	52.882	2.2583	10.368	28.086	8.042	1	4.5396e-16	9.0792e-16	8.3296e-14	True
G0532_5318	G0532	39.12/36.411/46.106/38.223	137.25/138.77/143.41/85.762	39.804	123.72	1.6119	18.064	108.93	8.0397	1	4.5023e-16	9.0046e-16	8.3296e-14	True
G0799_7985	G0799	13.646/2.0228/4.5202/2.1235	75.412/15.153/24.584/29.481	4.061	30.183	2.6233	33.333	11.114	7.8356	1	2.6261e-15	5.2521e-15	4.6894e-13	True
G0952_9516	G0952	9.0976/12.137/3.6161/10.617	49.772/61.408/22.536/58.961	8.0824	44.901	2.3374	14.615	22.119	7.8285	1	2.5789e-15	5.1579e-15	4.6467e-13	True
G0991_9905	G0991	32.752/20.228/24.409/12.741	141.77/55.028/86.045/64.322	21.311	81.068	1.879	71.699	58.323	7.8247	1	2.5518e-15	5.1035e-15	4.6396e-13	True
G0494_4932	G0494	8.1879/14.16/12.656/8.494	36.198/43.863/96.289/48.241	10.569	52.119	2.199	9.0754	28.924	7.7257	1	5.7008e-15	1.1402e-14	1.009e-12	True
G0965_9648	G0965	21.834/19.554/14.465/12.741	66.363/59.016/62.485/88.442	16.751	68.209	1.9631	18.335	45.842	7.6001	1	1.4891e-14	2.9783e-14	2.6125e-12	True
G0570_5693	G0570	4.5488/8.7655/4.5202/14.864	46.755/66.193/30.731/29.481	7.2062	40.926	2.353	25.119	19.721	7.5929	1	1.6499e-14	3.2998e-14	2.8694e-12	True
G0799_7982	G0799	4.5488/6.7427/11.752/12.741	37.706/38.28/61.461/42.881	8.2415	44.165	2.289	16.151	22.555	7.5642	1	2.0354e-14	4.0708e-14	3.4793e-12	True
G0991_9910	G0991	18.195/30.342/29.833/40.346	76.92/93.309/102.44/112.56	28.556	95.38	1.7053	83.727	78.149	7.5591	1	2.0308e-14	4.0615e-14	3.4793e-12	True
G0532_5315	G0532	29.112/22.251/20.793/31.852	111.61/77.358/72.729/96.482	25.595	88.226	1.7463	28.591	70.045	7.4835	1	3.6223e-14	7.2446e-14	6.1395e-12	True
G0098_975	G0098	18.195/29.668/27.121/27.605	73.904/96.499/81.948/96.482	25.216	86.656	1.7414	26.15	69.009	7.396	1	7.0232e-14	1.4046e-13	1.1804e-11	True
G0280_2791	G0280	19.105/16.857/24.409/12.741	72.396/95.701/89.119/37.521	17.792	69.385	1.9051	23.964	48.693	7.3936	1	7.1864e-14	1.4373e-13	1.1977e-11	True
G0035_349	G0035	9.0976/9.4398/1.8081/4.247	95.019/44.661/12.292/21.441	5.094	32.551	2.4609	15.477	13.941	7.3537	1	1.0552e-13	2.1104e-13	1.7442e-11	True
G0273_2723	G0273	29.112/36.411/29.833/25.482	126.69/106.87/98.338/64.322	29.962	96.202	1.6505	20.798	81.998	7.315	1	1.2874e-13	2.5748e-13	2.1105e-11	True
G0491_4905	G0491	3.6391/9.4398/6.3282/2.1235	16.591/48.648/19.463/56.281	4.6518	30.679	2.4867	11.051	12.731	7.2945	1	1.6586e-13	3.3171e-13	2.6968e-11	True
G0942_9418	G0942	3.6391/0/8.1363/2.1235	33.181/2.3925/45.071/18.76	1.5176	16.205	2.7727	16.992	4.1534	7.2067	1	3.7144e-13	7.4287e-13	5.9909e-11	True
G0991_9904	G0991	5.4586/9.4398/30.737/10.617	39.214/27.913/101.41/61.642	11.406	51.157	2.0718	137.85	31.215	7.1148	1	5.7198e-13	1.144e-12	9.1517e-11	True
G0736_7359	G0736	26.383/22.251/13.56/23.358	84.462/65.396/77.851/67.002	20.769	73.264	1.7704	30.794	56.84	6.9629	1	1.6715e-12	3.343e-12	2.6532e-10	True
G0965_9644	G0965	22.744/29.668/21.697/19.111	76.92/69.383/66.583/104.52	23	78.068	1.72	20.448	62.946	6.9409	1	1.9517e-12	3.9034e-12	3.0735e-10	True
G0098_972	G0098	29.112/35.062/36.161/31.852	85.97/112.45/91.167/104.52	32.929	97.969	1.5445	10.241	90.118	6.8513	1	3.6594e-12	7.3188e-12	5.7178e-10	True
G0736_7360	G0736	10.007/8.7655/11.752/14.864	36.198/31.9/61.461/80.402	11.128	48.882	2.0402	7.0627	30.454	6.8413	1	4.0119e-12	8.0238e-12	6.22e-10	True
G0942_9419	G0942	10.007/10.114/7.2323/25.482	43.739/55.028/35.852/72.362	11.696	49.992	2.0058	71.775	32.01	6.7687	1	6.6273e-12	1.3255e-11	1.0196e-09	True
G0662_6615	G0662	2.7293/1.3485/6.3282/0	10.558/9.5701/12.292/24.121	1.174	13.162	2.7036	10.131	3.213	6.6879	1	1.5219e-11	3.0437e-11	2.3059e-09	True
G0783_7821	G0783	45.488/45.176/33.449/31.852	82.953/130.79/104.48/115.24	38.468	106.91	1.4511	54.413	105.28	6.6706	1	1.2737e-11	2.5473e-11	1.9445e-09	True
G0952_9515	G0952	7.2781/12.811/12.656/16.988	22.624/70.181/71.705/53.601	11.904	49.715	1.9746	16.211	32.579	6.6245	1	1.7749e-11	3.5498e-11	2.669e-09	True
G0917_9165	G0917	20.925/16.857/19.889/8.494	63.346/59.813/45.071/67.002	15.631	58.161	1.8308	32.863	42.779	6.5026	1	3.9816e-11	7.9632e-11	5.9427e-09	True
G0736_7354	G0736	18.195/26.971/17.177/36.099	88.986/73.371/67.607/72.362	23.491	75.178	1.6371	79.665	64.289	6.4463	1	5.7411e-11	1.1482e-10	8.5053e-09	True
G0845_8448	G0845	2.7293/7.417/5.4242/6.3705	19.607/35.888/26.633/37.521	5.1509	28.961	2.2842	4.1872	14.097	6.3418	1	1.2413e-10	2.4827e-10	1.8255e-08	True
G0532_5313	G0532	6.3684/2.0228/10.848/4.247	16.591/21.533/36.877/45.561	4.956	27.842	2.2758	15.274	13.563	6.2143	1	2.8297e-10	5.6594e-10	4.0995e-08	True
G0845_8441	G0845	16.376/8.0913/8.1363/10.617	48.264/55.826/32.779/40.201	10.347	43.41	1.9685	15.465	28.318	6.2131	1	2.6658e-10	5.3316e-10	3.8917e-08	True
G0606_6058	G0606	35.481/21.577/30.737/31.852	137.25/55.028/89.119/77.722	29.425	85.051	1.4999	35.294	80.53	6.1986	1	2.8491e-10	5.6983e-10	4.0995e-08	True
G0273_2725	G0273	5.4586/10.788/16.273/10.617	43.739/31.103/63.51/37.521	10.052	42.436	1.9746	20.22	27.509	6.1744	1	3.4147e-10	6.8294e-10	4.8782e-08	True
G0606_6056	G0606	10.007/31.691/37.065/23.358	51.28/81.346/91.167/69.682	22.906	71.751	1.6056	148.08	62.688	6.1691	1	3.4404e-10	6.8807e-10	4.8799e-08	True
G0606_6059	G0606	20.925/12.137/15.369/19.111	40.723/42.268/64.534/99.162	16.528	57.616	1.7416	15.543	45.234	6.1091	1	5.0449e-10	1.009e-09	7.1055e-08	True
G0491_4902	G0491	0.90976/6.7427/0.90403/4.247	1.5082/91.714/9.2192/67.002	2.2434	17.332	2.4988	9.2769	6.1396	6.0894	1	6.9336e-10	1.3867e-09	9.6973e-08	True
G0736_7352	G0736	13.646/7.417/9.0403/0	34.69/14.355/32.779/10.72	3.0174	20.466	2.4177	59.237	8.258	6.072	1	7.403e-10	1.4806e-09	1.0282e-07	True
G0799_7983	G0799	6.3684/5.3942/10.848/6.3705	28.657/44.661/67.607/13.4	6.9835	32.835	2.0834	6.0725	19.112	5.9133	1	1.7746e-09	3.5491e-09	2.4477e-07	True
