sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
G0611_6105	G0611	5.4586/4.0456/1.8081/4.247	4.5247/7.1776/4.0974/5.3601	3.6182	5.17	0.41795	2.4139	9.9021	0.49315	0.64458	0.35542	0.71084	0.9999	True
G0715_7142	G0715	7.2781/0.67427/1.8081/2.1235	3.0165/2.3925/3.0731/5.3601	2.1188	3.306	0.46536	9.6006	5.7986	0.49303	0.61631	0.38369	0.76738	0.9999	True
G0544_5438	G0544	11.827/6.7427/13.56/8.494	15.082/7.1776/13.317/16.08	9.7936	12.345	0.30611	9.7736	26.802	0.49279	0.67954	0.32046	0.64091	0.9999	True
G0824_8232	G0824	1.8195/1.3485/7.2323/8.494	6.033/3.9875/5.1218/5.3601	3.5382	5.0706	0.4197	15.318	9.6832	0.49243	0.64321	0.35679	0.71358	0.9999	True
G0182_1816	G0182	25.473/19.554/15.369/19.111	24.132/27.115/32.779/13.4	19.559	23.16	0.23287	17.58	53.528	0.49224	0.68755	0.31245	0.6249	0.9999	True
G0010_96	G0010	12.737/20.902/17.177/10.617	15.082/17.545/18.438/21.441	14.847	17.985	0.26062	21.478	40.634	0.49223	0.6856	0.3144	0.62879	0.9999	True
G0687_6870	G0687	6.3684/6.7427/9.9444/6.3705	3.0165/6.3801/12.292/2.6801	7.2235	5.0358	-0.4462	3.031	19.769	0.49203	0.27348	0.72652	0.54697	0.9999	False
G0682_6820	G0682	4.5488/12.811/9.0403/4.247	7.5412/15.95/5.1218/10.72	6.8882	9.0238	0.34566	17.387	18.851	0.49187	0.67001	0.32999	0.65998	0.9999	True
G0843_8428	G0843	12.737/9.4398/3.6161/21.235	9.0494/10.368/13.317/18.76	9.8264	12.377	0.30519	59.114	26.892	0.49183	0.67926	0.32074	0.64148	0.9999	True
G0945_9448	G0945	0.90976/3.3714/1.8081/2.1235	0/1.595/1.0244/2.6801	1.8638	0.75316	-0.70795	1.0845	5.1006	0.49175	0.13431	0.86569	0.26863	0.9999	False
G0986_9852	G0986	4.5488/2.0228/0/0	6.033/0.79751/0/2.6801	0.46048	1.0122	0.46234	6.5265	1.2602	0.49148	0.52737	0.47263	0.94526	0.9999	True
G0245_2443	G0245	6.3684/10.788/8.1363/4.247	4.5247/1.595/9.2192/8.0402	6.9863	4.8382	-0.452	7.8879	19.12	0.49126	0.27152	0.72848	0.54303	0.9999	False
G0002_16	G0002	12.737/13.485/9.0403/19.111	7.5412/21.533/12.292/5.3601	13.129	10.184	-0.33719	17.597	35.929	0.49126	0.30167	0.69833	0.60333	0.9999	False
G0713_7123	G0713	3.6391/0/3.6161/2.1235	4.5247/1.595/1.0244/2.6801	1.2258	2.1249	0.48948	4.6154	3.3546	0.49088	0.5834	0.4166	0.8332	0.9999	True
G0176_1759	G0176	16.376/8.7655/3.6161/8.494	7.5412/7.1776/9.2192/24.121	8.1644	10.485	0.32561	29.528	22.344	0.49088	0.67455	0.32545	0.65089	0.9999	True
G0725_7246	G0725	2.7293/7.417/4.5202/2.1235	3.0165/3.9875/8.1948/8.0402	3.7446	5.3155	0.41261	5.9156	10.248	0.49072	0.64524	0.35476	0.70951	0.9999	True
G0077_769	G0077	0/2.6971/1.8081/8.494	0/3.19/2.0487/0	1.3634	0.41564	-0.73943	18.227	3.7314	0.49066	0.094342	0.90566	0.18868	0.9999	False
G0481_4807	G0481	14.556/16.857/22.601/12.741	16.591/8.7726/18.438/10.72	16.306	13.028	-0.30293	18.566	44.625	0.49065	0.30676	0.69324	0.61352	0.9999	False
G0487_4862	G0487	12.737/14.834/8.1363/8.494	9.0494/15.95/16.39/13.4	10.693	13.346	0.29506	10.899	29.264	0.49052	0.68044	0.31956	0.63913	0.9999	True
G0102_1019	G0102	1.8195/0.67427/0/2.1235	0/0/0/0	0.6582	0	-0.72961	1.3098	1.8013	0.49041	0.028358	0.97164	0.056716	0.9999	False
G0106_1059	G0106	1.8195/3.3714/1.8081/2.1235	1.5082/3.19/0/2.6801	2.2058	1.0013	-0.67978	0.55756	6.0368	0.49026	0.15616	0.84384	0.31232	0.9999	False
G0256_2555	G0256	5.4586/8.0913/5.4242/10.617	6.033/3.9875/3.0731/8.0402	7.1056	4.9444	-0.44738	6.2815	19.446	0.49008	0.27311	0.72689	0.54622	0.9999	False
G0901_9006	G0901	10.917/6.7427/5.4242/4.247	16.591/7.9751/14.341/2.6801	6.4229	8.4766	0.3524	8.6776	17.578	0.48986	0.66698	0.33302	0.66604	0.9999	True
G0693_6927	G0693	9.0976/12.811/6.3282/12.741	10.558/13.558/15.365/10.72	9.8502	12.393	0.30373	10.031	26.957	0.4897	0.67854	0.32146	0.64293	0.9999	True
G0043_428	G0043	18.195/14.16/19.889/19.111	10.558/19.14/15.365/13.4	17.691	14.284	-0.29027	6.524	48.415	0.48957	0.30841	0.69159	0.61683	0.9999	False
G0359_3584	G0359	4.5488/3.3714/2.7121/6.3705	3.0165/3.9875/1.0244/2.6801	4.0395	2.412	-0.56267	2.6337	11.055	0.48949	0.22533	0.77467	0.45066	0.9999	False
G0597_5966	G0597	11.827/7.417/15.369/8.494	12.066/15.153/8.1948/18.76	10.349	12.953	0.29808	13.14	28.321	0.48942	0.67942	0.32058	0.64116	0.9999	True
G0610_6096	G0610	2.7293/7.417/5.4242/2.1235	3.0165/7.9751/7.1705/5.3601	3.9203	5.522	0.40658	6.3785	10.729	0.48902	0.64672	0.35328	0.70657	0.9999	True
G0173_1726	G0173	9.0976/6.7427/5.4242/6.3705	4.5247/9.5701/4.0974/2.6801	6.787	4.6796	-0.45528	2.4573	18.574	0.48898	0.27036	0.72964	0.54072	0.9999	False
G0451_4505	G0451	9.0976/10.114/6.3282/14.864	6.033/9.5701/2.0487/21.441	9.6501	7.1383	-0.38807	12.915	26.41	0.48877	0.29109	0.70891	0.58218	0.9999	False
G0150_1491	G0150	0.90976/6.7427/1.8081/0	0/5.5826/0/0	0.97154	0.17456	-0.74721	11.651	2.6589	0.48877	0.05088	0.94912	0.10176	0.9999	False
G0972_9718	G0972	49.127/35.736/56.05/33.976	46.755/31.103/38.925/34.841	42.763	37.476	-0.18576	114.54	117.03	0.48873	0.31249	0.68751	0.62498	0.9999	False
G0102_1011	G0102	0.90976/1.3485/0/4.247	0/0.79751/0/0	0.79297	0.073085	-0.74058	4.2938	2.1701	0.48867	0.024612	0.97539	0.049223	0.9999	False
G0817_8167	G0817	3.6391/5.3942/4.5202/8.494	3.0165/3.19/5.1218/2.6801	5.2442	3.3929	-0.50734	4.5615	14.352	0.48867	0.2502	0.7498	0.5004	0.9999	False
G0045_441	G0045	7.2781/6.0684/3.6161/2.1235	6.033/9.5701/9.2192/0	4.3036	2.6266	-0.54837	5.7292	11.778	0.48867	0.23196	0.76804	0.46391	0.9999	False
G0256_2551	G0256	0.90976/5.3942/9.0403/2.1235	4.5247/5.5826/4.0974/0	3.1586	1.7224	-0.6112	15.24	8.6442	0.48847	0.19946	0.80054	0.39892	0.9999	False
G0917_9166	G0917	0.90976/2.6971/6.3282/0	12.066/3.9875/3.0731/0	1.0608	1.8931	0.4894	10.524	2.9031	0.48847	0.57365	0.42635	0.8527	0.9999	True
G0808_8078	G0808	5.4586/6.0684/4.5202/12.741	3.0165/6.3801/4.0974/5.3601	6.6158	4.5383	-0.45956	14.516	18.106	0.48825	0.26882	0.73118	0.53764	0.9999	False
G0469_4687	G0469	5.4586/2.6971/5.4242/6.3705	3.0165/1.595/6.1461/2.6801	4.7553	2.9948	-0.52679	2.5957	13.014	0.48803	0.24169	0.75831	0.48339	0.9999	False
G0236_2360	G0236	2.7293/1.3485/1.8081/0	1.5082/0/0/0	0.84037	0.10026	-0.74216	1.823	2.2999	0.48803	0.032414	0.96759	0.064829	0.9999	False
G0346_3460	G0346	6.3684/7.417/4.5202/6.3705	3.0165/5.5826/3.0731/5.3601	6.0746	4.0853	-0.47632	1.464	16.625	0.4879	0.26257	0.73743	0.52513	0.9999	False
G0207_2064	G0207	3.6391/4.7199/6.3282/4.247	4.5247/8.7726/3.0731/13.4	4.6372	6.375	0.38767	1.3383	12.691	0.48782	0.65374	0.34626	0.69251	0.9999	True
G0590_5896	G0590	6.3684/2.0228/5.4242/2.1235	10.558/5.5826/3.0731/0	3.5037	1.9937	-0.58918	5.3308	9.5888	0.48764	0.21121	0.78879	0.42242	0.9999	False
G0561_5607	G0561	13.646/10.788/15.369/19.111	9.0494/11.165/12.292/13.4	14.422	11.359	-0.31944	12.23	39.47	0.48758	0.30539	0.69461	0.61078	0.9999	False
G0660_6592	G0660	14.556/9.4398/9.9444/6.3705	10.558/6.3801/14.341/2.6801	9.6635	7.1564	-0.38667	11.637	26.446	0.48751	0.29162	0.70838	0.58323	0.9999	False
G0190_1896	G0190	0.90976/2.6971/7.2323/8.494	7.5412/3.9875/4.0974/5.3601	3.5525	5.0725	0.41564	15.225	9.7222	0.48749	0.6414	0.3586	0.7172	0.9999	True
G0648_6478	G0648	8.1879/5.3942/7.2323/2.1235	7.5412/3.9875/14.341/5.3601	5.1198	6.9446	0.37649	7.6429	14.012	0.48749	0.65771	0.34229	0.68457	0.9999	True
G0782_7814	G0782	5.4586/6.7427/5.4242/6.3705	6.033/4.7851/10.244/13.4	5.9722	7.9424	0.35905	0.43881	16.344	0.48733	0.6635	0.3365	0.673	0.9999	True
G0482_4818	G0482	0.90976/4.0456/8.1363/2.1235	3.0165/4.7851/4.0974/5.3601	2.859	4.2219	0.43636	11.199	7.8243	0.48726	0.63025	0.36975	0.73949	0.9999	True
G0748_7477	G0748	7.2781/5.3942/3.6161/8.494	6.033/7.1776/2.0487/2.6801	5.8984	3.9408	-0.4815	4.7012	16.142	0.48722	0.26052	0.73948	0.52104	0.9999	False
G0175_1748	G0175	4.5488/7.417/3.6161/12.741	4.5247/9.5701/10.244/10.72	6.2903	8.3112	0.35299	17.688	17.215	0.48707	0.66522	0.33478	0.66956	0.9999	True
G0915_9149	G0915	7.2781/16.857/10.848/4.247	7.5412/6.3801/6.1461/5.3601	8.6843	6.3105	-0.40569	31.047	23.767	0.48693	0.28645	0.71355	0.57289	0.9999	False
G0460_4595	G0460	2.7293/3.3714/5.4242/6.3705	6.033/7.9751/9.2192/2.6801	4.2286	5.885	0.39703	3	11.573	0.48691	0.64934	0.35066	0.70131	0.9999	True
G0674_6737	G0674	18.195/30.342/25.313/27.605	31.673/31.9/23.56/29.481	24.924	28.944	0.20798	27.325	68.211	0.48676	0.68639	0.31361	0.62723	0.9999	True
G0083_828	G0083	3.6391/3.3714/7.2323/8.494	3.0165/1.595/5.1218/5.3601	5.2478	3.4032	-0.50479	6.8616	14.362	0.48674	0.25101	0.74899	0.50202	0.9999	False
G0110_1092	G0110	2.7293/5.3942/4.5202/6.3705	9.0494/9.5701/8.1948/0	4.5429	2.8269	-0.53448	2.4514	12.433	0.48668	0.23795	0.76205	0.4759	0.9999	False
G0815_8146	G0815	5.4586/6.0684/2.7121/4.247	10.558/7.9751/6.1461/2.6801	4.4247	6.1175	0.39184	2.2451	12.109	0.48647	0.65118	0.34882	0.69763	0.9999	True
G0976_9756	G0976	3.6391/8.0913/10.848/8.494	4.5247/8.7726/3.0731/5.3601	7.2268	5.0636	-0.44015	9.4469	19.778	0.48641	0.27561	0.72439	0.55122	0.9999	False
G0366_3653	G0366	8.1879/3.3714/7.2323/10.617	1.5082/7.1776/8.1948/5.3601	6.7955	4.6983	-0.45212	9.4872	18.598	0.48632	0.27145	0.72855	0.5429	0.9999	False
G0112_1119	G0112	9.0976/9.4398/13.56/14.864	12.066/9.5701/16.39/21.441	11.473	14.198	0.28506	8.5455	31.398	0.48628	0.68012	0.31988	0.63976	0.9999	True
G0894_8936	G0894	4.5488/5.3942/6.3282/10.617	10.558/9.5701/6.1461/8.0402	6.3768	8.4081	0.35092	7.431	17.451	0.48627	0.66538	0.33462	0.66924	0.9999	True
G0974_9735	G0974	15.466/10.788/5.4242/21.235	10.558/17.545/11.268/21.441	11.788	14.549	0.28198	48.088	32.262	0.48601	0.68046	0.31954	0.63909	0.9999	True
G0333_3322	G0333	3.6391/2.6971/1.8081/8.494	3.0165/9.5701/4.0974/5.3601	3.5188	5.0265	0.41538	9.4562	9.63	0.48585	0.64027	0.35973	0.71947	0.9999	True
G0989_9887	G0989	19.105/8.7655/15.369/21.235	15.082/8.7726/15.365/10.72	15.296	12.153	-0.30914	30.81	41.862	0.4858	0.3073	0.6927	0.61459	0.9999	False
G0796_7958	G0796	19.105/6.0684/7.2323/6.3705	13.574/13.558/7.1705/10.72	8.5585	10.91	0.31727	41.326	23.422	0.48579	0.67389	0.32611	0.65222	0.9999	True
G0046_455	G0046	1.8195/1.3485/3.6161/4.247	6.033/3.9875/3.0731/2.6801	2.4888	3.7563	0.44709	2.0367	6.8112	0.48564	0.62209	0.37791	0.75581	0.9999	True
G0869_8690	G0869	6.3684/8.0913/5.4242/6.3705	12.066/11.165/1.0244/2.6801	6.4969	4.4495	-0.46017	1.2417	17.78	0.48555	0.26852	0.73148	0.53704	0.9999	False
G0812_8120	G0812	2.7293/4.7199/4.5202/12.741	3.0165/3.9875/2.0487/5.3601	5.2333	3.3964	-0.50365	21.136	14.322	0.48536	0.2513	0.7487	0.5026	0.9999	False
G0968_9679	G0968	2.7293/8.0913/2.7121/2.1235	9.0494/7.9751/2.0487/0	3.3696	1.8961	-0.59338	8.2298	9.2216	0.48522	0.20796	0.79204	0.41591	0.9999	False
G0598_5971	G0598	9.0976/3.3714/3.6161/4.247	10.558/3.19/9.2192/5.3601	4.6656	6.3992	0.38515	7.5316	12.768	0.48517	0.65297	0.34703	0.69407	0.9999	True
G0924_9239	G0924	9.0976/16.183/13.56/16.988	7.5412/12.76/16.39/8.0402	13.574	10.617	-0.32717	12.833	37.148	0.48516	0.30476	0.69524	0.60952	0.9999	False
G0714_7134	G0714	2.7293/2.0228/1.8081/2.1235	1.5082/7.1776/1.0244/0	2.1468	0.97105	-0.6749	0.15666	5.8751	0.48505	0.15506	0.84494	0.31012	0.9999	False
G0726_7260	G0726	5.4586/2.6971/2.7121/0	0/3.19/2.0487/0	1.346	0.41564	-0.72877	7.4722	3.6837	0.48475	0.09542	0.90458	0.19084	0.9999	False
G0929_9289	G0929	15.466/14.834/14.465/16.988	9.0494/15.153/12.292/13.4	15.409	12.261	-0.30729	1.2397	42.17	0.48475	0.30782	0.69218	0.61564	0.9999	False
G0458_4579	G0458	3.6391/4.7199/8.1363/12.741	7.5412/9.5701/9.2192/8.0402	6.5074	8.5527	0.34759	17.644	17.809	0.48465	0.66545	0.33455	0.6691	0.9999	True
G0759_7590	G0759	2.7293/0/4.5202/6.3705	3.0165/0/7.1705/0	1.6054	0.58993	-0.71252	11.681	4.3935	0.48445	0.11844	0.88156	0.23689	0.9999	False
G0119_1188	G0119	10.007/11.463/7.2323/10.617	4.5247/7.9751/9.2192/8.0402	9.6894	7.1956	-0.38326	3.3814	26.517	0.48428	0.29292	0.70708	0.58584	0.9999	False
G0878_8773	G0878	2.7293/3.3714/1.8081/6.3705	1.5082/2.3925/1.0244/2.6801	3.2184	1.7814	-0.60087	4.0624	8.8079	0.48418	0.20332	0.79668	0.40664	0.9999	False
G0435_4341	G0435	0.90976/2.0228/4.5202/4.247	0/3.19/3.0731/2.6801	2.4615	1.2052	-0.65048	3.3421	6.7365	0.48403	0.17225	0.82775	0.3445	0.9999	False
G0186_1856	G0186	4.5488/0.67427/4.5202/6.3705	3.0165/0/4.0974/8.0402	3.1208	1.7064	-0.60652	6.8479	8.5407	0.48395	0.19997	0.80003	0.39994	0.9999	False
G0938_9378	G0938	4.5488/2.6971/1.8081/6.3705	4.5247/4.7851/0/8.0402	3.4595	1.9708	-0.58602	4.3229	9.4679	0.48382	0.21139	0.78861	0.42279	0.9999	False
G0496_4958	G0496	30.932/28.319/17.177/38.223	36.198/27.115/11.268/26.801	27.543	23.344	-0.22956	77.87	75.378	0.48363	0.31381	0.68619	0.62761	0.9999	False
G0962_9616	G0962	37.3/49.896/40.681/38.223	37.706/41.47/36.877/29.481	41.246	36.109	-0.18703	33.283	112.88	0.48347	0.31434	0.68566	0.62869	0.9999	False
G0855_8550	G0855	27.293/25.622/28.025/19.111	25.64/8.7726/25.609/32.161	24.74	20.762	-0.2422	16.589	67.707	0.48345	0.31348	0.68652	0.62696	0.9999	False
G0185_1844	G0185	6.3684/14.16/12.656/2.1235	7.5412/10.368/11.268/8.0402	7.0518	9.1754	0.33769	35.563	19.299	0.48338	0.66756	0.33244	0.66488	0.9999	True
G0081_803	G0081	22.744/12.137/28.025/25.482	24.132/7.1776/12.292/42.881	21.077	17.407	-0.26234	50.127	57.683	0.4833	0.31254	0.68746	0.62509	0.9999	False
G0432_4311	G0432	5.4586/4.7199/5.4242/14.864	9.0494/3.19/6.1461/2.6801	6.7601	4.6815	-0.44981	24.44	18.501	0.48326	0.27223	0.72777	0.54447	0.9999	False
G0442_4414	G0442	0.90976/3.3714/2.7121/0	0/3.19/0/0	0.89641	0.1395	-0.73487	3.4086	2.4532	0.48325	0.043135	0.95686	0.08627	0.9999	False
G0890_8892	G0890	7.2781/3.3714/4.5202/10.617	4.5247/6.3801/3.0731/2.6801	5.8676	3.9323	-0.47755	10.866	16.058	0.48295	0.26173	0.73827	0.52346	0.9999	False
G0595_5950	G0595	9.0976/16.857/15.369/12.741	12.066/19.14/15.365/18.76	13.167	16.065	0.26849	11.734	36.034	0.48274	0.68085	0.31915	0.6383	0.9999	True
G0009_82	G0009	6.3684/0.67427/0/4.247	0/1.595/1.0244/0	1.1147	0.27155	-0.73386	12.95	3.0506	0.48273	0.071747	0.92825	0.14349	0.9999	False
G0310_3100	G0310	2.7293/6.0684/9.0403/4.247	9.0494/14.355/6.1461/2.6801	5.0316	6.8226	0.37512	7.6871	13.77	0.48266	0.65513	0.34487	0.68973	0.9999	True
G0618_6172	G0618	10.917/10.788/7.2323/8.494	16.591/4.7851/14.341/16.08	9.2243	11.648	0.30696	3.2712	25.244	0.48248	0.67447	0.32553	0.65107	0.9999	True
G0793_7921	G0793	10.007/2.0228/5.4242/19.111	4.5247/7.9751/5.1218/2.6801	6.8079	4.7253	-0.44758	62.142	18.631	0.48248	0.27302	0.72698	0.54605	0.9999	False
G0195_1942	G0195	10.917/11.463/7.2323/10.617	4.5247/7.9751/6.1461/13.4	9.9026	7.3911	-0.37774	3.7016	27.101	0.48244	0.29459	0.70541	0.58918	0.9999	False
G0073_726	G0073	0.90976/2.6971/2.7121/4.247	4.5247/3.9875/1.0244/0	2.324	1.1074	-0.65744	1.9959	6.3602	0.4824	0.16598	0.83402	0.33196	0.9999	False
G0943_9427	G0943	2.7293/3.3714/5.4242/4.247	4.5247/3.19/7.1705/8.0402	3.8189	5.378	0.40441	1.3826	10.451	0.48228	0.64278	0.35722	0.71444	0.9999	True
G0665_6645	G0665	5.4586/6.0684/3.6161/4.247	3.0165/3.19/1.0244/8.0402	4.7513	3.0124	-0.5194	1.2594	13.003	0.48221	0.24389	0.75611	0.48779	0.9999	False
G0856_8556	G0856	11.827/12.137/9.0403/8.494	4.5247/12.76/11.268/5.3601	10.248	7.6948	-0.37139	3.5321	28.045	0.48205	0.29624	0.70376	0.59248	0.9999	False
G0128_1275	G0128	7.2781/7.417/12.656/19.111	9.0494/9.5701/6.1461/8.0402	10.697	8.0897	-0.36389	32.362	29.276	0.48195	0.29806	0.70194	0.59612	0.9999	False
G0424_4237	G0424	32.752/17.531/15.369/21.235	31.673/20.735/18.438/29.481	20.81	24.446	0.22249	61.048	56.95	0.4819	0.68414	0.31586	0.63171	0.9999	True
G0823_8229	G0823	25.473/20.228/22.601/25.482	28.657/26.318/22.536/32.161	23.34	27.191	0.2119	6.4563	63.877	0.48184	0.68449	0.31551	0.63102	0.9999	True
G0023_227	G0023	11.827/18.88/10.848/25.482	22.624/21.533/12.292/21.441	15.768	18.933	0.24941	47.925	43.153	0.48173	0.6824	0.3176	0.6352	0.9999	True
G0896_8957	G0896	1.8195/0/1.8081/2.1235	0/0/2.0487/0	0.84996	0.1153	-0.73006	1.4008	2.3261	0.48169	0.03704	0.96296	0.07408	0.9999	False
G0859_8588	G0859	0/4.0456/3.6161/2.1235	0/1.595/0/2.6801	1.2604	0.36592	-0.72673	5.2134	3.4495	0.48163	0.088316	0.91168	0.17663	0.9999	False
G0658_6572	G0658	20.015/19.554/13.56/10.617	24.132/23.128/11.268/18.76	15.411	18.538	0.25167	21.587	42.175	0.4816	0.68215	0.31785	0.6357	0.9999	True
G0400_3997	G0400	10.007/9.4398/9.9444/4.247	1.5082/6.3801/13.317/8.0402	7.9551	5.7083	-0.41676	8.0411	21.771	0.48153	0.28347	0.71653	0.56694	0.9999	False
G0010_91	G0010	7.2781/2.0228/10.848/6.3705	4.5247/7.9751/11.268/8.0402	5.6715	7.5672	0.36082	14.394	15.521	0.48119	0.65925	0.34075	0.68149	0.9999	True
G0923_9228	G0923	0.90976/2.0228/0.90403/2.1235	1.5082/0/0/5.3601	1.379	0.44436	-0.71994	0.4715	3.7741	0.48112	0.10027	0.89973	0.20055	0.9999	False
G0802_8011	G0802	3.6391/2.0228/0.90403/4.247	3.0165/2.3925/0/2.6801	2.3261	1.1122	-0.65504	2.5093	6.3658	0.48109	0.16665	0.83335	0.33331	0.9999	False
G0189_1885	G0189	0/0.67427/2.7121/4.247	0/0/3.0731/0	0.88634	0.13734	-0.72993	5.1526	2.4257	0.48091	0.042836	0.95716	0.085673	0.9999	False
G0149_1485	G0149	0.90976/2.6971/0/2.1235	0/0/1.0244/0	0.79021	0.083116	-0.72494	2.0175	2.1626	0.48083	0.028113	0.97189	0.056227	0.9999	False
G0312_3114	G0312	9.0976/4.7199/4.5202/0	4.5247/3.9875/2.0487/2.6801	2.0274	3.1598	0.45846	22.521	5.5484	0.48077	0.60842	0.39158	0.78316	0.9999	True
G0821_8204	G0821	3.6391/4.0456/9.0403/2.1235	6.033/7.9751/2.0487/10.72	4.113	5.7252	0.39541	9.4887	11.256	0.48054	0.64555	0.35445	0.70891	0.9999	True
G0797_7969	G0797	10.917/17.531/10.848/10.617	9.0494/8.7726/12.292/8.0402	12.187	9.4128	-0.34077	11.476	33.353	0.48038	0.30334	0.69666	0.60669	0.9999	False
G0004_38	G0004	3.6391/2.0228/4.5202/10.617	3.0165/5.5826/7.1705/10.72	4.3525	6.0095	0.38908	15.071	11.912	0.48008	0.64793	0.35207	0.70414	0.9999	True
G0807_8064	G0807	7.2781/10.788/10.848/8.494	4.5247/4.7851/6.1461/16.08	9.2242	6.8126	-0.38813	3.135	25.244	0.48	0.29212	0.70788	0.58425	0.9999	False
G0580_5795	G0580	16.376/10.114/13.56/12.741	24.132/12.76/15.365/13.4	13.008	15.871	0.26833	6.6979	35.599	0.47991	0.67967	0.32033	0.64066	0.9999	True
G0898_8979	G0898	10.917/8.0913/14.465/4.247	9.0494/5.5826/11.268/2.6801	8.5941	6.2668	-0.40084	19.669	23.52	0.4799	0.28848	0.71152	0.57695	0.9999	False
G0960_9599	G0960	4.5488/3.3714/4.5202/4.247	1.5082/1.595/2.0487/8.0402	4.143	2.5278	-0.54386	0.3044	11.338	0.47969	0.23177	0.76823	0.46355	0.9999	False
G0869_8686	G0869	9.0976/9.4398/2.7121/2.1235	4.5247/6.3801/11.268/5.3601	4.7397	6.4673	0.37961	17.346	12.971	0.47967	0.65148	0.34852	0.69704	0.9999	True
G0438_4379	G0438	3.6391/8.7655/3.6161/12.741	6.033/4.7851/2.0487/5.3601	6.2065	4.2299	-0.46251	20.85	16.986	0.4796	0.26737	0.73263	0.53475	0.9999	False
G0061_602	G0061	0.90976/2.0228/1.8081/0	1.5082/0/5.1218/5.3601	0.69971	1.3633	0.47554	1.1709	1.9149	0.47956	0.54464	0.45536	0.91072	0.9999	True
G0703_7030	G0703	0.90976/2.6971/2.7121/0	0/0/2.0487/0	0.84404	0.1153	-0.72544	2.5467	2.3099	0.47948	0.037245	0.96276	0.074489	0.9999	False
G0843_8429	G0843	11.827/19.554/14.465/10.617	9.0494/15.153/9.2192/10.72	13.731	10.792	-0.32107	15.922	37.577	0.47946	0.30711	0.69289	0.61422	0.9999	False
G0855_8546	G0855	2.7293/6.0684/1.8081/8.494	1.5082/7.9751/1.0244/2.6801	4.013	2.4241	-0.54994	10.271	10.983	0.47944	0.22868	0.77132	0.45737	0.9999	False
G0161_1607	G0161	4.5488/1.3485/2.7121/4.247	3.0165/3.9875/5.1218/5.3601	2.9121	4.2655	0.42862	2.3151	7.9697	0.47941	0.62794	0.37206	0.74412	0.9999	True
G0623_6222	G0623	7.2781/6.0684/6.3282/10.617	18.099/10.368/8.1948/5.3601	7.383	9.5377	0.33003	4.4378	20.205	0.47936	0.66745	0.33255	0.6651	0.9999	True
G0415_4143	G0415	1.8195/1.3485/3.6161/4.247	4.5247/2.3925/0/2.6801	2.4888	1.238	-0.64055	2.0367	6.8112	0.47928	0.17561	0.82439	0.35122	0.9999	False
G0990_9893	G0990	3.6391/3.3714/8.1363/2.1235	6.033/5.5826/3.0731/8.0402	3.8265	5.3775	0.40201	7.2389	10.472	0.47928	0.64166	0.35834	0.71668	0.9999	True
G0161_1609	G0161	5.4586/3.3714/6.3282/6.3705	3.0165/1.595/10.244/2.6801	5.2226	3.4107	-0.49652	2.0076	14.293	0.47927	0.25348	0.74652	0.50697	0.9999	False
G0501_5004	G0501	2.7293/0.67427/2.7121/0	0/0/1.0244/0	0.78593	0.083116	-0.72149	2.7056	2.1509	0.47922	0.028232	0.97177	0.056464	0.9999	False
G0174_1735	G0174	13.646/12.811/16.273/14.864	19.607/6.3801/12.292/10.72	14.341	11.339	-0.3141	2.276	39.246	0.47908	0.30831	0.69169	0.61661	0.9999	False
G0859_8585	G0859	6.3684/2.0228/4.5202/2.1235	6.033/3.9875/4.0974/5.3601	3.3463	4.7959	0.41524	4.5859	9.1579	0.47901	0.63497	0.36503	0.73006	0.9999	True
G0929_9285	G0929	7.2781/4.7199/4.5202/0	3.0165/4.7851/1.0244/5.3601	1.9133	3.0093	0.46069	15.705	5.2362	0.47895	0.60425	0.39575	0.79149	0.9999	True
G0015_150	G0015	5.4586/1.3485/6.3282/4.247	7.5412/3.19/6.1461/5.3601	3.773	5.3112	0.40303	5.1577	10.326	0.4787	0.64076	0.35924	0.71849	0.9999	True
G0197_1966	G0197	6.3684/4.0456/10.848/8.494	6.033/1.595/3.0731/18.76	6.9873	4.8942	-0.43841	8.7382	19.122	0.47865	0.27626	0.72374	0.55252	0.9999	False
G0076_760	G0076	11.827/6.7427/10.848/8.494	7.5412/9.5701/11.268/2.6801	9.2611	6.8516	-0.38613	5.3446	25.345	0.47861	0.29283	0.70717	0.58566	0.9999	False
G0322_3215	G0322	1.8195/1.3485/0.90403/0	0/0/0/0	0.62689	0	-0.70212	0.80432	1.7156	0.47861	0.029403	0.9706	0.058805	0.9999	False
G0974_9738	G0974	3.6391/6.7427/9.9444/8.494	9.0494/1.595/4.0974/8.0402	6.7553	4.6978	-0.44477	7.6347	18.487	0.47851	0.27398	0.72602	0.54795	0.9999	False
G0756_7558	G0756	12.737/14.16/16.273/12.741	16.591/9.5701/11.268/8.0402	13.906	10.955	-0.31831	2.7965	38.058	0.4784	0.30781	0.69219	0.61563	0.9999	False
G0772_7714	G0772	14.556/6.7427/6.3282/4.247	10.558/5.5826/4.0974/2.6801	7.1758	5.056	-0.43301	21.318	19.638	0.47836	0.27816	0.72184	0.55632	0.9999	False
G0431_4307	G0431	17.286/14.16/6.3282/8.494	6.033/8.7726/10.244/8.0402	10.718	8.1273	-0.36047	26.398	29.332	0.47835	0.29945	0.70055	0.5989	0.9999	False
