id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
G0991	10	1.9226e-24	4.9505e-06	0.000707	1	10	-5.5662	1.0	1.0	0.999995	996	0	-5.5662
G0293	10	4.6942e-23	4.9505e-06	0.000707	2	10	-5.8703	1.0	1.0	0.999995	995	0	-5.8703
G0099	10	1.2462e-22	4.9505e-06	0.000707	3	10	-6.0656	1.0	1.0	0.999995	994	0	-6.0656
G0407	10	1.4535e-22	4.9505e-06	0.000707	4	10	-5.5269	1.0	1.0	0.999995	997	0	-5.5269
G0520	10	1.6913e-22	4.9505e-06	0.000707	5	10	-5.1031	1.0	1.0	0.999995	1000	0	-5.1031
G0380	10	1.9635e-22	4.9505e-06	0.000707	6	10	-5.9303	1.0	1.0	0.999995	999	0	-5.9303
G0689	10	3.0331e-22	4.9505e-06	0.000707	7	10	-5.4875	1.0	1.0	0.999995	998	0	-5.4875
G0135	10	0.00077964	0.0027178	0.339728	8	4	-0.036563	0.39842	0.40205	0.994234	378	1	-0.036563
G0904	10	0.0017686	0.0058564	0.650715	9	3	-0.071744	0.97161	0.97173	0.999427	972	0	-0.071744
G0810	10	0.0023375	0.0071436	0.714356	10	2	-0.081325	0.63852	0.6387	0.994234	619	0	-0.081325
G0788	10	0.0050894	0.014183	0.998595	11	3	-0.051065	0.56632	0.56651	0.994234	552	0	-0.051065
G0665	10	0.0060634	0.016856	0.998595	12	3	-0.036188	0.68128	0.68068	0.994234	661	0	-0.036188
G0080	10	0.0088149	0.02348	0.998595	13	2	0.0055674	0.62052	0.62032	0.994234	602	0	0.0055674
G0719	10	0.0089317	0.023777	0.998595	14	2	-0.040299	0.78517	0.78494	0.994234	776	0	-0.040299
G0143	10	0.0091792	0.024401	0.998595	15	3	-0.07273	0.36932	0.37356	0.994234	354	1	-0.07273
G0079	10	0.010641	0.027708	0.998595	16	2	0.034546	0.41096	0.414	0.994234	393	1	0.034546
G0180	10	0.012348	0.031015	0.998595	17	2	-0.037359	0.93659	0.93689	0.994234	937	0	-0.037359
G0086	10	0.014314	0.034025	0.998595	18	2	0.030589	0.37786	0.3819	0.994234	360	1	0.030589
G0839	10	0.015345	0.03552	0.998595	19	2	-0.056203	0.44188	0.44393	0.994234	421	0	-0.056203
G0236	10	0.015495	0.035678	0.998595	20	2	0.031587	0.20231	0.23272	0.994234	215	1	0.031587
G0891	10	0.018465	0.040124	0.998595	21	2	-0.01595	0.73677	0.73602	0.994234	725	0	-0.01595
G0033	10	0.018955	0.041005	0.998595	22	2	0.065507	0.36734	0.37152	0.994234	351	1	0.065507
G0356	10	0.01945	0.041698	0.998595	23	2	-0.090066	0.99	0.9904	0.999995	983	0	-0.090066
G0481	10	0.019616	0.041926	0.998595	24	2	-0.065421	0.99829	0.99813	0.999995	991	0	-0.065421
G0591	10	0.022009	0.045381	0.998595	25	2	-0.1676	0.094247	0.15362	0.994234	131	1	-0.1676
G0959	10	0.02325	0.047252	0.998595	26	2	0.0088798	0.89574	0.89556	0.994234	894	0	0.0088798
G0093	10	0.023791	0.047856	0.998595	27	2	-0.0079412	0.30658	0.31815	0.994234	300	1	-0.0079412
G0897	10	0.025444	0.0505	0.998595	28	2	-0.07973	0.74711	0.74657	0.994234	735	0	-0.07973
G0980	10	0.026383	0.051817	0.998595	29	2	-0.05814	0.83175	0.8309	0.994234	820	0	-0.05814
G0002	10	0.027722	0.053965	0.998595	30	2	-0.02118	0.060771	0.10454	0.994234	82	1	-0.02118
G0391	10	0.0285	0.055282	0.998595	31	2	-0.051665	0.55245	0.55238	0.994234	536	0	-0.051665
G0023	10	0.03252	0.060916	0.998595	32	2	-0.041647	0.9951	0.99533	0.999995	987	0	-0.041647
G0234	10	0.033142	0.061886	0.998595	33	2	-0.015524	0.6715	0.67128	0.994234	653	0	-0.015524
G0289	10	0.033769	0.062827	0.998595	34	2	9.7458e-05	0.821	0.82063	0.994234	813	0	9.7458e-05
G0612	10	0.03419	0.06345	0.998595	35	2	-0.038995	0.18251	0.21821	0.994234	200	1	-0.038995
G0065	10	0.035037	0.064589	0.998595	36	2	-0.031369	0.40095	0.4046	0.994234	381	1	-0.031369
G0859	10	0.035893	0.065748	0.998595	37	2	0.032751	0.78392	0.7836	0.994234	774	0	0.032751
G0031	10	0.03829	0.069361	0.998595	38	2	0.026936	0.14158	0.18755	0.994234	169	1	0.026936
G0280	10	0.041203	0.073866	0.998595	39	2	-0.053811	0.77494	0.77438	0.994234	767	0	-0.053811
G0223	10	0.041658	0.074589	0.998595	40	2	0.099317	0.3116	0.32242	0.994234	307	1	0.099317
G0814	10	0.041887	0.074886	0.998595	41	2	-0.076431	0.46396	0.4659	0.994234	439	0	-0.076431
G0770	10	0.042576	0.075896	0.998595	42	2	-0.031432	0.055085	0.096332	0.994234	72	1	-0.031432
G0697	10	0.044668	0.078946	0.998595	43	2	-0.052225	0.42509	0.42741	0.994234	405	0	-0.052225
G0066	10	0.044903	0.079332	0.998595	44	2	-0.052104	0.75029	0.74961	0.994234	740	0	-0.052104
G0147	10	0.045848	0.080936	0.998595	45	2	0.0095746	0.36998	0.37422	0.994234	355	1	0.0095746
G0282	10	0.0468	0.082173	0.998595	46	2	0.0095286	0.21607	0.24298	0.994234	229	1	0.0095286
G0295	10	0.049458	0.08653	0.998595	47	2	-0.030361	0.012484	0.032144	0.994234	20	2	-0.030361
G0703	10	0.049947	0.087213	0.998595	48	2	-0.0084415	0.86839	0.86833	0.994234	865	0	-0.0084415
G0067	10	0.050193	0.08752	0.998595	49	2	0.0091048	0.74914	0.74855	0.994234	737	0	0.0091048
G0213	10	0.050685	0.088431	0.998595	50	2	-0.037796	0.80138	0.80083	0.994234	795	0	-0.037796
G0683	10	0.050932	0.088827	0.998595	51	2	-0.016746	0.53619	0.53623	0.994234	518	0	-0.016746
G0797	10	0.051923	0.09054	0.998595	52	2	-0.031976	0.13896	0.18556	0.994234	166	1	-0.031976
G0848	10	0.053676	0.092955	0.998595	53	2	-0.0060024	0.72916	0.72816	0.994234	717	0	-0.0060024
G0568	10	0.054181	0.093807	0.998595	54	2	0.030666	0.33274	0.3402	0.994234	321	1	0.030666
G0876	10	0.057765	0.099015	0.998595	55	2	-0.14521	0.49884	0.49953	0.994234	475	0	-0.14521
G0973	10	0.058804	0.10063	0.998595	56	2	-0.055528	0.87015	0.87016	0.994234	868	0	-0.055528
G0774	10	0.060114	0.10248	0.998595	57	2	-0.075605	0.60693	0.60649	0.994234	587	0	-0.075605
G0272	10	0.060904	0.10372	0.998595	58	2	0.022547	0.61165	0.61138	0.994234	590	0	0.022547
G0642	10	0.061699	0.10525	0.998595	59	2	-0.071026	0.71397	0.71299	0.994234	698	0	-0.071026
G0964	10	0.063299	0.10762	0.998595	60	2	-0.087627	0.94081	0.94096	0.994234	941	0	-0.087627
G0196	10	0.064644	0.10964	0.998595	61	2	-0.042609	0.68448	0.68398	0.994234	665	0	-0.042609
G0047	10	0.066272	0.11219	0.998595	62	2	0.070107	0.20313	0.23328	0.994234	216	1	0.070107
G0602	10	0.067365	0.11385	0.998595	63	2	0.02934	0.34582	0.3515	0.994234	330	1	0.02934
G0415	10	0.067366	0.11385	0.998595	64	1	0.024303	0.91475	0.91436	0.994234	912	0	0.024303
G0817	10	0.067639	0.11418	0.998595	65	2	-0.089584	0.52197	0.52191	0.994234	501	0	-0.089584
G0808	10	0.069293	0.1166	0.998595	66	2	-0.029649	0.90185	0.90157	0.994234	896	0	-0.029649
G0249	10	0.069848	0.11739	0.998595	67	2	0.059789	0.6667	0.66628	0.994234	646	0	0.059789
G0849	10	0.07018	0.118	0.998595	68	1	0.015873	0.1974	0.22903	0.994234	211	1	0.015873
G0862	10	0.070962	0.11918	0.998595	69	2	0.010469	0.90381	0.90343	0.994234	897	0	0.010469
G0527	10	0.071241	0.11969	0.998595	70	2	-0.040816	0.77125	0.77078	0.994234	762	0	-0.040816
G0629	10	0.071521	0.11999	0.998595	71	2	-0.021796	0.69184	0.69119	0.994234	672	0	-0.021796
G0442	10	0.072051	0.12068	0.998595	72	1	0.035935	0.78742	0.78701	0.994234	777	0	0.035935
G0548	10	0.072644	0.12156	0.998595	73	2	-0.081298	0.48744	0.48825	0.994234	464	0	-0.081298
G0787	10	0.072986	0.12195	0.998595	74	1	0.010236	0.061434	0.1058	0.994234	83	2	0.010236
G0043	10	0.073773	0.12291	0.998595	75	2	0.036583	0.66966	0.66955	0.994234	649	0	0.036583
G0406	10	0.073919	0.12312	0.998595	76	2	0.035161	0.43054	0.43257	0.994234	411	0	0.035161
G0256	10	0.074057	0.12339	0.998595	77	2	0.019912	0.043037	0.078104	0.994234	53	2	0.019912
G0693	10	0.074852	0.12453	0.998595	78	1	0.037246	0.77178	0.77135	0.994234	763	0	0.037246
G0928	10	0.075193	0.12503	0.998595	79	2	-0.011782	0.95178	0.952	0.994234	956	0	-0.011782
G0499	10	0.076623	0.12696	0.998595	80	2	-0.13493	0.92754	0.92727	0.994234	928	0	-0.13493
G0186	10	0.076715	0.12707	0.998595	81	1	0.03014	0.17329	0.21101	0.994234	193	1	0.03014
G0470	10	0.077646	0.12861	0.998595	82	1	0.034904	0.39078	0.39391	0.994234	371	1	0.034904
G0987	10	0.078575	0.13	0.998595	83	1	-0.029627	0.90526	0.90492	0.994234	899	0	-0.029627
G0161	10	0.07922	0.13095	0.998595	84	2	-0.029872	0.77572	0.77521	0.994234	768	0	-0.029872
G0585	10	0.079504	0.1314	0.998595	85	1	-0.10472	0.072986	0.12255	0.994234	96	1	-0.10472
G0581	10	0.079801	0.13189	0.998595	86	2	-0.039946	0.82562	0.82513	0.994234	818	0	-0.039946
G0756	10	0.080431	0.13271	0.998595	87	1	0.029975	0.3837	0.38724	0.994234	366	1	0.029975
G0676	10	0.08214	0.13534	0.998595	88	2	-0.094836	0.44424	0.4464	0.994234	422	0	-0.094836
G0032	10	0.082284	0.13555	0.998595	89	1	-0.038095	0.27353	0.29009	0.994234	276	1	-0.038095
G0287	10	0.083023	0.13672	0.998595	90	2	0.071434	0.20881	0.23768	0.994234	221	1	0.071434
G0438	10	0.083318	0.13721	0.998595	91	2	-0.07461	0.82437	0.82397	0.994234	817	0	-0.07461
G0858	10	0.083613	0.13766	0.998595	92	2	-0.054427	0.053928	0.094569	0.994234	69	2	-0.054427
G0052	10	0.083909	0.13805	0.998595	93	2	-0.021145	0.045539	0.081916	0.994234	60	2	-0.021145
G0495	10	0.084134	0.13829	0.998595	94	1	0.02816	0.13458	0.18264	0.994234	162	1	0.02816
G0550	10	0.085057	0.13963	0.998595	95	1	0.027088	0.48909	0.48981	0.994234	466	0	0.027088
G0076	10	0.08598	0.14089	0.998595	96	1	-0.050234	0.61632	0.61626	0.994234	596	0	-0.050234
G0254	10	0.086902	0.14172	0.998595	97	1	-0.036762	0.84249	0.84164	0.994234	834	0	-0.036762
G0727	10	0.088743	0.14311	0.998595	98	1	-0.1125	0.53014	0.53022	0.994234	510	0	-0.1125
G0346	10	0.089662	0.14367	0.998595	99	1	0.0039108	0.91332	0.91293	0.994234	909	0	0.0039108
G0698	10	0.091499	0.14504	0.998595	100	1	0.0046819	0.62839	0.62876	0.994234	607	0	0.0046819
G0317	10	0.092416	0.14573	0.998595	101	1	0.039025	0.41344	0.41618	0.994234	397	1	0.039025
G0331	10	0.094247	0.14708	0.998595	102	1	-0.022287	0.92931	0.92917	0.994234	931	0	-0.022287
G0077	10	0.096075	0.14818	0.998595	103	1	0.044069	0.52402	0.52393	0.994234	504	0	0.044069
G0592	10	0.09881	0.15005	0.998595	104	1	-0.016379	0.99244	0.99271	0.999995	985	0	-0.016379
G0635	10	0.10154	0.15179	0.998595	105	1	0.031971	0.368	0.37221	0.994234	352	1	0.031971
G0961	10	0.10245	0.15228	0.998595	106	1	-0.03845	0.0082415	0.022233	0.994234	14	2	-0.03845
G0760	10	0.10516	0.15399	0.998595	107	1	0.075034	0.0090155	0.023965	0.994234	15	3	0.075034
G0096	10	0.10697	0.15509	0.998595	108	1	-0.0094538	0.78189	0.78144	0.994234	772	0	-0.0094538
G0198	10	0.10788	0.15579	0.998595	109	1	-0.056064	0.83749	0.83671	0.994234	827	0	-0.056064
G0522	10	0.10878	0.1564	0.998595	110	1	0.011904	0.61674	0.61667	0.994234	597	0	0.011904
G0311	10	0.11058	0.15775	0.998595	111	1	0.055575	0.06266	0.10771	0.994234	84	1	0.055575
G0717	10	0.11148	0.15842	0.998595	112	1	0.032981	0.045375	0.08152	0.994234	59	2	0.032981
G0010	10	0.11238	0.159	0.998595	113	1	-0.058084	0.83807	0.83719	0.994234	828	0	-0.058084
G0624	10	0.11327	0.15959	0.998595	114	1	0.020075	0.07691	0.1279	0.994234	105	2	0.020075
G0603	10	0.11507	0.16078	0.998595	115	1	-0.04973	0.93849	0.93861	0.994234	939	0	-0.04973
G0898	10	0.11596	0.16141	0.998595	116	1	-0.036442	0.70709	0.70626	0.994234	689	0	-0.036442
G0503	10	0.11775	0.16278	0.998595	117	1	0.028638	0.91839	0.91773	0.994234	919	0	0.028638
G0039	10	0.11954	0.16403	0.998595	118	1	0.053314	0.67733	0.67675	0.994234	657	0	0.053314
G0540	10	0.12043	0.16464	0.998595	119	1	-0.018611	0.64801	0.64828	0.994234	626	0	-0.018611
G0083	10	0.12221	0.16593	0.998595	120	1	-0.073626	0.11148	0.16708	0.994234	150	1	-0.073626
G0344	10	0.12576	0.16851	0.998595	121	1	0.0059564	0.45302	0.45463	0.994234	429	0	0.0059564
G0343	10	0.12664	0.16902	0.998595	122	1	0.084021	0.2847	0.29961	0.994234	285	1	0.084021
G0735	10	0.12753	0.16964	0.998595	123	1	-0.015667	0.044903	0.080777	0.994234	57	2	-0.015667
G0713	10	0.13018	0.17144	0.998595	124	1	-0.019832	0.63369	0.63387	0.994234	612	0	-0.019832
G0092	10	0.13106	0.17216	0.998595	125	1	0.053321	0.18667	0.22112	0.994234	202	1	0.053321
G0041	10	0.13194	0.17267	0.998595	126	1	-0.044701	0.14939	0.19315	0.994234	177	1	-0.044701
G0429	10	0.13282	0.1733	0.998595	127	1	-0.0073885	0.16482	0.20445	0.994234	187	1	-0.0073885
G0766	10	0.13546	0.17521	0.998595	128	1	0.0051822	0.94159	0.94176	0.994234	943	0	0.0051822
G0868	10	0.13809	0.177	0.998595	129	1	-0.066383	0.34514	0.35091	0.994234	329	1	-0.066383
G0532	10	0.13896	0.17767	0.998595	130	1	0.075284	0.78791	0.78754	0.994234	778	0	0.075284
G0718	10	0.13983	0.17842	0.998595	131	1	-0.021909	0.52709	0.52703	0.994234	506	0	-0.021909
G0720	10	0.14245	0.18038	0.998595	132	1	0.055501	0.48249	0.48321	0.994234	459	0	0.055501
G0148	10	0.14332	0.181	0.998595	133	1	-0.1005	0.65956	0.65956	0.994234	640	0	-0.1005
G0115	10	0.14506	0.18239	0.998595	134	1	-0.010901	0.51835	0.51807	0.994234	496	0	-0.010901
G0493	10	0.14593	0.18301	0.998595	135	1	-0.067047	0.14419	0.18945	0.994234	171	1	-0.067047
G0422	10	0.14679	0.18367	0.998595	136	1	0.018124	0.11327	0.16822	0.994234	151	1	0.018124
G0270	10	0.14853	0.18496	0.998595	137	1	0.00055906	0.86951	0.8695	0.994234	867	0	0.00055906
G0611	10	0.15112	0.18692	0.998595	138	1	0.013441	0.48194	0.48272	0.994234	458	0	0.013441
G0341	10	0.15284	0.18827	0.998595	139	1	0.035417	0.0053254	0.015035	0.994234	9	3	0.035417
G0266	10	0.1537	0.18902	0.998595	140	1	-0.060878	0.087185	0.14281	0.994234	120	2	-0.060878
G0803	10	0.15628	0.19097	0.998595	141	1	0.04164	0.49668	0.49753	0.994234	474	0	0.04164
G0856	10	0.15971	0.19351	0.998595	142	1	-0.04002	0.48138	0.48215	0.994234	457	0	-0.04002
G0837	10	0.16142	0.19474	0.998595	143	1	-0.015008	0.36601	0.37027	0.994234	349	1	-0.015008
G0574	10	0.16312	0.19603	0.998595	144	1	-0.03792	0.22804	0.25248	0.994234	240	1	-0.03792
G0687	10	0.16397	0.19659	0.998595	145	1	-0.037423	0.95243	0.95265	0.994234	957	0	-0.037423
G0616	10	0.16482	0.19723	0.998595	146	1	0.0077804	0.58617	0.58565	0.994234	570	0	0.0077804
G0556	10	0.16567	0.19793	0.998595	147	1	0.05378	0.63166	0.63188	0.994234	609	0	0.05378
G0497	10	0.16652	0.19858	0.998595	148	1	-0.073093	0.89269	0.89282	0.994234	891	0	-0.073093
G0197	10	0.16907	0.20059	0.998595	149	1	0.0055803	0.40284	0.40639	0.994234	384	1	0.0055803
G0309	10	0.17076	0.20198	0.998595	150	1	-0.083012	0.72637	0.72523	0.994234	715	0	-0.083012
G0397	10	0.1716	0.20271	0.998595	151	1	0.027434	0.53317	0.5332	0.994234	515	0	0.027434
G0737	10	0.17329	0.20406	0.998595	152	1	0.050363	0.86078	0.86056	0.994234	857	0	0.050363
G0084	10	0.17497	0.20537	0.998595	153	1	0.0014437	0.57519	0.57509	0.994234	559	0	0.0014437
G0372	10	0.17581	0.20608	0.998595	154	1	-0.015144	0.86774	0.86762	0.994234	864	0	-0.015144
G0589	10	0.17665	0.20682	0.998595	155	1	-0.00026647	0.30153	0.3142	0.994234	297	1	-0.00026647
G0871	10	0.17749	0.20757	0.998595	156	1	0.0080463	0.78989	0.78953	0.994234	781	0	0.0080463
G0829	10	0.18	0.20967	0.998595	157	1	0.047388	0.84549	0.84459	0.994234	835	0	0.047388
G0940	10	0.18084	0.21023	0.998595	158	1	-0.046483	0.049368	0.087728	0.994234	64	2	-0.046483
G0997	10	0.18251	0.21146	0.998595	159	1	0.0039695	0.18334	0.21883	0.994234	201	1	0.0039695
G0291	10	0.18418	0.21272	0.998595	160	1	-0.051265	0.79499	0.79435	0.994234	788	0	-0.051265
G0383	10	0.18501	0.21332	0.998595	161	1	-0.025178	0.76043	0.75995	0.994234	750	0	-0.025178
G0153	10	0.18667	0.21447	0.998595	162	1	-0.021788	0.45127	0.45303	0.994234	428	0	-0.021788
G0017	10	0.1875	0.21495	0.998595	163	1	-0.025168	0.6341	0.6343	0.994234	613	0	-0.025168
G0892	10	0.18833	0.21554	0.998595	164	1	-0.032519	0.58117	0.5808	0.994234	564	0	-0.032519
G0034	10	0.18916	0.21615	0.998595	165	1	-0.034353	0.72977	0.72881	0.994234	718	0	-0.034353
G0726	10	0.18999	0.2168	0.998595	166	1	-0.054258	0.22248	0.24812	0.994234	234	1	-0.054258
G0986	10	0.19164	0.21807	0.998595	167	1	0.013788	0.19822	0.22961	0.994234	212	1	0.013788
G0028	10	0.19329	0.21931	0.998595	168	1	0.035132	0.16991	0.20838	0.994234	190	1	0.035132
G0228	10	0.19411	0.22	0.998595	169	1	0.02519	0.9141	0.91367	0.994234	911	0	0.02519
G0005	10	0.19576	0.2213	0.998595	170	1	-0.03075	0.69632	0.69591	0.994234	677	0	-0.03075
G0224	10	0.19658	0.22192	0.998595	171	1	0.017043	0.31516	0.32566	0.994234	311	1	0.017043
G0880	10	0.19822	0.22323	0.998595	172	1	0.0028265	0.28248	0.29776	0.994234	282	1	0.0028265
G0518	10	0.19904	0.22377	0.998595	173	1	-0.093115	0.21366	0.24129	0.994234	227	1	-0.093115
G0648	10	0.20149	0.22581	0.998595	174	1	-0.0054703	0.88176	0.88239	0.994234	879	0	-0.0054703
G0445	10	0.20313	0.22705	0.998595	175	1	0.070355	0.085691	0.14082	0.994234	119	2	0.070355
G0348	10	0.20394	0.22778	0.998595	176	1	-0.055261	0.81539	0.81496	0.994234	807	0	-0.055261
G0088	10	0.20475	0.22842	0.998595	177	1	0.071124	0.73345	0.73263	0.994234	721	0	0.071124
G0201	10	0.20557	0.22903	0.998595	178	1	-0.063034	0.96387	0.96391	0.999427	962	0	-0.063034
G0169	10	0.20638	0.22964	0.998595	179	1	0.0094511	0.29935	0.31212	0.994234	294	1	0.0094511
G0802	10	0.20719	0.23027	0.998595	180	1	0.097825	0.010674	0.027827	0.994234	18	3	0.097825
G0504	10	0.208	0.23092	0.998595	181	1	0.022105	0.70973	0.70877	0.994234	692	0	0.022105
G0490	10	0.20881	0.23163	0.998595	182	1	0.016806	0.80531	0.80491	0.994234	798	0	0.016806
G0175	10	0.20962	0.2322	0.998595	183	1	0.05925	0.094168	0.15349	0.994234	130	2	0.05925
G0995	10	0.21043	0.23298	0.998595	184	1	-0.0484	0.91744	0.91686	0.994234	917	0	-0.0484
G0037	10	0.21285	0.23467	0.998595	185	1	-0.059247	0.72229	0.72125	0.994234	710	0	-0.059247
G0269	10	0.21366	0.23533	0.998595	186	1	-0.013445	0.77985	0.7796	0.994234	770	0	-0.013445
G0832	10	0.21446	0.23591	0.998595	187	1	-0.003158	0.19658	0.22835	0.994234	210	1	-0.003158
G0418	10	0.21527	0.23652	0.998595	188	1	0.022829	0.013739	0.035064	0.994234	24	2	0.022829
G0127	10	0.21928	0.23974	0.998595	189	1	0.046281	0.083023	0.137	0.994234	114	2	0.046281
G0870	10	0.22088	0.24092	0.998595	190	1	0.035467	0.07349	0.1231	0.994234	98	2	0.035467
G0724	10	0.22168	0.24171	0.998595	191	1	-0.076538	0.25071	0.27078	0.994234	255	1	-0.076538
G0298	10	0.22327	0.24308	0.998595	192	1	-0.030492	0.8886	0.88881	0.994234	885	0	-0.030492
G0668	10	0.22407	0.24382	0.998595	193	1	0.0075281	0.63288	0.63296	0.994234	611	0	0.0075281
G0655	10	0.22566	0.24513	0.998595	194	1	-0.049178	0.65306	0.65346	0.994234	633	0	-0.049178
G0501	10	0.22804	0.24693	0.998595	195	1	-0.1199	0.69288	0.69232	0.994234	674	0	-0.1199
G0271	10	0.22962	0.2482	0.998595	196	1	0.077641	0.47582	0.47697	0.994234	450	0	0.077641
G0701	10	0.23357	0.25159	0.998595	197	1	0.061173	0.00051629	0.0018267	0.39505	4	3	0.061173
G0252	10	0.23435	0.25239	0.998595	198	1	0.016888	0.12043	0.17306	0.994234	156	1	0.016888
G0113	10	0.23514	0.25303	0.998595	199	1	-0.040476	0.54018	0.54021	0.994234	524	0	-0.040476
G1000	10	0.23592	0.2537	0.998595	200	1	0.073057	0.068464	0.11618	0.994234	92	2	0.073057
G0902	10	0.23749	0.25488	0.998595	201	1	0.013019	0.043619	0.078847	0.994234	54	1	0.013019
G0103	10	0.23906	0.25604	0.998595	202	1	0.0075046	0.48028	0.48124	0.994234	455	0	0.0075046
G0239	10	0.24062	0.25737	0.998595	203	1	-0.011849	0.88874	0.88893	0.994234	886	0	-0.011849
G0299	10	0.2414	0.25796	0.998595	204	1	0.01729	0.70443	0.70359	0.994234	687	0	0.01729
G0732	10	0.24296	0.25905	0.998595	205	1	0.019448	0.55051	0.5505	0.994234	535	0	0.019448
G0379	10	0.24374	0.25976	0.998595	206	1	-0.026054	0.76617	0.76601	0.994234	757	0	-0.026054
G0001	10	0.24451	0.26065	0.998595	207	1	0.10648	0.21688	0.24359	0.994234	230	1	0.10648
G0136	10	0.24529	0.26128	0.998595	208	1	0.03586	0.56063	0.56106	0.994234	547	0	0.03586
G0089	10	0.24684	0.26253	0.998595	209	1	0.010733	0.57842	0.57806	0.994234	562	0	0.010733
G0855	10	0.24762	0.26329	0.998595	210	1	0.077324	0.14766	0.19188	0.994234	175	1	0.077324
G0507	10	0.24839	0.26396	0.998595	211	1	-0.055655	0.14679	0.19132	0.994234	174	1	-0.055655
G0414	10	0.24994	0.26536	0.998595	212	1	-0.032711	0.16737	0.20642	0.994234	188	1	-0.032711
G0172	10	0.25071	0.26584	0.998595	213	1	-0.022221	0.42873	0.4307	0.994234	409	0	-0.022221
G0617	10	0.25225	0.26708	0.998595	214	1	0.054105	0.84753	0.84669	0.994234	838	0	0.054105
G0091	10	0.25302	0.2676	0.998595	215	1	-0.03895	0.32224	0.33129	0.994234	314	1	-0.03895
G0482	10	0.25379	0.2682	0.998595	216	1	0.016646	0.084134	0.13855	0.994234	118	1	0.016646
G0247	10	0.25455	0.26902	0.998595	217	1	-0.023016	0.9489	0.94905	0.994234	954	0	-0.023016
G0216	10	0.25609	0.27054	0.998595	218	1	-0.11142	0.67114	0.67092	0.994234	652	0	-0.11142
G0937	10	0.25685	0.2712	0.998595	219	1	-0.065189	0.93308	0.93313	0.994234	933	0	-0.065189
G0893	10	0.25838	0.27247	0.998595	220	1	0.042267	0.63248	0.63261	0.994234	610	0	0.042267
G0547	10	0.25915	0.27316	0.998595	221	1	0.064536	0.63491	0.63505	0.994234	615	0	0.064536
G0560	10	0.26067	0.27445	0.998595	222	1	0.0048476	0.8229	0.82228	0.994234	815	0	0.0048476
G0538	10	0.2622	0.27557	0.998595	223	1	-0.089295	0.033969	0.064807	0.994234	38	1	-0.089295
G0899	10	0.26296	0.27613	0.998595	224	1	-0.023578	0.58707	0.58644	0.994234	572	0	-0.023578
G0593	10	0.26372	0.27687	0.998595	225	1	0.080425	0.24529	0.26637	0.994234	250	1	0.080425
G0528	10	0.26523	0.27813	0.998595	226	1	-0.011433	0.33413	0.34134	0.994234	322	1	-0.011433
G0022	10	0.26675	0.27952	0.998595	227	1	0.11289	0.0018084	0.0062228	0.888967	7	3	0.11289
G0623	10	0.26826	0.28087	0.998595	228	1	-0.063309	0.98832	0.98894	0.999995	981	0	-0.063309
G0700	10	0.26901	0.28153	0.998595	229	1	-0.0049387	0.53918	0.53925	0.994234	523	0	-0.0049387
G0243	10	0.26977	0.28223	0.998595	230	1	0.05253	0.013379	0.034243	0.994234	22	3	0.05253
G0534	10	0.27052	0.28287	0.998595	231	1	-0.01539	0.90716	0.90673	0.994234	903	0	-0.01539
G0485	10	0.27127	0.28363	0.998595	232	1	-0.058202	0.72071	0.71973	0.994234	706	0	-0.058202
G0104	10	0.27202	0.28431	0.998595	233	1	-0.11461	0.22486	0.25011	0.994234	237	1	-0.11461
G0514	10	0.27277	0.28495	0.998595	234	1	-0.0011305	0.17833	0.21509	0.994234	195	1	-0.0011305
G0691	10	0.27428	0.28645	0.998595	235	1	0.0072046	0.47861	0.47947	0.994234	452	0	0.0072046
G0977	10	0.27727	0.28909	0.998595	236	1	0.020178	0.3073	0.3187	0.994234	301	1	0.020178
G0924	10	0.27801	0.28983	0.998595	237	1	-0.019961	0.26901	0.28603	0.994234	272	1	-0.019961
G0015	10	0.27876	0.29049	0.998595	238	1	-0.0039457	0.5738	0.57364	0.994234	557	0	-0.0039457
G0549	10	0.2795	0.29116	0.998595	239	1	0.022697	0.92437	0.92424	0.994234	922	0	0.022697
G0410	10	0.28025	0.29174	0.998595	240	1	0.03453	0.33135	0.33905	0.994234	319	1	0.03453
G0641	10	0.28099	0.29242	0.998595	241	1	0.038762	0.43772	0.43959	0.994234	418	0	0.038762
G0241	10	0.28173	0.29316	0.998595	242	1	-0.018622	0.91244	0.912	0.994234	907	0	-0.018622
G0741	10	0.28322	0.29429	0.998595	243	1	0.055489	0.029286	0.058134	0.994234	31	2	0.055489
G0554	10	0.28396	0.29496	0.998595	244	1	-0.0068721	0.82206	0.82161	0.994234	814	0	-0.0068721
G0288	10	0.2847	0.29565	0.998595	245	1	-0.039229	0.46737	0.46899	0.994234	442	0	-0.039229
G0156	10	0.28618	0.29691	0.998595	246	1	-0.04936	0.090581	0.14812	0.994234	125	1	-0.04936
G0622	10	0.28912	0.29944	0.998595	247	1	-0.038582	0.74971	0.74918	0.994234	739	0	-0.038582
G0767	10	0.29133	0.30138	0.998595	248	1	0.033243	0.38306	0.38663	0.994234	365	1	0.033243
G0840	10	0.29206	0.30196	0.998595	249	1	0.0014058	0.20557	0.23516	0.994234	218	1	0.0014058
G0262	10	0.29279	0.30268	0.998595	250	1	0.081333	0.66744	0.66711	0.994234	647	0	0.081333
