id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
G0469	10	0.82184	0.82147	0.998595	814	0	0.078296	0.42933	0.43132	0.994234	410	0	0.078296
G0781	10	0.82227	0.82183	0.998595	815	0	0.014447	0.61843	0.61826	0.994234	599	0	0.014447
G0747	10	0.82248	0.82198	0.998595	816	0	0.016659	0.47972	0.48069	0.994234	454	0	0.016659
G0094	10	0.82353	0.82308	0.998595	817	0	-0.048432	0.52963	0.52966	0.994234	509	0	-0.048432
G0900	10	0.82541	0.82495	0.998595	818	0	0.039364	0.83395	0.83295	0.994234	824	0	0.039364
G0304	10	0.82583	0.82534	0.998595	819	0	0.027895	0.074852	0.12508	0.994234	102	1	0.027895
G0610	10	0.8283	0.82725	0.998595	820	0	0.033604	0.66855	0.66833	0.994234	648	0	0.033604
G0784	10	0.82932	0.82831	0.998595	821	0	-0.0048313	0.15112	0.19443	0.994234	179	1	-0.0048313
G0521	10	0.82952	0.82856	0.998595	822	0	0.067763	0.020288	0.045015	0.994234	26	2	0.067763
G0835	10	0.82973	0.82879	0.998595	823	0	0.026594	0.92573	0.92564	0.994234	925	0	0.026594
G0905	10	0.8369	0.8361	0.998595	824	0	-0.029851	0.75904	0.75848	0.994234	749	0	-0.029851
G0112	10	0.83924	0.83832	0.998595	825	0	0.037636	0.032029	0.061965	0.994234	35	1	0.037636
G0126	10	0.83981	0.83886	0.998595	826	0	-0.018721	0.92338	0.92325	0.994234	921	0	-0.018721
G0425	10	0.84249	0.84164	0.998595	827	0	0.015554	0.0069381	0.019134	0.994234	11	2	0.015554
G0302	10	0.84343	0.84256	0.998595	828	0	-0.0037068	0.2312	0.25496	0.994234	241	1	-0.0037068
G0101	10	0.84475	0.84386	0.998595	829	0	0.033759	0.6901	0.6895	0.994234	671	0	0.033759
G0621	10	0.84493	0.8441	0.998595	830	0	0.0036481	0.31374	0.3243	0.994234	310	1	0.0036481
G0541	10	0.84605	0.84523	0.998595	831	0	0.077791	0.41034	0.41334	0.994234	392	1	0.077791
G0705	10	0.84642	0.84555	0.998595	832	0	0.035365	0.26599	0.28333	0.994234	269	1	0.035365
G0786	10	0.84661	0.84572	0.998595	833	0	0.050846	0.56253	0.56292	0.994234	549	0	0.050846
G0820	10	0.84698	0.84605	0.998595	834	0	-0.017874	0.50895	0.50914	0.994234	484	0	-0.017874
G0748	10	0.84845	0.84781	0.998595	835	0	-0.05589	0.80828	0.80781	0.994234	802	0	-0.05589
G0188	10	0.84918	0.84854	0.998595	836	0	-0.05504	0.11417	0.16881	0.994234	152	1	-0.05504
G0664	10	0.84954	0.84894	0.998595	837	0	0.05635	0.16227	0.20273	0.994234	185	1	0.05635
G0949	10	0.84972	0.84908	0.998595	838	0	0.13321	0.011284	0.029272	0.994234	19	2	0.13321
G0117	10	0.85009	0.84945	0.998595	839	0	0.058173	0.042658	0.07753	0.994234	52	1	0.058173
G0608	10	0.85153	0.85092	0.998595	840	0	0.011992	0.80782	0.8074	0.994234	801	0	0.011992
G0232	10	0.85207	0.85141	0.998595	841	0	-0.01746	0.74624	0.74576	0.994234	734	0	-0.01746
G0327	10	0.85296	0.85222	0.998595	842	0	0.053859	0.18084	0.21701	0.994234	198	1	0.053859
G0308	10	0.85349	0.85281	0.998595	843	0	0.024633	0.61123	0.61096	0.994234	589	0	0.024633
G0614	10	0.85579	0.8554	0.998595	844	0	0.016462	0.61548	0.61548	0.994234	595	0	0.016462
G0843	10	0.85614	0.85588	0.998595	845	0	0.017573	0.73436	0.73353	0.994234	722	0	0.017573
G0749	10	0.8577	0.85754	0.998595	846	0	0.023891	0.65074	0.65122	0.994234	630	0	0.023891
G0615	10	0.85804	0.85787	0.998595	847	0	0.070967	0.30802	0.31933	0.994234	302	1	0.070967
G0953	10	0.85908	0.8589	0.998595	848	0	-0.0038677	0.59821	0.59727	0.994234	583	0	-0.0038677
G0328	10	0.85925	0.85901	0.998595	849	0	-0.0085467	0.2622	0.28029	0.994234	265	1	-0.0085467
G0708	10	0.86078	0.86056	0.998595	850	0	0.007249	0.16822	0.20714	0.994234	189	1	0.007249
G0931	10	0.86264	0.86239	0.998595	851	0	-0.023645	0.8103	0.80974	0.994234	804	0	-0.023645
G0430	10	0.8628	0.86258	0.998595	852	0	-0.029239	0.47749	0.47824	0.994234	451	0	-0.029239
G0822	10	0.86347	0.86314	0.998595	853	0	-0.0032471	0.54364	0.54343	0.994234	528	0	-0.0032471
G0484	10	0.86364	0.8633	0.998595	854	0	0.049961	0.28544	0.30025	0.994234	286	1	0.049961
G0160	10	0.86726	0.86713	0.998595	855	0	0.060598	0.07893	0.13088	0.994234	109	2	0.060598
G0150	10	0.86887	0.86886	0.998595	856	0	0.016466	0.85153	0.85092	0.994234	842	0	0.016466
G0322	10	0.86935	0.86934	0.998595	857	0	0.023773	0.035906	0.067381	0.994234	40	1	0.023773
G0390	10	0.86983	0.86981	0.998595	858	0	0.067828	0.26977	0.28672	0.994234	273	1	0.067828
G0347	10	0.87158	0.87168	0.998595	859	0	0.01957	0.14593	0.19069	0.994234	173	1	0.01957
G0846	10	0.8747	0.87475	0.998595	860	0	0.036697	0.6108	0.61049	0.994234	588	0	0.036697
G0321	10	0.87577	0.87572	0.998595	861	0	0.020882	0.74361	0.74301	0.994234	730	0	0.020882
G0869	10	0.87608	0.87608	0.998595	862	0	0.034611	0.092941	0.15144	0.994234	128	2	0.034611
G0884	10	0.87775	0.87795	0.998595	863	0	0.024366	0.32786	0.33605	0.994234	318	1	0.024366
G0596	10	0.8782	0.87864	0.998595	864	0	-0.012324	0.39905	0.40275	0.994234	379	1	-0.012324
G0529	10	0.8788	0.87917	0.998595	865	0	0.0053497	0.72854	0.72746	0.994234	716	0	0.0053497
G0619	10	0.87895	0.87934	0.998595	866	0	0.033765	0.80021	0.79973	0.994234	793	0	0.033765
G0935	10	0.87954	0.87987	0.998595	867	0	0.0031358	0.13983	0.1863	0.994234	167	1	0.0031358
G0434	10	0.88176	0.88239	0.998595	868	0	0.036644	0.61293	0.61288	0.994234	593	0	0.036644
G0258	10	0.88263	0.8832	0.998595	869	0	0.0081244	0.52658	0.52656	0.994234	505	0	0.0081244
G0502	10	0.88307	0.88358	0.998595	870	0	-0.035708	0.83827	0.83739	0.994234	829	0	-0.035708
G0446	10	0.88365	0.88398	0.998595	871	0	-0.017612	0.91388	0.91345	0.994234	910	0	-0.017612
G0530	10	0.88379	0.88406	0.998595	872	0	0.04565	0.21848	0.24491	0.994234	231	1	0.04565
G0263	10	0.88408	0.88425	0.998595	873	0	0.054136	0.49506	0.49586	0.994234	471	0	0.054136
G0121	10	0.88437	0.88447	0.998595	874	0	-0.00072092	0.95333	0.95347	0.994234	959	0	-0.00072092
G0190	10	0.88508	0.88529	0.998595	875	0	0.0058865	0.55002	0.54996	0.994234	534	0	0.0058865
G0582	10	0.88678	0.88701	0.998595	876	0	0.031688	0.62427	0.62406	0.994234	604	0	0.031688
G0144	10	0.88776	0.88797	0.998595	877	0	0.0046469	0.15456	0.1972	0.994234	181	1	0.0046469
G0524	10	0.89229	0.89243	0.998595	878	0	0.055523	0.51367	0.51363	0.994234	491	0	0.055523
G0478	10	0.89283	0.89292	0.998595	879	0	0.040279	0.045139	0.081153	0.994234	58	2	0.040279
G0376	10	0.89309	0.8932	0.998595	880	0	-0.044226	0.69219	0.69153	0.994234	673	0	-0.044226
G0419	10	0.89403	0.894	0.998595	881	0	-0.010367	0.72007	0.71911	0.994234	704	0	-0.010367
G0688	10	0.89456	0.89456	0.998595	882	0	0.09727	0.069016	0.1169	0.994234	93	2	0.09727
G0913	10	0.89639	0.89621	0.998595	883	0	0.067555	0.52862	0.52862	0.994234	507	0	0.067555
G0444	10	0.8973	0.89715	0.998595	884	0	-0.010132	0.042576	0.077411	0.994234	51	2	-0.010132
G0763	10	0.89781	0.89773	0.998595	885	0	0.035611	0.40785	0.41104	0.994234	389	1	0.035611
G0363	10	0.90259	0.90232	0.998595	886	0	0.043921	0.85243	0.85178	0.994234	845	0	0.043921
G0385	10	0.90356	0.90318	0.998595	887	0	0.0083088	0.74036	0.73955	0.994234	726	0	0.0083088
G0162	10	0.90441	0.90397	0.998595	888	0	0.012821	0.51105	0.51101	0.994234	487	0	0.012821
G0191	10	0.90775	0.90731	0.998595	889	0	0.062504	0.91659	0.91607	0.994234	914	0	0.062504
G0656	10	0.90821	0.90769	0.998595	890	0	0.017992	0.60128	0.60036	0.994234	585	0	0.017992
G0358	10	0.90868	0.9082	0.998595	891	0	0.0093902	0.56914	0.56909	0.994234	555	0	0.0093902
G0638	10	0.91006	0.90974	0.998595	892	0	0.0099982	0.28173	0.29724	0.994234	281	1	0.0099982
G0072	10	0.91018	0.9098	0.998595	893	0	0.041738	0.62921	0.62961	0.994234	608	0	0.041738
G0310	10	0.91165	0.91121	0.998595	894	0	0.034438	0.54414	0.54393	0.994234	529	0	0.034438
G0427	10	0.91199	0.91156	0.998595	895	0	0.00050377	0.42326	0.42574	0.994234	404	1	0.00050377
G0553	10	0.91321	0.91278	0.998595	896	0	0.046443	0.79306	0.79249	0.994234	785	0	0.046443
G0838	10	0.91388	0.91345	0.998595	897	0	0.046862	0.22645	0.25127	0.994234	238	1	0.046862
G0221	10	0.9167	0.91616	0.998595	898	0	0.004683	0.65113	0.65165	0.994234	631	0	0.004683
G0457	10	0.91807	0.91736	0.998595	899	0	0.0077394	0.52042	0.52034	0.994234	499	0	0.0077394
G0942	10	0.91839	0.91773	0.998595	900	0	0.024273	0.86611	0.866	0.994234	860	0	0.024273
G0714	10	0.9187	0.918	0.998595	901	0	0.081322	0.35126	0.35642	0.994234	334	1	0.081322
G0945	10	0.91881	0.91806	0.998595	902	0	0.029201	0.068305	0.11586	0.994234	91	1	0.029201
G0146	10	0.91943	0.91876	0.998595	903	0	0.088206	0.058879	0.10181	0.994234	81	1	0.088206
G0399	10	0.92005	0.91956	0.998595	904	0	0.01455	0.94586	0.94604	0.994234	951	0	0.01455
G0012	10	0.92229	0.92194	0.998595	905	0	0.029546	0.51732	0.51713	0.994234	494	0	0.029546
G0165	10	0.92239	0.92211	0.998595	906	0	0.024508	0.43114	0.433	0.994234	412	0	0.024508
G0883	10	0.92309	0.92294	0.998595	907	0	0.16123	0.050685	0.089708	0.994234	65	2	0.16123
G0222	10	0.92378	0.92359	0.998595	908	0	-0.045464	0.11686	0.17072	0.994234	154	1	-0.045464
G0057	10	0.92407	0.92392	0.998595	909	0	0.056734	0.63972	0.63991	0.994234	620	0	0.056734
G0952	10	0.92544	0.92544	0.998595	910	0	0.012036	0.09972	0.15958	0.994234	142	1	0.012036
G0796	10	0.9263	0.92607	0.998595	911	0	0.052218	0.25148	0.27136	0.994234	256	1	0.052218
G0853	10	0.92707	0.92682	0.998595	912	0	0.058729	0.84936	0.84874	0.994234	840	0	0.058729
G0573	10	0.92782	0.92754	0.998595	913	0	0.037698	0.12576	0.17682	0.994234	157	1	0.037698
G0453	10	0.92819	0.92799	0.998595	914	0	0.036122	0.85579	0.8554	0.994234	851	0	0.036122
G0962	10	0.92857	0.92835	0.998595	915	0	0.029734	0.76939	0.76898	0.994234	761	0	0.029734
G0151	10	0.92866	0.92842	0.998595	916	0	0.014708	0.50365	0.50392	0.994234	479	0	0.014708
G0728	10	0.92885	0.92864	0.998595	917	0	0.064696	0.56867	0.56865	0.994234	554	0	0.064696
G0016	10	0.92986	0.92975	0.998595	918	0	0.07611	0.76725	0.76705	0.994234	759	0	0.07611
G0609	10	0.93013	0.93005	0.998595	919	0	0.089654	0.065486	0.11174	0.994234	89	1	0.089654
G0301	10	0.9305	0.93036	0.998595	920	0	-0.010268	0.54904	0.54888	0.994234	533	0	-0.010268
G0058	10	0.93131	0.93134	0.998595	921	0	-0.00068377	0.096075	0.15607	0.994234	136	1	-0.00068377
G0939	10	0.93167	0.93166	0.998595	922	0	0.15425	0.0070427	0.019391	0.994234	12	3	0.15425
G0085	10	0.93176	0.93173	0.998595	923	0	0.020854	0.36469	0.36886	0.994234	347	1	0.020854
G0580	10	0.93229	0.93229	0.998595	924	0	0.073914	0.85314	0.85239	0.994234	846	0	0.073914
G0339	10	0.93404	0.93405	0.998595	925	0	0.049871	0.19576	0.22777	0.994234	209	1	0.049871
G0896	10	0.93447	0.93456	0.998595	926	0	0.024818	0.28912	0.30325	0.994234	289	1	0.024818
G0972	10	0.93473	0.93484	0.998595	927	0	0.021008	0.85385	0.85316	0.994234	847	0	0.021008
G0246	10	0.93567	0.93585	0.998595	928	0	0.10398	0.35059	0.35581	0.994234	333	1	0.10398
G0306	10	0.93718	0.93738	0.998595	929	0	-0.017097	0.39142	0.39442	0.994234	372	1	-0.017097
G0082	10	0.93881	0.93889	0.998595	930	0	0.0049778	0.87895	0.87934	0.994234	878	0	0.0049778
G0594	10	0.93906	0.9391	0.998595	931	0	0.090791	0.65804	0.65809	0.994234	638	0	0.090791
G0181	10	0.94089	0.941	0.998595	932	0	0.077326	0.55824	0.55869	0.994234	545	0	0.077326
G0771	10	0.94159	0.94176	0.998595	933	0	-0.0074237	0.095161	0.15482	0.994234	133	1	-0.0074237
G0183	10	0.94244	0.94262	0.998595	934	0	0.057808	0.61421	0.61423	0.994234	594	0	0.057808
G0885	10	0.94673	0.94681	0.998595	935	0	0.025981	0.58391	0.58321	0.994234	568	0	0.025981
G0229	10	0.94835	0.94841	0.998595	936	0	0.033936	0.66483	0.66465	0.994234	644	0	0.033936
G0914	10	0.94862	0.94875	0.998595	937	0	0.057675	0.32435	0.333	0.994234	316	1	0.057675
G0845	10	0.94897	0.94909	0.998595	938	0	0.079062	0.058804	0.1017	0.994234	80	2	0.079062
G0365	10	0.94904	0.94919	0.998595	939	0	0.023906	0.28396	0.29894	0.994234	284	1	0.023906
G0879	10	0.94965	0.94993	0.998595	940	0	0.029591	0.42265	0.42506	0.994234	403	1	0.029591
G0479	10	0.95093	0.95116	0.998595	941	0	0.029169	0.53868	0.53878	0.994234	522	0	0.029169
G0465	10	0.95132	0.95151	0.998595	942	0	-0.0077094	0.11507	0.16938	0.994234	153	1	-0.0077094
G0983	10	0.95152	0.95178	0.998595	943	0	0.06917	0.046497	0.083243	0.994234	61	2	0.06917
G0061	10	0.95185	0.95205	0.998595	944	0	0.062702	0.21527	0.2424	0.994234	228	1	0.062702
G0475	10	0.95358	0.95372	0.998595	945	0	-0.024369	0.25532	0.27469	0.994234	259	1	-0.024369
G0981	10	0.95664	0.95689	0.998595	946	0	0.019715	0.68766	0.68719	0.994234	668	0	0.019715
G0994	10	0.95787	0.95806	0.998595	947	0	0.03795	0.84734	0.84647	0.994234	837	0	0.03795
G0435	10	0.9585	0.95876	0.998595	948	0	0.0058248	0.51262	0.51268	0.994234	489	0	0.0058248
G0636	10	0.96094	0.96096	0.998595	949	0	0.13737	0.2795	0.29534	0.994234	279	1	0.13737
G0850	10	0.96132	0.96133	0.998595	950	0	0.00045207	0.65422	0.6546	0.994234	635	0	0.00045207
G0606	10	0.96169	0.96175	0.998595	951	0	0.048357	0.057932	0.10031	0.994234	78	2	0.048357
G0794	10	0.96227	0.96229	0.998595	952	0	0.027988	0.21285	0.24064	0.994234	226	1	0.027988
G0640	10	0.96361	0.9637	0.998595	953	0	0.052622	0.07605	0.12663	0.994234	103	2	0.052622
G0673	10	0.96382	0.96388	0.998595	954	0	0.072804	0.038805	0.071688	0.994234	47	1	0.072804
G0544	10	0.96422	0.96428	0.998595	955	0	0.034065	0.21205	0.24005	0.994234	225	1	0.034065
G0007	10	0.96635	0.96629	0.998595	956	0	0.035439	0.076715	0.12757	0.994234	104	1	0.035439
G0139	10	0.96761	0.96745	0.998595	957	0	-0.0068345	0.24839	0.26895	0.994234	252	1	-0.0068345
G0864	10	0.9686	0.96866	0.998595	958	0	0.019696	0.21043	0.239	0.994234	223	1	0.019696
G0303	10	0.96878	0.96889	0.998595	959	0	-0.002346	0.56443	0.5648	0.994234	550	0	-0.002346
G0595	10	0.96921	0.96937	0.998595	960	0	0.038414	0.048412	0.086213	0.994234	63	2	0.038414
G0857	10	0.96999	0.97013	0.998595	961	0	0.032849	0.23984	0.26198	0.994234	247	1	0.032849
G0420	10	0.97007	0.97017	0.998595	962	0	0.020507	0.41714	0.41968	0.994234	401	1	0.020507
G0847	10	0.9705	0.97048	0.998595	963	0	0.014498	0.50418	0.50447	0.994234	480	0	0.014498
G0006	10	0.9752	0.9755	0.998595	964	0	0.039474	0.26826	0.28538	0.994234	271	1	0.039474
G0984	10	0.97524	0.97552	0.998595	965	0	0.082711	0.4858	0.48654	0.994234	463	0	0.082711
G0100	10	0.97573	0.97608	0.998595	966	0	0.032924	0.13721	0.18436	0.994234	165	1	0.032924
G0645	10	0.97656	0.977	0.998595	967	0	0.089933	0.57658	0.57632	0.994234	561	0	0.089933
G0965	10	0.97673	0.9772	0.998595	968	0	0.055587	0.63732	0.63748	0.994234	618	0	0.055587
G0827	10	0.97783	0.9784	0.998595	969	0	0.037057	0.6866	0.68604	0.994234	667	0	0.037057
G0751	10	0.97844	0.97895	0.998595	970	0	0.024174	0.74827	0.74766	0.994234	736	0	0.024174
G0947	10	0.97875	0.97927	0.998595	971	0	0.054911	0.055962	0.09755	0.994234	73	2	0.054911
G0682	10	0.98017	0.98093	0.998595	972	0	0.078641	0.45995	0.46189	0.994234	434	0	0.078641
G0167	10	0.98029	0.98101	0.998595	973	0	0.047858	0.91299	0.9126	0.994234	908	0	0.047858
G0824	10	0.98157	0.98229	0.998595	974	0	0.0092307	0.54315	0.54287	0.994234	527	0	0.0092307
G0536	10	0.98173	0.98238	0.998595	975	0	0.036745	0.34991	0.35505	0.994234	332	1	0.036745
G0238	10	0.98382	0.98442	0.998595	976	0	0.070885	0.3772	0.38115	0.994234	359	1	0.070885
G0985	10	0.98426	0.98487	0.998595	977	0	0.066147	0.30874	0.3199	0.994234	303	1	0.066147
G0565	10	0.98487	0.98553	0.998595	978	0	0.117	0.72102	0.7201	0.994234	707	0	0.117
G0951	10	0.98505	0.98578	0.998595	979	0	0.046557	0.55728	0.55769	0.994234	543	0	0.046557
G0489	10	0.98694	0.9876	0.998595	980	0	0.05511	0.47916	0.48008	0.994234	453	0	0.05511
G0531	10	0.98808	0.98873	0.998595	981	0	0.038712	0.61251	0.61244	0.994234	592	0	0.038712
G0203	10	0.98868	0.98918	0.998595	982	0	0.18687	0.032108	0.062015	0.994234	36	2	0.18687
G0657	10	0.9892	0.98965	0.998595	983	0	0.036271	0.22725	0.25207	0.994234	239	1	0.036271
G0313	10	0.98983	0.99021	0.998595	984	0	0.033834	0.051923	0.091767	0.994234	67	2	0.033834
G0738	10	0.98984	0.99023	0.998595	985	0	0.072851	0.33759	0.3442	0.994234	323	1	0.072851
G0757	10	0.98986	0.99025	0.998595	986	0	0.075689	0.40535	0.40865	0.994234	385	1	0.075689
G0841	10	0.99031	0.99067	0.998595	987	0	0.080308	0.031057	0.060599	0.994234	34	1	0.080308
G0715	10	0.99039	0.99075	0.998595	988	0	0.11454	0.1875	0.22159	0.994234	203	1	0.11454
G0174	10	0.99114	0.99144	0.998595	989	0	-0.020266	0.6345	0.6347	0.994234	614	0	-0.020266
G0761	10	0.9915	0.99182	0.998595	990	0	0.023428	0.43414	0.43602	0.994234	415	0	0.023428
G0494	10	0.9918	0.99207	0.998595	991	0	0.033201	0.58163	0.58113	0.994234	565	0	0.033201
G0412	10	0.99316	0.99354	0.998595	992	0	0.12609	0.17917	0.21576	0.994234	196	1	0.12609
G0599	10	0.9936	0.99405	0.998595	993	0	0.086346	0.46567	0.46745	0.994234	441	0	0.086346
G0349	10	0.99372	0.9942	0.998595	994	0	0.052939	0.72197	0.72106	0.994234	709	0	0.052939
G0277	10	0.99495	0.9952	0.998595	995	0	0.028127	0.28691	0.30142	0.994234	288	1	0.028127
G0925	10	0.99537	0.9955	0.998595	996	0	0.065629	0.080092	0.13267	0.994234	110	2	0.065629
G0957	10	0.99549	0.9956	0.998595	997	0	0.14573	0.46907	0.47053	0.994234	444	0	0.14573
G0872	10	1.0	1.0	0.999995	998	0	5.8665	2.4736e-26	4.9505e-06	0.00165	1	10	5.8665
G0170	10	1.0	1.0	0.999995	999	0	6.1751	3.5355e-26	4.9505e-06	0.00165	2	10	6.1751
G0907	10	1.0	1.0	0.999995	1000	0	6.0698	4.9914e-26	4.9505e-06	0.00165	3	10	6.0698
