sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
G0859_8582	G0859	13.757/16.61/15.96/11.221	13.042/19.345/20.695/19.488	14.224	17.862	0.30915	5.9815	66.28	0.44688	0.65877	0.34123	0.68247	0.99996	True
G0670_6692	G0670	24.339/39.679/12.768/52.024	33.108/31.92/7.2434/37.119	28.317	23.118	-0.28159	316.23	135.46	0.44664	0.32249	0.67751	0.64499	0.99996	False
G0432_4312	G0432	62.435/120.88/67.034/70.385	55.179/108.33/61.051/60.319	77.252	68.5	-0.1711	758.24	384.12	0.44652	0.32759	0.67241	0.65517	0.99996	False
G0073_730	G0073	64.551/92.276/38.305/53.044	55.179/83.185/32.078/47.327	58.987	51.385	-0.19551	534.07	290.26	0.44624	0.32753	0.67247	0.65507	0.99996	False
G0669_6689	G0669	86.773/123.65/96.826/82.626	107.35/106.4/115.89/95.582	96.256	106.06	0.13854	342.16	482.71	0.44615	0.67225	0.32775	0.65549	0.99996	True
G0403_4030	G0403	198.94/210.39/229.83/134.65	188.61/252.46/235.93/153.12	189.71	203.65	0.10179	1718	976.82	0.44608	0.67223	0.32777	0.65554	0.99996	True
G0356_3558	G0356	134.39/182.71/135.13/131.59	134.44/164.44/112.79/123.42	144.55	132.45	-0.12527	605.26	736.46	0.44607	0.32777	0.67223	0.65554	0.99996	False
G0916_9156	G0916	69.842/34.142/48.945/93.847	63.205/31.92/43.46/71.455	57.536	50.036	-0.19782	696.99	282.85	0.44597	0.3276	0.6724	0.6552	0.99996	False
G0238_2374	G0238	117.46/75.667/76.61/53.044	107.35/101.56/111.76/45.471	77.527	86.283	0.15251	732.84	385.54	0.44594	0.67217	0.32783	0.65567	0.99996	True
G0862_8613	G0862	84.657/68.285/105.34/111.19	66.215/73.512/102.44/87.23	90.712	81.213	-0.15776	390.95	453.86	0.44592	0.32782	0.67218	0.65564	0.99996	False
G0624_6233	G0624	89.948/48.906/61.714/53.044	78.254/29.018/51.739/71.455	61.604	53.836	-0.19114	345.97	303.65	0.44581	0.32773	0.67227	0.65546	0.99996	False
G0023_230	G0023	45.503/56.289/94.698/53.044	41.134/40.625/82.782/53.823	59.894	52.24	-0.19379	492.79	294.9	0.4457	0.32774	0.67226	0.65548	0.99996	False
G0962_9613	G0962	140.74/178.09/211.74/102.01	122.4/204.09/226.61/130.85	152.54	164.98	0.11235	2283.5	778.78	0.44559	0.67205	0.32795	0.6559	0.99996	True
G0131_1310	G0131	111.11/59.98/98.955/54.064	92.3/62.872/91.06/41.759	77.278	68.544	-0.17067	817.59	384.25	0.44553	0.32794	0.67206	0.65588	0.99996	False
G0200_1994	G0200	189.42/195.63/143.64/174.43	182.59/211.83/110.72/157.76	174.56	161.22	-0.11397	540.15	895.89	0.44551	0.32797	0.67203	0.65595	0.99996	False
G0719_7182	G0719	35.979/41.524/38.305/72.425	55.179/45.462/34.147/83.518	45.124	51.723	0.19291	296.14	219.76	0.44514	0.67151	0.32849	0.65699	0.99996	True
G0501_5002	G0501	149.21/136.57/173.44/155.05	151.49/142.19/175.91/103.01	153	140.56	-0.12152	235.4	781.21	0.44511	0.32812	0.67188	0.65624	0.99996	False
G0192_1916	G0192	52.911/85.817/123.43/91.806	60.196/85.12/146.94/103.01	84.698	93.847	0.14634	854.05	422.65	0.44502	0.67184	0.32816	0.65632	0.99996	True
G0880_8800	G0880	45.503/47.061/85.122/49.984	27.088/41.593/73.469/62.175	54.944	47.638	-0.2019	362.2	269.62	0.44494	0.32791	0.67209	0.65581	0.99996	False
G0275_2747	G0275	97.356/98.736/70.226/58.144	102.33/64.807/66.225/55.679	79.154	70.324	-0.16839	411.96	393.95	0.44489	0.32818	0.67182	0.65635	0.99996	False
G0429_4282	G0429	48.678/54.443/65.97/48.963	90.293/42.56/61.051/60.319	54.091	61.338	0.17827	65.607	265.28	0.44489	0.67165	0.32835	0.65669	0.99996	True
G0161_1610	G0161	51.852/93.199/81.93/62.224	43.14/102.53/67.26/50.111	70.455	62.143	-0.17841	354.26	349.08	0.44488	0.32815	0.67185	0.65629	0.99996	False
G0010_94	G0010	29.63/27.683/17.024/35.703	19.062/37.723/8.2782/36.191	26.576	21.566	-0.28925	61.692	126.83	0.44485	0.32202	0.67798	0.64403	0.99996	False
G0163_1628	G0163	203.18/208.54/140.45/145.87	209.68/201.19/121.07/123.42	171.65	158.46	-0.1147	1331	880.38	0.44472	0.32826	0.67174	0.65652	0.99996	False
G0208_2078	G0208	135.45/140.26/129.81/135.67	150.49/134.45/145.9/157.76	135.25	146.9	0.11842	18.299	687.26	0.44461	0.6717	0.3283	0.6566	0.99996	True
G0431_4310	G0431	37.037/30.451/46.817/8.1606	40.13/17.411/25.869/10.208	25.651	20.739	-0.29393	302.2	122.25	0.44429	0.32151	0.67849	0.64303	0.99996	False
G0630_6297	G0630	77.25/129.19/107.47/136.69	81.264/128.65/124.17/162.4	110.04	120.5	0.12991	719.56	554.69	0.44422	0.67156	0.32844	0.65688	0.99996	True
G0869_8683	G0869	31.746/12.919/15.96/17.341	32.104/9.6727/19.661/41.759	18.36	22.488	0.27882	71.865	86.39	0.4441	0.6634	0.3366	0.6732	0.99996	True
G0046_452	G0046	28.572/21.224/19.152/11.221	30.098/25.149/19.661/19.488	19.006	23.208	0.27504	52.351	89.545	0.44403	0.664	0.336	0.672	0.99996	True
G0817_8162	G0817	115.35/107.96/108.53/89.766	109.36/117.04/81.747/77.022	104.95	94.749	-0.14608	120.17	528.08	0.44398	0.32853	0.67147	0.65705	0.99996	False
G0086_859	G0086	46.561/15.687/25.537/21.422	48.157/11.607/21.73/13.92	25.149	20.292	-0.29648	187.35	119.76	0.44387	0.32125	0.67875	0.6425	0.99996	False
G0966_9654	G0966	29.63/104.27/41.497/75.485	30.098/101.56/53.808/96.51	55.788	63.134	0.17551	1209.1	273.93	0.44386	0.67131	0.32869	0.65739	0.99996	True
G0790_7892	G0790	61.376/43.37/34.049/108.13	42.137/43.527/37.252/81.662	55.96	48.606	-0.19945	1129.8	274.8	0.44365	0.3284	0.6716	0.6568	0.99996	False
G0008_75	G0008	8.4657/8.3049/7.4482/17.341	10.033/5.8036/13.452/33.407	9.7669	12.738	0.35157	22.193	44.866	0.44357	0.64567	0.35433	0.70866	0.99996	True
G0534_5339	G0534	46.561/70.13/74.482/77.525	33.108/70.611/67.26/71.455	65.898	57.902	-0.18365	200.23	325.65	0.4431	0.32876	0.67124	0.65752	0.99996	False
G0993_9926	G0993	118.52/133.8/95.762/72.425	137.45/101.56/69.33/75.167	102.41	92.357	-0.14755	729.39	514.81	0.4431	0.32884	0.67116	0.65769	0.99996	False
G0851_8508	G0851	97.356/71.976/73.418/48.963	89.29/75.447/56.912/39.903	70.847	62.546	-0.17714	396.49	351.1	0.44304	0.32882	0.67118	0.65763	0.99996	False
G0442_4413	G0442	77.25/173.48/61.714/91.806	93.303/178.94/72.434/92.798	93.354	102.93	0.13947	2561	467.6	0.4429	0.67108	0.32892	0.65784	0.99996	True
G0032_315	G0032	20.106/35.065/23.409/16.321	11.036/33.854/16.556/17.632	22.785	18.18	-0.31043	66.715	108.1	0.4429	0.31925	0.68075	0.6385	0.99996	False
G0122_1215	G0122	42.329/43.37/32.985/63.244	54.176/55.134/36.217/61.247	44.24	50.737	0.1936	164.09	215.29	0.44279	0.67062	0.32938	0.65877	0.99996	True
G0532_5318	G0532	105.82/104.27/88.314/87.726	126.41/81.251/101.41/120.64	96.156	105.88	0.13756	97.282	482.19	0.44264	0.67098	0.32902	0.65803	0.99996	True
G0486_4851	G0486	67.726/92.276/21.281/41.823	59.192/88.989/15.522/37.119	48.581	41.763	-0.21342	1022.3	237.27	0.44261	0.32848	0.67152	0.65696	0.99996	False
G0762_7611	G0762	116.4/135.65/153.22/147.91	107.35/140.25/127.28/130.85	137.54	125.84	-0.12731	267.92	699.36	0.44249	0.32907	0.67093	0.65814	0.99996	False
G0424_4239	G0424	65.609/89.508/56.393/102.01	52.17/100.6/51.739/77.022	76.241	67.629	-0.17055	448.96	378.9	0.44243	0.32906	0.67094	0.65812	0.99996	False
G0094_936	G0094	114.29/72.898/50.009/73.445	105.34/81.251/84.851/64.959	74.38	82.878	0.15411	729.86	369.3	0.4422	0.67081	0.32919	0.65838	0.99996	True
G0892_8914	G0892	117.46/82.126/50.009/41.823	101.33/58.036/65.191/31.551	67.029	58.983	-0.1816	1232.1	331.46	0.44194	0.32919	0.67081	0.65837	0.99996	False
G0472_4719	G0472	307.94/400.48/399.01/430.47	343.12/376.27/473.92/424.09	381.5	401.35	0.073002	2825.3	2018.8	0.44185	0.6707	0.3293	0.6586	0.99996	True
G0543_5426	G0543	67.726/84.894/61.714/75.485	87.284/80.283/65.191/90.942	71.94	80.284	0.15626	100.91	356.72	0.44179	0.67066	0.32934	0.65869	0.99996	True
G0753_7526	G0753	19.048/13.841/30.857/20.401	20.065/8.7054/21.73/16.704	20.188	15.875	-0.32833	51.815	95.334	0.44169	0.31613	0.68387	0.63226	0.99996	False
G0432_4320	G0432	91.006/53.52/93.634/45.903	70.228/65.774/68.295/39.903	67.647	59.568	-0.18065	631.12	334.64	0.44166	0.3293	0.6707	0.65859	0.99996	False
G0653_6530	G0653	84.657/95.045/104.27/62.224	90.293/101.56/109.69/77.95	85.005	94.101	0.14505	330.4	424.23	0.44163	0.67062	0.32938	0.65877	0.99996	True
G0805_8041	G0805	157.67/218.7/138.32/132.61	148.48/219.57/125.21/111.36	158.59	146.02	-0.11836	1566.4	810.88	0.44142	0.32946	0.67054	0.65891	0.99996	False
G0556_5552	G0556	15.873/48.906/44.689/58.144	29.095/47.396/50.704/51.967	37.702	43.663	0.20666	356.24	182.35	0.4414	0.66967	0.33033	0.66066	0.99996	True
G0217_2168	G0217	227.52/270.37/194.72/277.46	202.66/268.9/211.09/220.86	240.1	224.51	-0.096443	1510	1247.7	0.44137	0.32947	0.67053	0.65894	0.99996	False
G0895_8941	G0895	125.93/75.667/79.802/74.465	134.44/81.251/98.303/78.878	86.748	95.935	0.14365	618.98	433.28	0.44137	0.67052	0.32948	0.65896	0.99996	True
G0688_6877	G0688	11.64/21.224/12.768/35.703	11.036/36.756/18.626/33.407	18.329	22.427	0.27743	128.63	86.235	0.44134	0.66234	0.33766	0.67532	0.99996	True
G0871_8708	G0871	114.29/134.72/131.94/123.43	134.44/142.19/141.76/129.92	125.84	136.98	0.12147	85.137	637.65	0.44124	0.67048	0.32952	0.65904	0.99996	True
G0625_6243	G0625	83.599/94.122/75.546/59.164	67.218/79.316/72.434/56.607	77.01	68.379	-0.16917	218.95	382.87	0.44113	0.32953	0.67047	0.65906	0.99996	False
G0823_8228	G0823	189.42/241.76/169.18/164.23	192.63/255.36/189.36/180.96	188.87	202.62	0.10089	1264.3	972.31	0.44107	0.67042	0.32958	0.65916	0.99996	True
G0041_410	G0041	235.98/131.03/159.6/163.21	171.56/132.52/145.9/176.32	168.47	155.51	-0.11476	2021.9	863.43	0.44098	0.32962	0.67038	0.65923	0.99996	False
G0744_7436	G0744	17.99/35.065/68.098/45.903	13.042/48.363/52.773/29.695	37.486	31.55	-0.24169	464.63	181.27	0.44092	0.32783	0.67217	0.65567	0.99996	False
G0281_2807	G0281	43.387/58.134/51.073/81.606	24.078/59.971/51.739/80.734	56.944	49.569	-0.1964	275.96	279.82	0.44087	0.32943	0.67057	0.65886	0.99996	False
G0842_8418	G0842	61.376/77.512/101.08/79.566	60.196/77.381/83.816/61.247	78.651	69.929	-0.1673	267.91	391.34	0.44085	0.32964	0.67036	0.65927	0.99996	False
G0155_1544	G0155	105.82/167.02/176.63/199.93	109.36/178.94/182.12/237.56	158.06	170.58	0.1093	1635.8	808.09	0.4404	0.67018	0.32982	0.65965	0.99996	True
G0966_9653	G0966	23.281/23.069/28.729/41.823	34.111/21.28/37.252/46.399	28.345	33.472	0.23231	78.427	135.6	0.44028	0.66765	0.33235	0.6647	0.99996	True
G0084_832	G0084	33.863/49.829/57.457/38.763	36.117/48.363/35.182/32.479	44.031	37.588	-0.22277	115.01	214.24	0.4402	0.32902	0.67098	0.65803	0.99996	False
G0710_7097	G0710	65.609/62.748/108.53/58.144	66.215/75.447/124.17/64.959	71.396	79.677	0.15625	554.29	353.92	0.44019	0.67008	0.32992	0.65985	0.99996	True
G0792_7916	G0792	110.05/136.57/100.02/116.29	89.29/115.1/100.37/115.07	114.99	104.38	-0.13834	238.62	580.63	0.44013	0.32992	0.67008	0.65984	0.99996	False
G0002_14	G0002	80.424/109.81/97.891/121.39	63.205/99.629/90.025/122.49	101.21	91.289	-0.14736	308.05	508.56	0.44011	0.32992	0.67008	0.65985	0.99996	False
G0179_1784	G0179	117.46/87.663/155.35/141.79	142.46/78.349/206.95/138.27	122.72	133.69	0.12255	894.96	621.26	0.44008	0.67006	0.32994	0.65988	0.99996	True
G0421_4202	G0421	194.71/183.63/127.68/157.09	181.59/222.47/130.38/183.74	163.65	176.38	0.10747	900.22	837.77	0.43993	0.67001	0.32999	0.65998	0.99996	True
G0818_8179	G0818	142.86/85.817/84.058/67.325	142.46/74.48/93.129/103.93	91.27	100.67	0.13999	1105.5	456.76	0.43993	0.67	0.33	0.65999	0.99996	True
G0149_1483	G0149	50.794/75.667/51.073/60.184	55.179/61.905/37.252/53.823	58.628	51.159	-0.19309	137.06	288.43	0.43983	0.32985	0.67015	0.65969	0.99996	False
G0883_8826	G0883	98.414/48.906/56.393/57.124	80.261/58.036/64.156/82.59	62.754	70.485	0.16513	511.84	309.53	0.43945	0.66977	0.33023	0.66045	0.99996	True
G0575_5742	G0575	151.32/133.8/128.75/68.345	160.52/93.825/122.1/65.887	115.54	104.92	-0.13779	1338.6	583.52	0.43945	0.33017	0.66983	0.66034	0.99996	False
G0164_1637	G0164	41.27/72.898/53.201/58.144	30.098/70.611/51.739/48.255	55.235	47.999	-0.1987	173.2	271.11	0.43944	0.32991	0.67009	0.65981	0.99996	False
G0073_723	G0073	63.493/100.58/141.52/89.766	58.189/82.218/106.58/103.93	94.909	85.325	-0.15189	1072.6	475.69	0.43943	0.33017	0.66983	0.66034	0.99996	False
G0410_4100	G0410	73.017/71.053/52.137/60.184	59.192/81.251/39.321/51.039	63.521	55.742	-0.18535	95.873	313.46	0.43936	0.33009	0.66991	0.66018	0.99996	False
G0046_457	G0046	198.94/269.45/287.29/236.66	203.66/258.26/251.45/211.58	245.7	230	-0.094899	1520.4	1278	0.43933	0.33021	0.66979	0.66042	0.99996	False
G0658_6574	G0658	135.45/79.358/91.506/137.71	146.48/87.054/109.69/139.2	107.88	118.13	0.12968	910.5	543.42	0.4393	0.66978	0.33022	0.66045	0.99996	True
G0573_5726	G0573	23.281/29.528/23.409/68.345	30.098/39.658/26.904/64.031	32.393	37.873	0.21924	488.17	155.76	0.43912	0.66815	0.33185	0.66371	0.99996	True
G0885_8846	G0885	79.366/75.667/85.122/51.004	124.4/58.036/107.62/51.967	71.459	79.721	0.15578	228.44	354.25	0.43897	0.66963	0.33037	0.66073	0.99996	True
G0762_7616	G0762	55.027/57.211/71.29/30.602	48.157/51.265/50.704/30.623	51.198	44.25	-0.20607	292.9	250.56	0.43893	0.32995	0.67005	0.6599	0.99996	False
G0889_8889	G0889	40.212/23.992/47.881/54.064	37.121/14.509/41.391/57.535	39.759	33.668	-0.23348	173.14	192.69	0.43873	0.32903	0.67097	0.65805	0.99996	False
G0440_4400	G0440	57.144/46.138/70.226/43.863	37.121/59.971/76.573/26.911	53.385	46.288	-0.20172	146.97	261.68	0.4387	0.33012	0.66988	0.66023	0.99996	False
G0865_8646	G0865	39.154/54.443/59.586/47.943	19.062/49.331/71.399/50.111	49.677	42.842	-0.20902	78.211	242.83	0.43862	0.32999	0.67001	0.65998	0.99996	False
G0744_7432	G0744	692.07/514.9/617.14/497.8	600.95/512.65/562.92/530.81	575.21	550.82	-0.062397	8348.1	3093.5	0.43852	0.3305	0.6695	0.66101	0.99996	False
G0216_2152	G0216	61.376/127.34/103.21/58.144	56.183/97.694/85.886/63.103	82.762	73.854	-0.16221	1156.3	412.61	0.43852	0.33049	0.66951	0.66098	0.99996	False
G0430_4291	G0430	170.37/193.78/165.99/197.89	191.62/180.88/188.33/220.86	181.47	194.86	0.10214	261.38	932.76	0.43834	0.66943	0.33057	0.66114	0.99996	True
G0553_5529	G0553	71.958/67.362/146.84/171.37	85.277/86.087/134.52/178.17	105.1	115.18	0.1309	2885.5	528.86	0.43821	0.66938	0.33062	0.66124	0.99996	True
G0658_6578	G0658	119.58/83.049/121.3/92.827	105.34/70.611/128.31/77.95	102.83	92.876	-0.14545	370.98	517.02	0.43793	0.33072	0.66928	0.66143	0.99996	False
G0044_439	G0044	12.699/19.378/21.281/33.662	9.0293/16.444/12.417/37.119	20.496	16.187	-0.32279	78.672	96.846	0.43791	0.31801	0.68199	0.63603	0.99996	False
G0381_3807	G0381	22.222/35.988/57.457/39.783	28.091/40.625/48.634/59.391	36.776	42.614	0.20729	216.4	177.7	0.43788	0.6683	0.3317	0.66339	0.99996	True
G0051_503	G0051	664.56/604.41/594.79/542.68	637.07/648.07/551.53/480.69	600.06	575.19	-0.060954	2499.8	3232.5	0.43735	0.33093	0.66907	0.66186	0.99996	False
G0888_8875	G0888	116.4/163.33/148.96/150.97	141.46/123.81/131.42/131.77	143.8	131.97	-0.12297	403.35	732.46	0.43714	0.331	0.669	0.66201	0.99996	False
G0459_4581	G0459	136.51/67.362/91.506/119.35	120.39/75.447/84.851/86.302	100.11	90.31	-0.14708	947.17	502.8	0.43705	0.33104	0.66896	0.66207	0.99996	False
G0136_1357	G0136	312.17/268.52/297.93/293.78	311.01/272.77/291.81/232.92	292.67	275.56	-0.08659	330.75	1532.7	0.43697	0.33107	0.66893	0.66213	0.99996	False
G0815_8146	G0815	87.832/115.35/97.891/90.786	77.251/120.91/114.86/122.49	97.41	107.07	0.13508	152.51	488.72	0.43695	0.66892	0.33108	0.66215	0.99996	True
G0760_7593	G0760	62.435/61.825/65.97/57.124	56.183/57.069/64.156/41.759	61.757	54.139	-0.18672	13.225	304.43	0.43666	0.33105	0.66895	0.66209	0.99996	False
G0085_847	G0085	131.22/80.28/112.79/97.927	161.52/89.956/105.55/109.5	103.86	113.84	0.13115	473.12	522.38	0.43662	0.66881	0.33119	0.66239	0.99996	True
G0149_1485	G0149	57.144/32.297/51.073/28.562	56.183/27.084/34.147/26.911	40.511	34.392	-0.23009	199.48	196.48	0.43657	0.32992	0.67008	0.65984	0.99996	False
G0888_8876	G0888	93.123/100.58/105.34/116.29	79.258/104.46/85.886/107.65	103.5	93.538	-0.14449	94.378	520.48	0.43652	0.33123	0.66877	0.66246	0.99996	False
G0501_5007	G0501	149.21/176.25/112.79/169.33	125.41/183.78/105.55/147.55	149.7	137.64	-0.12033	817.65	763.73	0.43638	0.33128	0.66872	0.66256	0.99996	False
G0541_5410	G0541	83.599/107.04/122.36/70.385	88.287/122.84/147.97/70.527	93.698	103.15	0.13723	548.4	469.39	0.4362	0.66865	0.33135	0.6627	0.99996	True
G0224_2231	G0224	593.66/541.66/588.41/540.64	671.18/565.85/555.67/572.56	565.54	589.59	0.059971	834.58	3039.4	0.43617	0.66864	0.33136	0.66271	0.99996	True
G0990_9898	G0990	51.852/38.756/18.088/11.221	44.143/32.887/18.626/6.4959	25.291	20.505	-0.2899	378.89	120.47	0.43606	0.32423	0.67577	0.64846	0.99996	False
G0131_1304	G0131	131.22/127.34/108.53/85.686	135.44/125.74/108.65/119.71	111.65	122	0.12677	437.66	563.14	0.436	0.66858	0.33142	0.66284	0.99996	True
G0434_4332	G0434	79.366/119.96/154.28/111.19	86.28/123.81/155.22/140.13	113.05	123.46	0.12605	962.01	570.48	0.43598	0.66857	0.33143	0.66285	0.99996	True
G0720_7194	G0720	162.96/129.19/167.05/110.17	124.4/108.33/149.01/136.41	140.3	128.65	-0.12412	753.61	713.96	0.43593	0.33144	0.66856	0.66289	0.99996	False
G0569_5686	G0569	109/153.18/140.45/122.41	122.4/108.33/125.21/120.64	130.16	118.96	-0.12877	381.25	660.44	0.43582	0.33148	0.66852	0.66296	0.99996	False
G0291_2902	G0291	26.455/44.293/24.473/62.224	49.16/49.331/23.8/55.679	36.556	42.346	0.20687	322.25	176.6	0.43572	0.66749	0.33251	0.66502	0.99996	True
G0384_3839	G0384	132.28/172.56/195.78/171.37	140.46/181.85/222.48/180.96	166.35	179.07	0.10567	696.96	852.17	0.43567	0.66846	0.33154	0.66307	0.99996	True
G0040_399	G0040	129.1/138.41/123.43/137.71	152.5/154.76/146.94/121.57	132.01	143.29	0.11739	51.874	670.2	0.43556	0.66842	0.33158	0.66316	0.99996	True
G0357_3561	G0357	165.08/117.19/168.12/200.95	158.52/133.48/190.4/219	159.89	172.35	0.10757	1201.3	817.81	0.43553	0.66841	0.33159	0.66318	0.99996	True
G0967_9670	G0967	26.455/15.687/26.601/60.184	22.072/9.6727/25.869/54.751	28.561	23.47	-0.27268	391.35	136.68	0.43546	0.32671	0.67329	0.65342	0.99996	False
G0873_8729	G0873	292.07/330.35/310.7/427.41	272.89/336.61/310.43/359.13	336.44	318.11	-0.080571	3648.1	1771.6	0.43546	0.33161	0.66839	0.66323	0.99996	False
G0025_244	G0025	29.63/15.687/28.729/19.381	34.111/25.149/21.73/28.767	22.559	27.062	0.25238	48.463	106.98	0.43543	0.66346	0.33654	0.67307	0.99996	True
G0922_9217	G0922	259.26/217.77/196.85/264.2	271.88/174.11/211.09/224.57	232.78	217.65	-0.096539	1068.3	1208.2	0.43533	0.33166	0.66834	0.66332	0.99996	False
G0633_6327	G0633	83.599/84.894/88.314/95.887	73.238/70.611/96.234/77.95	88.048	78.921	-0.15601	30.419	440.02	0.43509	0.33174	0.66826	0.66348	0.99996	False
G0880_8799	G0880	50.794/57.211/52.137/36.723	48.157/73.512/50.704/51.967	48.569	55.266	0.18282	77.571	237.21	0.43482	0.66788	0.33212	0.66423	0.99996	True
G0360_3594	G0360	131.22/80.28/126.62/99.967	161.52/87.054/126.24/107.65	107.46	117.58	0.12864	575.47	541.2	0.4348	0.66815	0.33185	0.66371	0.99996	True
G0729_7287	G0729	60.318/53.52/67.034/47.943	90.293/50.298/72.434/51.039	56.755	64.015	0.17083	68.819	278.86	0.43477	0.66802	0.33198	0.66395	0.99996	True
G0493_4929	G0493	15.873/37.833/45.753/53.044	17.055/22.247/43.46/43.615	34.758	29.131	-0.24706	273.78	167.59	0.43474	0.32944	0.67056	0.65889	0.99996	False
G0962_9617	G0962	206.35/188.24/250.05/194.83	225.73/193.45/248.34/227.36	208.57	222.84	0.094998	775.68	1077.9	0.43447	0.66803	0.33197	0.66395	0.99996	True
G0863_8623	G0863	86.773/151.33/209.61/108.13	94.307/170.24/210.06/122.49	131.35	142.57	0.11737	3016.9	666.71	0.43445	0.66802	0.33198	0.66396	0.99996	True
G0886_8858	G0886	50.794/36.911/43.625/64.265	56.183/53.2/39.321/75.167	47.884	54.521	0.18368	138.45	233.73	0.43413	0.66762	0.33238	0.66477	0.99996	True
G0335_3344	G0335	121.69/87.663/22.345/88.746	111.36/65.774/21.73/80.734	67.847	59.896	-0.17705	1933.1	335.67	0.43398	0.33208	0.66792	0.66416	0.99996	False
G0644_6438	G0644	21.164/39.679/31.921/31.622	24.078/42.56/38.287/40.831	30.346	35.58	0.22277	58.506	145.55	0.43383	0.66581	0.33419	0.66839	0.99996	True
G0081_808	G0081	102.65/102.43/122.36/133.63	130.42/124.78/135.55/110.43	114.51	124.93	0.12467	238	578.11	0.43362	0.66772	0.33228	0.66457	0.99996	True
G0698_6978	G0698	105.82/82.126/45.753/52.024	72.235/55.134/50.704/62.175	67.446	59.527	-0.17739	798.87	333.6	0.43358	0.33222	0.66778	0.66445	0.99996	False
G0455_4546	G0455	89.948/57.211/96.826/78.546	80.261/72.545/127.28/79.806	79.097	87.697	0.14714	303.79	393.65	0.43347	0.66765	0.33235	0.66469	0.99996	True
G0659_6583	G0659	99.472/123.65/74.482/66.305	97.316/109.3/76.573/48.255	88.285	79.184	-0.15511	683.17	441.25	0.43327	0.3324	0.6676	0.6648	0.99996	False
G0954_9540	G0954	114.29/157.79/187.27/98.947	115.37/124.78/153.15/106.72	135.21	123.85	-0.12559	1657.7	687.05	0.43322	0.33243	0.66757	0.66486	0.99996	False
G0114_1132	G0114	294.18/286.98/183.01/224.42	323.05/289.21/220.41/215.29	242.66	258.04	0.088286	2836.5	1261.5	0.43292	0.66747	0.33253	0.66507	0.99996	True
G0507_5061	G0507	141.8/239.92/177.69/205.03	156.51/178.94/177.98/184.67	187.64	174.18	-0.10673	1745.3	965.71	0.43287	0.33255	0.66745	0.66511	0.99996	False
G0930_9296	G0930	267.73/362.65/319.21/305	253.82/332.74/339.4/261.69	311.81	294.3	-0.08311	1542.9	1637	0.4328	0.33258	0.66742	0.66516	0.99996	False
G0965_9641	G0965	12.699/35.988/12.768/37.743	21.068/44.494/16.556/29.695	21.677	26.062	0.25502	207.62	102.65	0.43279	0.66194	0.33806	0.67611	0.99996	True
G0648_6478	G0648	174.61/170.71/145.77/84.666	148.48/154.76/138.66/81.662	138.5	127.01	-0.12397	1764.1	704.42	0.43277	0.33259	0.66741	0.66518	0.99996	False
G0607_6070	G0607	45.503/59.98/87.25/84.666	70.228/69.643/67.26/95.582	67.012	74.884	0.15799	411.11	331.38	0.4324	0.66724	0.33276	0.66553	0.99996	True
G0122_1217	G0122	208.47/208.54/152.16/207.07	199.65/174.11/158.32/185.6	192.38	178.77	-0.10529	784.67	991.11	0.43234	0.33275	0.66725	0.66549	0.99996	False
G0216_2160	G0216	32.805/48.906/77.674/30.602	40.13/62.872/71.399/36.191	44.197	50.535	0.18932	485.83	215.08	0.43215	0.66675	0.33325	0.66649	0.99996	True
G0304_3031	G0304	89.948/69.207/47.881/62.224	84.274/88.989/49.669/77.95	65.627	73.409	0.15937	310.27	324.27	0.43215	0.66714	0.33286	0.66572	0.99996	True
G0240_2400	G0240	46.561/35.988/35.113/20.401	54.176/24.182/30.008/14.848	33.105	27.652	-0.25136	118.27	159.32	0.43204	0.32993	0.67007	0.65987	0.99996	False
G0386_3853	G0386	28.572/31.374/9.5762/33.662	22.072/17.411/8.2782/38.047	23.202	18.669	-0.29922	130.23	110.15	0.43193	0.32375	0.67625	0.6475	0.99996	False
G0530_5296	G0530	37.037/42.447/20.217/43.863	41.134/55.134/22.765/49.183	34.367	39.925	0.21058	120.94	165.63	0.43186	0.66581	0.33419	0.66837	0.99996	True
G0926_9253	G0926	84.657/121.8/98.955/132.61	77.251/142.19/87.956/94.654	107.86	97.792	-0.13994	474.91	543.27	0.43174	0.33296	0.66704	0.66593	0.99996	False
G0209_2082	G0209	196.83/185.48/148.96/145.87	205.67/147.02/161.42/118.78	167.83	155.18	-0.11236	663.48	860	0.43134	0.33311	0.66689	0.66622	0.99996	False
G0173_1728	G0173	77.25/59.98/54.265/27.542	94.307/50.298/58.982/40.831	51.307	58.141	0.17717	440.59	251.11	0.4313	0.66668	0.33332	0.66665	0.99996	True
G0357_3569	G0357	100.53/126.42/93.634/106.09	87.284/124.78/85.886/90.942	106	96.038	-0.14098	199.92	533.56	0.43125	0.33314	0.66686	0.66629	0.99996	False
G0774_7734	G0774	118.52/113.5/124.49/103.03	122.4/96.727/122.1/81.662	114.61	104.24	-0.13561	82.773	578.65	0.43118	0.33317	0.66683	0.66634	0.99996	False
G0558_5571	G0558	25.397/17.533/23.409/19.381	11.036/12.574/21.73/26.911	21.202	16.885	-0.31192	13.083	100.31	0.431	0.32161	0.67839	0.64322	0.99996	False
G0969_9682	G0969	71.958/99.659/84.058/73.445	74.241/69.643/60.017/90.942	81.572	72.887	-0.16034	163.92	406.45	0.4308	0.33329	0.66671	0.66658	0.99996	False
