sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
G0872_8714	G0872	0/0/0/0	186.61/117.04/219.37/103.01	0.11726	149.05	7.0694	0	0.4574	220.22	1	0	0	0	True
G0170_1698	G0170	0/0/0/8.1606	187.61/237.95/190.4/163.32	0.20148	193.03	7.3353	21.156	0.80143	215.39	1	0	0	0	True
G0907_9067	G0907	0/0/2.1281/0	86.28/163.47/152.11/153.12	0.11726	134.63	6.9236	1.3615	0.4574	198.89	1	0	0	0	True
G0170_1699	G0170	0/6.4593/0/0	65.212/166.37/191.43/270.97	0.18459	154.04	7.0321	13.158	0.73192	179.84	1	0	0	0	True
G0170_1691	G0170	0/0/0/0	138.45/144.12/49.669/180.96	0.11726	115.74	6.7072	0	0.4574	170.96	1	0	0	0	True
G0907_9070	G0907	0/0/5.3201/0	146.48/89.956/111.76/202.3	0.17133	131.38	6.8204	8.8661	0.67754	159.4	1	0	0	0	True
G0170_1694	G0170	10.582/2.7683/0/0	336.09/301.79/140.73/258.91	0.644	246.57	7.2345	34.703	2.6727	150.43	1	0	0	0	True
G0872_8719	G0872	0/4.6138/0/1.0201	165.54/121.88/175.91/154.97	0.37935	153.14	6.8041	6.2097	1.5441	122.93	1	0	0	0	True
G0907_9061	G0907	0/0/9.5762/20.401	187.61/289.21/283.53/189.31	1.0868	232.31	6.8048	149.16	4.5983	107.83	1	0	0	0	True
G0907_9063	G0907	17.99/26.76/11.704/36.723	937.05/784.45/1118.6/1013.4	21.337	955.41	5.4201	123.37	100.97	92.955	1	0	0	0	True
G0170_1695	G0170	2.1164/14.764/0/2.0401	291.95/276.64/209.02/167.96	1.5295	230.76	6.5176	59.367	6.554	89.541	1	0	0	0	True
G0872_8715	G0872	26.455/1.8455/10.64/0	354.15/200.22/320.78/282.11	2.6293	283.03	6.2902	213.13	11.496	82.7	1	0	0	0	True
G0907_9069	G0907	0/2.7683/23.409/4.0803	274.89/323.07/251.45/175.39	2.2042	250.17	6.2926	152.77	9.5742	80.138	1	0	0	0	True
G0872_8718	G0872	69.842/35.065/40.433/36.723	1213.9/1423.8/999.59/1175.8	43.672	1193.8	4.7413	272.58	212.42	78.916	1	0	0	0	True
G0872_8711	G0872	7.4075/7.3821/4.2561/1.0201	349.13/423.66/259.73/240.35	3.9688	309.99	5.9678	10.751	17.623	72.898	1	0	0	0	True
G0907_9068	G0907	6.3493/0/0/23.462	177.58/139.29/133.49/141.98	1.0103	147.14	6.2035	178.2	4.263	70.777	1	0	0	0	True
G0170_1692	G0170	28.572/16.61/12.768/15.301	698.27/744.8/536.01/612.47	17.454	642.81	5.1246	50.303	81.966	69.073	1	0	0	0	True
G0872_8717	G0872	23.281/48.906/52.137/55.084	992.22/960.5/1265.5/869.52	42.531	1012	4.5404	220.36	206.66	67.435	1	0	0	0	True
G0907_9062	G0907	12.699/17.533/0/3.0602	226.74/344.35/159.35/194.88	2.806	221.91	5.872	107.56	12.299	62.476	1	0	0	0	True
G0872_8713	G0872	0/6.4593/7.4482/0	80.261/123.81/112.79/131.77	0.73883	110.24	5.9994	26.277	3.0819	62.377	1	0	0	0	True
G0907_9066	G0907	7.4075/4.6138/0/8.1606	258.84/218.6/166.6/149.41	2.2252	193.73	5.9159	24.247	9.6692	61.585	1	0	0	0	True
G0907_9065	G0907	0/3.6911/3.1921/9.1806	242.79/84.152/169.7/224.57	1.7448	167.06	5.9361	21.406	7.5132	60.31	1	0	0	0	True
G0170_1693	G0170	7.4075/0/0/15.301	118.38/123.81/41.391/235.71	0.93696	109.38	5.8325	83.317	3.9427	54.612	1	0	0	0	True
G0170_1697	G0170	2.1164/6.4593/10.64/7.1405	192.63/320.17/417.01/226.43	5.6986	276.25	5.3712	13.303	25.65	53.42	1	0	0	0	True
G0872_8716	G0872	12.699/3.6911/2.1281/0	154.5/169.27/152.11/116	1.7133	146.57	5.7652	42.565	7.3724	53.349	1	0	0	0	True
G0872_8712	G0872	8.4657/4.6138/9.5762/9.1806	234.76/346.28/249.38/270.97	7.6599	272.25	4.9797	5.3043	34.865	44.81	1	0	0	0	True
G0170_1700	G0170	9.5239/25.837/10.64/13.261	400.3/310.49/404.6/269.11	13.657	341.08	4.5446	58.233	63.54	41.075	1	0	0	0	True
G0872_8720	G0872	7.4075/1.8455/11.704/4.0803	237.77/194.42/153.15/158.68	5.0814	183.08	4.9198	20.249	22.773	37.3	1	9.7279e-305	1.9456e-304	6.9485e-302	True
G0293_2924	G0293	1558.7/1426.6/1590.7/2139.1	37.121/67.709/37.252/69.599	1658.5	50.529	-5.0092	99762	9301.7	16.673	1.0344e-62	1	2.0689e-62	7.1341e-60	False
G0293_2926	G0293	1829.7/1350/1457.7/1288.4	27.088/24.182/30.008/28.767	1467.6	27.423	-5.6912	59046	8190.8	15.913	2.5617e-57	1	5.1234e-57	1.7078e-54	False
G0689_6882	G0689	1357.7/1352.8/1294.9/1303.7	72.235/22.247/73.469/38.975	1327	46.329	-4.8103	1060.1	7376.4	14.911	1.4009e-50	1	2.8017e-50	9.0377e-48	False
G0520_5193	G0520	1110.1/1113.8/1036.4/1222	36.117/66.742/37.252/27.839	1118.6	39.768	-4.7794	5853.2	6176.3	13.728	3.4559e-43	1	6.9119e-43	2.16e-40	False
G0380_3796	G0380	807.42/1147.9/1067.2/755.87	39.127/42.56/44.495/46.399	929.88	43.06	-4.401	37226	5096.7	12.422	9.9197e-36	1	1.9839e-35	6.0119e-33	False
G0689_6884	G0689	722.76/1103.6/825.69/670.19	15.049/18.378/15.522/26.911	815.09	18.439	-5.3917	37629	4444.3	11.95	3.1338e-33	1	6.2675e-33	1.8434e-30	False
G0407_4068	G0407	691.01/609.95/891.65/886.44	9.0293/14.509/22.765/23.2	759.73	16.227	-5.4647	20206	4130.9	11.568	2.8403e-31	1	5.6806e-31	1.623e-28	False
G0407_4070	G0407	616.94/804.65/858.67/676.31	22.072/27.084/20.695/10.208	732.75	18.859	-5.2074	12541	3978.5	11.318	5.1748e-30	1	1.035e-29	2.8749e-27	False
G0991_9909	G0991	929.11/589.65/728.86/710.99	41.134/25.149/31.043/22.272	729.95	29.084	-4.6027	19904	3962.7	11.134	4.2808e-29	1	8.5615e-29	2.3139e-26	False
G0689_6883	G0689	471.96/610.87/844.84/886.44	16.052/21.28/6.2086/29.695	681.67	15.862	-5.3394	39182	3690.6	10.96	2.825e-28	1	5.6499e-28	1.4868e-25	False
G0991_9904	G0991	713.24/742.83/655.44/525.34	14.046/18.378/24.834/12.064	653.54	16.68	-5.2103	9325	3532.5	10.715	4.1124e-27	1	8.2248e-27	2.1089e-24	False
G0991_9910	G0991	494.19/737.29/666.08/504.94	0/8.7054/9.3129/20.416	591.66	3.5111	-7.0376	14589	3185.5	10.421	4.7931e-26	1	9.5862e-26	2.3965e-23	False
G0099_985	G0099	602.12/502.91/704.39/530.44	8.0261/11.607/7.2434/2.7839	579.97	6.5997	-6.2564	8120.8	3120.1	10.265	3.5925e-25	1	7.1849e-25	1.7524e-22	False
G0407_4067	G0407	590.48/655.16/554.36/566.14	4.013/18.378/28.974/20.416	590.29	14.492	-5.2543	2027.6	3177.8	10.214	7.9714e-25	1	1.5943e-24	3.7959e-22	False
G0293_2925	G0293	645.51/419.86/604.37/620.2	8.0261/8.7054/14.487/11.136	564.56	10.306	-5.6445	10724	3034	10.062	3.4524e-24	1	6.9049e-24	1.6058e-21	False
G0520_5197	G0520	642.34/428.16/639.48/606.94	13.042/29.985/7.2434/25.983	571.59	16.489	-5.033	10478	3073.2	10.013	6.3483e-24	1	1.2697e-23	2.8856e-21	False
G0099_987	G0099	456.09/450.31/738.43/520.24	10.033/33.854/16.556/0	529.99	4.7927	-6.5183	18451	2841.1	9.8533	1.9667e-23	1	3.9335e-23	8.741e-21	False
G0689_6885	G0689	586.25/458.61/540.53/509.02	20.065/19.345/1.0348/23.2	521.52	9.9906	-5.5711	2888.3	2793.9	9.6775	1.5879e-22	1	3.1758e-22	6.904e-20	False
G0099_982	G0099	447.62/480.76/486.26/655.91	6.0196/20.313/26.904/10.208	511.85	13.555	-5.1389	8832.9	2740.1	9.5192	8.0236e-22	1	1.6047e-21	3.3432e-19	False
G0380_3800	G0380	382.01/403.25/661.83/630.4	6.0196/22.247/6.2086/11.136	503.51	9.8225	-5.5428	21993	2693.7	9.5121	7.8534e-22	1	1.5707e-21	3.3419e-19	False
G0099_986	G0099	557.68/568.42/254.3/785.46	19.062/15.476/25.869/18.56	501.64	19.401	-4.6228	49776	2683.3	9.3095	6.2449e-21	1	1.249e-20	2.5489e-18	False
G0991_9907	G0991	567.2/424.47/300.06/466.17	2.0065/11.607/10.348/5.5679	428.39	6.0818	-5.922	12394	2277.3	8.8495	3.0033e-19	1	6.0067e-19	1.2013e-16	False
G0991_9903	G0991	400/386.64/445.83/466.17	13.042/11.607/11.382/19.488	423.42	13.539	-4.8675	1410.4	2249.8	8.6414	2.558e-18	1	5.1161e-18	1.0031e-15	False
G0520_5198	G0520	321.7/393.1/523.5/413.13	6.0196/4.8363/19.661/19.488	406.67	10.299	-5.1732	7032	2157.4	8.5336	6.073e-18	1	1.2146e-17	2.3358e-15	False
G0991_9902	G0991	322.76/215.93/485.2/379.47	17.055/0/26.904/9.2798	336.57	4.4657	-5.9486	12892	1772.3	7.8887	8.7784e-16	1	1.7557e-15	3.3126e-13	False
G0407_4062	G0407	188.36/501.98/486.26/307.04	14.046/5.8036/33.113/4.6399	344.71	10.608	-4.8964	23545	1816.8	7.8382	1.9803e-15	1	3.9605e-15	7.3343e-13	False
G0991_9901	G0991	245.51/454.92/266.01/303.98	12.039/0/5.1739/12.064	308.28	2.8706	-6.3202	9083.5	1617.7	7.5932	6.6356e-15	1	1.3271e-14	2.4129e-12	False
G0520_5191	G0520	322.76/268.52/402.2/370.29	20.065/19.345/22.765/12.992	337.06	18.41	-4.1225	3416.4	1775	7.5634	1.9008e-14	1	3.8016e-14	6.5545e-12	False
G0293_2929	G0293	257.15/323.89/264.94/341.72	0/9.6727/0/25.056	294.68	1.1522	-7.1021	1786.5	1543.7	7.4709	7.9677e-15	1	1.5935e-14	2.8456e-12	False
G0170_1696	G0170	11.64/7.3821/5.3201/20.401	55.179/47.396/49.669/100.22	9.8397	60.072	2.4942	47.086	45.213	7.4705	1	4.3027e-14	8.6054e-14	1.4585e-11	True
G0380_3797	G0380	256.09/310.97/435.19/220.34	12.039/0/2.0695/10.208	295.61	2.1826	-6.5422	8982	1548.7	7.4562	1.5339e-14	1	3.0678e-14	5.3821e-12	False
G0991_9905	G0991	362.97/352.5/258.56/254	27.088/18.378/10.348/4.6399	302.76	12.459	-4.4963	3476.6	1587.7	7.2857	1.4499e-13	1	2.8998e-13	4.5309e-11	False
G0520_5196	G0520	242.33/338.65/240.47/318.26	0/5.8036/7.2434/24.128	281.52	3.1013	-6.1061	2611.8	1472.1	7.2566	8.9634e-14	1	1.7927e-13	2.9878e-11	False
G0689_6881	G0689	233.87/197.47/378.79/371.31	3.0098/2.9018/4.1391/15.776	283.89	4.9064	-5.592	8872.8	1485	7.2398	1.3753e-13	1	2.7505e-13	4.3659e-11	False
G0520_5194	G0520	227.52/276.83/319.21/315.2	5.0163/11.607/8.2782/8.3518	282.15	7.9701	-4.9803	1826.4	1475.5	7.1378	3.7163e-13	1	7.4325e-13	1.1435e-10	False
G0099_981	G0099	248.68/237.15/271.33/299.9	8.0261/0/0/13.92	263.2	0.93313	-7.0945	767.48	1372.7	7.0788	1.2098e-13	1	2.4195e-13	3.9024e-11	False
G0099_988	G0099	153.44/356.19/284.1/303.98	8.0261/9.6727/0/0	262.12	0.844	-7.1567	7631.8	1366.8	7.0671	1.2012e-13	1	2.4023e-13	3.9024e-11	False
G0407_4064	G0407	238.1/370.03/366.03/216.26	14.046/21.28/37.252/11.136	288.98	18.775	-3.8742	6794.2	1512.7	6.9475	1.805e-12	1	3.6099e-12	5.3087e-10	False
G0520_5192	G0520	233.87/316.51/235.15/228.5	14.046/16.444/0/19.488	251.13	4.5271	-5.5115	1780	1307.3	6.8204	2.6559e-12	1	5.3119e-12	7.6984e-10	False
G0293_2923	G0293	196.83/370.95/262.81/181.57	0/4.8363/0/13.92	242.96	0.81209	-7.0728	7557.5	1263.1	6.8132	7.0205e-13	1	1.4041e-12	2.1274e-10	False
G0407_4063	G0407	279.37/262.99/337.3/144.85	3.0098/13.542/4.1391/0	244.78	1.9593	-6.376	6691.1	1273	6.8057	1.5997e-12	1	3.1994e-12	4.7752e-10	False
G0991_9908	G0991	326.99/239/195.78/322.34	10.033/9.6727/12.417/17.632	265.01	12.076	-4.3465	4199.3	1382.5	6.8026	4.6252e-12	1	9.2504e-12	1.2848e-09	False
G0293_2921	G0293	240.21/295.28/170.24/280.52	4.013/10.64/0/12.992	241.25	2.6577	-6.0495	3168.2	1253.9	6.7379	3.253e-12	1	6.506e-12	9.1633e-10	False
G0991_9906	G0991	194.71/340.5/260.69/176.47	14.046/0.96727/4.1391/0	235.01	1.4905	-6.5662	5612.7	1220.2	6.685	2.9261e-12	1	5.8523e-12	8.3604e-10	False
G0689_6886	G0689	200/331.27/126.62/292.76	0/24.182/0/11.136	222.62	1.1852	-6.6772	8817.4	1153.5	6.5201	7.3107e-12	1	1.4621e-11	2.0029e-09	False
G0407_4061	G0407	144.98/198.39/243.66/367.23	0/25.149/12.417/6.4959	225.24	3.6998	-5.5891	9220.8	1167.6	6.4836	2.3068e-11	1	4.6135e-11	6.2345e-09	False
G0907_9064	G0907	102.65/108.89/130.88/114.25	233.76/214.73/323.88/295.1	113.7	263.18	1.2037	146.88	573.88	6.24	1	2.1878e-10	4.3756e-10	5.6097e-08	True
G0380_3791	G0380	169.31/210.39/188.33/257.06	5.0163/5.8036/5.1739/0	203.78	1.8978	-6.143	1436.2	1052.2	6.2238	7.5831e-11	1	1.5166e-10	1.9956e-08	False
G0689_6887	G0689	196.83/165.17/185.14/207.07	15.049/16.444/0/0	187.9	1.1582	-6.4516	323.81	967.1	6.0047	1.9704e-10	1	3.9408e-10	5.1179e-08	False
G0293_2928	G0293	171.43/135.65/209.61/212.17	0/0/8.2782/0	179.33	0.20254	-7.2284	1322.2	921.35	5.9014	7.1487e-11	1	1.4297e-10	1.9063e-08	False
G0380_3792	G0380	138.63/230.69/189.4/171.37	11.036/0/0/4.6399	179.49	0.75236	-6.6865	1485.1	922.22	5.8859	2.7597e-10	1	5.5194e-10	6.9866e-08	False
G0380_3798	G0380	209.53/211.31/154.28/160.15	4.013/0/5.1739/12.064	181.87	2.1664	-5.8518	954.83	934.89	5.8772	7.2949e-10	1	1.459e-09	1.8012e-07	False
G0520_5200	G0520	112.17/299.9/196.85/149.95	24.078/0/12.417/0	177.52	1.219	-6.3301	6793.5	911.68	5.8389	5.668e-10	1	1.1336e-09	1.417e-07	False
G0380_3793	G0380	179.9/142.11/285.16/193.81	10.033/11.607/10.348/12.992	193.88	11.186	-3.9993	3736	999.13	5.7798	3.31e-09	1	6.62e-09	7.881e-07	False
G0099_990	G0099	162.96/228.85/178.76/135.67	1.0033/0/9.3129/4.6399	173.42	1.3895	-6.1897	1545	889.81	5.7671	9.7671e-10	1	1.9534e-09	2.3822e-07	False
G0689_6889	G0689	190.48/121.8/127.68/222.38	0/10.64/13.452/4.6399	160.21	2.782	-5.4137	2437.9	819.5	5.4993	8.1264e-09	1	1.6253e-08	1.9121e-06	False
G0520_5195	G0520	167.2/145.8/204.29/117.31	3.0098/16.444/0/4.6399	155.47	2.1222	-5.6472	1357	794.32	5.441	9.1799e-09	1	1.836e-08	2.1103e-06	False
G0293_2927	G0293	110.05/84.894/122.36/369.27	0/8.7054/4.1391/10.208	143.35	2.3906	-5.4119	18668	730.11	5.2169	3.4747e-08	1	6.9494e-08	7.8083e-06	False
G0380_3794	G0380	148.15/181.78/95.762/142.81	5.0163/0/0/0	138.54	0.16745	-6.9011	1270.2	704.63	5.2126	3.1152e-09	1	6.2303e-09	7.5064e-07	False
G0293_2930	G0293	156.62/238.07/321.34/100.99	23.075/39.658/42.426/12.064	186.52	26.175	-2.7867	9681.3	959.73	5.1757	1.1265e-07	1	2.2529e-07	2.4488e-05	False
G0293_2922	G0293	192.59/136.57/134.07/91.806	0/0/1.0348/12.992	134.14	0.52084	-6.4735	1738.3	681.42	5.1187	1.5463e-08	1	3.0926e-08	3.5143e-06	False
G0099_989	G0099	191.54/230.69/34.049/226.46	11.036/0/2.0695/3.7119	135.91	1.642	-5.6954	10218	690.75	5.1086	4.5895e-08	1	9.1791e-08	1.0199e-05	False
G0407_4069	G0407	150.27/131.03/110.66/122.41	5.0163/0/0/0	127.79	0.16745	-6.7856	279.37	647.96	5.0138	8.9771e-09	1	1.7954e-08	2.0877e-06	False
G0407_4066	G0407	193.65/61.825/114.91/164.23	0/3.8691/8.2782/0	122.62	0.65938	-6.2191	3511	620.7	4.8951	6.2007e-08	1	1.2401e-07	1.3628e-05	False
G0099_984	G0099	118.52/81.203/183.01/99.967	0/6.7709/0/13.92	115.2	0.89069	-5.9415	1999.2	581.74	4.7392	1.7928e-07	1	3.5856e-07	3.8555e-05	False
G0380_3799	G0380	169.31/23.069/131.94/188.71	0/3.8691/0/4.6399	99.36	0.55859	-6.0088	6586.4	498.89	4.4235	5.324e-07	1	1.0648e-06	0.00011328	False
G0099_983	G0099	63.493/174.4/167.05/147.91	14.046/25.149/19.661/16.704	128.62	18.457	-2.7359	2728.9	652.32	4.3133	7.803e-06	0.99999	1.5606e-05	0.0016256	False
G0407_4065	G0407	96.297/73.821/127.68/59.164	7.0228/0/3.1043/0	85.609	0.59119	-5.7663	907.59	427.37	4.1125	2.2873e-06	1	4.5746e-06	0.00048154	False
G0520_5199	G0520	80.424/91.354/112.79/79.566	7.0228/4.8363/6.2086/1.856	90.111	4.4639	-4.0596	240.26	450.74	4.0341	1.6442e-05	0.99998	3.2884e-05	0.0033555	False
G0380_3795	G0380	109/77.512/18.088/81.606	0/0/0/5.5679	59.459	0.17438	-5.686	1660.6	292.67	3.4654	9.8622e-06	0.99999	1.9724e-05	0.0020334	False
G0689_6890	G0689	125.93/58.134/75.546/18.361	10.033/0/0/0	56.481	0.21727	-5.5614	2214	277.46	3.3778	1.696e-05	0.99998	3.3921e-05	0.0034264	False
G0264_2636	G0264	32.805/9.2276/0/31.622	42.137/7.7381/5.1739/27.839	5.486	14.762	1.281	491.17	24.657	1.868	0.96431	0.035689	0.071378	0.99996	True
G0841_8410	G0841	29.63/14.764/0/35.703	15.049/14.509/6.2086/48.255	6.2069	16.019	1.2397	510.13	28.028	1.8535	0.96372	0.036281	0.072563	0.99996	True
G0415_4144	G0415	57.144/20.301/10.64/40.803	40.13/24.182/0/20.416	26.663	6.5908	-1.8656	475.4	127.26	1.7793	0.028804	0.9712	0.057609	0.99996	False
G0689_6888	G0689	33.863/84.894/109.59/0	5.0163/0/0/0	13.24	0.16745	-3.6085	5006.4	61.525	1.6666	0.0021864	0.99781	0.0043728	0.43728	False
G0112_1116	G0112	49.736/60.902/113.85/146.89	83.271/93.825/130.38/181.88	84.374	116.67	0.46292	2176	420.97	1.5742	0.94228	0.057718	0.11544	0.99996	True
G0578_5776	G0578	35.979/28.606/48.945/12.241	51.166/38.691/60.017/36.191	28.038	45.539	0.68051	250.02	134.08	1.5115	0.93416	0.065845	0.13169	0.99996	True
G0538_5379	G0538	13.757/29.528/29.793/57.124	42.137/39.658/42.426/65.887	28.849	46.491	0.67	342.87	138.1	1.5013	0.93289	0.067115	0.13423	0.99996	True
G0521_5206	G0521	41.27/7.3821/36.177/26.522	54.176/26.116/47.599/33.407	23.283	38.734	0.71043	251.04	110.55	1.4695	0.92819	0.071808	0.14362	0.99996	True
G0322_3211	G0322	24.339/43.37/43.625/51.004	54.176/45.462/53.808/90.014	39.152	58.773	0.57401	132.56	189.64	1.4248	0.92272	0.077284	0.15457	0.99996	True
G0237_2361	G0237	112.17/95.967/11.704/105.07	135.44/112.2/28.974/117.85	60.391	84.9	0.48463	2771.1	297.44	1.4211	0.92234	0.077663	0.15533	0.99996	True
G0725_7249	G0725	7.4075/1.8455/17.024/3.0602	15.049/7.7381/23.8/7.4239	5.2023	11.988	1.0663	53.494	23.336	1.4047	0.90683	0.093169	0.18634	0.99996	True
G0673_6724	G0673	24.339/22.146/34.049/40.803	48.157/45.462/45.53/44.543	29.42	45.903	0.62467	76.573	140.95	1.3884	0.91695	0.083055	0.16611	0.99996	True
G0810_8098	G0810	207.41/161.48/272.39/201.97	151.49/151.86/224.55/133.63	207.19	162.09	-0.35219	2122.5	1070.5	1.3783	0.084059	0.91594	0.16812	0.99996	False
G0932_9311	G0932	12.699/22.146/29.793/33.662	28.091/42.56/50.704/32.479	23.053	37.462	0.67721	88.674	109.42	1.3775	0.91464	0.085358	0.17072	0.99996	True
G0035_344	G0035	49.736/13.841/68.098/53.044	57.186/44.494/68.295/67.743	39.735	58.576	0.54846	584.02	192.57	1.3577	0.91254	0.087461	0.17492	0.99996	True
G0849_8490	G0849	240.21/174.4/171.31/248.9	188.61/130.58/144.87/190.24	205.58	161.41	-0.34708	1740.8	1061.9	1.3556	0.087615	0.91238	0.17523	0.99996	False
G0125_1241	G0125	251.85/156.87/193.65/279.5	265.86/199.26/251.45/343.35	215.04	260.06	0.27304	3117.1	1112.7	1.3494	0.9114	0.088601	0.1772	0.99996	True
G0117_1164	G0117	3.1746/2.7683/5.3201/32.642	11.036/6.7709/10.348/41.759	6.2896	13.425	0.98465	239.17	28.416	1.3386	0.89743	0.10257	0.20513	0.99996	True
G0902_9013	G0902	24.339/30.451/55.329/49.984	48.157/49.331/65.191/63.103	37.843	55.912	0.55108	230.05	183.06	1.3355	0.90891	0.091094	0.18219	0.99996	True
G0810_8094	G0810	231.75/135.65/214.93/207.07	218.71/99.629/167.63/143.84	193.41	151.4	-0.35118	1818.9	996.59	1.3305	0.091672	0.90833	0.18334	0.99996	False
G0063_625	G0063	1.0582/11.996/12.768/24.482	8.0261/15.476/19.661/26.911	8.0591	16.022	0.90998	118.8	36.752	1.3135	0.89594	0.10406	0.20812	0.99996	True
G0052_517	G0052	81.482/83.049/58.522/28.562	101.33/99.629/88.99/45.471	58.004	79.953	0.45627	681.86	285.23	1.2996	0.9031	0.096896	0.19379	0.99996	True
G0983_9830	G0983	20.106/20.301/3.1921/3.0602	30.098/20.313/8.2782/12.064	7.9924	15.732	0.89579	115.2	36.437	1.2821	0.88988	0.11012	0.22023	0.99996	True
G0939_9382	G0939	31.746/1.8455/12.768/44.883	37.121/11.607/23.8/30.623	13.662	23.683	0.75151	480.76	63.561	1.2571	0.89091	0.10909	0.21818	0.99996	True
G0595_5942	G0595	26.455/30.451/14.896/14.281	30.098/51.265/24.834/29.695	20.352	32.664	0.65683	68.621	96.139	1.2557	0.89336	0.10664	0.21328	0.99996	True
G0940_9397	G0940	11.64/0.92276/6.3842/28.562	20.065/6.7709/9.3129/27.839	6.7731	13.716	0.92084	177.61	30.686	1.2534	0.88189	0.11811	0.23622	0.99996	True
G0492_4915	G0492	31.746/13.841/25.537/27.542	57.186/22.247/48.634/29.695	23.584	36.824	0.62161	60.341	112.03	1.2509	0.89314	0.10686	0.21372	0.99996	True
G0295_2950	G0295	170.37/158.72/242.6/139.75	196.64/179.91/277.32/203.23	174.01	211.31	0.27877	2041.8	892.95	1.2484	0.89406	0.10594	0.21189	0.99996	True
G0425_4243	G0425	79.366/47.984/97.891/48.963	114.37/58.036/98.303/90.942	65.368	87.772	0.41961	608.32	322.94	1.2467	0.89373	0.10627	0.21254	0.99996	True
G0572_5719	G0572	58.202/42.447/26.601/29.582	56.183/61.905/46.565/51.967	37.345	53.862	0.51677	212.25	180.56	1.2292	0.89021	0.10979	0.21959	0.99996	True
G0218_2173	G0218	38.096/40.602/38.305/61.204	61.199/55.134/60.017/69.599	43.64	61.272	0.48026	125.65	212.26	1.2102	0.88675	0.11325	0.22649	0.99996	True
G0770_7695	G0770	66.667/71.976/47.881/51.004	75.245/93.825/71.399/77.022	58.51	78.937	0.42574	139.06	287.82	1.2041	0.88568	0.11432	0.22863	0.99996	True
G0491_4909	G0491	115.35/190.09/192.59/194.83	183.6/197.32/232.82/207.87	169.36	204.63	0.27142	1511.9	868.2	1.1968	0.88431	0.11569	0.23138	0.99996	True
G0050_491	G0050	24.339/49.829/29.793/64.265	44.143/59.971/58.982/60.319	39.044	55.399	0.49409	351.41	189.09	1.1894	0.88259	0.11741	0.23483	0.99996	True
G0606_6056	G0606	15.873/33.22/11.704/22.442	25.082/34.822/31.043/32.479	19.299	30.634	0.64007	91.024	90.979	1.1884	0.88008	0.11992	0.23984	0.99996	True
G0146_1454	G0146	141.8/53.52/70.226/103.03	160.52/76.414/120.03/102.08	86.089	110.73	0.35941	1567.7	429.86	1.1883	0.88264	0.11736	0.23471	0.99996	True
G0958_9571	G0958	11.64/26.76/25.537/76.505	36.117/33.854/27.939/88.158	27.953	41.667	0.55941	876.9	133.65	1.1862	0.88131	0.11869	0.23738	0.99996	True
G0442_4420	G0442	70.9/77.512/35.113/46.923	63.205/71.578/9.3129/37.119	54.861	35.408	-0.61756	407.78	269.2	1.1856	0.11753	0.88247	0.23506	0.99996	False
G0002_16	G0002	79.366/122.73/52.137/37.743	101.33/144.12/72.434/55.679	66.177	87.611	0.39952	1459.2	327.09	1.1852	0.88201	0.11799	0.23599	0.99996	True
G0597_5969	G0597	30.688/47.061/72.354/67.325	57.186/86.087/83.816/58.463	51.507	70.084	0.43701	379.32	252.13	1.1699	0.87891	0.12109	0.24217	0.99996	True
G0311_3107	G0311	12.699/37.833/8.5122/59.164	23.075/38.691/31.043/49.183	22.211	34.173	0.59965	629.24	105.27	1.1658	0.87628	0.12372	0.24744	0.99996	True
G0787_7863	G0787	31.746/9.2276/27.665/47.943	7.0228/7.7381/15.522/26.911	24.989	12.289	-0.96769	276.04	118.97	1.1644	0.11239	0.88761	0.22478	0.99996	False
G0406_4060	G0406	338.63/286.98/227.7/337.64	238.78/293.08/190.4/285.82	294	248.42	-0.24216	2780.4	1540	1.1616	0.1227	0.8773	0.2454	0.99996	False
G0176_1755	G0176	70.9/87.663/98.955/93.847	90.293/108.33/131.42/119.71	87.163	111.38	0.35012	149.48	435.43	1.1605	0.87707	0.12293	0.24585	0.99996	True
G0155_1549	G0155	20.106/15.687/19.152/3.0602	26.085/17.411/33.113/11.136	11.703	20.238	0.74149	72.225	54.13	1.1601	0.86972	0.13028	0.26056	0.99996	True
G0693_6926	G0693	94.181/119.04/76.61/81.606	52.17/92.858/72.434/56.607	91.5	66.762	-0.44897	361.69	457.95	1.156	0.12384	0.87616	0.24767	0.99996	False
G0609_6090	G0609	33.863/58.134/82.994/66.305	56.183/65.774/92.095/102.08	57.376	76.776	0.41394	429.82	282.03	1.1552	0.87595	0.12405	0.24811	0.99996	True
G0458_4572	G0458	34.921/44.293/6.3842/5.1004	31.101/36.756/13.452/24.128	15.031	24.688	0.68021	475.07	70.189	1.1527	0.87077	0.12923	0.25846	0.99996	True
G0961_9610	G0961	146.03/155.95/156.41/132.61	168.55/167.34/205.92/176.32	147.42	178.89	0.27736	124.94	751.66	1.1476	0.87443	0.12557	0.25115	0.99996	True
G0945_9443	G0945	14.815/20.301/17.024/74.465	24.078/38.691/26.904/77.022	24.866	37.284	0.56568	881.14	118.37	1.1414	0.87172	0.12828	0.25656	0.99996	True
G0205_2041	G0205	61.376/62.748/10.64/52.024	71.232/76.414/27.939/54.751	38.25	53.726	0.47954	695.67	185.1	1.1375	0.87202	0.12798	0.25595	0.99996	True
G0788_7871	G0788	101.59/78.435/86.186/91.806	80.261/45.462/68.295/72.383	89.108	65.172	-0.44545	95.165	445.53	1.134	0.12838	0.87162	0.25676	0.99996	False
