id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
G0913	10	2.12e-08	4.9505e-06	0.002475	1	8	-1.2302	0.9435	0.9437	0.999955	901	0	-1.2302
G0753	10	1.5196e-06	4.9505e-06	0.002475	2	9	-1.1825	0.99972	0.99968	0.999955	997	0	-1.1825
G0562	10	7.4611e-06	4.4554e-05	0.014851	3	9	-0.83233	0.97361	0.97383	0.999955	954	0	-0.83233
G0604	10	0.00020641	0.0012525	0.313119	4	7	-1.0273	0.99875	0.99871	0.999955	991	0	-1.0273
G0792	10	0.00025777	0.001599	0.319802	5	7	-1.1378	0.99738	0.99732	0.999955	987	0	-1.1378
G0308	10	0.00055468	0.0032525	0.473597	6	5	-0.59559	0.5063	0.58858	0.999955	445	1	-0.59559
G0620	10	0.00060629	0.0035396	0.473597	7	8	-0.56429	0.80873	0.80819	0.999955	729	0	-0.56429
G0884	10	0.00068432	0.0040248	0.473597	8	6	-1.0784	0.99982	0.99974	0.999955	998	0	-1.0784
G0113	10	0.00072417	0.0042624	0.473597	9	5	-0.36867	0.97388	0.97418	0.999955	955	0	-0.36867
G0295	10	0.00084933	0.0049059	0.490594	10	7	-0.91753	0.99285	0.99312	0.999955	979	0	-0.91753
G0933	10	0.0010017	0.0056188	0.506188	11	7	-0.98939	0.9878	0.98847	0.999955	973	0	-0.98939
G0354	10	0.0010956	0.0060743	0.506188	12	6	-0.7905	0.80045	0.79996	0.999955	716	0	-0.7905
G0093	10	0.0012907	0.0073119	0.562452	13	7	-0.71543	0.9993	0.99916	0.999955	994	0	-0.71543
G0980	10	0.0015976	0.0089752	0.58396	14	6	-0.78961	0.99045	0.99081	0.999955	976	0	-0.78961
G0956	10	0.0017222	0.0097475	0.58396	15	5	-0.30546	0.82163	0.82124	0.999955	749	0	-0.30546
G0441	10	0.0018088	0.010153	0.58396	16	4	-0.20027	0.80531	0.80491	0.999955	724	0	-0.20027
G0850	10	0.0021248	0.011856	0.58396	17	7	-0.93283	0.99993	0.99988	0.999955	999	0	-0.93283
G0831	10	0.0022033	0.012262	0.58396	18	4	0.029446	0.06721	0.15363	0.999955	80	3	0.029446
G0746	10	0.0022076	0.012272	0.58396	19	7	-0.41404	0.64012	0.66551	0.999955	555	1	-0.41404
G0171	10	0.0022166	0.012312	0.58396	20	5	-0.23245	0.50683	0.58887	0.999955	446	1	-0.23245
G0148	10	0.0024172	0.013064	0.58396	21	7	-0.8715	0.99997	0.99996	0.999955	1000	0	-0.8715
G0102	10	0.0025081	0.01347	0.58396	22	7	-0.72646	0.99778	0.99765	0.999955	989	0	-0.72646
G0957	10	0.002548	0.013668	0.58396	23	3	0.14536	0.14495	0.27912	0.999955	133	3	0.14536
G0003	10	0.0027053	0.01451	0.58396	24	7	-0.44593	0.73557	0.73712	0.999955	638	1	-0.44593
G0135	10	0.002726	0.014599	0.58396	25	3	-0.015142	0.57194	0.62368	0.999955	487	1	-0.015142
G0591	10	0.0028794	0.015342	0.587798	26	6	-0.44089	0.97866	0.97917	0.999955	959	0	-0.44089
G0328	10	0.0030715	0.016272	0.587798	27	6	-0.57642	0.80021	0.79973	0.999955	715	0	-0.57642
G0423	10	0.0034945	0.017926	0.587798	28	3	-0.023977	0.83215	0.83123	0.999955	763	0	-0.023977
G0779	10	0.0035119	0.017975	0.587798	29	3	-0.1706	0.80985	0.80925	0.999955	732	0	-0.1706
G0893	10	0.0037728	0.019045	0.587798	30	6	-0.55923	0.52197	0.59651	0.999955	454	1	-0.55923
G0440	10	0.0038145	0.019302	0.587798	31	6	-0.46544	0.39778	0.53404	0.999955	368	2	-0.46544
G0627	10	0.0039002	0.019698	0.587798	32	3	-0.077496	0.3369	0.46975	0.999955	284	2	-0.077496
G0507	10	0.0039557	0.019985	0.587798	33	7	-0.54649	0.95439	0.95456	0.999955	922	0	-0.54649
G0932	10	0.0039565	0.019985	0.587798	34	5	-0.5584	0.34034	0.47342	0.999955	289	1	-0.5584
G0474	10	0.0042504	0.021361	0.598359	35	7	-0.39878	0.80963	0.809	0.999955	731	0	-0.39878
G0128	10	0.0043835	0.021955	0.598359	36	7	-0.47555	0.44659	0.56166	0.999955	406	1	-0.47555
G0192	10	0.0044909	0.022292	0.598359	37	3	-0.26689	0.77702	0.77673	0.999955	684	0	-0.26689
G0889	10	0.0046056	0.022738	0.598359	38	7	-0.35061	0.91765	0.91701	0.999955	860	0	-0.35061
G0837	10	0.0048537	0.023856	0.611703	39	6	-0.5237	0.66145	0.68011	0.999955	575	1	-0.5237
G0333	10	0.0051987	0.025342	0.63354	40	5	-0.46727	0.90739	0.90695	0.999955	847	0	-0.46727
G0082	10	0.0054864	0.026332	0.642236	41	4	0.13052	0.41898	0.54993	0.999955	387	1	0.13052
G0821	10	0.006481	0.030203	0.689356	42	2	0.065703	0.38823	0.52384	0.999955	356	2	0.065703
G0784	10	0.0064942	0.030252	0.689356	43	6	-0.46795	0.98839	0.989	0.999955	974	0	-0.46795
G0054	10	0.006511	0.030332	0.689356	44	6	-0.52954	0.96554	0.96553	0.999955	939	0	-0.52954
G0624	10	0.0069997	0.032114	0.703918	45	4	-0.21954	0.40387	0.54054	0.999955	376	2	-0.21954
G0017	10	0.0072647	0.033035	0.703918	46	6	-0.28575	0.33609	0.46889	0.999955	282	2	-0.28575
G0866	10	0.0072824	0.033084	0.703918	47	6	-0.48979	0.36202	0.49649	0.999955	318	1	-0.48979
G0533	10	0.0076886	0.034609	0.710952	48	5	-0.77744	0.99896	0.99885	0.999955	993	0	-0.77744
G0198	10	0.007752	0.034837	0.710952	49	4	-0.40416	0.74595	0.74663	0.999955	648	1	-0.40416
G0700	10	0.0084063	0.037153	0.711657	50	5	-0.50839	0.26296	0.39589	0.999955	207	1	-0.50839
G0677	10	0.0084676	0.037401	0.711657	51	3	-0.035956	0.70841	0.71434	0.999955	611	1	-0.035956
G0015	10	0.0084687	0.037411	0.711657	52	4	0.034004	0.67985	0.69291	0.999955	589	1	0.034004
G0264	10	0.0085693	0.037718	0.711657	53	5	-0.40472	0.75848	0.75822	0.999955	662	1	-0.40472
G0415	10	0.0092757	0.040292	0.715497	54	5	-0.36236	0.96873	0.96886	0.999955	948	0	-0.36236
G0344	10	0.0094595	0.040718	0.715497	55	2	-0.093304	0.89012	0.89029	0.999955	835	0	-0.093304
G0960	10	0.0097691	0.041946	0.715497	56	4	-0.28463	0.57796	0.62713	0.999955	494	1	-0.28463
G0793	10	0.0098915	0.042421	0.715497	57	6	-0.48884	0.80208	0.80151	0.999955	719	0	-0.48884
G0728	10	0.0099794	0.042698	0.715497	58	6	-0.41151	0.67661	0.69041	0.999955	585	1	-0.41151
G0317	10	0.010138	0.043114	0.715497	59	4	-0.12694	0.9585	0.95876	0.999955	927	0	-0.12694
G0838	10	0.010263	0.043609	0.715497	60	4	-0.14273	0.042359	0.11137	0.999955	74	3	-0.14273
G0909	10	0.010451	0.044262	0.715497	61	4	-0.28371	0.57519	0.62567	0.999955	490	1	-0.28371
G0670	10	0.010734	0.045272	0.715497	62	5	-0.22031	0.95963	0.95978	0.999955	932	0	-0.22031
G0832	10	0.0111	0.04648	0.715497	63	5	-0.21211	0.83255	0.83159	0.999955	764	0	-0.21211
G0880	10	0.011154	0.046748	0.715497	64	5	-0.26665	0.97632	0.97675	0.999955	956	0	-0.26665
G0383	10	0.011223	0.046985	0.715497	65	5	-0.35335	0.73405	0.73582	0.999955	635	1	-0.35335
G0436	10	0.011284	0.047223	0.715497	66	6	-0.74919	0.99968	0.99959	0.999955	996	0	-0.74919
G0225	10	0.01181	0.049015	0.731565	67	3	-0.52109	0.99573	0.99585	0.999955	985	0	-0.52109
G0011	10	0.012202	0.050312	0.738685	68	4	-0.46638	0.39854	0.53498	0.999955	370	2	-0.46638
G0597	10	0.01243	0.051173	0.738685	69	4	-0.048408	0.38785	0.52337	0.999955	355	2	-0.048408
G0989	10	0.012569	0.051708	0.738685	70	4	-0.027671	0.76778	0.7675	0.999955	674	1	-0.027671
G0944	10	0.013582	0.055173	0.75	71	6	-0.43528	0.64566	0.66937	0.999955	561	1	-0.43528
G0566	10	0.013639	0.055351	0.75	72	5	-0.48153	0.59997	0.6395	0.999955	514	1	-0.48153
G0543	10	0.013739	0.055748	0.75	73	2	0.10205	0.21527	0.34849	0.999955	167	1	0.10205
G0629	10	0.013795	0.055936	0.75	74	5	-0.49666	0.4685	0.57141	0.999955	421	1	-0.49666
G0768	10	0.013882	0.056252	0.75	75	3	-0.33267	0.26372	0.39667	0.999955	209	2	-0.33267
G0539	10	0.014389	0.057965	0.75	76	5	-0.35525	0.36902	0.50452	0.999955	332	2	-0.35525
G0689	10	0.014406	0.058025	0.75	77	5	-0.43885	0.39779	0.53404	0.999955	369	1	-0.43885
G0086	10	0.014576	0.0585	0.75	78	5	-0.31735	0.98751	0.9882	0.999955	971	0	-0.31735
G0430	10	0.014877	0.05946	0.752663	79	5	-0.76073	0.99478	0.99506	0.999955	984	0	-0.76073
G0739	10	0.015135	0.060391	0.754889	80	5	-0.3635	0.16509	0.29989	0.999955	141	2	-0.3635
G0215	10	0.015844	0.062995	0.777717	81	4	-0.2555	0.61843	0.65129	0.999955	533	1	-0.2555
G0406	10	0.016297	0.064579	0.78188	82	6	-0.45729	0.933	0.93304	0.999955	879	0	-0.45729
G0175	10	0.016378	0.064896	0.78188	83	1	0.068093	0.52094	0.59607	0.999955	453	1	0.068093
G0502	10	0.017363	0.068104	0.80486	84	2	-0.28644	0.78567	0.78547	0.999955	700	0	-0.28644
G0703	10	0.017511	0.068579	0.80486	85	6	-0.59279	0.99891	0.9988	0.999955	992	0	-0.59279
G0259	10	0.018347	0.071569	0.80486	86	3	-0.24024	0.63491	0.66207	0.999955	550	1	-0.24024
G0067	10	0.018444	0.071955	0.80486	87	5	-0.36194	0.9618	0.96184	0.999955	936	0	-0.36194
G0863	10	0.018946	0.073955	0.80486	88	5	-0.12796	0.032807	0.091688	0.999955	68	4	-0.12796
G0600	10	0.019119	0.07447	0.80486	89	4	-0.1022	0.47526	0.57443	0.999955	425	1	-0.1022
G0698	10	0.01933	0.075193	0.80486	90	2	-0.18684	0.93104	0.93103	0.999955	878	0	-0.18684
G0228	10	0.019447	0.075658	0.80486	91	5	-0.44063	0.78492	0.78468	0.999955	699	0	-0.44063
G0131	10	0.019605	0.076144	0.80486	92	4	0.19003	0.34541	0.4786	0.999955	296	2	0.19003
G0177	10	0.019771	0.076619	0.80486	93	6	-0.44128	0.98723	0.98793	0.999955	970	0	-0.44128
G0155	10	0.019864	0.076975	0.80486	94	5	-0.28983	0.94807	0.94819	0.999955	909	0	-0.28983
G0735	10	0.019982	0.077411	0.80486	95	6	-0.43368	0.68766	0.69854	0.999955	596	1	-0.43368
G0622	10	0.020312	0.07853	0.80486	96	4	-0.42959	0.97041	0.97038	0.999955	951	0	-0.42959
G0699	10	0.020384	0.078767	0.80486	97	5	-0.4242	0.47805	0.57557	0.999955	427	1	-0.4242
G0509	10	0.020429	0.078876	0.80486	98	5	-0.52833	0.47861	0.57586	0.999955	428	1	-0.52833
G0725	10	0.021201	0.081322	0.816485	99	5	-0.3603	0.74066	0.74173	0.999955	643	1	-0.3603
G0959	10	0.021293	0.081649	0.816485	100	4	0.08211	0.25148	0.38453	0.999955	196	2	0.08211
G0671	10	0.022009	0.083916	0.821268	101	3	-0.18827	0.59733	0.63796	0.999955	511	1	-0.18827
G0663	10	0.022274	0.084738	0.821268	102	3	-0.1206	0.8791	0.87952	0.999955	822	0	-0.1206
G0202	10	0.022702	0.086203	0.821268	103	5	-0.40067	0.67187	0.68734	0.999955	582	1	-0.40067
G0161	10	0.022715	0.086243	0.821268	104	6	-0.44229	0.583	0.62992	0.999955	500	1	-0.44229
G0334	10	0.022892	0.086827	0.821268	105	4	-0.21749	0.57888	0.62766	0.999955	495	1	-0.21749
G0585	10	0.022974	0.087054	0.821268	106	4	-0.44344	0.99774	0.99761	0.999955	988	0	-0.44344
G0508	10	0.023972	0.090074	0.83441	107	3	-0.099261	0.23442	0.36799	0.999955	178	2	-0.099261
G0595	10	0.024232	0.090787	0.83441	108	3	-0.22687	0.9081	0.9076	0.999955	848	0	-0.22687
G0233	10	0.024481	0.091589	0.83441	109	6	-0.44715	0.98968	0.99005	0.999955	975	0	-0.44715
G0220	10	0.025209	0.094094	0.83441	110	3	-0.06738	0.50842	0.5897	0.999955	447	1	-0.06738
G0679	10	0.025508	0.095114	0.83441	111	5	-0.33351	0.58436	0.6307	0.999955	502	1	-0.33351
G0920	10	0.025643	0.09553	0.83441	112	5	-0.32295	0.65383	0.67508	0.999955	567	1	-0.32295
G0450	10	0.025809	0.096035	0.83441	113	4	-0.18569	0.98722	0.98792	0.999955	969	0	-0.18569
G0780	10	0.025811	0.096035	0.83441	114	5	-0.41507	0.91475	0.91436	0.999955	856	0	-0.41507
G0651	10	0.026186	0.097124	0.83441	115	2	0.0037869	0.7226	0.72588	0.999955	622	1	0.0037869
G0360	10	0.026195	0.097124	0.83441	116	4	-0.05248	0.6429	0.66751	0.999955	559	1	-0.05248
G0749	10	0.026519	0.097916	0.83441	117	3	-0.22227	0.85314	0.85239	0.999955	793	0	-0.22227
G0123	10	0.026763	0.09846	0.83441	118	4	0.017588	0.67949	0.69267	0.999955	588	1	0.017588
G0214	10	0.027706	0.10088	0.836879	119	5	-0.31235	0.75286	0.75295	0.999955	658	1	-0.31235
G0505	10	0.027722	0.10092	0.836879	120	3	-0.13924	0.35262	0.48652	0.999955	303	1	-0.13924
G0601	10	0.027824	0.10126	0.836879	121	5	-0.45942	0.95941	0.95961	0.999955	931	0	-0.45942
G0306	10	0.028137	0.1022	0.837729	122	3	-0.039209	0.61293	0.64799	0.999955	527	1	-0.039209
G0465	10	0.029111	0.10473	0.841398	123	4	-0.32364	0.84268	0.84187	0.999955	778	0	-0.32364
G0765	10	0.029265	0.10511	0.841398	124	5	-0.43788	0.73436	0.73607	0.999955	636	1	-0.43788
G0209	10	0.029578	0.10594	0.841398	125	5	-0.40321	0.98753	0.98823	0.999955	972	0	-0.40321
G0149	10	0.029905	0.10662	0.841398	126	4	-0.24641	0.96595	0.96596	0.999955	940	0	-0.24641
G0329	10	0.030085	0.107	0.841398	127	3	0.032394	0.046154	0.11801	0.999955	76	3	0.032394
G0500	10	0.030708	0.10853	0.841398	128	4	-0.17721	0.77572	0.77521	0.999955	682	0	-0.17721
G0367	10	0.031088	0.10958	0.841398	129	3	-0.20912	0.45127	0.56368	0.999955	411	1	-0.20912
G0729	10	0.031291	0.11009	0.841398	130	5	-0.13022	0.86196	0.86171	0.999955	808	0	-0.13022
G0304	10	0.031505	0.11047	0.841398	131	4	-0.17617	0.24529	0.37851	0.999955	188	1	-0.17617
G0609	10	0.032029	0.11168	0.841398	132	3	-0.047061	0.48963	0.58092	0.999955	432	1	-0.047061
G0014	10	0.032152	0.11191	0.841398	133	4	0.13189	0.13388	0.26146	0.999955	125	3	0.13189
G0343	10	0.032999	0.11385	0.841982	134	3	0.051267	0.94236	0.94255	0.999955	898	0	0.051267
G0593	10	0.033055	0.114	0.841982	135	3	-0.11366	0.38056	0.51586	0.999955	341	2	-0.11366
G0548	10	0.033492	0.11511	0.841982	136	5	-0.26429	0.85735	0.85721	0.999955	802	0	-0.26429
G0382	10	0.033626	0.11535	0.841982	137	5	-0.3803	0.78767	0.7872	0.999955	704	0	-0.3803
G0305	10	0.034459	0.11742	0.846962	138	5	-0.29838	0.76263	0.76237	0.999955	666	1	-0.29838
G0580	10	0.034612	0.11773	0.846962	139	2	-0.034147	0.21425	0.3476	0.999955	166	2	-0.034147
G0800	10	0.035426	0.11947	0.849133	140	5	-0.33996	0.81539	0.81496	0.999955	740	0	-0.33996
G0106	10	0.035533	0.11973	0.849133	141	4	-0.13547	0.012245	0.040441	0.709484	57	4	-0.13547
G0108	10	0.035906	0.12064	0.849568	142	4	-0.1787	0.83315	0.83209	0.999955	766	0	-0.1787
G0999	10	0.036541	0.12218	0.854428	143	2	0.14286	0.59379	0.63588	0.999955	508	1	0.14286
G0615	10	0.037093	0.12335	0.856143	144	4	-0.22623	0.93456	0.93465	0.999955	881	0	-0.22623
G0126	10	0.03784	0.1252	0.856143	145	4	-0.095138	0.76345	0.76332	0.999955	668	1	-0.095138
G0646	10	0.038117	0.12589	0.856143	146	5	-0.39269	0.86078	0.86056	0.999955	806	0	-0.39269
G0065	10	0.038444	0.12667	0.856143	147	5	-0.35665	0.22407	0.35735	0.999955	174	1	-0.35665
G0481	10	0.038738	0.12735	0.856143	148	4	0.063229	0.87283	0.87293	0.999955	821	0	0.063229
G0802	10	0.039118	0.12828	0.856143	149	4	-0.17645	0.25685	0.38982	0.999955	202	1	-0.17645
G0574	10	0.039624	0.1296	0.856143	150	4	-0.18623	0.3772	0.51269	0.999955	337	1	-0.18623
G0309	10	0.039749	0.12987	0.856143	151	5	-0.21871	0.2913	0.42487	0.999955	234	2	-0.21871
G0240	10	0.039883	0.13013	0.856143	152	3	-0.13744	0.73917	0.7403	0.999955	640	1	-0.13744
G0842	10	0.040523	0.13173	0.860966	153	3	-0.18771	0.62427	0.65484	0.999955	538	1	-0.18771
G0726	10	0.041696	0.1347	0.865706	154	4	-0.083179	0.1877	0.32159	0.999955	154	2	-0.083179
G0551	10	0.041816	0.13493	0.865706	155	5	-0.32781	0.9664	0.9663	0.999955	943	0	-0.32781
G0347	10	0.042116	0.13575	0.865706	156	4	-0.060224	0.30299	0.43716	0.999955	248	2	-0.060224
G0589	10	0.042193	0.13592	0.865706	157	5	-0.41389	0.70874	0.71458	0.999955	612	1	-0.41389
G0760	10	0.042658	0.13697	0.866869	158	5	-0.26216	0.50098	0.5861	0.999955	440	1	-0.26216
G0641	10	0.043619	0.13924	0.868238	159	2	0.023611	0.44306	0.56003	0.999955	402	1	0.023611
G0827	10	0.043829	0.13973	0.868238	160	4	-0.15416	0.62675	0.65671	0.999955	541	1	-0.15416
G0764	10	0.04405	0.14037	0.868238	161	4	-0.12168	0.8402	0.83926	0.999955	774	0	-0.12168
G0645	10	0.0442	0.14073	0.868238	162	3	-0.11642	0.18401	0.31826	0.999955	150	2	-0.11642
G0690	10	0.04458	0.14154	0.868238	163	2	-0.15731	0.90185	0.90157	0.999955	842	0	-0.15731
G0518	10	0.044915	0.14239	0.868238	164	3	-0.24551	0.79595	0.79534	0.999955	712	0	-0.24551
G0361	10	0.045611	0.14409	0.872078	165	5	-0.31968	0.36535	0.50026	0.999955	320	2	-0.31968
G0607	10	0.046247	0.14561	0.872078	166	5	-0.22986	0.57473	0.62538	0.999955	489	1	-0.22986
G0623	10	0.046497	0.14612	0.872078	167	2	0.023798	0.81052	0.80992	0.999955	733	0	0.023798
G0039	10	0.046711	0.14658	0.872078	168	3	0.41763	0.023503	0.069193	0.999955	64	4	0.41763
G0084	10	0.047082	0.14738	0.872078	169	5	-0.43103	0.38176	0.51704	0.999955	344	1	-0.43103
G0787	10	0.047455	0.14827	0.87219	170	2	0.20128	0.79619	0.79568	0.999955	713	0	0.20128
G0356	10	0.049368	0.1531	0.892787	171	2	0.081224	0.70309	0.71021	0.999955	607	1	0.081224
G0590	10	0.049571	0.15356	0.892787	172	5	-0.47403	0.93726	0.93746	0.999955	888	0	-0.47403
G0511	10	0.051437	0.1578	0.899794	173	3	-0.33963	0.29714	0.43102	0.999955	242	2	-0.33963
G0364	10	0.051584	0.1581	0.899794	174	4	-0.24354	0.7778	0.77743	0.999955	686	0	-0.24354
G0042	10	0.051878	0.15894	0.899794	175	3	0.05477	0.35394	0.4882	0.999955	305	2	0.05477
G0096	10	0.051972	0.15918	0.899794	176	4	-0.15709	0.61885	0.65155	0.999955	534	1	-0.15709
G0159	10	0.052081	0.15942	0.899794	177	4	-0.18233	0.89161	0.89177	0.999955	836	0	-0.18233
G0603	10	0.052422	0.16016	0.899794	178	4	-0.30695	0.8285	0.82742	0.999955	757	0	-0.30695
G0514	10	0.053173	0.16179	0.900963	179	2	-0.085813	0.37749	0.51298	0.999955	338	2	-0.085813
G0927	10	0.053424	0.16234	0.900963	180	2	-0.15102	0.72668	0.7293	0.999955	626	1	-0.15102
G0557	10	0.053676	0.16307	0.900963	181	2	0.15655	0.45995	0.56774	0.999955	415	1	0.15655
G0659	10	0.054134	0.16423	0.902377	182	2	-0.16754	0.85491	0.85423	0.999955	796	0	-0.16754
G0493	10	0.055085	0.16634	0.90897	183	2	0.19937	0.0091683	0.032351	0.645526	50	4	0.19937
G0049	10	0.056218	0.16862	0.910818	184	3	-0.026615	0.65268	0.67435	0.999955	566	1	-0.026615
G0791	10	0.056984	0.1703	0.910818	185	5	-0.23925	0.22883	0.36233	0.999955	175	1	-0.23925
G0085	10	0.057504	0.17163	0.910818	186	4	-0.22098	0.6488	0.67162	0.999955	563	1	-0.22098
G0875	10	0.057928	0.17252	0.910818	187	5	-0.27288	0.73857	0.73975	0.999955	639	1	-0.27288
G0710	10	0.057932	0.17252	0.910818	188	3	-0.10129	0.82645	0.82587	0.999955	751	0	-0.10129
G0403	10	0.058423	0.17351	0.910818	189	3	-0.42858	0.99063	0.99095	0.999955	977	0	-0.42858
G0145	10	0.058606	0.174	0.910818	190	5	-0.30405	0.99421	0.99463	0.999955	982	0	-0.30405
G0485	10	0.059065	0.17523	0.910818	191	3	-0.29712	0.95787	0.95806	0.999955	926	0	-0.29712
G0545	10	0.059527	0.17636	0.910818	192	3	-0.22888	0.51887	0.59487	0.999955	452	1	-0.22888
G0892	10	0.059826	0.17699	0.910818	193	2	-0.068384	0.26991	0.40309	0.999955	214	2	-0.068384
G0937	10	0.060003	0.1774	0.910818	194	5	-0.36276	0.72761	0.73003	0.999955	627	1	-0.36276
G0399	10	0.060871	0.1795	0.910818	195	5	-0.37188	0.35898	0.49345	0.999955	312	2	-0.37188
G0563	10	0.060961	0.17974	0.910818	196	3	-0.34496	0.35733	0.49189	0.999955	310	1	-0.34496
G0583	10	0.061418	0.18084	0.910818	197	5	-0.4055	0.3173	0.45097	0.999955	262	1	-0.4055
G0036	10	0.061443	0.18089	0.910818	198	4	-0.052005	0.11917	0.23725	0.999955	115	3	-0.052005
G0752	10	0.061716	0.18165	0.910818	199	3	-0.26123	0.97029	0.97029	0.999955	950	0	-0.26123
G0755	10	0.062576	0.18362	0.910818	200	3	-0.043003	0.39625	0.53243	0.999955	366	2	-0.043003
G0402	10	0.062682	0.18382	0.910818	201	5	-0.45139	0.37403	0.50928	0.999955	335	2	-0.45139
G0877	10	0.063064	0.18461	0.910818	202	3	-0.031246	0.80278	0.80218	0.999955	720	0	-0.031246
G0820	10	0.063567	0.18573	0.910818	203	2	-0.0531	0.28618	0.41953	0.999955	231	1	-0.0531
G0325	10	0.063603	0.18581	0.910818	204	2	-0.021616	0.29948	0.43364	0.999955	245	2	-0.021616
G0586	10	0.064114	0.18693	0.911833	205	5	-0.40301	0.44129	0.55936	0.999955	400	1	-0.40301
G0462	10	0.064541	0.18792	0.912213	206	4	-0.15489	0.94904	0.94919	0.999955	912	0	-0.15489
G0221	10	0.065486	0.19015	0.916735	207	1	0.12944	0.40463	0.54127	0.999955	378	2	0.12944
G0605	10	0.065869	0.19116	0.916735	208	3	-0.011299	0.65537	0.67602	0.999955	570	1	-0.011299
G0257	10	0.066408	0.19244	0.916735	209	5	-0.26183	0.27652	0.40996	0.999955	221	1	-0.26183
G0447	10	0.066873	0.19352	0.916735	210	3	-0.025378	0.39511	0.53117	0.999955	365	2	-0.025378
G0486	10	0.067148	0.19425	0.916735	211	5	-0.32178	0.33298	0.4661	0.999955	278	2	-0.32178
G0121	10	0.067366	0.19472	0.916735	212	3	-0.058343	0.35549	0.48974	0.999955	308	2	-0.058343
G0895	10	0.068305	0.19656	0.916735	213	3	-0.077855	0.56158	0.61835	0.999955	477	1	-0.077855
G0243	10	0.068565	0.19724	0.916735	214	4	-0.3087	0.27202	0.40523	0.999955	216	1	-0.3087
G0537	10	0.06886	0.19773	0.916735	215	5	-0.25872	0.6288	0.6582	0.999955	544	1	-0.25872
G0998	10	0.069016	0.19801	0.916735	216	4	-0.35727	0.31117	0.44476	0.999955	255	2	-0.35727
G0234	10	0.07018	0.20049	0.923918	217	4	-0.2548	0.43474	0.55639	0.999955	397	1	-0.2548
G0020	10	0.070968	0.20234	0.925833	218	3	0.21044	0.10334	0.21141	0.999955	100	3	0.21044
G0455	10	0.071147	0.20276	0.925833	219	5	-0.3077	0.93978	0.93997	0.999955	893	0	-0.3077
G0470	10	0.071662	0.20375	0.926125	220	4	-0.19978	0.93718	0.93738	0.999955	887	0	-0.19978
G0029	10	0.073273	0.20717	0.937436	221	4	-0.17345	0.34103	0.4743	0.999955	290	1	-0.17345
G0656	10	0.073919	0.20853	0.938803	222	2	0.29807	0.009738	0.033757	0.645526	51	3	0.29807
G0117	10	0.07462	0.21032	0.938803	223	4	0.16038	0.12094	0.24006	0.999955	118	3	0.16038
G0063	10	0.075298	0.21166	0.938803	224	5	-0.28993	0.25404	0.38662	0.999955	200	2	-0.28993
G0978	10	0.0761	0.21322	0.938803	225	5	-0.35798	0.97354	0.97379	0.999955	953	0	-0.35798
G0515	10	0.076445	0.21393	0.938803	226	5	-0.1292	0.58163	0.62923	0.999955	499	1	-0.1292
G0424	10	0.076623	0.21437	0.938803	227	3	-0.10684	0.67913	0.69245	0.999955	587	1	-0.10684
G0199	10	0.077198	0.21559	0.938803	228	3	-0.12202	0.752	0.75211	0.999955	657	1	-0.12202
G0410	10	0.078302	0.21803	0.938803	229	5	-0.18048	0.88735	0.88765	0.999955	832	0	-0.18048
G0685	10	0.078575	0.21863	0.938803	230	1	0.05901	0.35059	0.48422	0.999955	301	1	0.05901
G0205	10	0.078654	0.21873	0.938803	231	5	-0.29683	0.8499	0.84922	0.999955	788	0	-0.29683
G0711	10	0.078787	0.21898	0.938803	232	4	-0.23118	0.368	0.50333	0.999955	328	1	-0.23118
G0949	10	0.07893	0.21927	0.938803	233	3	-0.035864	0.68093	0.69362	0.999955	592	1	-0.035864
G0157	10	0.079335	0.22019	0.938803	234	3	-0.095271	0.20934	0.34273	0.999955	164	2	-0.095271
G0389	10	0.079504	0.22062	0.938803	235	2	0.022872	0.92015	0.91965	0.999955	865	0	0.022872
G0071	10	0.08126	0.22464	0.948852	236	2	-0.087023	0.29645	0.43034	0.999955	240	2	-0.087023
G0907	10	0.081981	0.2261	0.948852	237	5	-0.34443	0.96779	0.96761	0.999955	946	0	-0.34443
G0934	10	0.082474	0.22717	0.948852	238	4	-0.2433	0.3424	0.47558	0.999955	292	1	-0.2433
G0238	10	0.083068	0.22856	0.948852	239	5	-0.32721	0.65422	0.67536	0.999955	568	1	-0.32721
G0322	10	0.083909	0.23029	0.948852	240	4	-0.27052	0.94395	0.94413	0.999955	904	0	-0.27052
G0426	10	0.08392	0.2303	0.948852	241	5	-0.34948	0.38325	0.51867	0.999955	347	2	-0.34948
G0684	10	0.084134	0.23071	0.948852	242	1	-0.0094486	0.85631	0.85606	0.999955	798	0	-0.0094486
G0883	10	0.084159	0.23075	0.948852	243	3	-0.33618	0.97694	0.97744	0.999955	957	0	-0.33618
G0546	10	0.084536	0.23152	0.948852	244	3	-0.12217	0.39398	0.52971	0.999955	363	1	-0.12217
G0757	10	0.086509	0.23575	0.959951	245	5	-0.1951	0.158	0.29325	0.999955	139	1	-0.1951
G0370	10	0.087823	0.23848	0.959951	246	2	-0.085805	0.23864	0.37189	0.999955	182	2	-0.085805
G0535	10	0.088135	0.23907	0.959951	247	5	-0.39188	0.43593	0.55681	0.999955	398	1	-0.39188
G0625	10	0.088513	0.24007	0.959951	248	5	-0.34229	0.70141	0.70904	0.999955	605	1	-0.34229
