"gene","knockdown","theo_phenotype","obs_phenotype","behavior","class","initial_freq","counts_bin1","barcodeid","freqs_bin1","rel_freqs_bin1","freqs_bin2","counts_bin2","rel_freqs_bin2","log2fc_bin2"
1,1.0,0.0,-0.7015894777736482,"linear","inactive",0.00011299435028248587,1085.5,1,0.00010595412396290874,1.5150034891835313,0.00010207407407407408,1033.5,1.3625576796308505,-0.15300381317458486
1,1.0,0.0,-1.0556761412902875,"linear","inactive",6.163328197226502e-5,470.5,2,4.592484138604197e-5,0.6566643405443127,6.661728395061728e-5,674.5,0.8892551087673038,0.43744124423484293
1,1.0,0.0,-1.0131571148713188,"linear","inactive",0.0001438109912686184,1544.5,3,0.00015075646656905806,2.1556175854849964,0.00013111111111111111,1327.5,1.7501647989452869,-0.3006104859210093
1,1.0,0.0,-0.03114866213468396,"linear","inactive",0.000179763739085773,1991.5,4,0.00019438750610053685,2.779483600837404,0.0001648888888888889,1669.5,2.2010547132498353,-0.3366218622859583
1,1.0,0.0,1.5465828846974674,"linear","inactive",6.163328197226502e-5,514.5,5,5.021961932650073e-5,0.7180739706908583,5.74320987654321e-5,581.5,0.7666446934739618,0.09442563859436211
1,1.0,0.0,-1.0488370166325192,"linear","inactive",3.59527478171546e-5,387.5,6,3.782332845290385e-5,0.5408234473133287,3.382716049382716e-5,342.5,0.4515491100856954,-0.26027479829859873
1,1.0,0.0,-0.31461340825274237,"linear","inactive",0.00012840267077555214,1442.5,7,0.00014080039043435822,2.0132588974180043,0.00011264197530864198,1140.5,1.5036255767963085,-0.4210873482055953
1,1.0,0.0,-1.224077027152401,"linear","inactive",0.00010785824345146379,1007.5,8,9.834065397755002e-5,1.4061409630146546,9.703703703703704e-5,982.5,1.2953197099538563,-0.11843300225424878
1,1.0,0.0,-0.8734819901277513,"linear","inactive",5.649717514124294e-5,506.5,9,4.943875061005368e-5,0.7069085833914864,5.575308641975309e-5,564.5,0.7442320369149638,0.0742288359869747
1,1.0,0.0,0.06922866232972615,"linear","inactive",7.704160246533128e-5,774.5,10,7.559785261102977e-5,1.0809490579204466,7.392592592592592e-5,748.5,0.9868160843770599,-0.13144539871603966
