"gene","knockdown","theo_phenotype","obs_phenotype","behavior","class","initial_freq","counts_bin1","barcodeid","freqs_bin1","rel_freqs_bin1","freqs_bin2","counts_bin2","rel_freqs_bin2","log2fc_bin2"
1,1.0,0.10527456102315713,0.6959877243910232,"sigmoidal","increasing",4.108885464817668e-5,356.5,1,3.8026666666666666e-5,0.48802190280629704,4.073700151438667e-5,403.5,0.5316205533596837,0.12345098422192424
1,1.0,0.10527456102315713,-0.703413931768761,"sigmoidal","increasing",1.5408320493066255e-5,139.5,2,1.488e-5,0.19096509240246407,1.983846542150429e-5,196.5,0.25889328063241107,0.4390485778174509
1,1.0,0.10527456102315713,2.225600045530217,"sigmoidal","increasing",7.704160246533128e-5,749.5,3,7.994666666666666e-5,1.0260095824777549,0.0001005047955577991,995.5,1.3115942028985508,0.35427722516067517
1,1.0,0.10527456102315713,1.8220912032072236,"sigmoidal","increasing",0.0001438109912686184,1210.5,4,0.00012912,1.6570841889117045,0.00016007067137809188,1585.5,2.088932806324111,0.33411918549293473
1,1.0,0.10527456102315713,0.1017219096587317,"sigmoidal","increasing",5.1361068310220854e-5,381.5,5,4.069333333333333e-5,0.5222450376454483,5.981827359919233e-5,592.5,0.7806324110671937,0.5799164843391234
1,1.0,0.10527456102315713,-1.2139040819186535,"sigmoidal","increasing",2.5680534155110427e-5,196.5,6,2.096e-5,0.26899383983572894,3.2256436143361936e-5,319.5,0.42094861660079047,0.64607100607642
1,1.0,0.10527456102315713,0.5784674414627302,"sigmoidal","increasing",2.054442732408834e-5,151.5,7,1.616e-5,0.2073921971252567,1.5093387178192831e-5,149.5,0.19696969696969696,-0.07438792188681399
1,1.0,0.10527456102315713,-1.0967894416858432,"sigmoidal","increasing",7.19054956343092e-5,610.5,8,6.512e-5,0.8357289527720739,6.839979808177687e-5,677.5,0.8926218708827404,0.09501403864186246
1,1.0,0.10527456102315713,0.39833084499972776,"sigmoidal","increasing",0.00012840267077555214,950.5,9,0.00010138666666666666,1.301163586584531,0.0001474507824331146,1460.5,1.924242424242424,0.5644882135686587
1,1.0,0.10527456102315713,-0.22567140776806738,"sigmoidal","increasing",4.108885464817668e-5,252.5,10,2.6933333333333332e-5,0.3456536618754278,5.345784957092378e-5,529.5,0.6976284584980237,1.0131316837412114
