"gene","knockdown","theo_phenotype","obs_phenotype","behavior","class","initial_freq","counts_bin1","barcodeid","freqs_bin1","rel_freqs_bin1","freqs_bin2","counts_bin2","rel_freqs_bin2","log2fc_bin2"
1,1.0,0.0,-0.23892054569103072,"sigmoidal","inactive",0.0002516692347200822,1254.5,1,0.000247192118226601,3.184010152284264,0.00024223541048466865,1224.5,3.151866151866152,-0.01463866579652826
1,0.13575777438734,0.0,-0.47619538272060363,"sigmoidal","inactive",9.244992295839753e-5,450.5,2,8.876847290640394e-5,1.1434010152284262,8.87240356083086e-5,448.5,1.1544401544401544,0.013861910154388932
1,1.0,0.0,0.7771173688940045,"sigmoidal","inactive",4.6224961479198765e-5,235.5,3,4.640394088669951e-5,0.5977157360406091,5.5489614243323444e-5,280.5,0.722007722007722,0.27255474204467584
1,1.0,0.0,-0.37184126678964297,"sigmoidal","inactive",4.108885464817668e-5,206.5,4,4.0689655172413795e-5,0.5241116751269035,4.104846686449061e-5,207.5,0.5341055341055342,0.02725058586350832
1,1.0,0.0,-0.026888736694712374,"sigmoidal","inactive",6.163328197226502e-5,336.5,5,6.630541871921182e-5,0.8540609137055837,6.696340257171117e-5,338.5,0.8712998712998712,0.028830360013345796
1,1.0,0.0,0.2796631487006179,"sigmoidal","inactive",0.00012840267077555214,666.5,6,0.00013133004926108374,1.6916243654822334,0.00012769535113748765,645.5,1.6615186615186617,-0.025906748733116
1,1.0,0.0,0.6050155286637912,"sigmoidal","inactive",0.000179763739085773,975.5,7,0.00019221674876847292,2.4758883248730963,0.00014747774480712166,745.5,1.9189189189189189,-0.36765248927691785
1,1.0,0.0,0.23113655008597983,"sigmoidal","inactive",1.5408320493066255e-5,48.5,8,9.556650246305419e-6,0.12309644670050761,1.5727002967359052e-5,79.5,0.20463320463320467,0.7332511441458941
1,1.0,0.0,0.5006559188026732,"sigmoidal","inactive",2.054442732408834e-5,95.5,9,1.8817733990147784e-5,0.24238578680203046,3.076162215628091e-5,155.5,0.4002574002574003,0.7236229731435202
1,1.0,0.0,0.10271281918940625,"sigmoidal","inactive",1.5408320493066255e-5,74.5,10,1.4679802955665024e-5,0.18908629441624364,1.1374876360039565e-5,57.5,0.148005148005148,-0.3533974384691201
2,1.0,0.0,0.03328017992180681,"linear","inactive",4.6224961479198765e-5,245.5,11,4.83743842364532e-5,0.6230964467005076,4.104846686449061e-5,207.5,0.5341055341055342,-0.2223306570317395
2,1.0,0.0,-0.021828880002486832,"linear","inactive",4.108885464817668e-5,219.5,12,4.3251231527093595e-5,0.5571065989847716,3.531157270029673e-5,178.5,0.45945945945945943,-0.2780158344575923
2,1.0,0.0,-1.0354335805828336,"linear","inactive",0.00012326656394453004,599.5,13,0.00011812807881773399,1.5215736040609136,0.00011226508407517309,567.5,1.4607464607464606,-0.05885833018728009
2,1.0,0.0,0.6673128084972073,"linear","inactive",0.000179763739085773,996.5,14,0.00019635467980295566,2.529187817258883,0.00016666666666666666,842.5,2.1685971685971683,-0.221912087721171
