"","sgRNA","logFC","logCPM","PValue"
"1012","G0102_1012",-1.6046749673145,5.26382753613952,0.411178117533327
"1013","G0102_1013",-1.31845457803017,4.9452621085453,0.999999999999999
"1014","G0102_1014",0.0115047434868889,4.87560315623305,1
"1015","G0102_1015",-2.72429949801989,4.79733054060375,0.521059718712261
"1016","G0102_1016",-2.08831073376666,5.03082262451502,0.193530922045924
"1017","G0102_1017",-1.0443747343684,5.73564786140419,0.365816525598028
"1018","G0102_1018",-1.67995222625918,6.43545211530294,0.000942073712925212
"1019","G0102_1019",-3.19227945259214,4.882791347663,0.139012697534056
"1020","G0102_1020",-3.05895670621509,5.41138984408667,0.00637724194384638
"1021","G0103_1021",-0.360942279171126,6.2475448720073,0.661185021259233
"1022","G0103_1022",-0.610370066306736,5.84242070276661,0.383823799504738
"1023","G0103_1023",-0.362112457595247,7.90669533298942,0.239428385118307
"1024","G0103_1024",-0.566765067924967,5.90406264354857,0.304382473039841
"1025","G0103_1025",-0.283307085130555,6.37146736882672,0.630992178605848
"1026","G0103_1026",-0.251574034793046,6.07410077377115,0.654818791294983
"1027","G0103_1027",-0.585942317277272,5.6922485629728,0.318744892280825
"1028","G0103_1028",-0.336705109582627,6.50548119442178,0.672861655610028
"1029","G0103_1029",-0.488116725670208,6.27082473903086,0.706517542372129
"1030","G0103_1030",2.30180896872079,4.72258065422334,0.50942863096899
"1031","G0104_1031",-1.37269079491869,5.14089036823282,0.500369930575342
"1032","G0104_1032",-0.887348210845558,5.01116826627143,0.395603051178514
"1033","G0104_1033",-0.628744219938622,5.15731497669661,1
"1034","G0104_1034",-1.3400343215603,5.33826936864392,0.338055425114991
"1035","G0104_1035",-0.568977934011707,7.28838689630287,0.130227402525783
"1036","G0104_1036",-2.72434516522321,4.79733054060375,0.521044873592102
"1037","G0104_1037",-1.71616227557744,5.46242806459816,0.0924985697529691
"1038","G0104_1038",-4.05614097854929,5.13674892662849,0.0239191944399926
"1039","G0104_1039",0.32737239457087,5.93853622407518,0.732797614106074
"1040","G0104_1040",-0.788534440025629,5.46323789938695,0.58131057524826
"1041","G0105_1041",-0.00741864233556601,6.12055638798038,0.875643288931516
"1042","G0105_1042",-2.11592378822376,5.37272235278809,0.0621403508759274
"1043","G0105_1043",-0.563092919163307,7.02725148788613,0.196664711957166
"1044","G0105_1044",-0.789716601701623,6.93093773397043,0.0632131601926395
"1045","G0105_1045",-0.970410725370912,6.41192391034544,0.158012509405817
"1046","G0105_1046",-0.334193728123345,6.82078144447874,0.595504731570108
"1047","G0105_1047",-0.398683712320472,6.70220708647384,0.606221169436775
"1048","G0105_1048",-0.526860908719886,6.00177055761673,0.462503818936679
"1049","G0105_1049",-0.619946822346712,6.86661752401529,0.340478008601767
"1050","G0105_1050",-1.01803505208905,6.22976879733401,0.150311206132555
"1051","G0106_1051",-0.456952755179517,7.49240929840096,0.288059419704503
"1052","G0106_1052",-0.181418613963737,6.06620766843743,1
"1053","G0106_1053",1.68597211091235,5.45832854384828,0.130001217390004
"1054","G0106_1054",-0.0190994201377677,6.41356667399292,1
"1055","G0106_1055",-0.640491740200638,6.34082286137197,0.154735379377877
"1056","G0106_1056",-0.794889268968492,6.24626094878932,0.193243176555649
"1057","G0106_1057",-1.08713817014082,6.9279853105034,0.0150894565099908
"1058","G0106_1058",-0.87456072476105,6.24503946748615,0.196613257138442
"1059","G0106_1059",-0.690588911725459,5.54898479497663,0.616148125831285
"1060","G0106_1060",0.114562341966241,7.02809893854031,0.829734721585198
"1061","G0107_1061",-0.712446374685693,5.81730827819446,0.346241073679367
"1062","G0107_1062",-0.368317254053191,7.71982706082046,0.354585219125721
"1063","G0107_1063",-0.432998131150388,7.33270830633526,0.341436011996596
"1064","G0107_1064",0.205225952532638,6.39024643967264,0.889372150053967
"1065","G0107_1065",-0.498814896416483,8.55095153670267,0.08653229346254
"1066","G0107_1066",-0.0230626712734152,6.10129566026622,1
"1067","G0107_1067",-1.31769608913187,6.27573618105113,0.0717325976113846
"1068","G0107_1068",-0.0844883892943629,6.18741139298891,0.88080016368189
"1069","G0107_1069",-1.13158927522951,5.96068406357415,0.156049677042616
"1070","G0107_1070",-0.600236853235114,5.7547676439525,0.605790786813408
"1071","G0108_1071",-0.469397874421119,4.95242166089344,1
"1072","G0108_1072",-0.678693952568367,7.81956074660015,0.0478278530537859
"1073","G0108_1073",-0.737575040369033,5.99678619266299,0.343282108877717
"1074","G0108_1074",-0.256809936748538,7.2899113918318,0.655865193160221
"1075","G0108_1075",-0.64468970375478,8.12076746844035,0.0412613103699255
"1076","G0108_1076",-0.804573319136275,5.80414919194823,0.406416670331811
"1077","G0108_1077",0.404496678091949,5.37521701682415,1
"1078","G0108_1078",-1.22827453992244,6.29194038002253,0.0219705330667697
"1079","G0108_1079",-0.0867559878009223,7.37675386263426,1
"1080","G0108_1080",-0.684197208710374,7.20643932124488,0.156154405190044
"1081","G0109_1081",-0.504999110169766,7.99355175037648,0.0874504780926138
"1082","G0109_1082",-0.71407380590805,6.83981013953868,0.123626895951841
"1083","G0109_1083",-0.784812527007457,6.00624992634975,0.319091515210198
"1084","G0109_1084",-0.426502361343304,7.410731725874,0.256707880669727
"1085","G0109_1085",-0.193144994886162,7.76635102844269,0.490489253648749
"1086","G0109_1086",-0.0806554901736505,6.35982372022448,0.887419383078989
"1087","G0109_1087",-1.12456757811853,6.34346271552583,0.108644537132824
"1088","G0109_1088",0.207184097834011,5.42560370249126,1
"1089","G0109_1089",0.31260312046701,5.09978848281994,0.999999999999994
"1090","G0109_1090",-1.11001675985439,6.05340172646399,0.141268333912016
"1091","G0110_1091",-1.01189572073452,6.43958152788111,0.0678926691581069
"1092","G0110_1092",0.387531081746606,6.46795520802997,0.784960722873221
"1093","G0110_1093",-0.507575284188139,8.19781166366715,0.0956318302016483
"1094","G0110_1094",-0.74689262715372,4.80488243092166,0.999999999999999
"1095","G0110_1095",-0.309571651628902,6.51153606508623,0.468524755242521
"1096","G0110_1096",-0.0159706693048104,7.67911232048468,1
"1097","G0110_1097",-0.038558195259213,7.108324558344,1
"1098","G0110_1098",0.163503788720737,6.38797610654533,1
"1099","G0110_1099",-0.342027865916338,6.41044056840948,0.648535610486164
"1100","G0110_1100",-0.500899555081016,9.1725041485994,0.0278473417413401
"1101","G0111_1101",0.727143588908854,4.80390977618805,0.999999999999999
"1102","G0111_1102",-0.298679761448271,7.25877922506293,0.453807982795894
"1103","G0111_1103",-0.0646576373795537,7.06383063475082,0.915756505372415
"1104","G0111_1104",-0.244143095720408,6.58959002657395,0.516262037463558
"1105","G0111_1105",0.313825572568251,6.74828502030605,0.634187201736892
"1106","G0111_1106",0.0827944976591943,5.82667878943535,1
"1107","G0111_1107",-0.844424067988973,6.59074127335759,0.0437309900543235
"1108","G0111_1108",-0.658940155269906,5.84438109538536,0.221004152723597
"1109","G0111_1109",-0.0109476193405057,6.77409660228121,0.895016542041324
"1110","G0111_1110",0.470558466378187,6.0223329797933,0.509739563983358
"1111","G0112_1111",-0.788761020306413,5.93074132083792,0.34523983639237
"1112","G0112_1112",-1.45141734610199,6.34331566544191,0.0585929631133148
"1113","G0112_1113",-0.461528208829245,6.13560310702387,0.62256918638775
"1114","G0112_1114",0.246352181798757,6.25428125809973,1
"1115","G0112_1115",-0.824758913496211,5.93519341038587,0.280233599323049
"1116","G0112_1116",0.234701860532275,5.86240800359562,0.736705738200365
"1117","G0112_1117",-0.403093759382606,7.64166307185445,0.380628691962686
"1118","G0112_1118",-0.0509291320299272,6.80608897058172,0.896563461103281
"1119","G0112_1119",-0.0539582597733598,7.3139976794641,1
"1120","G0112_1120",-0.278664764361295,7.37508485723622,0.597866945708619
"1121","G0113_1121",-0.382987900082828,7.27703429399138,0.226176066580866
"1122","G0113_1122",-0.782925529805962,6.17115955306219,0.150255084936571
"1123","G0113_1123",-1.7722224114065,5.84465455829444,0.00344324782696209
"1124","G0113_1124",-0.370137696451335,7.34915556670069,0.297699098580581
"1125","G0113_1125",-0.336613892699436,6.76044623791285,0.478778310383298
"1126","G0113_1126",-0.0672956539631256,6.85861500855477,0.937130072217546
"1127","G0113_1127",-0.212535778485021,6.76351974995954,0.623750314568738
"1128","G0113_1128",-1.12048646491459,6.40112097939016,0.0514551492345767
"1129","G0113_1129",-1.42224496068642,6.3211926570805,0.0409214853455615
"1130","G0113_1130",-0.429766627686438,6.37630996604156,0.491393361983313
"1131","G0114_1131",-0.648031565309005,6.75651088694084,0.179945126606333
"1132","G0114_1132",0.159559383304217,7.57859243165361,0.698442962399525
"1133","G0114_1133",-0.443097579429017,7.01309672901467,0.347653230822687
"1134","G0114_1134",-1.1386467232805,5.84335748485336,0.0794350423829762
"1135","G0114_1135",-0.525761326194486,7.96690885047339,0.0850494239209002
"1136","G0114_1136",0.112005806397076,7.11674879175673,0.730272465334513
"1137","G0114_1137",-1.21615613751382,5.40366105100752,0.331956624216908
"1138","G0114_1138",-0.103532483594093,6.64319730232362,1
"1139","G0114_1139",-0.099876822391432,5.90968511373138,1
"1140","G0114_1140",0.036365233583218,7.11858692721565,1
"1141","G0115_1141",0.150471992102254,7.77025188191148,0.761595235423358
"1142","G0115_1142",-0.0523033480468937,6.62005314373869,1
"1143","G0115_1143",-0.484807500946351,7.02648460586906,0.244569768353693
"1144","G0115_1144",0.363534787574471,6.69889170268145,0.487666093592557
"1145","G0115_1145",-0.279066934615797,6.59895759507527,0.818693880305564
"1146","G0115_1146",-0.176765903301427,6.88413459214137,0.897733952612505
"1147","G0115_1147",-0.512285324016408,6.63705925126681,0.284911677923806
"1148","G0115_1148",-0.414874169353487,7.57949162814188,0.273204232539763
"1149","G0115_1149",-1.18460855682264,6.4248452338621,0.0141114849464036
"1150","G0115_1150",-0.035273218949618,6.34379184192644,1
"1151","G0116_1151",0.109844590654367,5.94151137748394,1
"1152","G0116_1152",-0.651362426213588,7.07129679781289,0.166112880459113
"1153","G0116_1153",-0.0704899723895247,7.74493853839863,0.937711532153639
"1154","G0116_1154",-0.425432712389252,6.52811697780724,0.54169147891432
"1155","G0116_1155",-0.717514509094574,6.35281934557717,0.177342390584014
"1156","G0116_1156",-0.859086970431772,6.78424755238913,0.0817622713444882
"1157","G0116_1157",-1.56543929420414,6.15544889376743,0.0120936811752302
"1158","G0116_1158",1.04033844574498,5.51337152487631,0.422747335828582
"1159","G0116_1159",-0.195795916650255,7.1535836341086,0.920212218210555
"1160","G0116_1160",0.105372411242245,5.94694348383342,1
"1161","G0117_1161",0.291851819130549,5.98490835438666,1
"1162","G0117_1162",-0.765042861657295,7.34051668866375,0.0438418434564346
"1163","G0117_1163",-0.621667034688755,6.66694473626144,0.278676715241167
"1164","G0117_1164",0.0543396045729159,7.69992153236375,0.866115982514437
"1165","G0117_1165",0.309801693810645,6.17630010544857,0.616257846813109
"1166","G0117_1166",-0.636177316309619,5.38942429379315,0.549328769934097
"1167","G0117_1167",-1.83717323700032,5.52315832316334,0.0471702249488911
"1168","G0117_1168",0.249393950195427,6.16874840086218,0.857724537046989
"1169","G0117_1169",-0.736503505182531,7.08248011233224,0.0894629144208152
"1170","G0117_1170",0.236957059932202,5.59743904193426,0.656778162126226
"1171","G0118_1171",-0.000679155661343983,6.07179049020133,0.999999999999995
"1172","G0118_1172",-0.702074484131795,6.49671083000703,0.196020769869414
"1173","G0118_1173",-0.448311413994101,5.97705079008455,0.611626574492482
"1174","G0118_1174",-0.81721280795237,6.0199901115665,0.169201650929044
"1175","G0118_1175",-0.434093267366481,6.78031695782846,0.364721717997791
"1176","G0118_1176",1.292578937422,5.30452721629236,0.206304699840521
"1177","G0118_1177",-0.316194906202037,6.84928829351118,0.517170979149538
"1178","G0118_1178",-0.525686433086593,5.90551253360391,0.693347759020833
"1179","G0118_1179",-0.304894881743004,6.83582044222306,0.450920178188092
"1180","G0118_1180",-0.58089536886026,6.68816274567326,0.168485360553968
"1181","G0119_1181",-0.405903727156794,6.28838666496158,0.56455329164729
"1182","G0119_1182",-0.149613367523969,6.00117816603485,1
"1183","G0119_1183",-0.64457355504018,7.01495264204006,0.288421521372814
"1184","G0119_1184",0.670603093180715,5.52750551828348,0.412754714027388
"1185","G0119_1185",0.0209763122118291,6.8489022929828,1
"1186","G0119_1186",-0.2947619151272,7.38518845285677,0.37507245357019
"1187","G0119_1187",-0.420894067426695,5.82109357300239,0.571175596293798
"1188","G0119_1188",-0.702721814235218,6.90571765314854,0.0753711585632268
"1189","G0119_1189",-0.57555721652241,7.54425164490133,0.135477216538552
"1190","G0119_1190",-0.50569164214534,6.19658601711692,0.421105198866751
"1191","G0120_1191",0.0871837623933504,6.41047132242505,0.88561977354096
"1192","G0120_1192",0.0271363030970334,6.56164389175738,0.890110724795325
"1193","G0120_1193",0.0971110356621721,6.93066635475783,0.907541111787578
"1194","G0120_1194",0.0383598423483454,6.36927208776549,0.759369316752721
"1195","G0120_1195",-0.262856824444822,7.98003883151693,0.318070561492984
"1196","G0120_1196",-0.750849379672921,5.87691807468139,0.360156455714916
"1197","G0120_1197",-0.362380540078464,6.9286509945665,0.496617008895543
"1198","G0120_1198",-0.383239702321843,8.64554687860913,0.105612804383534
"1199","G0120_1199",0.136788758490635,7.14986965479426,0.821064997259589
"1200","G0120_1200",-0.469703062958063,5.78747631709973,0.834045369388177
"1201","G0121_1201",-0.525932741236614,7.82199728206598,0.074860460776596
"1202","G0121_1202",-0.441171864737278,5.82884391686608,0.569383205304376
"1203","G0121_1203",0.322828361349761,5.63241621616831,0.638382968637201
"1204","G0121_1204",-0.695400732416885,6.28441985127873,0.20969371986944
"1205","G0121_1205",-0.244891400327013,5.20715855005061,0.999999999999999
"1206","G0121_1206",-0.128759879277953,6.13652456524467,0.999999999999999
"1207","G0121_1207",-0.360154730011395,7.62768261459724,0.236777839452024
"1208","G0121_1208",-0.379165347318029,5.52224378455115,0.999999999999996
"1209","G0121_1209",-0.959457543937213,6.43864949226462,0.121983753909915
"1210","G0121_1210",0.0435405328710347,6.93717679418325,0.912853696841299
"1211","G0122_1211",0.570600915343137,7.15936541707736,0.0739000249972176
"1212","G0122_1212",0.436982711066924,8.63052755827088,0.10209904786483
"1213","G0122_1213",0.581784260443812,8.77273787219056,0.0101541845950998
"1214","G0122_1214",0.523769801958133,8.38304111681157,0.0775399652362194
"1215","G0122_1215",0.32982512717908,8.22599566082483,0.266794668190093
"1216","G0122_1216",0.00937723618635551,6.60794447525245,1
"1217","G0122_1217",0.175136840165996,7.43862869062254,0.639493513113145
"1218","G0122_1218",0.107602460225115,8.07185941227062,0.947481150336574
"1219","G0122_1219",0.919711250595957,6.73390586123083,0.0613431857429494
"1220","G0122_1220",0.400998847334254,7.99002337714481,0.301211569993779
"1221","G0123_1221",-0.391722770538461,6.44772819189741,0.594781919044533
"1222","G0123_1222",-0.452636607580484,6.0998969540265,0.575396404580159
"1223","G0123_1223",0.338967932369287,6.17010230973725,1
"1224","G0123_1224",-0.131116128356541,7.79523589881763,0.690154066582026
"1225","G0123_1225",-1.96008857207065,5.9736169413103,0.0304530566065127
"1226","G0123_1226",-0.538747635955193,6.576727588559,0.267651863168545
"1227","G0123_1227",-0.260732522851955,6.87139875533398,0.630705327435062
"1228","G0123_1228",-0.768750367607084,7.52319573176565,0.0371952815167155
"1229","G0123_1229",-2.36950707176819,5.14382525372969,0.0921416259839998
"1230","G0123_1230",-0.523772596236392,6.07156813205119,0.659103147280336
"1231","G0124_1231",-0.523331748972463,7.07822289532253,0.120434806886845
"1232","G0124_1232",-0.726474302204437,5.31300103321758,0.576438051865096
"1233","G0124_1233",0.332005829031323,6.88699272289007,0.613034217828732
"1234","G0124_1234",-0.0890663413780415,6.74880532374317,0.929746016998436
"1235","G0124_1235",0.492863673756449,4.95182751941232,1
"1236","G0124_1236",0.160789190493434,5.61532002864342,1
"1237","G0124_1237",-0.00333090750006939,7.30366969548636,1
"1238","G0124_1238",0.365462230547504,5.99438938852017,0.597427411933094
"1239","G0124_1239",-0.235914782409046,5.79674557805063,0.999999999999999
"1240","G0124_1240",-0.848388960144338,5.72396379963884,0.1438093408675
"1241","G0125_1241",-0.251570191429982,6.93718490814226,0.527081130131302
"1242","G0125_1242",-0.20533164543631,6.77915713773805,0.835417080352766
"1243","G0125_1243",0.200302726902793,5.8267482449252,1
"1244","G0125_1244",-0.470293066396164,6.31585899151691,0.677163871953274
"1245","G0125_1245",0.110448363319583,5.78087261621851,1
"1246","G0125_1246",0.446478894828419,5.25062941452758,1
"1247","G0125_1247",-0.851270995776185,6.2059396454514,0.167795418246158
"1248","G0125_1248",-0.979337082986369,6.28329464544667,0.175756872330123
"1249","G0125_1249",-0.0832572451644361,6.94836383934964,1
"1250","G0125_1250",-0.0311707741305844,7.44039254072902,0.858625889568344
"1251","G0126_1251",-1.50980067335418,7.04465634684615,5.33294575474353e-05
"1252","G0126_1252",-0.832499760160573,6.42605107432236,0.285605597388014
"1253","G0126_1253",0.0679408369692036,5.01629288586498,1
"1254","G0126_1254",-0.60267183430921,6.83128640173007,0.203187578370953
"1255","G0126_1255",0.235055201012078,5.57017722051164,0.847291225888976
"1256","G0126_1256",-0.842816087361425,6.65877936592443,0.10392911720494
"1257","G0126_1257",-1.32483569008479,6.36187597508888,0.013289968729664
"1258","G0126_1258",-0.488204679271694,6.92355869590043,0.32503040600196
"1259","G0126_1259",-0.3370910771994,8.73120461260617,0.121100143301083
"1260","G0126_1260",-0.123856717131227,6.97644054111728,0.841691420298887
"1261","G0127_1261",-0.471036080836922,7.63637199952085,0.188014148197891
"1262","G0127_1262",-0.229738071550998,6.91374314918258,0.549199102697959
"1263","G0127_1263",-0.630817037382851,7.40676572504601,0.207629089578824
"1264","G0127_1264",-0.658071895531451,6.32060391015953,0.198552629054686
"1265","G0127_1265",-0.308473243092989,7.04138056769296,0.465342381176927
"1266","G0127_1266",-0.287574829514789,7.18266741436041,0.521858905358903
"1267","G0127_1267",-0.500950403628607,6.05667373631791,0.3706537327759
"1268","G0127_1268",-0.682242235845419,7.2083627254593,0.198304860841215
"1269","G0127_1269",-0.912170029603932,6.46484038904223,0.137544802682183
"1270","G0127_1270",-0.914263975627096,5.37413067262058,0.447671911532506
"1271","G0128_1271",-0.630393337791573,7.16055748336728,0.109856518183274
"1272","G0128_1272",-0.192613598576827,5.83928659492162,0.857997570521395
"1273","G0128_1273",-0.838479020144966,6.07123767288985,0.125361533948311
"1274","G0128_1274",-0.0905779843163182,5.87552431128264,1
"1275","G0128_1275",-0.673137048386356,6.98928259711211,0.10558365862823
"1276","G0128_1276",-0.219812573282033,6.08013436596593,0.597416736280869
"1277","G0128_1277",-0.265934561571218,6.31647771786831,0.536251071771006
"1278","G0128_1278",-0.541119084199994,6.67493883412234,0.186990778198382
"1279","G0128_1279",0.445355820378715,5.68397304217183,0.491551545730009
"1280","G0128_1280",-0.343844009854787,6.20374715154915,0.492137212551958
"1281","G0129_1281",-0.0633816215430436,5.88457506848251,1
"1282","G0129_1282",-0.129653334318093,6.60735694427557,0.807103711195367
"1283","G0129_1283",-1.11126616174055,6.55761467105881,0.0691058344986423
"1284","G0129_1284",-0.993262261926222,6.44598689929491,0.0955254371078001
"1285","G0129_1285",-0.710126607898171,7.07365486906252,0.152423063859776
"1286","G0129_1286",-0.121473563765625,7.09169735985809,0.830115031150462
"1287","G0129_1287",0.220282571601054,5.3451892272408,1
"1288","G0129_1288",-0.437878155097727,7.40910235550207,0.211281161191932
"1289","G0129_1289",-0.720586648668008,6.36081316015734,0.20010942411297
"1290","G0129_1290",-0.298662687776238,8.22826359960645,0.336474885359362
"1291","G0130_1291",-0.139017741870041,6.80349846496437,0.810681021896499
"1292","G0130_1292",-0.866977084748706,5.86272996952609,0.390877779309279
"1293","G0130_1293",-0.03678127785696,7.93447330879934,1
"1294","G0130_1294",-0.231358529577471,6.52155831847625,0.831039537075765
"1295","G0130_1295",-0.0492414929177483,5.64179134019939,0.821588546800277
"1296","G0130_1296",-0.332946111844464,6.32182052719113,0.566066385656371
"1297","G0130_1297",-0.4401349879043,7.02111461148978,0.250550529898644
"1298","G0130_1298",-0.0969683390664754,6.2738562158017,1
"1299","G0130_1299",0.546960719412158,5.53528922054808,0.832866516460455
"1300","G0130_1300",0.13302900825757,6.55079224705723,1
"1301","G0131_1301",-0.190989853245058,7.39277836914077,0.785135131741331
"1302","G0131_1302",-0.706540652653848,7.00159338359903,0.0691496499406297
"1303","G0131_1303",0.00468310496709039,6.75256083859377,1
"1304","G0131_1304",-2.60526848444336,5.21947361103361,0.0453386525272157
"1305","G0131_1305",-0.714266358800875,6.23114403656486,0.360608334784162
"1306","G0131_1306",-0.628348724680774,6.06925201684644,0.571573702218635
"1307","G0131_1307",-0.262913161530085,6.17041740405902,0.880033525474274
"1308","G0131_1308",-1.11088908204595,5.64631823038623,0.147002632991942
"1309","G0131_1309",-0.0141573785856999,6.25521427014358,1
"1310","G0131_1310",0.634999823265405,6.4483100379518,0.291073348643421
"1311","G0132_1311",-0.239236141245952,6.86793502252141,0.649730825044801
"1312","G0132_1312",-0.475892222859946,6.29974091753843,0.778570428510217
"1313","G0132_1313",-0.393019178431203,6.90050719274591,0.420493428227378
"1314","G0132_1314",-0.80288668138209,6.96145903536008,0.053901966688015
"1315","G0132_1315",-0.362787905239281,5.89643016831677,0.705498159767649
"1316","G0132_1316",-0.23061522811505,6.67126064490409,0.627718460470953
"1317","G0132_1317",-0.191409746659131,6.68369038559034,0.848186237542666
"1318","G0132_1318",-0.389037679234004,6.38491476725695,0.67054742584286
"1319","G0132_1319",0.157819280357921,5.7867137173115,0.856968069242316
"1320","G0132_1320",-0.213560774268824,5.40195061762498,0.999999999999999
"1321","G0133_1321",-0.0792348077887285,6.43628307639851,1
"1322","G0133_1322",-0.343573455581761,6.48137026712857,0.691118616658431
"1323","G0133_1323",-0.610661916347803,6.65282462304304,0.126165920676559
"1324","G0133_1324",-0.265482960253878,7.71358348885712,0.548053344004593
"1325","G0133_1325",-0.302769469209055,6.19243280526645,0.74266536149009
"1326","G0133_1326",0.517312256571771,6.63703992367275,0.413360277524397
"1327","G0133_1327",-0.764786981149662,6.00300081361468,0.371315909721724
"1328","G0133_1328",0.0660183348021993,6.76701688993723,1
"1329","G0133_1329",-0.443023288382711,6.47049243511955,0.339851336853643
"1330","G0133_1330",-0.185792071228608,6.66627762057007,0.705594131452701
"1331","G0134_1331",-0.700600322286344,7.52615697741948,0.077886012418181
"1332","G0134_1332",-0.881478531501385,6.86155321355401,0.0746980726244777
"1333","G0134_1333",-0.471229540729014,6.30032959432507,0.451539424863416
"1334","G0134_1334",0.169346044176489,5.32990549192902,1
"1335","G0134_1335",-0.0862700904818974,7.14146916672455,0.833025712323568
"1336","G0134_1336",-0.824882870797383,6.26408536580361,0.267684809782943
"1337","G0134_1337",0.145500162540111,5.77978306850657,0.999999999999997
"1338","G0134_1338",-0.0881639140391502,6.15384053995042,1
"1339","G0134_1339",-0.178055726005121,6.34498068341865,0.897128641200665
"1340","G0134_1340",-1.66970926273314,5.79964250520331,0.019323927200862
"1341","G0135_1341",-0.713204365130431,5.5539353654626,0.516840848081334
"1342","G0135_1342",-0.144093017428434,7.3711255559734,0.774124349226198
"1343","G0135_1343",-0.665436489338638,5.61296359361765,0.716569762032703
"1344","G0135_1344",-0.738587813559206,7.05758769417616,0.0317433732080425
"1345","G0135_1345",-1.06052108653629,7.2607259928895,0.00424461993385888
"1346","G0135_1346",-0.300706368508395,6.77724999015004,0.440203297769937
"1347","G0135_1347",-0.0167513526817429,7.30728456371491,0.999999999999999
"1348","G0135_1348",-0.0794058442884912,6.04721953851163,1
"1349","G0135_1349",-1.44863418999503,7.33849469400413,0.0010946761684995
"1350","G0135_1350",-0.211075401129675,6.30710387045331,0.999999999999999
"1351","G0136_1351",-0.620016084237054,8.26229837527725,0.0231610188132026
"1352","G0136_1352",0.157157625697482,5.60387642708953,1
"1353","G0136_1353",-0.503950672556846,6.62382258697785,0.382835311784149
"1354","G0136_1354",0.0730490585755327,6.81505368766694,0.915691901453895
"1355","G0136_1355",-0.428124797966347,6.16965220945449,0.362332060834049
"1356","G0136_1356",-0.216674733322146,6.3399524923086,0.868180942028655
"1357","G0136_1357",-0.492156081602584,6.09583742092637,0.749695701834935
"1358","G0136_1358",-0.0147050202116634,5.96470006834914,1
"1359","G0136_1359",-0.30972155120517,7.48542082546932,0.484485462050472
"1360","G0136_1360",-0.478247093419191,5.80008869419457,0.715747781786669
"1361","G0137_1361",-0.287031924374452,6.04532377261417,0.718572095546973
"1362","G0137_1362",-0.480910165196363,7.60555576810891,0.147906961781206
"1363","G0137_1363",0.262044816472079,6.31217453459167,0.770455691938372
"1364","G0137_1364",-0.0989168429877497,7.30247198447116,1
"1365","G0137_1365",-0.291023292830843,5.94887552074796,0.875885606251699
"1366","G0137_1366",0.0875918339545997,5.49510324328462,1
"1367","G0137_1367",-0.00556234431982754,6.25028604671256,0.999999999999999
"1368","G0137_1368",0.233325157855498,6.74398493837053,0.669510366887234
"1369","G0137_1369",-0.794433810401547,6.0487587208519,0.351462842068362
"1370","G0137_1370",-0.701885059190819,7.117415357424,0.0908458887225018
"1371","G0138_1371",-1.15505151480807,5.4409459438983,0.262102641782065
"1372","G0138_1372",-0.0781718610104564,7.41549729622697,0.924715043266182
"1373","G0138_1373",-0.279609325672889,5.64242051922969,1
"1374","G0138_1374",-0.75766263425743,5.98743550986391,0.305790693385415
"1375","G0138_1375",-0.335412707823566,6.87605252506791,0.400991879819902
"1376","G0138_1376",0.0132536912273292,7.39777371193195,0.933641389527558
"1377","G0138_1377",0.0121576674736304,6.0419885844299,1
"1378","G0138_1378",1.19301469291211,6.06023244729506,0.0443623262760606
"1379","G0138_1379",-0.880339006690843,5.47323240197987,0.321688835772041
"1380","G0138_1380",-1.65612830954902,5.95253973304372,0.0176140224554118
"1381","G0139_1381",0.0226250276206946,6.69775394902769,1
"1382","G0139_1382",-0.0388299967099546,5.55972841824155,1
"1383","G0139_1383",-0.952554163916432,6.71347203563432,0.020042073657161
"1384","G0139_1384",-0.477876174815613,5.5483145039732,0.778724730222912
"1385","G0139_1385",-0.432874586467136,7.30063591767944,0.390480570691169
"1386","G0139_1386",-0.20368893748975,7.33162077064521,0.787919205721694
"1387","G0139_1387",0.080855044447149,6.0221317059695,0.999999999999998
"1388","G0139_1388",-0.0111342459660933,6.1532546263899,1
"1389","G0139_1389",-0.864126247181318,6.92939752114784,0.0643933189939818
"1390","G0139_1390",0.19611607020279,6.34787526580291,0.885544665448943
"1391","G0140_1391",-0.307222271963824,7.44930266425972,0.600970596781002
"1392","G0140_1392",0.130769707386954,6.23147015140399,1
"1393","G0140_1393",0.195138554750848,5.17865953992996,1
"1394","G0140_1394",-0.599395612370145,6.32345776487721,0.305691211399124
"1395","G0140_1395",0.190668371034436,6.93748673006877,0.730372311983531
"1396","G0140_1396",-0.727180807860502,6.75831498442261,0.121305398953946
"1397","G0140_1397",-1.08202597336601,6.88155576595725,0.0166333852841237
"1398","G0140_1398",-1.00999295112242,6.27489012270282,0.139877149180366
"1399","G0140_1399",0.037580361650788,7.20426961638196,1
"1400","G0140_1400",-0.334134374756711,5.94604884568281,0.761176450849091
"1401","G0141_1401",-0.455683092591118,8.1883438599944,0.12497452899353
"1402","G0141_1402",-0.528430238577771,5.9322640221979,0.586995107363963
"1403","G0141_1403",-0.855555338378374,6.91851698563261,0.031350607283978
"1404","G0141_1404",-1.17853812503546,4.882791347663,1
"1405","G0141_1405",-0.206670402603924,5.40721810215965,0.774551848210597
"1406","G0141_1406",-0.64695735961894,5.55109272778627,0.62144102221283
"1407","G0141_1407",-1.24213394493276,6.74101464750918,0.0043478738035128
"1408","G0141_1408",0.151524900163224,5.21055994487401,1
"1409","G0141_1409",-0.398376358619481,6.0362431260265,0.51294496751004
