"","sgRNA","logFC","logCPM","PValue"
"136","G0014_136",0.0177926266340909,6.38403454723437,1
"137","G0014_137",0.568219364431116,6.47782604443504,0.355297442493318
"138","G0014_138",-0.000139830470088654,6.01092091363684,1
"139","G0014_139",-1.04474631155113,6.4497740638655,0.0669441522428154
"140","G0014_140",-0.407818692150503,6.72171623498694,0.438810617969916
"141","G0015_141",0.0361008425621866,6.39428056864491,1
"142","G0015_142",0.184702342171073,5.5057372201493,1
"143","G0015_143",-0.623099241565519,7.65825892162743,0.0412613851103211
"144","G0015_144",-1.06683434042142,6.6049925431083,0.0931225673088927
"145","G0015_145",-0.757707246387037,7.8230116710458,0.019587933248044
"146","G0015_146",0.197301203918417,6.68398257489362,0.721038188077779
"147","G0015_147",-0.510936787189867,6.13616832167591,0.486951714612406
"148","G0015_148",-0.480800629142825,8.09264584402395,0.189370691710671
"149","G0015_149",-0.780033077703234,7.09327950393383,0.11216653000892
"150","G0015_150",0.000359861215988669,6.21874293594139,1
"151","G0016_151",-0.50778259889926,6.4582688683754,0.578747041661745
"152","G0016_152",-0.610376768746903,7.19791456701403,0.0615362858280493
"153","G0016_153",-0.666652393660437,7.23967542028984,0.208149184228634
"154","G0016_154",-0.532545852526761,6.29589293002958,0.566061215003275
"155","G0016_155",-0.157678767429656,7.05549422832641,0.621560589369138
"156","G0016_156",-1.5507139354693,5.89953308536443,0.0635561189851645
"157","G0016_157",-0.30357853383077,5.77833924666779,0.681890239738276
"158","G0016_158",-0.655234363601338,7.9940673428441,0.0550600254731579
"159","G0016_159",0.403429209648331,6.52759459269352,0.351174770537677
"160","G0016_160",-0.447162488616617,6.77356966168098,0.317190169877158
"161","G0017_161",-0.603437255981226,5.73869439802528,0.401479692965711
"162","G0017_162",-0.62864739995396,7.54199812285772,0.0481648877527375
"163","G0017_163",0.503024708928329,5.35927828394155,0.591910415363233
"164","G0017_164",-0.512582210916608,5.69475226279225,0.626000898081664
"165","G0017_165",-0.0592554359827839,6.05722854591091,1
"166","G0017_166",-0.617656217355104,6.89444102849592,0.106973459782092
"167","G0017_167",-1.10530842826748,6.74907031689363,0.0698981820940895
"168","G0017_168",-0.564282269173185,9.10622438839605,0.00431541227171895
"169","G0017_169",-0.482234448765551,5.89512679515164,0.717839647718557
"170","G0017_170",-0.554632580494149,5.4964287073333,0.828963167449529
"171","G0018_171",-0.000455747660610764,7.00364010075896,0.999999999999999
"172","G0018_172",0.392823405404908,6.66024889162712,0.3373043227777
"173","G0018_173",-1.05050464085998,6.06646465898152,0.24430880363032
"174","G0018_174",-0.298442509472409,5.28558259436594,1
"175","G0018_175",-0.70173925575948,6.63927849897749,0.11117166342441
"176","G0018_176",-0.769534205388236,7.13548415931108,0.0702673994717479
"177","G0018_177",0.08428499050714,6.16055930838289,1
"178","G0018_178",0.448966357415546,6.31460924942374,0.31279431546874
"179","G0018_179",-0.748434521918176,6.8294782770597,0.0839930900788446
"180","G0018_180",-0.941635919387846,6.56602594971918,0.102196501824638
"181","G0019_181",0.0503584941121406,6.30969974249725,0.888075721960951
"182","G0019_182",0.0415625522420841,6.3760646330851,0.887746593877024
"183","G0019_183",0.162713800037426,5.9818076130652,0.729286572012974
"184","G0019_184",0.174690051493847,5.94791121878028,0.873761089239629
"185","G0019_185",-0.0492959805355668,6.32624251609652,0.999999999999999
"186","G0019_186",-0.332722152151471,5.64535180919238,0.832228945977985
"187","G0019_187",-0.96740939690152,7.00460158384438,0.031404634003356
"188","G0019_188",-0.464820365133719,6.58381968292506,0.455169787568079
"189","G0019_189",-1.80259106575022,6.01356249062447,0.00671115846950503
"190","G0019_190",-0.67644718634311,6.21787055546183,0.321823504899506
"191","G0020_191",0.0962612837544766,7.31149836160016,0.753745208351922
"192","G0020_192",-0.738053300423125,5.31012553145534,0.366920638069794
"193","G0020_193",-0.100206975161547,6.7833107100209,1
"194","G0020_194",-0.380036593974059,6.62594400826902,0.487620254308622
"195","G0020_195",-1.02059560078169,6.75829589527236,0.0215857200773576
"196","G0020_196",0.199086200269144,6.17533069715132,0.892433534713281
"197","G0020_197",-1.96865257977376,5.32555085799213,0.0956132976330472
"198","G0020_198",0.685818697191223,6.45533211371559,0.379004302515044
"199","G0020_199",-0.403793184482023,6.20692542354124,0.602901018425851
"200","G0020_200",0.245334188056362,6.15068779736664,0.654972294537307
"201","G0021_201",-0.605549507674767,7.61446746657617,0.0585000723372398
"202","G0021_202",0.0631210606988935,6.61869509417488,0.888057709419374
"203","G0021_203",-0.625984413822325,6.12175226905663,0.579406710614189
"204","G0021_204",0.817640079684883,5.31402758966669,0.380706230952831
"205","G0021_205",-0.600507216846464,6.26958889791514,0.462822976121031
"206","G0021_206",-0.228693718282502,6.74490498641483,0.524495361572001
"207","G0021_207",-0.460156510904248,7.1264064551312,0.397156907447945
"208","G0021_208",-0.831824775572327,6.47465808395719,0.142848328817053
"209","G0021_209",-0.100848094564512,6.95531331599999,0.73933414051711
"210","G0021_210",-0.466868183169242,5.27264058670358,1
"211","G0022_211",0.164369502421603,6.25417543426676,0.883528117827234
"212","G0022_212",-1.49803078425913,5.54450453268668,0.0813349436018436
"213","G0022_213",-0.241097423995553,6.85687745892355,0.648732945356833
"214","G0022_214",-0.127962625244794,6.45776595743774,1
"215","G0022_215",-0.143463939270484,6.32406929829571,0.883255399378034
"216","G0022_216",-0.424271793076957,7.21952687269848,0.254956114580081
"217","G0022_217",-0.53533172421197,7.1669661800102,0.266018800754185
"218","G0022_218",-0.550273716942953,6.87060910178133,0.248737710303113
"219","G0022_219",0.0182969794384992,6.84388256804605,1
"220","G0022_220",0.295472022916599,6.19452490489452,0.77137235430309
"221","G0023_221",-0.205811728412209,5.93359635441984,1
"222","G0023_222",-0.811091063136001,6.92736193329453,0.0777289381376525
"223","G0023_223",-0.801634925951618,6.18565029734656,0.315723903427782
"224","G0023_224",0.22857405271504,7.34948104342072,0.651254412733019
"225","G0023_225",-0.88354038884034,6.03091726816603,0.166356483472166
"226","G0023_226",-0.604691617816176,6.15637601373218,0.275950636256443
"227","G0023_227",-0.077849175455666,7.72877832901308,0.827443153635776
"228","G0023_228",-0.201200903068506,6.35865370858428,0.676354967742624
"229","G0023_229",-0.288738320467176,7.25211906237367,0.539515912397399
"230","G0023_230",0.644643635253519,5.83304388429785,0.564135003488352
"231","G0024_231",-0.248644776231569,7.5962791718268,0.49435618488462
"232","G0024_232",-0.866364180152837,5.51471658379615,0.811873593741427
"233","G0024_233",-0.11339065256202,7.05372626052595,1
"234","G0024_234",0.147865251058211,5.59611218600123,1
"235","G0024_235",-0.47994779608269,4.94099595734563,0.999999999999999
"236","G0024_236",-0.497373269494961,6.83351505665007,0.316644405130251
"237","G0024_237",-0.113731628674119,6.09009351426116,1
"238","G0024_238",-0.313218221689151,6.81994672272294,0.564375391825293
"239","G0024_239",-0.00701162858440466,5.27988564667046,1
"240","G0024_240",-0.285630183614821,5.72594104696776,0.843585609537842
"241","G0025_241",-0.172274914742645,5.91777969837094,0.71048340482143
"242","G0025_242",-1.0833178270667,5.25096919807266,0.308909460073944
"243","G0025_243",-0.546236959466931,7.3977164486059,0.224269564445326
"244","G0025_244",0.49257165277745,5.25090234807024,1
"245","G0025_245",-0.44705792184191,6.10261423673031,0.594822624511293
"246","G0025_246",-0.323111610649063,6.19204003351916,0.726331073704997
"247","G0025_247",0.124333373203947,6.51735374056782,0.898719015928203
"248","G0025_248",-0.170420781760646,5.50951153502558,1
"249","G0025_249",0.000319235688419036,5.26519137030064,1
"250","G0025_250",-0.268891884627587,6.07008450502106,0.864990954264
"251","G0026_251",-1.04046489982416,6.84292677378843,0.0307900235740596
"252","G0026_252",-0.790124903387053,6.76046659124264,0.0972826083685175
"253","G0026_253",0.0534235793387347,6.56801368367917,0.919754133883985
"254","G0026_254",0.101757534128537,7.19882870677282,0.794111943415554
"255","G0026_255",0.000232627613353986,8.10873722450859,1
"256","G0026_256",-0.997493856397909,6.28996189799227,0.141064613219326
"257","G0026_257",-1.38570444167046,5.5164252217763,0.0719411193443387
"258","G0026_258",-0.449250150325709,5.78500755739141,0.839479952413211
"259","G0026_259",-0.659968326354232,6.46439072654281,0.254477490072374
"260","G0026_260",-0.935625919111019,5.62955764823718,0.250446309783278
"261","G0027_261",-0.494578513197871,6.75879171369579,0.170127148803169
"262","G0027_262",-0.328224684789695,6.59612240761114,0.698616900640935
"263","G0027_263",-0.0131948986688557,6.02619961175675,1
"264","G0027_264",-0.152807290491858,6.48929137943421,0.669127084036879
"265","G0027_265",-0.261817291066936,7.32981960911254,0.64082772929767
"266","G0027_266",0.214506860718745,6.63540736675124,0.633237450615138
"267","G0027_267",0.105565869146278,6.16078494136475,1
"268","G0027_268",-0.285535340637949,5.69235545693455,0.999999999999997
"269","G0027_269",-0.302849922136739,5.92006333230877,0.864157235628067
"270","G0027_270",-0.363070321455945,7.88568650511079,0.262049945113114
"271","G0028_271",-0.194736283106145,7.78024118102334,0.548247071118648
"272","G0028_272",-0.375890964890461,7.41552359363369,0.367228759199055
"273","G0028_273",-0.133481004787727,7.64889349769017,0.80406112481915
"274","G0028_274",0.0907721636817063,7.81602097655739,0.81374976036014
"275","G0028_275",-0.352508062277945,7.35952465232692,0.398569541915328
"276","G0028_276",-0.501741265701211,7.57254496854267,0.0821496231363459
"277","G0028_277",-0.362179289503519,6.3145140379644,0.636185318931496
"278","G0028_278",0.195311236611577,6.0065699101215,0.851230630172309
"279","G0028_279",-0.479894485408912,6.05531943568065,0.584293176668872
"280","G0028_280",-0.889705796187903,6.03221821654564,0.275862895501318
"281","G0029_281",-0.492297119031638,6.39611975265275,0.600115301969419
"282","G0029_282",0.204949740912658,6.73151841245783,0.81779574794151
"283","G0029_283",-0.307054632474005,5.65327935739893,0.631767028431442
"284","G0029_284",-1.30734491880329,5.90928258925811,0.0754003452023166
"285","G0029_285",1.08198606713619,6.11708132211353,0.138968006668688
"286","G0029_286",-0.802834076941337,6.98848923952449,0.0782774679421985
"287","G0029_287",-0.131742498812054,7.63200552182666,0.618969501505662
"288","G0029_288",-0.86207177974119,6.32192379578686,0.0970544766162139
"289","G0029_289",-0.291523639356289,6.93108067319483,0.547806986773332
"290","G0029_290",-0.761020711963772,4.81316554105426,1
"291","G0030_291",0.575173277226077,6.41953956444081,0.425323666977709
"292","G0030_292",-0.432930439138933,6.91487838738615,0.314126133570223
"293","G0030_293",-0.326636725880906,6.72968355575292,0.505357163451977
"294","G0030_294",-0.743487041362049,4.79926813182726,0.999999999999999
"295","G0030_295",-0.238651538649938,7.66002169292174,0.437436364304919
"296","G0030_296",0.188298558297256,7.04931585107333,0.912577311898075
"297","G0030_297",-0.345184684816915,7.04975677832314,0.354009594572964
"298","G0030_298",-0.563554370270907,7.02280662748111,0.191067381453523
"299","G0030_299",-0.718639014969712,7.66587091204427,0.0199900992609287
"300","G0030_300",-0.848226274444388,6.05690238921135,0.217671974520323
"301","G0031_301",-0.398611431683085,7.0213736036518,0.316109320859267
"302","G0031_302",-0.434817439771222,9.07613290133535,0.0797141950102362
"303","G0031_303",0.146454678388245,6.05009792096574,0.87438227832261
"304","G0031_304",-0.197035576778812,6.46952401390416,0.653816467416582
"305","G0031_305",-0.61163829447076,5.84461531616665,0.420935683725123
"306","G0031_306",-0.0923728978199648,6.88947131376598,0.909716821807743
"307","G0031_307",0.0137980278296458,5.56584136225997,0.999999999999997
"308","G0031_308",-0.831888621485921,7.36760671534401,0.02360569073587
"309","G0031_309",-0.158112468021688,5.95618460187259,0.758612704528208
"310","G0031_310",-0.506314054441616,6.90796680115219,0.240968187670837
"311","G0032_311",-0.353734028706359,6.12759042064508,0.607720994777824
"312","G0032_312",-0.638250693182469,7.96756245075628,0.0365980575530962
"313","G0032_313",-0.136114975514118,7.80225177657171,0.569251950183845
"314","G0032_314",-0.631966693661146,6.86884598909864,0.0878788186248731
"315","G0032_315",-0.823579839638502,6.12235762001731,0.237822797465214
"316","G0032_316",-0.245540805339435,8.29929727136534,0.300769918895204
"317","G0032_317",-0.387881923569771,7.92800494937646,0.283981781700814
"318","G0032_318",0.157053901928074,6.43310096557109,0.999999999999999
"319","G0032_319",-0.735427880661234,4.81642953785092,1
"320","G0032_320",-0.492383464838116,7.12047245620859,0.320423769924066
"321","G0033_321",-0.345663090514983,8.60706190073298,0.199182309809312
"322","G0033_322",-0.481339953040511,7.10687184729813,0.183741864874667
"323","G0033_323",-0.103223598323363,6.67233106669473,0.999999999999999
"324","G0033_324",-0.613854130941344,5.6705558279466,0.701048693642289
"325","G0033_325",-0.922734561988494,7.01885204945858,0.0409031133421206
"326","G0033_326",-0.361484143818558,6.7551544534186,0.422924139060524
"327","G0033_327",-0.298956499190929,7.29626808875575,0.374740226009126
"328","G0033_328",0.118345007161326,7.45104152642919,0.682733127861668
"329","G0033_329",-0.451888610491583,6.31762805878362,0.413679423859889
"330","G0033_330",-0.450268038699116,6.12045696966397,0.602401142926146
"331","G0034_331",-0.264633104999759,6.70336315586807,0.589467551609454
"332","G0034_332",-0.253057899547143,8.28941453047741,0.529113162770664
"333","G0034_333",-0.858448859521808,7.1652590525197,0.020775706577359
"334","G0034_334",0.296960239289558,6.59966607523132,0.392293563407154
"335","G0034_335",-0.306728298381593,6.68421263183097,0.691263630081927
"336","G0034_336",0.926875753608878,5.6300899969426,0.242925321488282
"337","G0034_337",-0.781816877327334,6.37326886352383,0.37643278621297
"338","G0034_338",-0.720367818771489,6.20700161862373,0.15280301450343
"339","G0034_339",-0.485505652831411,6.39197092715275,0.418596947432533
"340","G0034_340",-0.621344688319593,7.45272621820247,0.165421923645639
"341","G0035_341",2.76987319059579,11.0283738447869,7.49524929227601e-28
"342","G0035_342",2.69870486801235,10.2057738919787,3.36530960608842e-29
"343","G0035_343",-0.143987237288908,6.69207647832396,0.915483808092811
"344","G0035_344",-0.0915407278624961,6.66530850616341,1
"345","G0035_345",2.68335949272096,11.3015979765729,1.55794932325265e-35
"346","G0035_346",2.65989481772822,9.7249372304978,7.59038713827039e-25
"347","G0035_347",2.61101027556061,8.68564000102194,0.000636084210348154
"348","G0035_348",2.72546735734691,9.9696684359656,1.00662217104241e-12
"349","G0035_349",2.38291735177448,8.07619270371599,4.13180613278799e-05
"350","G0035_350",2.43102182140889,8.34537279620008,0.000842410518210756
"351","G0036_351",-0.0599986363888444,6.69556433604244,1
"352","G0036_352",0.715102358943144,5.14656590493028,0.491917002236136
"353","G0036_353",0.524300240383332,6.080818181369,0.516151332011872
"354","G0036_354",-0.120218725086757,7.48619064497179,0.649803332699086
"355","G0036_355",-1.21067222637579,5.47165782739455,0.235216001245428
"356","G0036_356",-1.09456362718173,6.45585558783267,0.0286583772316866
"357","G0036_357",-1.57322628414145,6.18709593485159,0.0140240938845062
"358","G0036_358",-0.505856809524682,8.98220941040863,0.0408930517972482
"359","G0036_359",0.403973936718516,6.70225546768753,0.413584878011354
"360","G0036_360",-0.876959154847696,5.853206155832,0.38857317725297
"361","G0037_361",0.273598654073303,6.30286356054669,0.79310118442536
"362","G0037_362",-1.29432820705735,5.3057121984687,0.292054182282216
"363","G0037_363",-0.228280071542808,6.48257630077331,0.694529631021553
"364","G0037_364",0.0260635067011509,7.60373890677476,0.935848538465511
"365","G0037_365",-0.544695208377868,7.65354977308493,0.1225561362975
"366","G0037_366",-0.512543277174764,5.98058621528712,0.554416612238318
"367","G0037_367",-0.360033540551324,7.33614843275206,0.308603882502624
"368","G0037_368",-1.28613293398089,5.94285959363282,0.205637194395208
"369","G0037_369",-1.04224055794212,5.71346238684439,0.295142829168094
"370","G0037_370",-0.556779418545865,5.91522779155317,0.551463350305152
"371","G0038_371",-0.422883318483099,6.3008787147771,0.471671798262004
"372","G0038_372",-0.471030720553766,6.44204967076158,0.2981531690152
"373","G0038_373",-0.252121160935067,7.05918568251401,0.429350484371049
"374","G0038_374",0.29523730077272,6.08341122477327,0.637764198182066
"375","G0038_375",-0.0163524924327596,6.68908758050353,1
"376","G0038_376",-0.212037156598443,6.60871872700685,0.810010387109487
"377","G0038_377",-0.366141206128361,6.82885160819196,0.616185999722961
"378","G0038_378",-0.890367782989043,6.37189894426608,0.15273028608129
"379","G0038_379",-0.611172795406107,7.34798153125473,0.137787882664398
"380","G0038_380",-0.682936145045545,7.86645825097882,0.0178901969411946
"381","G0039_381",-0.713366501108373,5.87182453498137,0.486465211201779
"382","G0039_382",-1.31169336505755,6.34248586934459,0.0125233331096654
"383","G0039_383",-0.416881386871875,6.084955660727,0.668306221283442
"384","G0039_384",-0.0781865819349045,5.98815891743919,1
"385","G0039_385",1.19087629791058,6.22789665311033,0.0896263107810963
"386","G0039_386",-0.459517056456084,6.3218283195459,0.657707290772793
"387","G0039_387",-0.635364227230278,6.22947282306402,0.548673102911653
"388","G0039_388",-0.302566476920989,7.29540741245465,0.591916886044207
"389","G0039_389",-0.0695736696328567,7.9271770345203,0.999999999999999
"390","G0039_390",-0.641043200905817,7.59706226176011,0.0663140851071362
"391","G0040_391",-0.348450817346235,6.88650404462307,0.609763964005823
"392","G0040_392",0.56823447016748,7.16671984476786,0.130946814924063
"393","G0040_393",0.267655834507824,6.77104150649976,0.729624381779075
"394","G0040_394",0.386634939742341,8.00480963616132,0.267766996926275
"395","G0040_395",0.256695739847604,6.67166512400181,0.838623211932849
"396","G0040_396",0.0208215163313971,7.24541398163454,1
"397","G0040_397",0.60117051217551,6.84148428732031,0.16898219318831
"398","G0040_398",0.724876529741734,6.72965396501859,0.222174451464736
"399","G0040_399",0.207571287798353,7.05980998995863,0.589753948431381
"400","G0040_400",0.459345317926305,5.90354133177358,0.869025502833643
"401","G0041_401",-0.393911961817245,6.12727597789968,0.872143364313193
"402","G0041_402",-0.196896598274587,5.49303878810705,1
"403","G0041_403",-0.289354420594666,6.57952308504733,0.55239950791286
"404","G0041_404",-0.671363205718557,6.07459874492381,0.368393579176855
"405","G0041_405",-0.284381300265441,5.6459136877831,0.999999999999999
"406","G0041_406",-0.392086537594748,5.76379287854802,0.691555054493901
"407","G0041_407",0.120035098376278,5.92736798365325,0.999999999999997
"408","G0041_408",-0.317775095217206,6.93648143723669,0.55153736518487
"409","G0041_409",0.413980462812083,5.79895469386993,0.847443459268092
"410","G0041_410",0.0959226070846618,6.32118107967678,0.999999999999999
"411","G0042_411",-0.0853142589493717,6.78734580619965,1
"412","G0042_412",0.389049568109588,5.78474015559841,0.704192692512605
"413","G0042_413",-0.904745638682228,6.73146757236028,0.0479136200579053
"414","G0042_414",0.0263555611362445,6.44293731838235,0.883793659525858
"415","G0042_415",-0.907097066237804,6.845752408879,0.188827449860801
"416","G0042_416",-0.389214500782256,6.24552833073221,0.598517164542185
"417","G0042_417",-0.817414836149801,8.16080666845973,0.00424799093729414
"418","G0042_418",-0.455036889447112,5.37096848256766,0.78548353108154
