"","Gene","pos.pvalue","pos.fdr","neg.pvalue","neg.fdr","p.value.twosides"
"337","G0337",0.255600460898308,0.99999999999984,0.320707633872138,0.827522366547025,0.511200921796615
"338","G0338",0.032308803508716,0.489527325889637,0.772308816564991,0.962978574270562,0.064617607017432
"339","G0339",0.561887564882597,0.99999999999984,0.45391409327348,0.867964637174077,0.90782818654696
"340","G0340",0.120202171477139,0.99999999999984,0.157154041992319,0.788552829124754,0.240404342954279
"341","G0341",0.583099433613018,0.99999999999984,0.777754334676535,0.963383133819216,1
"342","G0342",0.934178364211639,0.99999999999984,0.104506063392226,0.710488329556442,0.209012126784452
"343","G0343",0.566493273801843,0.99999999999984,0.488032146551604,0.883544780400779,0.976064293103209
"344","G0344",0.0925841082669682,0.99999999999984,0.956567088828594,1,0.185168216533936
"345","G0345",0.196663941441941,0.99999999999984,0.665567937582508,0.942510699736762,0.393327882883882
"346","G0346",0.136843361271644,0.99999999999984,0.700201940624559,0.942510699736762,0.273686722543288
"347","G0347",0.406761164144563,0.99999999999984,0.745877979220848,0.961138922478876,0.813522328289127
"348","G0348",0.270819357336824,0.99999999999984,0.65169902369868,0.942510699736762,0.541638714673647
"349","G0349",9.7449676694783e-07,2.70693546374397e-05,0.999999981853951,1,1.94899353389566e-06
"350","G0350",0.60584210162798,0.99999999999984,0.298036431074065,0.827522366547025,0.596072862148129
"351","G0351",0.53464495870363,0.99999999999984,0.330693391524233,0.827522366547025,0.661386783048466
"352","G0352",0.12411436001009,0.99999999999984,0.914006680358922,1,0.24822872002018
"353","G0353",0.2437439637093,0.99999999999984,0.822537437774482,0.974303945883086,0.487487927418601
"354","G0354",0.999160526010112,0.99999999999984,0.00503917248870744,0.122906646066035,0.0100783449774149
"355","G0355",0.111352903340636,0.99999999999984,0.665110236401845,0.942510699736762,0.222705806681273
"356","G0356",0.520482218348945,0.99999999999984,0.50240341307287,0.891558320572546,1
"357","G0357",0.788625171369223,0.99999999999984,0.338786091979103,0.827948072481235,0.677572183958207
"358","G0358",0.683843329484237,0.99999999999984,0.572893203633162,0.921588294121922,1
"359","G0359",0.617880839634194,0.99999999999984,0.118944086381092,0.760349512251139,0.237888172762184
"360","G0360",0.633965000110322,0.99999999999984,0.574267540933963,0.921588294121922,1
"361","G0361",0.766358179078464,0.99999999999984,0.243965454105513,0.827522366547025,0.487930908211027
"362","G0362",0,0,0.999999992761469,1,0
"363","G0363",0.893818305625136,0.99999999999984,0.250492727752494,0.827522366547025,0.500985455504987
"364","G0364",0.940793137058504,0.99999999999984,0.183044886960661,0.795051876188197,0.366089773921321
"365","G0365",0.304082617318309,0.99999999999984,0.832579871972609,0.974566535541428,0.608165234636617
"366","G0366",0.360518362378012,0.99999999999984,0.215256506791696,0.809234987938708,0.430513013583393
"367","G0367",0.409147753111071,0.99999999999984,0.489407964174539,0.883544780400779,0.818295506222142
"368","G0368",0.391656758771527,0.99999999999984,0.690427371440865,0.942510699736762,0.783313517543053
"369","G0369",0.70152633970167,0.99999999999984,0.427824129819905,0.865151388773314,0.85564825963981
"370","G0370",0.418746520561905,0.99999999999984,0.374338149783768,0.852706491534778,0.748676299567535
"371","G0371",0.505275949999909,0.99999999999984,0.764369507217009,0.961471078260388,1
"372","G0372",0.347998687582559,0.99999999999984,0.41695530710622,0.865106959377495,0.695997375165119
"373","G0373",0.141149793214607,0.99999999999984,0.915605499877594,1,0.282299586429215
"374","G0374",0,0,0.999999999998094,1,0
"375","G0375",0.948801806130052,0.99999999999984,0.0677274658003012,0.640822892223796,0.135454931600602
"376","G0376",0.660980932918543,0.99999999999984,0.15603881955672,0.788552829124754,0.312077639113441
"377","G0377",0.432291418314782,0.99999999999984,0.509899980770355,0.894561369772552,0.864582836629565
"378","G0378",0.0916872695635841,0.99999999999984,0.911324062733803,1,0.183374539127168
"379","G0379",0.250904409807153,0.99999999999984,0.340926545426679,0.827948072481235,0.501808819614306
"380","G0380",0.351518326986889,0.99999999999984,0.760174993129359,0.961138922478876,0.703036653973778
"381","G0381",0.433941494679307,0.99999999999984,0.327524891012671,0.827522366547025,0.655049782025342
"382","G0382",0.596054215000649,0.99999999999984,0.335942794575588,0.827522366547025,0.671885589151177
"383","G0383",0.741997092864536,0.99999999999984,0.128252194746114,0.760349512251139,0.256504389492229
"384","G0384",0.426635443640651,0.99999999999984,0.611256422922623,0.930199410327857,0.853270887281303
"385","G0385",0.113678817445325,0.99999999999984,0.977718134712436,1,0.227357634890651
"386","G0386",0.451737950593667,0.99999999999984,0.680260510336143,0.942510699736762,0.903475901187334
"387","G0387",0.252385168487408,0.99999999999984,0.783447427911687,0.963383133819216,0.504770336974815
"388","G0388",0.21204918608091,0.99999999999984,0.794413929413581,0.967617453609721,0.42409837216182
"389","G0389",0.317726477156732,0.99999999999984,0.843934768224981,0.974566535541428,0.635452954313464
"390","G0390",0.498519642823554,0.99999999999984,0.449427461937157,0.867964637174077,0.898854923874315
"391","G0391",0.578558512091691,0.99999999999984,0.0742973180210537,0.661600896093649,0.148594636042107
"392","G0392",0.554467420005443,0.99999999999984,0.58146014254779,0.921588294121922,1
"393","G0393",0.809551101116624,0.99999999999984,0.0132588010903411,0.270587777353899,0.0265176021806821
"394","G0394",0.941336966513209,0.99999999999984,0.206585070825935,0.79882051058624,0.413170141651869
"395","G0395",0.10657078595304,0.99999999999984,0.784721601075798,0.963383133819216,0.213141571906081
"396","G0396",0.595290632583313,0.99999999999984,0.569596974485572,0.921588294121922,1
"397","G0397",0.487382784115841,0.99999999999984,0.762525795961357,0.961471078260388,0.974765568231682
"398","G0398",0.340104184353053,0.99999999999984,0.467420986185875,0.868621936986604,0.680208368706106
"399","G0399",0.811728313655329,0.99999999999984,0.407060782829042,0.865106959377495,0.814121565658084
"400","G0400",0.5997537273089,0.99999999999984,0.246237396628892,0.827522366547025,0.492474793257784
"401","G0401",0.841662347041079,0.99999999999984,0.415501204234296,0.865106959377495,0.831002408468591
"402","G0402",0.806136579265023,0.99999999999984,0.00853356995359622,0.193944771672641,0.0170671399071924
"403","G0403",0.999898636671543,0.99999999999984,6.37981433959656e-06,0.000289991560890753,1.27596286791931e-05
"404","G0404",0.190020510214604,0.99999999999984,0.830496005996191,0.974566535541428,0.380041020429208
"405","G0405",0.537076820518189,0.99999999999984,0.13276556882967,0.760349512251139,0.265531137659341
"406","G0406",0.983845674253689,0.99999999999984,0.0308559414311669,0.447490325833197,0.0617118828623338
"407","G0407",0.269331986142244,0.99999999999984,0.880303304660366,0.992450174363435,0.538663972284488
"408","G0408",0.583205123651513,0.99999999999984,0.313959147827656,0.827522366547025,0.627918295655313
"409","G0409",0.223265179544403,0.99999999999984,0.605220286861988,0.92856689962327,0.446530359088807
"410","G0410",0.685383407659115,0.99999999999984,0.0844315889802718,0.673726653712543,0.168863177960544
"411","G0411",0.499215037244369,0.99999999999984,0.742649040130344,0.961138922478876,0.998430074488739
"412","G0412",0.17242273725746,0.99999999999984,0.884387811850301,0.993376664300362,0.34484547451492
"413","G0413",0.484746148397341,0.99999999999984,0.167177202901847,0.791636669760649,0.334354405803695
"414","G0414",0.492566336529973,0.99999999999984,0.506405126085206,0.891558320572546,0.985132673059945
"415","G0415",0.645340776934492,0.99999999999984,0.393238816967238,0.865106959377495,0.786477633934475
"416","G0416",0.476218480960043,0.99999999999984,0.589281737718136,0.921588294121922,0.952436961920086
"417","G0417",0.505072890091004,0.99999999999984,0.425735708944723,0.865151388773314,0.851471417889445
"418","G0418",0.763946644286715,0.99999999999984,0.180169005043001,0.795051876188197,0.360338010086001
"419","G0419",0.513298628315491,0.99999999999984,0.191287305710289,0.795051876188197,0.382574611420578
"420","G0420",0.31459565635591,0.99999999999984,0.733704942710047,0.95884881178408,0.629191312711819
"421","G0421",0.191844591178673,0.99999999999984,0.66335952015816,0.942510699736762,0.383689182357345
"422","G0422",0,0,1,1,0
"423","G0423",0.77107120363097,0.99999999999984,0.431215661488127,0.86624884057248,0.862431322976253
"424","G0424",0.338000228757905,0.99999999999984,0.698713648300419,0.942510699736762,0.676000457515811
"425","G0425",0.420842805905776,0.99999999999984,0.459987091913923,0.867964637174077,0.841685611811552
"426","G0426",0.631475781993851,0.99999999999984,0.105152272774353,0.710488329556442,0.210304545548707
"427","G0427",0.743783295807522,0.99999999999984,0.12940351244693,0.760349512251139,0.25880702489386
"428","G0428",0.477862535574809,0.99999999999984,0.69615047644762,0.942510699736762,0.955725071149618
"429","G0429",0.601918896167864,0.99999999999984,0.0309815221855625,0.447490325833197,0.061963044371125
"430","G0430",0.999010832214796,0.99999999999984,0,0,0
"431","G0431",0.699879974844782,0.99999999999984,0.376897888628717,0.854380177153963,0.753795777257434
"432","G0432",0.610547677205465,0.99999999999984,0.283350562995352,0.827522366547025,0.566701125990705
"433","G0433",0.419731967669329,0.99999999999984,0.336801603184639,0.827522366547025,0.673603206369279
"434","G0434",0.431257875207191,0.99999999999984,0.23626123987687,0.827522366547025,0.472522479753741
"435","G0435",0.737531681824499,0.99999999999984,0.288725372425079,0.827522366547025,0.577450744850157
"436","G0436",0.99343793125019,0.99999999999984,0,0,0
"437","G0437",0.357321096345545,0.99999999999984,0.860385804255955,0.979938273640039,0.714642192691089
"438","G0438",0.940712384663812,0.99999999999984,0.0883510023979059,0.69024220623364,0.176702004795812
"439","G0439",0.557925502306437,0.99999999999984,0.763754030995551,0.961471078260388,1
"440","G0440",0.912255181666284,0.99999999999984,0.243288037878934,0.827522366547025,0.486576075757867
"441","G0441",0.966079208865539,0.99999999999984,0.10415640565269,0.710488329556442,0.20831281130538
"442","G0442",0.249549825592815,0.99999999999984,0.770047078613084,0.962558848266355,0.499099651185629
"443","G0443",0.147908828241335,0.99999999999984,0.408484923262963,0.865106959377495,0.295817656482669
"444","G0444",0.000558076743064739,0.0124017054014387,0.999774085488938,1,0.00111615348612948
"445","G0445",0.809282632525381,0.99999999999984,0.524281431216651,0.899442166076058,1
"446","G0446",0.95640334427263,0.99999999999984,0.0823318693778238,0.673726653712543,0.164663738755648
"447","G0447",0.235228897995291,0.99999999999984,0.755458346701492,0.961138922478876,0.470457795990582
"448","G0448",0.517265668794921,0.99999999999984,0.600402265197565,0.927425008679341,1
"449","G0449",0.967985616142976,0.99999999999984,0.0629689504169256,0.640822892223796,0.125937900833851
"450","G0450",0.969015712462502,0.99999999999984,0.0976257025793719,0.707432627386753,0.195251405158744
"451","G0451",0.33732631535021,0.99999999999984,0.754355459908971,0.961138922478876,0.674652630700419
"452","G0452",0.330067995406099,0.99999999999984,0.819699028552971,0.974230409224502,0.660135990812197
"453","G0453",0.753110430084462,0.99999999999984,0.126920836749523,0.760349512251139,0.253841673499046
"454","G0454",0.457222074738327,0.99999999999984,0.80032134265954,0.969392519664007,0.914444149476654
"455","G0455",0.953593292780185,0.99999999999984,0.18414970937437,0.795051876188197,0.36829941874874
"456","G0456",0.808127334525325,0.99999999999984,0.156072092505949,0.788552829124754,0.312144185011897
"457","G0457",0.866588257374963,0.99999999999984,0.233064956938374,0.827522366547025,0.466129913876748
"458","G0458",0.0302444856418551,0.48781428454605,0.66554322296666,0.942510699736762,0.0604889712837102
"459","G0459",0.333665967318658,0.99999999999984,0.827767467995532,0.974566535541428,0.667331934637317
"460","G0460",0.0150048716974611,0.254319859279002,0.992667280859854,1,0.0300097433949222
"461","G0461",0.727614965894277,0.99999999999984,0.301941370782149,0.827522366547025,0.603882741564297
"462","G0462",0.985741878649784,0.99999999999984,0.0667592662435447,0.640822892223796,0.133518532487089
"463","G0463",0.150679262717788,0.99999999999984,0.447332315928529,0.867964637174077,0.301358525435577
"464","G0464",0.399384684994103,0.99999999999984,0.728441202092019,0.95884881178408,0.798769369988206
"465","G0465",0.799202165103362,0.99999999999984,0.420136669894884,0.865151388773314,0.840273339789769
"466","G0466",0.632956407098858,0.99999999999984,0.563362492369877,0.921588294121922,1
"467","G0467",0.232783358782275,0.99999999999984,0.932783996096163,1,0.465566717564549
"468","G0468",0.190745295776262,0.99999999999984,0.895344557657389,0.998154467845472,0.381490591552524
"469","G0469",0.291548044254251,0.99999999999984,0.259048665054619,0.827522366547025,0.518097330109238
"470","G0470",0.925852182200897,0.99999999999984,0.10129604034308,0.710488329556442,0.202592080686161
"471","G0471",0.328433745357694,0.99999999999984,0.558087492585823,0.917907060174051,0.656867490715388
"472","G0472",0.323917048098522,0.99999999999984,0.898491497621318,1,0.647834096197045
"473","G0473",0.646689016643911,0.99999999999984,0,0,0
"474","G0474",0.991165282557374,0.99999999999984,0.0798989708586232,0.673726653712543,0.159797941717246
"475","G0475",0.699419438908107,0.99999999999984,0.503264320229243,0.891558320572546,1
"476","G0476",0.152281588224989,0.99999999999984,0.915547920892037,1,0.304563176449979
"477","G0477",0.279409519365884,0.99999999999984,0.712720988961794,0.948734305868514,0.558819038731768
"478","G0478",0.549483457704039,0.99999999999984,0.683388706593061,0.942510699736762,1
"479","G0479",0.784017193293303,0.99999999999984,0.400160855383163,0.865106959377495,0.800321710766327
"480","G0480",0.484995256333641,0.99999999999984,0.688498875803056,0.942510699736762,0.969990512667282
"481","G0481",0.980409184477472,0.99999999999984,0.0959872407521215,0.707432627386753,0.191974481504243
"482","G0482",0.198609756109641,0.99999999999984,0.813243780017633,0.973984781388785,0.397219512219283
"483","G0483",0.604415487599445,0.99999999999984,0.26366542240193,0.827522366547025,0.52733084480386
"484","G0484",0.197098149843034,0.99999999999984,0.839042221120194,0.974566535541428,0.394196299686067
"485","G0485",0.768047683918484,0.99999999999984,0.00233746078713448,0.0631746158684995,0.00467492157426896
"486","G0486",0.471186515941983,0.99999999999984,0.651504178753018,0.942510699736762,0.942373031883966
"487","G0487",0.327682411803138,0.99999999999984,0.856116730796539,0.977912916219679,0.655364823606276
"488","G0488",0.0625505397325626,0.827708457911106,0.244093073999131,0.827522366547025,0.125101079465125
"489","G0489",0.139364658388495,0.99999999999984,0.448984988697902,0.867964637174077,0.27872931677699
"490","G0490",0.403112429456583,0.99999999999984,0.716766423497175,0.949802497456556,0.806224858913166
"491","G0491",0,0,1,1,0
"492","G0492",0.86107600426216,0.99999999999984,0.444366454611085,0.867964637174077,0.88873290922217
"493","G0493",0.217693538858341,0.99999999999984,0.642099818900588,0.942510699736762,0.435387077716682
"494","G0494",0,0,1,1,0
"495","G0495",0.275604100924853,0.99999999999984,0.700285449904414,0.942510699736762,0.551208201849705
"496","G0496",0.808397210117611,0.99999999999984,0.304843001504306,0.827522366547025,0.609686003008613
"497","G0497",0.391311914831312,0.99999999999984,0.157769200112892,0.788552829124754,0.315538400225783
"498","G0498",0.693054157807028,0.99999999999984,0.105151274806578,0.710488329556442,0.210302549613156
"499","G0499",0.320271188194549,0.99999999999984,0.825249513142171,0.974566535541428,0.640542376389099
"500","G0500",0.971522722470332,0.99999999999984,0.125995324713433,0.760349512251139,0.251990649426865
"501","G0501",0.848536817679734,0.99999999999984,0,0,0
"502","G0502",0.500542332200513,0.99999999999984,0.627862609638721,0.937108372595105,1
"503","G0503",0.738121911651693,0.99999999999984,0.450174834020427,0.867964637174077,0.900349668040854
"504","G0504",0.767122529801071,0.99999999999984,0.000377514415201174,0.0145362069215534,0.000755028830402349
"505","G0505",0.27573698426226,0.99999999999984,0.844156804969252,0.974566535541428,0.551473968524519
"506","G0506",0.758021970233306,0.99999999999984,0.416981554419952,0.865106959377495,0.833963108839905
"507","G0507",0.685129912048109,0.99999999999984,0.0588430351200461,0.632720807742431,0.117686070240092
"508","G0508",0.549548204358784,0.99999999999984,0.461492175623991,0.867964637174077,0.922984351247983
"509","G0509",0.488541821525338,0.99999999999984,0.0988568710090613,0.710488329556442,0.197713742018123
"510","G0510",0,0,0.999999999770228,1,0
"511","G0511",0.979636528382492,0.99999999999984,0.131987808821847,0.760349512251139,0.263975617643695
"512","G0512",0.983799402160313,0.99999999999984,0.0841115739002074,0.673726653712543,0.168223147800415
"513","G0513",0.224316654579507,0.99999999999984,0.832348609906275,0.974566535541428,0.448633309159014
"514","G0514",0.495890007515152,0.99999999999984,0.620701356581444,0.930859424780063,0.991780015030304
"515","G0515",0.700823594485912,0.99999999999984,0.347808173576671,0.830752190593453,0.695616347153342
"516","G0516",0.643282955051463,0.99999999999984,0.297756815901288,0.827522366547025,0.595513631802577
"517","G0517",0.880729730772249,0.99999999999984,0.384456238070607,0.854380177153963,0.768912476141213
"518","G0518",0.638498852024449,0.99999999999984,0.383030193218135,0.854380177153963,0.766060386436271
"519","G0519",0.438308950355441,0.99999999999984,0.490367353122432,0.883544780400779,0.876617900710881
