"","sgRNA","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"3231","G0324_3231",45.4261234546736,-0.305829916803761,0.341168104611458,-0.896420013096059,0.370028482540108,0.999975938893155
"3232","G0324_3232",94.2832449593907,0.0353772963566145,0.284383745750996,0.124399853666709,0.900998689205879,0.999975938893155
"3233","G0324_3233",122.264865440494,0.141627778675177,0.242810848199869,0.58328439493196,0.559701865839001,0.999975938893155
"3234","G0324_3234",34.2953334731563,0.0979496982147195,0.420013137669445,0.233206272447142,0.815601235413908,0.999975938893155
"3235","G0324_3235",60.2227647098765,0.109045694696523,0.262691713726346,0.415109000393209,0.678062110982533,0.999975938893155
"3236","G0324_3236",201.485567027659,0.0613876639303665,0.215027224607512,0.285487868070739,0.775270397723672,0.999975938893155
"3237","G0324_3237",81.5963310990744,0.126286678983807,0.228837497195018,0.551861825670047,0.581043024573798,0.999975938893155
"3238","G0324_3238",72.3045972765257,0.221830677726042,0.252183027808646,0.879641582756971,0.379053504808961,0.999975938893155
"3239","G0324_3239",181.560570502625,0.0187291711767387,0.323482976553226,0.0578984754508621,0.95382949750091,0.999975938893155
"3240","G0324_3240",20.867755500325,0.0647452389977935,0.691950547201731,0.09356917088891,0.925451400206906,0.999975938893155
"3241","G0325_3241",52.7911375044353,-0.208694682340396,0.317860681020347,-0.656560231578427,0.511463726904575,0.999975938893155
"3242","G0325_3242",92.9082644855478,-0.110680393718022,0.234131938936564,-0.472726592624382,0.636408251759205,0.999975938893155
"3243","G0325_3243",40.2093908123817,-0.117375622137499,0.452864763212075,-0.259184709591839,0.795492728088902,0.999975938893155
"3244","G0325_3244",7.82387057955509,-0.115398850721667,0.752943355584735,-0.153263655048856,0.87819036107226,0.999975938893155
"3245","G0325_3245",98.1421644000246,-0.0254308024498218,0.236493978162134,-0.107532558111848,0.914366497422864,0.999975938893155
"3246","G0325_3246",102.646233439749,0.183034484521549,0.270611660067445,0.676373237117465,0.498803704713639,0.999975938893155
"3247","G0325_3247",38.4285613991966,0.0481887748699035,0.5553117531458,0.0867778767456616,0.930848073073843,0.999975938893155
"3248","G0325_3248",68.0617592960931,0.0321187716713364,0.277766824672876,0.115632137528168,0.90794409167769,0.999975938893155
"3249","G0325_3249",85.8813562136003,-0.159085645933437,0.253884304099257,-0.626606857394548,0.530916972183678,0.999975938893155
