"","gene","pvalue","log2FoldChange","stat","padj"
"581","G0581",0.949906255179413,-0.0478064201510035,-0.172644810738005,0.9999989840044
"582","G0582",0.999713579480895,0.0214278399079564,0.0677171747485215,0.9999989840044
"583","G0583",0.993245933825943,-0.0808570732451107,-0.250032148571388,0.9999989840044
"584","G0584",0.999788427119313,-0.0361555825704612,-0.0922632718024833,0.9999989840044
"585","G0585",0.714896027465587,-0.152748812052011,-0.331632314640994,0.9999989840044
"586","G0586",0.931610983196925,0.0804294850280251,0.346472672312382,0.9999989840044
"587","G0587",0.947769147346876,-0.0586105797625238,0.0337242886662113,0.9999989840044
"588","G0588",0.9982955531053,-0.0390991533660848,0.00185466619809633,0.9999989840044
"589","G0589",0.993387495820936,-0.0180195587582277,-0.0409157994312641,0.9999989840044
"590","G0590",0.997959440852243,-0.0486937590450126,-0.203418112022232,0.9999989840044
"591","G0591",0.996623906096591,-0.106536059804469,-0.290317609426746,0.9999989840044
"592","G0592",0.999640588050311,-0.00499343584547137,-0.064748284733346,0.9999989840044
"593","G0593",0.994339863245852,0.0448833581759815,0.137369765852312,0.9999989840044
"594","G0594",0.998389289466665,0.0448971490774971,0.187751318105905,0.9999989840044
"595","G0595",0.981708470314219,0.0870712754616297,0.24639353611967,0.9999989840044
"596","G0596",0.999846243955611,0.00716470030605339,0.0393286572117949,0.9999989840044
"597","G0597",0.99409560357374,0.102930367971709,0.280299639714686,0.9999989840044
"598","G0598",0.990817836259175,-0.101713325505948,-0.306826486954577,0.9999989840044
"599","G0599",0.992968799846917,0.0706169018460551,0.325579429352994,0.9999989840044
"600","G0600",0.99661011032381,0.0109108707931166,0.0497616753591182,0.9999989840044
"601","G0601",0.999032605096855,0.0139786141605891,0.0946786576500101,0.9999989840044
"602","G0602",0.973042497511896,-0.00899969941054653,0.00911931213134329,0.9999989840044
"603","G0603",0.998435457001029,-0.0308932150809483,-0.144830195244021,0.9999989840044
"604","G0604",0.994096899548775,0.0280530994916261,0.0306698066180657,0.9999989840044
"605","G0605",0.954054246461239,0.0174344556321409,0.0875209152576218,0.9999989840044
"606","G0606",0.991686382275528,0.0990340151107505,0.279745978964924,0.9999989840044
"607","G0607",0.994039067122294,0.0901595998212741,0.267902469034257,0.9999989840044
