"gene","knockdown","theo_phenotype","obs_phenotype","behavior","class","initial_freq","counts_bin1","barcodeid","freqs_bin1","rel_freqs_bin1","freqs_bin2","counts_bin2","rel_freqs_bin2","log2fc_bin2"
1,1.0,0.0,1.312811019795634,"linear","inactive",0.00011299435028248587,1098.5,1,0.00010466888994759409,1.2954009433962261,0.00011452040275569687,1080.5,1.3808306709265175,0.09213771517944948
1,1.0,0.0,-0.5132804183378622,"linear","inactive",8.217770929635336e-5,777.5,2,7.408289661743687e-5,0.9168632075471697,8.441971383147854e-5,796.5,1.0178913738019169,0.15080519925056354
1,1.0,0.0,-0.6107144310021929,"linear","inactive",6.67693888032871e-5,745.5,3,7.103382563125298e-5,0.8791273584905659,6.301006889242183e-5,594.5,0.7597444089456868,-0.21055802979456795
1,1.0,0.0,-0.047500380222117,"linear","inactive",6.163328197226502e-5,649.5,4,6.188661267270129e-5,0.7659198113207547,6.2586115527292e-5,590.5,0.7546325878594249,-0.02141895330750533
1,0.10317838399150683,0.0,0.4408994987238991,"linear","inactive",3.081664098613251e-5,335.5,5,3.1967603620771796e-5,0.3956367924528301,3.0153683094859564e-5,284.5,0.36357827476038335,-0.12191060115038298
1,1.0,0.0,0.35118313826793834,"linear","inactive",6.163328197226502e-5,606.5,6,5.7789423535016674e-5,0.7152122641509433,6.173820879703233e-5,582.5,0.744408945686901,0.05772391716435115
1,1.0,0.0,-0.5567606874402987,"linear","inactive",8.217770929635336e-5,791.5,7,7.541686517389232e-5,0.9333726415094338,8.569157392686804e-5,808.5,1.0332268370607027,0.1466319360796992
1,1.0,0.0,0.4303605248176837,"linear","inactive",4.6224961479198765e-5,535.5,8,5.102429728442115e-5,0.6314858490566037,4.329623741388447e-5,408.5,0.5220447284345048,-0.27457698386135365
1,1.0,0.0,2.077850127687333,"linear","inactive",3.59527478171546e-5,422.5,9,4.0257265364459266e-5,0.49823113207547165,3.0365659777424482e-5,286.5,0.3661341853035143,-0.4444426896694234
1,1.0,0.0,0.06971150134725802,"linear","inactive",6.67693888032871e-5,627.5,10,5.979037636969986e-5,0.7399764150943395,6.597774244833069e-5,622.5,0.7955271565495208,0.10443189086052777
2,1.0,0.0,0.3237824767451184,"sigmoidal","inactive",8.731381612737545e-5,895.5,11,8.532634587898999e-5,1.056014150943396,7.98622151563328e-5,753.5,0.9629392971246006,-0.13311240764491847
2,1.0,0.0,-0.6420417093195817,"sigmoidal","inactive",0.00010272213662044171,1038.5,12,9.895188184849929e-5,1.2246462264150944,9.89401165871754e-5,933.5,1.1929712460063897,-0.03780577587522725
2,1.0,0.0,-0.7797123461507734,"sigmoidal","inactive",4.108885464817668e-5,441.5,13,4.2067651262505956e-5,0.5206367924528301,3.608903020667727e-5,340.5,0.4351437699680511,-0.2587851268931763
2,1.0,0.0,0.9790519002702212,"sigmoidal","inactive",3.59527478171546e-5,402.5,14,3.835159599809433e-5,0.47464622641509424,3.248542660307366e-5,306.5,0.39169329073482423,-0.27712819656797927
