gene,p_value,t_value,df
G0219,0.9658552525884179,-0.042808189892185836,10458.497806909068
G0220,0.8291504056512542,0.21579875345721344,7607.233104951697
G0221,0.891810676089799,0.1360187969535886,6434.736391021304
G0222,0.9745595232981294,0.031891227031517165,8737.663674239713
G0223,0.8599943383533146,0.17638576087792446,10359.392361727238
G0224,0.9353336942223913,0.08113806389180377,10548.194430147198
G0225,0.9924526140632712,-0.009459561451349774,13523.39933731905
G0226,0.9219416856779827,0.09799110328221473,8436.991953848095
G0227,0.9163568007556158,0.1050266777653885,9748.439275196655
G0228,0.9380563160756383,-0.07771593067499702,6776.413415535698
G0229,0.9238722169943854,0.09556206663952477,5008.211923144872
G0230,0.8938173609805242,0.13347973414973238,7969.2386885943
G0231,0.9291666946526511,0.08889593439469681,8558.409657508042
G0232,0.9781368279588136,0.02740557596065124,9477.449929196471
G0233,0.8752379685753371,0.15701340415307477,8603.275189205819
G0234,0.987602627890324,0.01553886373009708,8896.645703391196
G0235,0.8085544926182602,0.24230065504227732,6819.352526920406
G0236,0.9961367712864191,0.004841986252445177,9444.433918352946
G0237,0.8754066369085993,0.15679903825511893,9293.374231408638
G0238,0.6896957926264546,0.3992817882377394,8352.862416546343
G0239,0.9993660508727378,0.0007945607342540823,8544.602514782298
G0240,0.8691327996082621,0.1647648393641962,8952.8876895997
G0241,0.964723589199125,0.04422830221426659,7567.159336080447
G0242,0.9559642400123083,0.0552208670199416,6357.514038643141
G0243,0.8324380214545415,0.2115853213955034,5780.181964357104
G0244,0.9174623313882251,0.10363477972637085,6607.154936640989
G0245,0.8749183040562922,0.15741931264110332,8128.113228773659
G0246,0.8786243511412062,0.15271861332624742,7389.732843301359
G0247,0.9296801127498684,-0.08824985615103789,8746.509207488183
G0248,0.9706233552696333,-0.03682802679802738,5985.040012039379
G0249,0.9894178641136813,0.01326350682613032,8785.830290229538
G0250,0.9931318617033389,-0.008608360977026767,6728.872801380727
G0251,0.8641618380277625,0.17108474997849912,7347.276178549643
G0252,0.8617169895497538,0.17419371514363372,9365.751336702257
G0253,0.9183783398426737,-0.10247920613734726,10158.14272531254
G0254,0.8773985499422694,-0.15427151589692273,10755.606780247384
G0255,0.8350924610500463,0.20818399187418618,5926.589156499298
G0256,0.8908034538909764,0.13729060021639092,11742.241889941395
G0257,0.7198374059785144,0.35869267369928626,6108.393974747973
G0258,0.8784353722142679,0.15295796571335735,7815.709493866986
G0259,0.9919035721032585,0.010147958892417906,6081.533126299311
G0260,0.8930468148880473,0.13445328621014868,10145.302972003188
G0261,0.9576646670578746,-0.05308620527538823,7340.8218368254875
G0262,0.7638072374799445,0.3004942967872434,8808.71932127282
G0263,0.9369813101552265,0.07906718287095213,7448.013729966142
G0264,0.9658462834297836,0.04281987851861689,7333.953823448086
G0265,0.992372231338049,0.009560641699816037,4726.046070794789
G0266,0.989774796868091,0.012816153463130081,7796.620941843498
G0267,0.9794927830109057,-0.025705750353215963,6877.796238263897
G0268,0.8992843768787862,0.12656934121783625,8174.291830781791
G0269,0.9882382228286737,0.014742130178709146,9340.766808770664
G0270,0.9728442114963465,-0.03404244864042354,7463.6944169706085
G0271,0.8130265614200136,0.23652974473315852,9821.885891685954
G0272,0.9729049974404234,-0.033966239105729525,7328.794682397493
G0273,0.9934611542067024,0.008195539341379652,9325.039417228103
G0274,0.9535503320494225,0.058250919730704544,7410.52901697955
G0275,0.8940980075250888,-0.13312431685788623,9100.788834205945
G0276,0.7558631577975077,0.310926558325088,9666.885799257285
G0277,0.7995236917890742,0.25396961271588664,11210.532448662858
G0278,0.873396420459942,0.1593506316062244,8494.754281516254
G0279,0.7148283272049962,0.3653913371439238,8567.254024235128
G0280,0.9332855418977895,-0.08371407392989764,9441.093853047592
G0281,0.9892705962416191,-0.013448153745482149,7729.664254097943
G0282,0.8559052946568291,0.1815939420967295,9458.13394932021
G0283,0.9451914016761265,0.06874830702913319,9572.081404604647
G0284,0.9033762537704106,-0.12140055391801075,9852.96744310487
G0285,0.8749546075690169,0.15737286968516712,8792.213490687425
G0286,0.8464499669169872,0.19365358010666428,13920.207244235415
G0287,0.9325990260085166,0.08457947177980586,5120.784980453907
G0288,0.9886630460275909,-0.014209755371414995,6932.172058608094
G0289,0.9980691876692587,-0.0024200017157357647,7120.645004642627
G0290,0.9387902077088379,0.07679328698699557,6930.981385007023
G0291,0.9893144844825639,-0.01339324717445026,6211.230147871371
G0292,0.9842117840962366,0.01978967402510668,6277.985545038551
G0293,0.0,-77.5124074218026,23095.2882630473
G0294,0.9844556977064813,0.0194836992669992,8505.166843874911
G0295,0.8720568195009055,0.1610507250896864,9652.883596066808
G0296,0.9519194495241359,-0.06029850316887175,7746.596568670435
G0297,0.9962346743425132,0.004719277441157013,9511.165972443076
G0298,0.9739245959929872,-0.03268753891417305,7813.581451221617
G0299,0.903538016588664,0.12119726739268973,7543.261502106163
G0300,0.8847338363156685,0.14497475222728745,9641.489311225514
G0301,0.9349427835915112,0.08162934453566448,12394.937007029548
G0302,0.9160920977383156,0.10536149430215029,6754.222069633292
G0303,0.8627082985081889,0.17293237945271206,9411.944853802746
G0304,0.904465946136324,0.12002654810016881,6298.017879468319
G0305,0.9893098986389994,-0.013398935647321555,6985.353161777532
G0306,0.9310221300947557,0.0865623746742443,6288.714188986976
G0307,0.9763636110193841,0.02962948235591753,5583.758428732995
G0308,0.9252876758315214,0.09377724302999854,11994.022665573444
G0309,0.9565876693603832,-0.05443824705889775,6542.796017391478
G0310,0.8300078960264696,0.21469663113878212,10818.268154231588
G0311,0.9806113189093764,0.024303081263504382,10461.004232894158
G0312,0.9218423534354214,0.0981157162577384,10107.890631055194
G0313,0.7442233006597672,0.32627307222488,12322.206417515667
G0314,0.984747563695189,0.01911800859909536,6373.591245669799
G0315,0.9750355865385827,-0.03129429200331926,8393.763104597618
G0316,0.9903096751827953,0.012145695408614546,8082.327814680573
G0317,0.8970615639720612,0.1293774756944438,10029.676582093918
G0318,0.9310114290785378,-0.08657598193338414,6036.911941190948
G0319,0.9809362737349523,-0.023895901174610813,7568.030536855493
G0320,0.9926714798603922,-0.009185287944120185,10396.11008973716
G0321,0.8854518730729581,0.14406467268237683,11742.138197792385
G0322,0.8139666970012707,0.23532052287904057,7160.157916711282
G0323,0.9102990450592379,0.11266573584084778,6502.163279780847
G0324,0.7717040858528217,0.29015616208530404,8225.614496234291
G0325,0.9556330883254649,-0.05563693093806995,5435.388051868759
G0326,0.6899305854315236,0.3989591508566304,11698.884784337555
G0327,0.7974195395558796,0.2566972699083249,7479.543637832297
G0328,0.9443689249223235,0.06978227155158141,7093.9576392535355
G0329,0.906224736991817,0.1178077329080004,4997.10401169049
G0330,0.9159017266487648,-0.10560173733797247,6265.72194381276
G0331,0.8304630543894189,-0.21411510453920127,7582.678808638547
G0332,0.8736125467545406,0.15907661966655418,7954.964806602295
G0333,0.9462207609827558,0.0674549985698292,10579.819423147817
G0334,0.8604874256003872,-0.1757584797389562,9526.891403223268
G0335,0.9495989663784741,-0.06321337529095067,5325.797322865425
G0336,0.9245537629206799,0.09470273661005228,6731.629644803635
G0337,0.928437492805188,0.08981299973285532,10737.330243295495
G0338,0.8765153939598977,0.15539259078688278,8787.608449645422
G0339,0.9001547390270046,0.12547072414125607,6570.930094694055
G0340,0.786021406491193,0.2714905351519997,7346.595379727492
G0341,0.843144632453446,0.19787767285971933,10421.999506761049
G0342,0.9846192405593734,-0.019278662144953725,8848.91156865127
G0343,0.7737991319603674,0.2874182276274107,8476.590513451254
G0344,0.9762424866840957,0.029780790771545752,9775.114011250225
G0345,0.9678290747269214,0.040332330174330036,8988.745441253526
G0346,0.9419020614448581,-0.07288118875629918,10425.424833575133
G0347,0.8893506198820806,0.13913171367769944,6155.082759376101
G0348,0.8654759019352758,-0.16941181745899447,10799.313753681443
G0349,0.7593736782609573,0.30631124877743104,10622.992991155665
G0350,0.9940709502047289,0.007431249664784032,8470.139216098845
G0351,0.8623268978765217,0.17342080901785123,5635.693798431579
G0352,0.9530401878559129,0.05889183969191143,6096.725588819847
G0353,0.9410767124752097,0.07391928424241026,7036.0876791030505
G0354,0.9083657354384438,0.11510428131482364,7069.54391838592
G0355,0.8871792147723496,0.14187840738090682,9031.431495405803
G0356,0.8246363773651115,-0.22159272086350884,8336.019304788197
G0357,0.9311993751974332,0.08633946506582668,6155.45779940666
G0358,0.9810159423726377,0.023796120587081797,6707.249514576775
G0359,0.9715382706597107,0.035680604574724106,5768.135265103063
G0360,0.9477591831943359,0.06552236828738035,12061.437643908375
G0361,0.9232736435211375,-0.09631388660134305,8174.262039100029
G0362,0.8298086723615654,0.21495226539681403,10595.098423639638
G0363,0.8592546357282826,0.1773287167470451,8088.479428878066
G0364,0.9500655993102893,0.06262711480171912,5789.280191425897
G0365,0.8087123527260389,0.24209750157043727,6415.140940343257
G0366,0.9221316947870666,-0.09775157389657786,9183.71637612116
G0367,0.9141376861846946,0.10782420826470292,8493.69443674017
G0368,0.9401275868809984,-0.0751125148788563,6269.746576440566
G0369,0.9085213084214487,0.11490643070515945,11417.857784648675
G0370,0.9739222287966931,0.03269049595129604,7900.230811159154
G0371,0.9251026716073878,-0.09401105010793348,8214.962189307615
G0372,0.987079966790291,-0.016193928787036526,11223.845567067954
G0373,0.9723854166749852,0.03461770924877636,8258.244746384082
G0374,0.8734562768773908,0.1592750369561733,7865.273073166504
G0375,0.9233055995526516,0.0962743931611291,6535.9840442051445
G0376,0.9519172685572133,-0.060301465428619215,6950.335031110631
G0377,0.9888504863580461,-0.013974734944796544,7994.904253347762
G0378,0.8991009057161059,0.12680071588798011,9181.598486663333
G0379,0.9450350868369144,-0.06894596605639489,5610.692837164017
G0380,0.0,-51.732641629522014,12990.974640861035
G0381,0.9055183651637015,0.11869701671091518,8040.895065978953
G0382,0.9443193125205744,-0.06984452272236016,7339.310973485588
G0383,0.9711736061710685,0.03613704390185136,13835.736416738993
G0384,0.9428019522745881,0.07175096637092614,7727.144650310812
G0385,0.8637740966919438,0.17157649457365792,9620.336979583859
G0386,0.886324745997743,0.1429623118465869,6000.894791462843
G0387,0.9533389719839138,0.058516320175312206,7267.401539063673
G0388,0.9663856975177443,-0.04214344180645774,6240.881628636398
G0389,0.9417978083391725,0.07301319997461332,6653.028073225027
G0390,0.7788632496010128,0.2808102447451549,7953.51019042597
G0391,0.874517852485259,-0.15792984107149313,5527.232935465521
G0392,0.9667918161482343,-0.04163348588045024,8864.495666331582
G0393,0.9923899281166841,0.009538475435172888,4584.824627365508
G0394,0.9537659337950695,-0.05797973898444793,9931.235752496836
G0395,0.9129434397802114,-0.10933043503065232,7234.783833808123
G0396,0.9188686733468159,0.10186262970157682,6898.347585503422
G0397,0.9333664462128017,0.083611828501218,12091.357759963781
G0398,0.971718538720485,0.03545403338661464,8430.638645577976
G0399,0.8993562626905807,0.1264779245341447,9630.577184225313
G0400,0.8760530245900342,0.15598031527446246,7016.605340289934
G0401,0.7571884360522896,0.3091865194158187,7329.640473143055
G0402,0.9973086862877083,-0.0033731585883761002,9300.772066939087
G0403,0.9952929753384823,-0.005899557414581982,10340.021973146188
G0404,0.9709834031189766,0.036376288697330963,6706.849088407018
G0405,0.8871199687029454,0.14195565920432934,5789.964814128411
G0406,0.9733300147640014,0.03343301358145172,9122.688316609014
G0407,0.0,-59.693005854502985,16698.96611882158
G0408,0.9850038697886696,-0.01879674587107498,6048.331251719507
G0409,0.9010842581874017,0.12429477820905728,10511.928369108242
G0410,0.8716083581238161,0.16162245418475168,6298.202573510628
G0411,0.9099442880360693,0.11311327664812074,6416.239505191117
G0412,0.6287421481229565,0.48351298707824836,9980.339077093511
G0413,0.9270199244227966,-0.0915987077025279,6022.973855468362
G0414,0.9704983843003436,0.0369845995694416,6716.048438581963
G0415,0.9646180476309472,0.0443613586502637,5256.57700969743
G0416,0.9483507213508777,0.06477919489063502,14157.1160046596
G0417,0.9138725372722662,0.10815952571119784,6406.817736375944
G0418,0.8403112597441251,0.2015014330403048,8626.98660771502
G0419,0.9652167836542045,0.04360982199532281,6395.960045550213
G0420,0.8697789839676624,0.16394558876682047,6618.546316117885
G0421,0.9895096865144324,-0.013148488875265579,7275.619506927057
G0422,0.8762758294688284,0.15569689251863034,8093.776132911029
G0423,0.954091615097366,0.05757092871085652,9519.495446327215
G0424,0.8241204977536414,0.22225625096830798,7451.9558759011725
G0425,0.7558825899505277,0.3109016810734848,8970.813205878589
G0426,0.9430122236799361,0.07148681248319359,7508.749211560981
G0427,0.9274552327188679,0.09105008699730403,7473.66270136109
G0428,0.9501142838391736,0.0625653013795455,7703.900962269845
G0429,0.9213460079809503,0.09874115317679115,8935.071732930426
G0430,0.9365686786322935,0.07958526779945857,10169.144352724912
G0431,0.946060600539919,-0.06765776520018893,5346.717791781934
G0432,0.8831135039318587,0.14702773419085868,8783.437291577902
G0433,0.9686210281409011,-0.03933913338332845,7689.0413453923375
G0434,0.7963472562081044,0.2580857366698811,8149.574257543255
G0435,0.898814410835618,0.12716461204366641,5949.600225306016
G0436,0.9869447338551285,0.016363744640884678,6154.777953178425
G0437,0.860193860564755,0.17613494929001194,6008.330844381793
G0438,0.8023311585634438,-0.2503383669727535,9401.13251737368
G0439,0.8825474197962431,0.14774538277936128,8038.699819490333
G0440,0.815717678190085,0.2330630427874353,9127.728618890584
G0441,0.8332770245495076,0.21050902474037553,6482.878781009339
G0442,0.953577538043676,0.05821684989497371,7097.732346717824
G0443,0.9248907124725188,0.09427764850842886,8961.436049342592
G0444,0.9213769213813345,0.09870342139653923,6242.500847263485
G0445,0.8913480709294432,0.13660241344127497,9159.48774194953
G0446,0.9810307829824216,0.023777558597622653,6390.770537271067
G0447,0.905713041956502,-0.11845098297090709,8777.592227041845
G0448,0.9243479241526922,-0.09496263314659877,5568.286199999957
G0449,0.8377633658785928,0.2047641945367268,5950.756717801175
G0450,0.9299153377278251,0.08795439313247098,7298.234100834181
G0451,0.8901973832779342,0.1380592106127056,7390.758269214368
G0452,0.9293900498655079,-0.08861459046326144,9656.129606176577
G0453,0.9097781804255285,0.11332305324122974,6083.47434225321
G0454,0.8550011482427569,0.18274578834676175,10117.688666973065
G0455,0.949922365448074,-0.0628060084621648,9068.433809060714
G0456,0.9710824736674399,-0.036252150297215124,6182.911126627165
G0457,0.9170815093280091,0.10411243004036222,15101.10799779803
G0458,0.9530381992041974,0.05889431897401518,6141.2059993494695
G0459,0.9270222143142781,0.09159454885835648,9030.110517500214
G0460,0.9842150260510922,-0.019785726042370333,5471.603801258085
G0461,0.8226223933574439,0.22418126764452526,7465.708705388349
G0462,0.9676986372141068,-0.04049570156488123,11494.29202942507
