gene,p_value,t_value,df
G0133,0.8246129409208376,-0.2217189078002381,564.1679658127682
G0134,0.6333993228302703,-0.4772273298074106,523.7520963011441
G0135,0.43993573045853074,-0.7727394786643704,704.5398845580448
G0136,0.6672937715650751,-0.4300590610278402,656.6692591835638
G0137,0.833723026961509,-0.21002607562026587,565.0601887505152
G0138,0.7744208757759283,-0.28677350806441926,439.55225852788345
G0139,0.7361353503528381,-0.3371084565837718,705.8840133928788
G0140,0.7233569350282307,-0.3541375577104121,616.2422572320844
G0141,0.5695523468395951,-0.5690770012265796,514.2422185652787
G0142,0.8174398477349416,-0.23093963541167611,604.4266637129748
G0143,0.8152295195540584,-0.23377427842177018,690.3995060052919
G0144,0.7514146589612936,-0.31687667019207005,853.6828052331381
G0145,0.3555952537769398,-0.92436431110788,746.7798896784827
G0146,0.6718592810502759,-0.4238174933493986,568.3102281507247
G0147,0.0,10.904628266731248,3711.101455425047
G0148,0.38499444432560503,-0.8707149394981094,192.48309155066474
G0149,0.7135068951620189,-0.36791163853968134,137.00727550897912
G0150,0.6493670211125542,-0.45483893046640256,695.6658791741307
G0151,0.8985674755651989,-0.12755808941979305,372.80511889728024
G0152,0.7625919739740621,-0.30217867281138405,825.5387741313546
G0153,0.6628271166866835,-0.436206631897778,671.0416042298953
G0154,0.9557082805410866,0.05556916167010625,477.3880258462712
G0155,0.6260702348008649,-0.48748693214065913,680.8032975825917
G0156,0.7584451271190766,-0.3076660676226902,589.4062809282344
G0157,0.7387482942722845,-0.33366030997752827,622.334418801122
G0158,0.7946752666107426,-0.2603501913252436,656.7336207857095
G0159,0.6097555758132076,-0.5106626598268785,669.700217541872
G0160,0.9206335972592665,-0.09968931435196665,468.8195155588863
G0161,0.7397324421260092,-0.3323610221644861,601.5807574588725
G0162,0.6277420980963195,-0.48505800627006945,993.8232192699039
G0163,0.6250483444788899,-0.4888544528466753,1034.6718236927534
G0164,0.6320617041253493,-0.4790025926021514,838.2879948128908
G0165,0.4112779899372525,-0.821934986597945,1194.0447755879986
G0166,0.8966016522863225,-0.1299930743240944,878.8490433486135
G0167,0.6579425056934829,-0.4429788787662445,593.2031607774328
G0168,0.7182060225463296,-0.36101974378993695,628.3975257893347
G0169,0.5940166564062554,-0.5331792540308951,1105.6200744897737
G0170,0.9892040945061271,-0.013535775624059904,719.726032797095
G0171,0.5816893989066361,-0.5510892464594233,1053.033748154839
G0172,0.8089086557906868,-0.24195188164365997,543.8389148244028
G0173,0.7630838803367102,-0.3015827883724814,551.1692577751298
G0174,0.8463496056172595,-0.19385538727093787,650.8154666343654
G0175,0.8060478547589038,-0.24564444666645224,557.6724010625587
G0176,0.8039467502064173,-0.24833015036472234,752.2234337842854
G0177,0.44990472903115575,-0.7560251420762614,657.904666608838
G0178,0.5006184348871487,-0.6737779966017895,938.1277000648915
G0179,0.8277675747220832,-0.21763415499613653,831.3353228501558
G0180,0.6919728715399602,-0.3963848334779293,557.3237801262196
G0181,0.7997554731508296,-0.25379598567257267,509.9265245811228
G0182,0.7181681405681117,-0.36103937969171074,777.0619056051912
G0183,0.5530070120783979,-0.593551043848877,689.7757519307377
G0184,0.5110212237443434,-0.6575216786346552,861.2364493573699
G0185,0.5765315705795988,-0.5586977151237802,764.8256854714461
G0186,0.7418788056741428,-0.3295266078611517,569.6940435850315
G0187,0.6930157194667386,-0.3948937088326108,892.1858519602768
G0188,0.6093005870357535,-0.511224733131442,1055.8301763403076
G0189,0.6744361753341972,-0.4202246817079159,786.0155667233199
G0190,0.8140719525246389,-0.23528184522266216,587.637478197932
G0191,0.25747180329993546,1.1331443064655824,853.6550571479793
G0192,0.6109775617934226,-0.5090773402349966,401.64664276723283
G0193,0.6921032896323895,-0.39620893582804295,554.5938640193151
G0194,0.8376474439968891,-0.20498484618736307,657.1056116249554
G0195,0.6718989209913366,-0.42372372318977203,692.3284573116265
G0196,0.7890892791920519,-0.26763395289621317,510.06871160872197
G0197,0.5681402863118765,-0.5710720584998026,677.0950890449637
G0198,0.5669077093469239,-0.5729570939139244,550.4613044921276
G0199,0.4392316632878748,-0.7738667959158765,823.5064087685838
G0200,0.6608733579004036,-0.43891670654024956,625.9236936883938
G0201,0.8367096247327206,-0.206195792491974,585.7282170569244
G0202,0.7481017881699874,-0.32128673121881557,617.7138897830263
G0203,0.5197981643047429,-0.6438833473371515,1003.806406431839
G0204,0.5983921294767458,-0.5269708248892587,655.517356831617
G0205,0.5206792695942646,-0.6425533805018504,890.8503323584853
G0206,0.5904592564074491,-0.5384004641807545,755.1861497273924
G0207,0.8559108703522404,-0.1816465396220151,725.3555272462756
G0208,0.7178921493394639,-0.3614106737080348,765.8604865225564
G0209,0.5426329760287798,-0.6090810194530565,852.6839231423379
G0210,0.5974184053235634,0.5282303710671086,1484.4899485869862
G0211,0.5478032413734772,-0.601274898759239,931.2028607762144
G0212,0.6887247414049416,-0.4007632531715467,656.9334768741941
G0213,0.7841407527942366,-0.27405220578498796,587.9695547027816
G0214,0.4568547784831736,-0.7445433999184463,569.7401776328674
G0215,0.7181006957589413,-0.361224825510946,450.57763635569444
G0216,0.6976783510835256,-0.3885925982771609,820.5237338164561
G0217,0.6967993955013094,-0.3898814450853061,473.85371659463806
G0218,0.8033713186236362,-0.24906398133167335,851.9934005896815
G0219,0.7615040721931603,-0.30365405961813785,560.8632645804659
G0220,0.6300360806255534,-0.48185811332642603,815.1777007432677
G0221,0.7156245790685865,-0.36446300772753776,686.1819693556611
G0222,0.6865837838897897,-0.4036850228740893,618.9373518202322
G0223,0.5620781142704425,-0.5799826011399646,860.8545728193676
G0224,0.6682912699873502,-0.42870165413218003,611.7425569995222
G0225,0.5019616564066407,-0.6723599197693797,255.7145750295857
G0226,0.7170148263141924,-0.36269775152890776,416.1246473730888
G0227,0.8563879524692284,-0.18106909366012391,491.7107236083223
G0228,0.7001092370290043,-0.3853817149380476,530.0386457218863
G0229,0.6178917591444084,-0.4990604953261572,708.1559243717086
G0230,0.8519773331252201,-0.1867064072431161,437.72634251148355
G0231,0.8342802564811338,-0.2093205385504538,518.3527373793969
G0232,0.5168804736900205,-0.6484073778463313,936.3614093074605
G0233,0.4603738111328264,-0.7387895641298579,511.2587395562954
G0234,0.5061548407335756,-0.6652336564722301,604.3518275544388
G0235,0.5928827492208142,-0.5349156278479031,681.2423810279328
G0236,0.5400566739588235,-0.6130227219000245,713.4617892936797
G0237,0.6300990884776461,-0.48174440338668784,944.8469025550208
G0238,0.5954852723036077,-0.5311168105591529,799.9100892612136
G0239,0.6265703169531054,-0.4867298407625338,884.9545358637697
G0240,0.6475259494345642,-0.45741999588779836,633.7934282360286
G0241,0.6256229210326201,-0.4880760372446965,842.8836443199955
G0242,0.8421085565246029,-0.19927700989372993,648.1838439220962
G0243,0.6074331939776774,-0.5140978748637672,454.92042808073
G0244,0.7099195881891958,-0.3721228604810124,666.9121201197111
G0245,0.8172422776091262,-0.23120776709069357,532.0764188170449
G0246,0.3254429737408704,-0.9838351737432592,965.7304217215244
G0247,0.8568296790133882,-0.1804870742240538,614.791162413341
G0248,0.7943585007915464,-0.26077060473024377,602.6117022386692
G0249,0.4808451899707453,-0.7053338041104424,676.8413227191726
G0250,0.6113165755678747,-0.5084379626668961,658.2936679325434
G0251,0.9069037791083927,-0.11700567136024234,487.1703361266332
G0252,0.6904889072918765,-0.3983680823349457,653.9589501127041
G0253,0.7657624943589618,-0.2980696203116945,550.4805887727885
G0254,0.7527603891384129,-0.31510700429294547,821.9496904489646
G0255,0.602746658389083,-0.5206614200216119,800.3600080693502
G0256,0.5333753869525604,-0.6232840503617515,512.061082512528
G0257,0.3557564893200631,-0.9239447542340129,923.2550017315958
G0258,0.8531390072242764,-0.1851843435466412,688.2371585287276
G0259,0.4596029378122579,-0.7399989165631904,574.5028356956198
G0260,0.5560603169741603,-0.5889132104331978,944.4588940032934
G0261,0.7567531109102517,-0.30989030043343446,593.7490535643917
G0262,0.7618211804677193,-0.3032090422064542,695.8863972218653
G0263,0.5261259939327945,-0.6341720568413717,921.1395339588092
G0264,0.39523619660178966,-0.8505540822907166,929.3037900485082
G0265,0.7928454892913577,-0.2627152646706363,717.2800617722853
G0266,0.6551227332280938,-0.44684351120209687,718.3646329041713
G0267,0.6681481137710437,-0.42883537560077406,878.9323933036728
G0268,0.7231232771001248,-0.35442547105284755,723.8293101278671
G0269,0.791820539912595,-0.264030457381415,848.7965931999886
G0270,0.9856763984961301,0.017958219323079068,850.0067686104221
G0271,0.6412403721928144,0.46604289907910995,1826.266083633474
G0272,0.813380172693349,-0.23618483680098662,531.8532756622056
G0273,1.8692589009994265e-07,5.224183066758688,2991.3719889244417
G0274,0.7030893388316022,-0.38144483753482283,374.8066756858487
G0275,0.5391057422461674,-0.6144724780928872,689.8997731924338
G0276,0.7201091318082469,-0.3585019515171258,534.9800672829062
G0277,0.7404223513924495,-0.33142407975688787,707.2921507949189
G0278,0.6641894300708653,-0.4342984495787528,795.96535069978
G0279,0.7737362037155233,-0.28761515101890345,628.1750257690956
G0280,0.0,9.049871062956376,3931.7825160237967
G0281,0.7289696891568895,-0.3466055772549358,888.8712493331279
G0282,0.5233336866699565,-0.6384984282768082,792.7493126271772
G0283,0.7711261594996177,-0.29101710251565216,686.3435776927515
G0284,0.6181978326818323,-0.4986387232138618,668.9586789486486
G0285,0.4660014275971691,-0.7293540874846489,789.4454120433836
G0286,0.39087418211806635,-0.8583373840503803,1224.4180348730856
G0287,0.6587482226157102,-0.4418277051261138,711.0698696854599
G0288,0.6841212832966668,-0.40705989597377534,553.7849151798969
G0289,0.9704495222044001,-0.03705451637533846,926.2246904555565
G0290,0.8234054447731998,-0.22333691797364344,345.0827995986159
G0291,0.9064428975727412,-0.11756861761072143,706.2766706896441
G0292,0.5883777681006896,-0.5415216512857682,525.0788931655236
G0293,0.6128589902126846,-0.5061546257918239,1006.116126991886
G0294,0.7506448971238566,-0.31793287574995477,608.6830933004934
G0295,0.3161187712210034,-1.0042987461146988,274.60410258462326
G0296,0.5643107092037698,-0.576619759656077,1134.7273998883643
G0297,0.6290527770047141,-0.4832405593405043,827.4542389110582
G0298,0.6666584468329648,-0.430878660721842,911.7238319309287
G0299,0.5579744411167553,-0.5861552598820569,650.7149919313238
G0300,0.5819881397413367,-0.5508310519439867,515.4750596398902
G0301,0.6244654595923547,-0.4897272878018077,775.1100719959312
G0302,0.7910693944637694,-0.26501167226726186,792.3675609369008
G0303,0.6941333146069746,-0.3934206924653638,673.4043760475518
G0304,0.7357696741348576,-0.3376574867173013,477.58631961027515
G0305,0.36172973231639927,-0.912593506183218,804.5802463344087
G0306,0.40595049032151875,-0.8312999940622676,1356.3898655044925
G0307,0.747843234164637,-0.321671106444722,475.46506982390326
G0308,0.2978590740953493,-1.0431369586329375,258.58958685471134
G0309,0.7799998276846565,-0.279453370879563,561.47172216509
G0310,0.7828351574975707,-0.2757363712224602,673.3414008885302
G0311,0.8564266908573768,-0.18098825874151508,734.9351747826099
G0312,0.7800424654639295,-0.27936821795582173,720.2061025754025
G0313,0.6550778765294656,-0.44691879718312694,671.1291636913493
G0314,0.7353233825735868,-0.3382645644975026,444.9264639680673
G0315,0.8975374474459055,-0.12884117989921767,478.57436606867793
G0316,0.7806863346997139,-0.2785569737515443,567.3331614029026
G0317,0.6459519211353486,-0.4595922521818704,698.5258975843531
G0318,0.7828335788479202,-0.27573864710572105,672.0006175289093
G0319,0.5659698456252058,-0.574244618306385,770.6636914122182
G0320,0.7728161944652199,-0.28881321655681724,651.4528331947348
G0321,0.96836171092495,-0.039679411925199866,609.413227789515
G0322,0.5126808514138941,-0.6550752087858558,575.9953247645896
G0323,0.4581417960093217,-0.7421968938760987,1003.1220031921646
G0324,0.7823101366131953,-0.2764574434890056,503.7194386945951
G0325,0.6775894860227587,-0.4159556813215087,606.8566129228418
G0326,0.7590372815495043,-0.3068474257004854,821.3577595318609
G0327,0.6727069840127125,-0.42255258906461324,1065.4484766311048
G0328,0.5228168843791674,-0.6394395958266688,523.1617468651851
G0329,0.7062414747640124,-0.3770245353375089,929.0088942462386
G0330,0.7087845592025919,-0.3736420782141185,695.0717194693717
G0331,0.6698829381084392,-0.42648811068084475,702.1132857751619
G0332,0.6778823839111734,-0.4155385018973556,662.0303016840935
G0333,0.5515444825541302,-0.5957925382834572,584.4368672199715
G0334,0.5771783379735242,-0.5577277580860823,843.1823430686782
G0335,0.5012738445960487,-0.6727870019241687,813.6015858948492
G0336,0.6828113017435924,-0.4087965436528663,715.4996438616528
G0337,0.8682329388217673,-0.16601319726479005,388.4339141415304
G0338,0.8936266900421141,-0.1337884051321484,473.91286043954017
G0339,0.7223253376008767,-0.35551871021316567,603.1024648313285
G0340,0.7949179561608879,-0.2600642223826113,516.0813300393427
G0341,0.6953958455867606,-0.39166866923547905,899.1625241353989
G0342,0.6646327469792173,-0.43370697403328967,711.2978951382279
G0343,0.7540771747541626,-0.31341498356742814,584.6908582431997
G0344,0.35629306607995614,-0.9266337893767639,102.5169280262059
G0345,0.7956334452973184,-0.25908525276954414,833.3619416866735
G0346,0.7050482795686852,-0.37867619129375285,670.0958119268363
G0347,0.7932370281871881,-0.2622261188577163,600.6209556334842
G0348,0.7394202253863424,-0.3327275162228025,869.0080692349086
G0349,0.2049503584518284,1.2680845463615191,1616.5589311875437
G0350,0.664364124073888,-0.4341204739507939,573.8684478047819
G0351,0.7360582181429243,-0.3371867208096283,862.1222964094707
G0352,0.8424755517006557,-0.19880876607969017,639.2528802923921
G0353,0.7912774629125896,-0.2647725373994051,588.107119498826
G0354,0.3855609029891993,-0.8682432295302804,694.9858364202247
G0355,0.8173490519501905,-0.23101430967578165,1041.64110058634
G0356,0.7736366216175146,-0.2877387245630564,663.3030360532225
G0357,0.6634298601578457,-0.4353371071502944,837.9514154283437
G0358,0.6401637051065769,-0.4676599908186752,749.4743510738178
G0359,0.6126185434346749,-0.5065859182942295,644.8818082121833
G0360,0.7409480785827611,-0.3308159727139362,420.9965038425491
G0361,0.5032025927248456,-0.6697381436892569,869.2487565554154
G0362,0.26311224300812586,1.1196710823836729,1040.9034730322942
G0363,0.6541635869651503,-0.4481595616604201,773.2398920778571
G0364,0.5056274544264854,-0.6661038750815715,543.2585620478696
G0365,0.7754964998399827,-0.2854325692156822,321.60270380572496
G0366,0.7049666670804478,-0.37874169816259395,924.2646294361751
G0367,0.6427856828165743,-0.4641089284768686,467.6243445552906
G0368,0.6031854893773854,-0.5200177501358805,857.0662094108891
G0369,0.5238304332113148,-0.6377012819972246,899.5487090187746
G0370,0.5695699843809883,-0.5688895034252617,919.9399265490645
G0371,0.7939456644779204,-0.26132483104550813,519.112562574692
G0372,0.6291629435678878,-0.4832093812351612,489.9194956522347
G0373,0.8650950894682103,-0.16996196989832107,624.4888962676793
G0374,0.05121043330384456,1.9517693399853546,1138.8317713410038
G0375,0.48930443622999453,-0.6918115956506273,645.4248618776808
G0376,0.8232481382523602,-0.22348223992490315,519.0124590343677
G0377,0.8423087968046739,-0.19902837879158913,592.7341708960711
G0378,0.7833514915539954,-0.2750524381155873,752.1190014521268
G0379,0.8159746186898631,-0.23281814184884767,661.714078124158
G0380,0.674237306868259,-0.4205170352771924,697.5165175820187
G0381,0.8040722474487203,-0.24819377663272646,580.537579855149
G0382,0.6072541135416807,-0.5141896381241877,843.3701248674661
G0383,0.6190116928399374,-0.4974880137960582,655.8698743559772
G0384,0.6890649201653387,-0.4002531320185203,901.4044454788545
G0385,0.9955621169882183,-0.0055638328571184555,798.0805925350086
G0386,0.7958266872455293,-0.25886902298762593,589.3492787120883
G0387,0.7215670757885382,-0.3565097397267633,694.9198225707912
G0388,0.7440586838384777,-0.32657471465737203,988.7655147954596
G0389,0.6610053828910214,-0.4387732151574828,527.9157531309678
G0390,0.6678445496455507,-0.4293090101504623,632.5248931861133
G0391,0.6007610001752388,-0.5236000867276864,567.839317339098
G0392,0.8060134184495171,-0.24567210272263304,651.6856319791236
G0393,0.5309807821268273,-0.6267784184358275,811.4665929976138
G0394,0.47190952901864414,-0.7197535703069456,722.3885530065045
G0395,0.9331160014937026,-0.08396083673915644,590.9865002339529
G0396,0.7594106887606147,-0.30642125001301823,503.1459501580324
G0397,0.8165927402591096,-0.2320257630036849,635.1513873938613
G0398,0.7368304177224223,-0.3361939316492051,666.6567517726302
G0399,0.6172242148183504,-0.5000326265949296,639.135699257333
G0400,0.5141324584992912,-0.6528835938289703,498.2402703461682
G0401,0.5884656878416581,-0.5412493298877693,927.6896909156925
G0402,0.47475243301966974,-0.7152041815404132,619.2674224005241
G0403,0.5966507564810919,-0.5300784893243516,198.22825808051962
G0404,0.8970479513265912,-0.12945041246527478,557.4751864311536
G0405,0.6200397974255729,-0.49603243141498155,647.7267452774179
G0406,0.5160835488797808,-0.649759399046663,632.500409509252
G0407,0.8192784449685464,-0.22856666657847438,642.6616428481063
G0408,0.6717884010571451,-0.42385514252039436,779.4588075813623
G0409,0.9322819980884245,-0.08501864697527436,480.2250595713185
G0410,0.5147139142649704,-0.6518846468270507,628.4652005079159
G0411,0.6272030694342363,-0.4858829030546331,696.2296855271985
G0412,0.7695066034983409,-0.29316756388449033,540.472907948996
G0413,0.7880251950934001,-0.26896419086072987,816.395987502908
G0414,0.6474688761136989,-0.4574635813419098,758.4923323137671
G0415,0.4442219168159107,-0.76542241392214,894.676523012475
G0416,0.7255705497347327,-0.35119402372799097,578.9868055194086
G0417,0.6893796054227819,-0.3998962288024958,582.2698021092195
G0418,0.6567058655028937,-0.4446576725878212,693.6625536883269
G0419,0.6746828359155277,-0.4199208814972281,646.185520020937
G0420,0.862497592921319,-0.17328961906894325,475.06151065964866
G0421,0.8141592693045521,-0.235177267627728,546.3428124651504
G0422,0.0,9.61070838637567,4354.145225439884
G0423,0.7231398679748482,-0.354426076884129,621.2314764052808
G0424,0.6295447893704047,-0.4825294478401906,919.0486531106257
G0425,0.6959713896432627,-0.39095861917990715,580.0080843107262
G0426,0.5982622743233095,-0.5271415827132395,700.0603059885146
G0427,0.6095472202576246,-0.5110218591208333,533.3370837748478
G0428,0.6491917204260735,-0.4551369635498171,545.7225723940344
G0429,0.6037994678876237,-0.5191657630751504,744.3867211381446
G0430,0.3323010703708218,-0.971796510776364,204.27723832286304
G0431,0.7994519941238023,-0.2541776899740368,557.5652731943285
G0432,0.6963807524244179,-0.39048667029066436,407.5094062940533
G0433,0.6882793340899607,-0.4013356601690445,806.4384012054232
G0434,0.7138945575735356,-0.3668489049537723,476.5547282858991
G0435,0.5622530854998593,-0.57978848321045,666.8746459333404
G0436,0.3983755021812123,-0.8466460544679719,171.0334077830156
G0437,0.5302127811786645,-0.6279296387138139,880.8976790825618
G0438,0.5760775428393166,-0.5594163602557062,626.4465887675943
G0439,0.7275129691338005,-0.34859825554187157,601.2468972912068
G0440,0.531678800464805,-0.6257573769377227,697.4601729815977
G0441,0.4199379908255212,-0.8069509154908492,788.8403701176246
G0442,0.7829799482086393,-0.2756010753894923,453.74679464417716
G0443,0.5929381315512909,-0.534744297791328,1066.662374187304
G0444,0.7549647350243183,0.31218052590207135,1059.8874099685333
G0445,0.6955326356445712,-0.39150124688004817,787.8033626749267
G0446,0.5257910053481041,-0.6347283453584246,783.0543359890689
G0447,0.5860366093530458,-0.5449516761963489,486.2373547083986
G0448,0.7248202868887574,-0.3521721394874096,667.7412239838397
G0449,0.6818465226588271,-0.41014667290412526,592.8738532596155
G0450,0.4037217088300604,-0.8354519583205258,772.1745922096999
G0451,0.7318509828627677,-0.34276221927833056,978.3054807621469
G0452,0.6179746079819246,-0.49891918328954077,793.4523806912248
G0453,0.7059242541160362,-0.37753655604677416,536.3337502927292
G0454,0.82788528937637,-0.21750577346150796,624.1764374514559
