gene,sgRNA,p_value,t_value,grho,rho,df
G0097,G0097_970,0.8584731333529276,-0.17839178976403597,0.36402615904808044,0.330653578042984,624.6803451474914
G0098,G0098_971,0.00032517545568966355,3.6010977066351324,0.9348206520080566,0.5354400277137756,1862.7405144121062
G0098,G0098_972,0.0,9.110683008600706,0.9348206520080566,1.5410940647125244,2650.673962499049
G0098,G0098_973,0.0005439553090849092,3.4628168753192483,0.9348206520080566,0.546787440776825,2389.08768113151
G0098,G0098_974,4.550694499005914e-07,5.0555569954833235,0.9348206520080566,0.9557968378067017,2981.142281515415
G0098,G0098_975,0.0,9.669778043883708,0.9348206520080566,1.5851640701293945,2730.0671701756805
G0098,G0098_976,0.00017099595422109815,3.7644819304436763,0.9348206520080566,0.6016150116920471,2344.3224264166856
G0098,G0098_977,0.004048460546913546,2.8772993480559244,0.9348206520080566,0.3730314373970032,2267.131941586113
G0098,G0098_978,0.0017758190020438214,3.1300226573166623,0.9348206520080566,0.3937731981277466,1810.5401360245503
G0098,G0098_979,0.0,11.54188521334808,0.9348206520080566,2.3536829948425293,2932.6938339208637
G0098,G0098_980,0.0009412043391128222,3.313050165727969,0.9348206520080566,0.4618213176727295,1793.3306530753177
G0099,G0099_981,0.7241279497685076,-0.3530554654729799,0.41652750968933105,0.4280920922756195,917.5634355059252
G0099,G0099_982,0.64371878293408,-0.46275422025136304,0.41652750968933105,0.4044938087463379,564.7988068585478
G0099,G0099_983,0.8550893078060597,-0.18267861710077346,0.41652750968933105,0.3510536253452301,946.6607668412768
G0099,G0099_984,0.6871335509679806,-0.4028948978005737,0.41652750968933105,0.297913521528244,797.3059957220662
G0099,G0099_985,0.543975559517833,-0.6070182698110667,0.41652750968933105,0.5105472803115845,1007.4744661418498
G0099,G0099_986,0.6220443077661635,-0.49311021944938005,0.41652750968933105,0.48813557624816895,987.828084857016
G0099,G0099_987,0.5999883665112682,-0.5245797939597414,0.41652750968933105,0.5548624992370605,1028.6028393640931
G0099,G0099_988,0.7935918863786453,-0.26172271552953574,0.41652750968933105,0.3390801250934601,951.2271707936936
G0099,G0099_989,0.6438836253965778,-0.46241407870137735,0.41652750968933105,0.5587947368621826,1013.8444240315368
G0099,G0099_990,0.7336518128532772,-0.3403922925913594,0.41652750968933105,0.23230178654193878,788.2676433021736
G0100,G0100_991,0.7804362318570282,-0.2788778220009796,0.39029771089553833,0.4388199746608734,590.4664303710061
G0100,G0100_992,0.9021027146767908,0.12307104378125054,0.39029771089553833,0.3049508333206177,476.66174993998885
G0100,G0100_993,0.9719875322485005,-0.03512833602117811,0.39029771089553833,0.31403908133506775,692.3064739752772
G0100,G0100_994,0.6738601435160978,-0.4211190426451881,0.39029771089553833,0.4287327229976654,471.27411499908385
