"","gene","sgRNA","class","L1","L2","L3","L4","L5","L6","L7","L8","H1","H2","H3","H4","H5","H6","H7","H8"
"54","G0006","G0006_04","inactive",610,806,577,550,677,727,447,231,775,787,577,503,505,745,569,223
"55","G0006","G0006_05","inactive",803,617,1243,1190,641,1187,1091,961,769,803,1324,823,779,1075,894,1170
"56","G0006","G0006_06","inactive",1103,998,917,1036,833,1271,734,1212,880,1077,1165,963,780,1333,727,1375
"57","G0006","G0006_07","inactive",491,445,222,299,152,379,273,238,370,477,222,237,139,400,269,340
"58","G0006","G0006_08","inactive",770,839,340,442,672,282,827,908,741,850,628,410,698,418,1048,942
"59","G0006","G0006_09","inactive",814,591,827,917,1118,933,1043,625,780,509,857,822,1099,1087,1068,584
"60","G0006","G0006_10","inactive",414,216,26,283,310,519,519,344,558,368,63,363,472,487,392,275
"61","G0007","G0007_01","decreasing",2804,2289,2331,1499,1167,1872,2165,2047,566,470,348,298,474,418,630,495
"62","G0007","G0007_02","decreasing",3377,4027,3347,2621,2811,4989,2738,2674,544,799,751,354,677,1091,635,857
"63","G0007","G0007_03","decreasing",1167,898,833,882,582,711,877,670,1041,874,1002,760,510,550,542,635
"64","G0007","G0007_04","decreasing",1342,807,907,970,1001,503,846,623,331,89,156,177,377,75,139,126
"65","G0007","G0007_05","decreasing",652,837,1233,1219,760,826,1644,1496,157,341,353,248,191,183,244,266
"66","G0007","G0007_06","decreasing",1971,1760,1449,1648,1441,1188,1495,1495,1475,1405,1201,1222,1304,950,1078,1357
"67","G0007","G0007_07","decreasing",951,837,880,753,736,1114,1219,623,647,792,811,527,640,869,1202,955
"68","G0007","G0007_08","decreasing",2189,2029,2287,2141,1775,1582,2521,1807,1637,1656,1913,1532,1312,1378,1980,1488
"69","G0007","G0007_09","decreasing",368,276,344,591,285,211,224,633,397,192,370,578,369,271,165,466
"70","G0007","G0007_10","decreasing",1831,2254,2910,1973,1905,2469,3529,1960,543,362,601,295,605,549,873,684
"71","G0008","G0008_01","inactive",345,247,563,397,260,568,554,499,417,229,379,445,362,713,643,340
"72","G0008","G0008_02","inactive",984,1513,923,812,987,825,918,665,1025,1385,1209,650,738,769,769,708
"73","G0008","G0008_03","inactive",2223,2032,3374,2335,2336,2188,1850,1827,1808,2133,2715,1949,2384,2184,1558,2116
"74","G0008","G0008_04","inactive",225,222,895,222,525,298,101,225,209,182,659,183,461,314,77,220
"75","G0008","G0008_05","inactive",685,548,386,668,619,867,637,431,518,425,331,558,626,823,647,548
"76","G0008","G0008_06","inactive",298,170,388,306,250,529,127,191,268,229,477,214,320,457,88,300
"77","G0008","G0008_07","inactive",449,397,148,699,229,696,239,368,420,524,217,588,298,916,268,531
"78","G0008","G0008_08","inactive",714,691,444,1149,654,863,1124,762,582,447,618,830,743,888,1067,942
"79","G0008","G0008_09","inactive",1429,1736,911,1811,1079,1532,1735,1532,1298,1566,1284,1574,1088,1799,1252,1537
"80","G0008","G0008_10","inactive",697,471,667,688,762,393,714,657,535,500,752,636,658,472,651,896
"81","G0009","G0009_01","inactive",1349,1237,1877,1002,904,1924,1718,1062,1330,1134,1627,827,938,1687,1462,1421
"82","G0009","G0009_02","inactive",769,532,180,579,763,546,781,582,565,527,226,669,790,563,803,729
"83","G0009","G0009_03","inactive",1565,1066,1507,1118,933,871,671,956,1050,1244,1426,1228,1013,1066,676,1214
"84","G0009","G0009_04","inactive",384,590,297,634,47,397,453,409,486,654,444,708,92,511,261,371
"85","G0009","G0009_05","inactive",709,368,577,261,119,653,195,330,648,225,613,227,163,751,218,422
"86","G0009","G0009_06","inactive",785,975,636,898,750,998,1007,1044,820,1045,845,533,786,903,746,1045
"87","G0009","G0009_07","inactive",340,315,290,256,361,131,116,272,305,266,360,375,349,70,158,426
"88","G0009","G0009_08","inactive",2118,2257,2172,2060,1697,2834,2843,1843,2107,2242,1690,2007,1940,3382,2621,2079
"89","G0009","G0009_09","inactive",2592,1813,1420,2729,1949,1907,1999,2204,2654,1704,1606,2417,1709,2150,2081,2387
"90","G0009","G0009_10","inactive",589,535,493,725,658,565,889,639,545,488,501,636,915,565,718,839
"91","G0010","G0010_01","inactive",972,1303,984,1071,862,1585,896,940,1084,1106,839,949,888,1729,783,959
"92","G0010","G0010_02","inactive",1704,1300,1197,992,1216,662,1653,915,1606,1052,1150,723,1175,776,1734,912
"93","G0010","G0010_03","inactive",294,579,462,451,492,465,532,335,256,661,524,518,575,491,392,490
"94","G0010","G0010_04","inactive",936,1127,703,632,734,693,972,501,946,1274,636,576,659,530,877,661
"95","G0010","G0010_05","inactive",111,590,294,312,438,660,672,648,74,688,305,272,347,729,479,636
"96","G0010","G0010_06","inactive",754,394,685,610,271,446,554,632,791,301,653,565,274,445,500,591
"97","G0010","G0010_07","inactive",1126,757,784,689,1535,1255,1321,1118,1317,746,944,684,1231,1218,1300,1420
"98","G0010","G0010_08","inactive",1166,1850,1412,1689,1161,1374,1666,1088,1084,1610,1533,1617,904,1206,1501,1354
"99","G0010","G0010_09","inactive",429,568,341,521,352,577,573,388,452,714,249,356,286,386,521,530
"100","G0010","G0010_10","inactive",962,913,1352,568,805,1020,1035,816,673,803,1028,559,813,1222,1012,900
"101","G0011","G0011_01","increasing",796,909,924,900,913,1168,686,918,1210,1179,1332,1462,1286,1750,1234,1506
"102","G0011","G0011_02","increasing",1419,1545,969,984,933,1560,1028,1184,2410,1990,1859,1411,1670,3008,1167,2100
"103","G0011","G0011_03","increasing",436,418,829,1023,815,343,697,786,580,831,1194,1328,1091,744,1151,1524
"104","G0011","G0011_04","increasing",745,929,891,1146,1268,1104,956,1009,1431,1099,1673,1634,1884,1832,1516,2036
"105","G0011","G0011_05","increasing",346,217,501,351,417,349,398,329,641,401,746,649,584,766,694,759
"106","G0011","G0011_06","increasing",1174,928,1084,783,638,750,816,665,1121,968,1112,803,591,697,971,735
"107","G0011","G0011_07","increasing",613,521,531,629,483,384,879,263,1055,647,875,851,1015,883,1512,579
"108","G0011","G0011_08","increasing",905,1431,812,804,1352,1076,948,1005,1085,1934,1256,1374,2161,1577,1122,1752
"109","G0011","G0011_09","increasing",1583,769,1037,1475,927,1087,972,1307,2357,1143,1699,1617,1743,1510,1235,2156
"110","G0011","G0011_10","increasing",139,371,266,392,261,159,287,280,238,376,317,514,383,454,333,600
"111","G0012","G0012_01","inactive",898,991,977,775,645,1403,793,901,660,860,1093,582,812,1262,800,1127
"112","G0012","G0012_02","inactive",1009,742,849,837,660,1079,1002,884,1063,837,818,938,791,1088,1188,1038
"113","G0012","G0012_03","inactive",1181,1164,1661,1415,1325,863,1172,1072,1603,1374,1264,1179,1426,847,1120,1181
"114","G0012","G0012_04","inactive",631,966,675,569,1308,533,930,951,653,788,886,431,1141,462,864,865
"115","G0012","G0012_05","inactive",617,799,719,722,783,397,543,574,552,746,589,696,965,460,603,640
"116","G0012","G0012_06","inactive",956,1001,995,706,779,932,652,549,983,932,1108,955,760,900,751,758
"117","G0012","G0012_07","inactive",129,322,127,360,167,126,69,175,59,345,76,212,244,143,133,347
"118","G0012","G0012_08","inactive",2150,1179,1451,1072,1470,1729,1687,1217,2128,1342,1589,1046,1541,1845,1943,1331
"119","G0012","G0012_09","inactive",297,179,145,295,180,154,474,221,367,167,144,194,170,157,346,164
"120","G0012","G0012_10","inactive",487,494,609,1053,497,927,1318,693,510,503,770,899,451,779,1178,780
"121","G0013","G0013_01","inactive",258,368,293,418,534,303,509,405,241,452,310,416,816,402,620,484
"122","G0013","G0013_02","inactive",1319,386,977,1008,613,1342,1254,1203,1375,552,896,1043,850,1241,914,1263
"123","G0013","G0013_03","inactive",897,446,1322,654,587,858,1033,716,774,539,1103,710,651,827,787,748
"124","G0013","G0013_04","inactive",1486,1798,1700,1820,1183,1480,1290,1190,1181,1679,1538,1606,1183,1709,1160,1605
"125","G0013","G0013_05","inactive",358,276,462,651,310,529,55,335,304,223,414,554,272,369,46,330
"126","G0013","G0013_06","inactive",313,539,462,479,85,499,595,321,312,307,349,548,130,537,362,356
"127","G0013","G0013_07","inactive",116,122,228,243,104,384,323,95,143,127,281,247,75,269,365,238
"128","G0013","G0013_08","inactive",215,391,428,439,358,399,206,322,156,344,499,564,380,387,232,418
"129","G0013","G0013_09","inactive",700,1280,1062,955,901,1010,1045,757,642,1175,829,970,862,848,909,839
"130","G0013","G0013_10","inactive",329,227,483,442,476,415,83,493,455,275,408,346,379,408,193,480
"131","G0014","G0014_01","inactive",306,351,265,155,296,413,490,626,309,300,320,130,218,455,495,549
"132","G0014","G0014_02","inactive",165,43,24,326,270,524,11,142,199,57,20,304,215,394,69,127
"133","G0014","G0014_03","inactive",531,435,362,190,85,203,161,255,555,471,374,162,67,317,168,255
"134","G0014","G0014_04","inactive",424,334,278,719,251,206,495,412,330,250,309,686,263,294,576,456
"135","G0014","G0014_05","inactive",356,352,779,232,503,662,326,460,198,357,709,166,437,682,390,418
"136","G0014","G0014_06","inactive",489,265,620,556,266,570,163,196,419,303,532,380,207,584,115,254
"137","G0014","G0014_07","inactive",296,198,149,23,72,32,196,176,331,142,252,48,40,51,114,91
"138","G0014","G0014_08","inactive",2127,1648,1847,1736,1652,1539,1925,2000,2079,1431,1853,1674,1669,1690,1515,2137
"139","G0014","G0014_09","inactive",785,347,609,515,617,467,551,968,559,234,646,390,670,481,614,933
"140","G0014","G0014_10","inactive",1036,890,1118,1092,930,1268,960,674,1221,1011,1248,987,899,1251,1059,1044
"141","G0015","G0015_01","inactive",969,700,517,839,611,619,920,698,919,609,569,621,738,666,817,1042
"142","G0015","G0015_02","inactive",312,159,292,167,61,172,248,186,365,149,244,248,64,155,161,125
"143","G0015","G0015_03","inactive",2214,1443,1352,1829,1591,1491,1899,1521,2011,1365,1451,1623,1544,1519,1738,1656
"144","G0015","G0015_04","inactive",744,380,491,651,338,530,182,337,646,451,333,574,448,700,226,406
"145","G0015","G0015_05","inactive",1465,1540,1325,1536,1534,1307,2053,1864,1368,1305,1441,1413,1481,1531,1944,2113
"146","G0015","G0015_06","inactive",199,210,147,149,154,161,308,104,235,256,105,134,321,145,217,130
"147","G0015","G0015_07","inactive",1177,1048,1180,1036,997,1058,994,1158,1286,1342,1193,1061,1117,1283,780,1210
"148","G0015","G0015_08","inactive",2794,2598,2311,3054,2893,2157,2957,2576,2512,2418,2498,2933,2598,2461,3104,2468
"149","G0015","G0015_09","inactive",1009,687,764,612,522,628,919,719,876,931,539,506,456,577,768,1124
"150","G0015","G0015_10","inactive",916,415,1038,889,591,815,877,358,959,381,1109,876,711,842,982,442
"151","G0016","G0016_01","increasing",1088,1515,1588,1266,1455,1112,1439,1067,6625,7714,7476,4410,6008,6602,7253,6441
"152","G0016","G0016_02","increasing",440,341,466,670,334,648,202,255,1686,1695,1960,1800,2038,2693,1307,1656
"153","G0016","G0016_03","increasing",329,363,474,540,384,446,667,426,1739,2247,2268,2724,2076,2537,3536,2996
"154","G0016","G0016_04","increasing",170,54,123,162,114,45,70,40,717,433,1104,507,923,460,590,332
"155","G0016","G0016_05","increasing",220,286,156,378,182,207,329,127,652,1037,1683,1649,930,688,1507,1000
"156","G0016","G0016_06","increasing",630,479,250,491,240,277,91,292,2749,1113,1707,1725,1211,1146,750,1508
"157","G0016","G0016_07","increasing",198,128,63,63,273,247,136,130,1039,325,526,328,1303,1052,504,296
"158","G0016","G0016_08","increasing",733,942,529,897,923,817,830,872,3992,3727,3323,5020,3572,2627,4077,4695
"159","G0016","G0016_09","increasing",198,183,293,87,303,263,273,31,1731,667,942,700,1434,1271,631,680
"160","G0016","G0016_10","increasing",1373,1150,1639,1778,1403,1361,1404,1476,6727,6994,7450,6713,8103,8067,8674,7714
"161","G0017","G0017_01","inactive",779,1160,856,947,652,1297,934,957,799,1152,819,877,551,1452,1001,1180
"162","G0017","G0017_02","inactive",754,614,453,810,449,458,626,171,487,565,476,917,367,580,592,152
"163","G0017","G0017_03","inactive",221,264,758,227,444,408,303,239,266,164,932,202,567,316,343,279
"164","G0017","G0017_04","inactive",487,919,822,534,397,1046,510,687,453,832,787,455,456,1401,557,523
"165","G0017","G0017_05","inactive",1879,1710,1778,1443,1520,1866,2478,1943,2135,1577,1800,1597,1509,1716,2324,2010
"166","G0017","G0017_06","inactive",899,807,903,983,931,946,1002,1064,849,774,1038,976,945,1016,987,1391
"167","G0017","G0017_07","inactive",2099,1798,1696,1558,1462,1571,2158,1423,1687,1558,1795,1508,1315,1665,1980,1655
"168","G0017","G0017_08","inactive",734,838,779,546,726,1008,595,668,837,894,623,386,685,1004,643,745
"169","G0017","G0017_09","inactive",475,563,713,534,676,814,412,372,568,459,588,401,758,998,352,631
"170","G0017","G0017_10","inactive",759,839,422,709,639,1178,712,1021,962,788,450,606,756,1110,847,1005
"171","G0018","G0018_01","inactive",1351,1403,1285,1486,1003,1879,1699,1764,1395,1583,1405,1524,1258,1855,1442,1891
"172","G0018","G0018_02","inactive",416,334,257,360,449,239,545,405,467,351,291,363,463,240,641,435
"173","G0018","G0018_03","inactive",692,675,817,686,890,842,268,729,782,508,808,617,817,917,338,877
"174","G0018","G0018_04","inactive",2147,2131,2611,2461,1692,1927,2558,2544,2104,2135,2307,2258,1947,1891,2107,3039
"175","G0018","G0018_05","inactive",815,903,1237,882,734,1053,1163,917,716,929,1007,687,801,1048,1216,1354
"176","G0018","G0018_06","inactive",777,383,480,521,560,438,570,490,745,478,557,466,488,775,601,521
"177","G0018","G0018_07","inactive",1472,1083,1707,1495,1320,917,1644,1230,1785,1143,1643,1141,1610,1167,1317,1204
"178","G0018","G0018_08","inactive",304,223,443,347,116,205,172,153,429,201,446,270,93,312,288,262
"179","G0018","G0018_09","inactive",505,406,185,76,327,375,291,231,441,506,245,128,323,393,319,336
"180","G0018","G0018_10","inactive",338,488,218,357,263,528,171,368,411,451,265,436,303,733,211,554
"181","G0019","G0019_01","inactive",429,227,483,249,294,591,521,419,334,339,454,294,433,651,540,526
"182","G0019","G0019_02","inactive",1130,862,559,604,738,517,1039,545,1159,752,705,505,588,563,843,674
"183","G0019","G0019_03","inactive",262,57,508,54,121,308,350,258,223,61,578,39,141,392,251,175
"184","G0019","G0019_04","inactive",0,102,192,69,36,44,112,146,0,131,270,59,63,74,42,227
"185","G0019","G0019_05","inactive",559,567,692,598,311,205,610,552,472,527,755,270,404,273,886,602
"186","G0019","G0019_06","inactive",370,687,883,361,477,469,706,588,470,710,769,307,751,499,559,417
"187","G0019","G0019_07","inactive",786,479,460,164,414,416,606,266,566,524,320,204,520,449,614,376
"188","G0019","G0019_08","inactive",612,180,297,552,336,638,452,410,472,184,272,406,280,553,342,451
"189","G0019","G0019_09","inactive",1129,753,839,380,908,706,766,476,954,890,668,291,763,755,712,573
"190","G0019","G0019_10","inactive",413,582,590,624,492,849,254,436,395,655,563,690,423,691,260,427
"191","G0020","G0020_01","inactive",5895,4969,4424,5244,5072,5491,5584,5410,5660,4640,4615,4861,5211,5271,4713,6047
"192","G0020","G0020_02","inactive",2264,1805,2413,1235,1638,2030,1831,1584,2047,1735,2629,900,1807,2296,1589,1788
"193","G0020","G0020_03","inactive",408,367,347,648,357,832,362,153,461,336,285,537,402,842,280,272
"194","G0020","G0020_04","inactive",1788,1497,1134,1693,603,1760,1316,1676,1541,1394,1438,1557,578,1579,1032,1880
"195","G0020","G0020_05","inactive",1329,955,1010,1122,1097,1132,820,784,968,918,1047,1099,1091,1186,944,933
"196","G0020","G0020_06","inactive",3069,2928,2618,2953,2473,2987,2346,2299,2605,2627,2662,2630,2215,3280,2431,2408
"197","G0020","G0020_07","inactive",2419,1963,2194,2498,1933,2190,2314,1668,2448,1953,2404,2298,2201,2603,2189,1905
"198","G0020","G0020_08","inactive",2242,3007,2885,2331,1328,2535,2938,3217,2663,2750,2756,1985,1300,2676,2762,3620
"199","G0020","G0020_09","inactive",230,147,240,561,189,132,108,377,193,158,166,444,119,105,87,263
"200","G0020","G0020_10","inactive",302,567,416,119,292,226,196,434,316,496,336,137,454,126,183,587
"201","G0021","G0021_01","negcontrol",340,317,686,195,363,405,90,546,350,305,607,171,406,432,70,357
"202","G0021","G0021_02","negcontrol",1026,937,847,874,728,997,1252,848,1103,945,765,569,812,1345,1164,984
"203","G0021","G0021_03","negcontrol",2184,2052,1945,1813,1827,2056,1737,2799,2461,1784,2125,1602,2203,2250,1655,2738
"204","G0021","G0021_04","negcontrol",1966,1304,1518,1727,1122,1145,1796,1802,1484,1322,1399,1421,1274,1502,1356,2048
"205","G0021","G0021_05","negcontrol",1375,882,1297,1869,1271,1228,1319,936,1404,908,1276,1377,1407,1327,1372,1251
"206","G0021","G0021_06","negcontrol",432,442,698,661,559,530,788,1140,410,446,681,617,662,499,676,964
"207","G0021","G0021_07","negcontrol",418,517,443,331,440,231,491,289,293,493,525,302,413,197,421,220
"208","G0021","G0021_08","negcontrol",576,539,1266,1148,408,999,727,978,527,543,1118,842,394,853,724,1059
"209","G0021","G0021_09","negcontrol",395,141,549,443,191,275,313,341,297,187,370,252,263,266,159,416
"210","G0021","G0021_10","negcontrol",606,286,668,346,719,371,727,615,583,346,684,242,598,425,701,755
"211","G0022","G0022_01","inactive",2814,3057,3396,3405,2844,1942,2893,2608,2949,3044,3669,2919,3155,2234,2900,2617
"212","G0022","G0022_02","inactive",1432,1429,602,1010,739,679,1061,488,1910,1245,721,886,923,564,956,508
"213","G0022","G0022_03","inactive",881,701,813,487,719,390,622,305,911,721,737,449,889,477,518,353
"214","G0022","G0022_04","inactive",426,387,358,499,403,663,196,430,405,341,385,422,420,701,222,565
"215","G0022","G0022_05","inactive",249,239,69,281,182,60,97,244,224,287,70,289,175,49,103,231
"216","G0022","G0022_06","inactive",417,433,183,127,270,610,237,345,303,387,182,153,142,533,116,524
"217","G0022","G0022_07","inactive",585,667,794,846,500,828,729,821,489,456,734,747,522,898,703,1005
"218","G0022","G0022_08","inactive",561,318,538,430,678,379,105,350,512,413,321,454,607,358,120,381
"219","G0022","G0022_09","inactive",503,333,495,651,640,426,502,566,489,505,305,532,632,403,453,818
"220","G0022","G0022_10","inactive",1724,1252,1375,1434,1066,1179,1222,1343,1632,1258,1516,1087,1013,1384,1217,1320
"221","G0023","G0023_01","inactive",297,115,562,212,399,376,297,367,288,45,579,189,286,421,326,226
"222","G0023","G0023_02","inactive",2656,3195,2653,3848,3114,3151,3262,3568,2400,3151,2809,3516,3108,3281,3138,4148
"223","G0023","G0023_03","inactive",816,503,825,591,811,486,653,217,736,308,541,466,789,476,656,212
"224","G0023","G0023_04","inactive",3696,2748,3364,2703,3228,2380,2780,3151,4000,2655,3612,2414,3345,2053,2765,4069
"225","G0023","G0023_05","inactive",2051,1391,1705,2252,1686,1639,1796,1598,1964,1546,1375,1607,1903,1816,1912,2074
"226","G0023","G0023_06","inactive",735,595,420,503,473,333,227,354,590,502,402,382,462,314,263,357
"227","G0023","G0023_07","inactive",1982,1350,1678,1459,1135,1601,1264,1323,1778,1210,1672,1226,1214,1849,1373,1234
"228","G0023","G0023_08","inactive",1152,1301,953,940,1425,1178,1659,1482,1106,1303,1029,793,1446,1132,1484,1658
"229","G0023","G0023_09","inactive",484,165,348,270,204,289,448,87,529,114,449,250,249,408,407,77
"230","G0023","G0023_10","inactive",401,457,329,472,329,500,382,583,417,432,525,478,327,595,185,628
"231","G0024","G0024_01","negcontrol",2974,3077,2423,2912,2383,2146,2361,2467,2990,2885,2577,2177,2550,2087,2522,2453
"232","G0024","G0024_02","negcontrol",1135,946,1213,1604,1775,1523,1529,1188,1502,1059,1354,1661,1735,1538,1537,1568
"233","G0024","G0024_03","negcontrol",1273,1213,1223,711,1241,1347,1007,1113,1317,1294,1175,636,1265,1491,1035,1148
"234","G0024","G0024_04","negcontrol",1248,1170,1138,1257,1038,1348,1583,1591,1254,1017,1364,1091,1199,1505,1619,1626
"235","G0024","G0024_05","negcontrol",1358,566,575,690,968,622,597,519,1352,523,566,534,793,496,491,666
"236","G0024","G0024_06","negcontrol",2427,1961,2047,2399,1867,2331,1390,1616,2382,1916,1960,2276,2241,2574,1380,1604
"237","G0024","G0024_07","negcontrol",252,297,285,319,231,186,686,378,179,297,327,320,280,135,472,513
"238","G0024","G0024_08","negcontrol",1451,1863,1487,1232,1448,1353,1144,1496,1286,1563,1476,1226,1786,1146,1385,1636
"239","G0024","G0024_09","negcontrol",1414,1031,1288,1109,1282,1472,1610,1493,1233,1230,1256,921,1341,1412,1272,1471
"240","G0024","G0024_10","negcontrol",387,255,464,206,159,371,389,262,407,220,383,230,217,351,365,460
"241","G0025","G0025_01","negcontrol",1173,776,1058,894,833,770,759,592,1214,692,1234,817,497,785,864,919
"242","G0025","G0025_02","negcontrol",429,429,167,251,415,352,346,316,430,437,130,160,290,332,347,236
"243","G0025","G0025_03","negcontrol",645,477,1356,756,860,1306,642,783,591,393,1400,830,704,1228,500,735
"244","G0025","G0025_04","negcontrol",1652,965,1605,1429,1763,1753,1568,1598,1553,790,1727,1214,1503,1861,1199,1853
"245","G0025","G0025_05","negcontrol",725,447,544,553,573,477,327,453,524,459,494,360,825,504,292,436
"246","G0025","G0025_06","negcontrol",1093,578,1091,446,501,508,514,435,1011,544,862,447,461,475,471,404
"247","G0025","G0025_07","negcontrol",1025,922,685,907,1007,1070,542,1036,1146,931,1083,900,1150,861,837,798
"248","G0025","G0025_08","negcontrol",746,806,1004,1036,387,883,938,626,720,734,972,776,574,809,785,705
"249","G0025","G0025_09","negcontrol",1023,1141,1582,1325,1261,1444,937,692,1178,1066,1481,1132,1178,1488,936,766
"250","G0025","G0025_10","negcontrol",767,437,727,572,545,931,736,592,849,566,822,604,458,905,802,638
"251","G0026","G0026_01","inactive",495,334,623,468,575,733,269,610,525,425,745,472,584,714,397,498
"252","G0026","G0026_02","inactive",523,460,181,713,561,672,492,392,545,351,158,577,509,552,373,465
"253","G0026","G0026_03","inactive",1187,1392,1167,719,1419,1425,820,1493,1289,1291,1303,862,1792,1451,836,1587
"254","G0026","G0026_04","inactive",1386,1051,974,989,984,946,1343,822,1459,907,1017,939,1511,785,1297,1167
