"","gene","sgRNA","class","L1","L2","L3","L4","L5","L6","L7","L8","H1","H2","H3","H4","H5","H6","H7","H8"
"19","G0002","G0002_09","inactive",307,197,339,214,302,345,88,389,221,122,387,256,200,413,163,328
"20","G0002","G0002_10","inactive",1378,684,1000,788,1092,1238,666,930,1102,772,947,860,1331,1521,785,932
"21","G0003","G0003_01","inactive",1054,670,1029,1102,955,977,1031,977,1161,825,1041,1054,1026,1069,1200,877
"22","G0003","G0003_02","inactive",1296,1047,1391,1134,1699,1543,864,856,1408,1129,1120,1084,1843,1427,857,802
"23","G0003","G0003_03","inactive",985,914,1124,1207,645,1010,722,1057,1024,1130,1121,1051,541,890,841,1309
"24","G0003","G0003_04","inactive",276,227,195,523,401,669,596,489,323,216,195,539,549,516,755,518
"25","G0003","G0003_05","inactive",370,363,334,255,298,523,461,328,229,453,427,365,369,456,403,268
"26","G0003","G0003_06","inactive",1393,1062,1381,1517,1381,1072,915,1266,1558,977,1508,1471,1462,1082,905,1295
"27","G0003","G0003_07","inactive",282,523,391,194,450,497,506,430,187,442,348,219,299,439,547,402
"28","G0003","G0003_08","inactive",479,280,415,514,757,326,336,532,501,265,552,743,509,342,427,763
"29","G0003","G0003_09","inactive",706,927,908,646,837,978,1559,812,998,1154,852,660,815,840,1516,773
"30","G0003","G0003_10","inactive",341,232,338,110,262,276,212,149,422,312,283,189,324,247,236,274
"31","G0004","G0004_01","increasing",114,209,190,272,218,226,206,136,1648,1214,2461,2002,1394,1833,2032,1463
"32","G0004","G0004_02","increasing",232,276,427,170,263,307,141,298,3130,2686,2075,1727,2428,2387,1867,1769
"33","G0004","G0004_03","increasing",689,785,672,542,675,642,771,574,4871,6719,7257,4171,6698,7641,5536,5284
"34","G0004","G0004_04","increasing",437,350,605,411,377,587,609,171,488,677,556,693,451,731,887,287
"35","G0004","G0004_05","increasing",227,391,128,299,322,235,225,122,2283,3148,1366,2865,3216,2136,2500,1846
"36","G0004","G0004_06","increasing",68,82,91,274,31,348,29,60,974,1192,1545,1973,1026,1714,580,1181
"37","G0004","G0004_07","increasing",270,147,209,291,323,38,356,133,2106,2199,1865,2326,1930,1897,2624,1577
"38","G0004","G0004_08","increasing",168,186,163,168,103,101,225,314,1894,2777,1542,1329,1243,1481,2201,1020
"39","G0004","G0004_09","increasing",224,354,170,142,152,245,214,310,1983,3525,1374,1733,1772,2359,2618,2662
"40","G0004","G0004_10","increasing",106,115,36,86,161,160,39,128,1166,1454,1349,939,1614,1302,1007,2075
"41","G0005","G0005_01","inactive",616,778,682,583,825,635,411,796,750,841,883,617,836,635,364,954
"42","G0005","G0005_02","inactive",709,329,683,422,624,919,453,676,871,546,721,380,794,878,442,644
"43","G0005","G0005_03","inactive",1312,832,755,778,677,1193,629,983,1049,876,963,720,642,1237,659,1238
"44","G0005","G0005_04","inactive",38,7,52,117,157,81,22,50,201,51,49,61,114,226,12,20
"45","G0005","G0005_05","inactive",329,245,220,268,227,190,135,268,224,313,249,221,255,294,240,214
"46","G0005","G0005_06","inactive",301,85,483,399,566,179,453,416,427,202,574,360,563,333,714,495
"47","G0005","G0005_07","inactive",330,416,203,271,240,230,216,67,467,382,289,219,223,204,402,78
"48","G0005","G0005_08","inactive",966,315,663,415,449,367,774,430,876,355,965,483,441,390,617,536
"49","G0005","G0005_09","inactive",1098,910,1279,964,1158,1129,1051,1358,1176,1136,1550,1034,1082,1167,1241,1302
"50","G0005","G0005_10","inactive",705,448,782,577,508,525,555,600,575,511,791,695,592,731,444,640
"51","G0006","G0006_01","decreasing",1981,2221,2208,1194,1901,1616,1658,2019,17,101,171,97,284,130,121,269
"52","G0006","G0006_02","decreasing",3842,2853,3069,4341,2790,3630,3429,2554,255,171,151,142,266,101,143,204
"53","G0006","G0006_03","decreasing",2553,1854,1050,1022,1507,1867,1227,1228,172,65,79,82,145,212,81,85
"54","G0006","G0006_04","decreasing",3698,4599,4401,4243,3097,3905,4920,5025,371,490,258,335,240,397,494,294
"55","G0006","G0006_05","decreasing",5455,5662,5440,4935,5892,4706,4216,4726,307,571,307,196,152,321,360,303
"56","G0006","G0006_06","decreasing",2240,2054,2453,1157,2921,1476,1860,1257,121,33,259,32,109,113,65,130
"57","G0006","G0006_07","decreasing",1195,916,812,737,914,549,564,677,893,818,993,698,1348,596,668,618
"58","G0006","G0006_08","decreasing",700,1489,1034,863,2222,2410,916,1279,0,222,124,66,92,94,0,131
"59","G0006","G0006_09","decreasing",0,886,714,224,86,433,599,455,0,4,60,0,53,33,44,18
"60","G0006","G0006_10","decreasing",227,917,614,533,448,782,431,173,30,18,47,23,114,91,0,73
"61","G0007","G0007_01","increasing",116,107,262,184,128,114,131,26,1390,1762,2312,2656,3220,1548,1633,839
"62","G0007","G0007_02","increasing",64,122,71,112,73,27,58,86,1499,1643,1126,1502,1169,1927,1180,999
"63","G0007","G0007_03","increasing",205,153,364,150,306,343,178,374,3471,3356,4253,2852,3031,3650,2912,4691
"64","G0007","G0007_04","increasing",182,53,46,77,98,88,22,175,2268,1016,1867,1615,1078,1584,1846,1847
"65","G0007","G0007_05","increasing",200,221,140,245,92,398,118,144,3011,3151,4242,3136,1909,5194,2925,2788
"66","G0007","G0007_06","increasing",187,207,50,114,213,107,107,126,3001,2301,2508,2349,3199,3288,3306,4035
"67","G0007","G0007_07","increasing",193,117,329,238,85,135,171,78,1323,1743,1898,2541,1989,2576,2975,3232
"68","G0007","G0007_08","increasing",73,47,124,87,189,70,33,49,1403,2402,3197,2166,2776,1465,2437,2472
"69","G0007","G0007_09","increasing",381,336,713,575,427,377,442,532,639,623,1145,971,887,794,1019,930
"70","G0007","G0007_10","increasing",640,639,893,650,651,602,431,684,10716,14949,15188,9754,11217,8508,10518,10364
"71","G0008","G0008_01","negcontrol",425,327,536,423,448,535,426,346,294,365,419,497,613,434,462,401
"72","G0008","G0008_02","negcontrol",165,265,97,188,90,267,157,241,254,352,142,228,113,248,168,176
"73","G0008","G0008_03","negcontrol",1319,1427,1260,1379,1176,1016,1394,2111,1267,1486,1313,1646,1275,1139,1455,2513
"74","G0008","G0008_04","negcontrol",799,676,529,555,649,551,758,235,808,886,493,765,759,447,1026,381
"75","G0008","G0008_05","negcontrol",365,174,378,390,668,286,855,328,421,285,519,560,451,260,620,463
"76","G0008","G0008_06","negcontrol",685,1259,1161,818,824,1072,945,779,635,1221,1183,1090,677,858,827,1029
"77","G0008","G0008_07","negcontrol",480,426,482,348,207,316,288,549,465,426,464,427,218,269,328,735
"78","G0008","G0008_08","negcontrol",316,429,347,623,569,479,409,597,345,495,245,489,635,551,397,584
"79","G0008","G0008_09","negcontrol",688,584,454,418,527,891,587,125,737,421,446,453,594,999,501,184
"80","G0008","G0008_10","negcontrol",1072,788,1214,1106,1135,982,1389,1189,969,710,1179,1072,1523,1045,1346,1384
"81","G0009","G0009_01","negcontrol",552,521,405,547,752,399,447,594,586,590,370,509,896,405,466,654
"82","G0009","G0009_02","negcontrol",133,202,309,368,165,260,68,94,163,206,345,504,137,365,116,160
"83","G0009","G0009_03","negcontrol",491,544,425,345,499,667,333,494,634,626,491,505,573,788,303,537
"84","G0009","G0009_04","negcontrol",1208,928,1098,759,700,900,625,930,897,912,1195,655,723,1398,781,905
"85","G0009","G0009_05","negcontrol",413,261,817,365,605,310,341,394,426,444,752,370,708,511,372,494
"86","G0009","G0009_06","negcontrol",27,318,367,86,131,222,233,460,57,397,531,181,168,210,195,369
"87","G0009","G0009_07","negcontrol",651,850,880,514,1173,747,800,641,696,1042,1094,467,994,695,910,843
"88","G0009","G0009_08","negcontrol",325,171,218,244,317,149,376,70,317,240,181,248,340,239,352,154
"89","G0009","G0009_09","negcontrol",1311,795,836,754,888,580,562,610,1521,747,846,992,866,551,638,790
"90","G0009","G0009_10","negcontrol",533,738,294,316,246,579,472,399,486,613,407,356,440,493,507,396
"91","G0010","G0010_01","inactive",709,850,576,895,753,731,272,836,629,679,667,846,454,1209,273,876
"92","G0010","G0010_02","inactive",455,776,190,726,309,473,327,179,408,855,325,593,427,481,427,229
"93","G0010","G0010_03","inactive",1349,1171,972,1393,1160,1384,1545,877,1750,1033,1246,1161,1271,1458,1682,963
"94","G0010","G0010_04","inactive",407,668,571,597,495,759,519,401,294,672,973,725,481,878,577,477
"95","G0010","G0010_05","inactive",1038,718,685,1293,1043,455,1088,860,1029,852,848,1362,930,610,1094,1069
"96","G0010","G0010_06","inactive",294,105,292,54,296,261,107,124,229,146,339,87,263,368,170,149
"97","G0010","G0010_07","inactive",995,828,644,494,571,803,810,956,657,873,593,486,622,756,840,771
"98","G0010","G0010_08","inactive",521,478,453,292,443,383,153,458,772,604,480,313,449,616,225,551
"99","G0010","G0010_09","inactive",404,796,633,481,900,579,628,788,705,926,560,575,658,532,815,688
"100","G0010","G0010_10","inactive",290,201,164,171,166,305,302,371,215,187,185,119,129,530,474,413
"101","G0011","G0011_01","inactive",437,324,263,137,177,636,376,606,407,300,232,70,195,516,417,533
"102","G0011","G0011_02","inactive",388,329,343,329,120,295,97,232,224,275,571,260,160,422,115,435
"103","G0011","G0011_03","inactive",873,1180,1472,1187,1107,1688,1104,1149,1186,1520,1464,1429,938,1930,1284,1301
"104","G0011","G0011_04","inactive",451,512,446,614,435,359,673,324,674,709,492,554,414,586,792,339
"105","G0011","G0011_05","inactive",792,973,563,871,882,1114,1073,368,682,1015,545,636,876,1257,756,559
"106","G0011","G0011_06","inactive",600,659,854,351,737,758,473,307,628,612,827,214,786,749,497,423
"107","G0011","G0011_07","inactive",186,609,641,472,378,121,238,395,269,672,659,332,334,129,260,424
"108","G0011","G0011_08","inactive",202,343,318,219,304,270,124,179,247,335,189,241,275,215,246,77
"109","G0011","G0011_09","inactive",1310,1428,1663,1484,1268,1639,1507,848,1356,1743,1945,1456,1253,1803,1452,803
"110","G0011","G0011_10","inactive",1464,1024,1525,1684,1919,2052,1050,1285,1629,1124,1564,1507,1700,2290,1323,1531
"111","G0012","G0012_01","inactive",1743,769,860,951,1260,1351,1057,1169,1826,744,1009,1002,1249,1664,1111,1098
"112","G0012","G0012_02","inactive",2094,1814,2004,1598,1980,1666,1862,1836,1996,2197,2348,1491,2477,1907,1915,1804
"113","G0012","G0012_03","inactive",663,872,1180,1003,902,824,890,888,908,856,1189,867,982,1008,917,834
"114","G0012","G0012_04","inactive",219,332,327,367,205,218,182,314,144,292,474,533,240,256,287,259
"115","G0012","G0012_05","inactive",525,619,348,832,409,525,416,526,507,835,511,785,443,648,523,410
"116","G0012","G0012_06","inactive",1256,805,612,1273,902,1150,583,1291,1145,981,921,1020,963,1090,698,1228
"117","G0012","G0012_07","inactive",741,1381,838,507,876,875,689,695,815,1414,834,625,753,1019,663,778
"118","G0012","G0012_08","inactive",1952,2298,2128,1702,1782,2298,1892,1857,2040,2577,2327,1629,1803,2235,2058,2075
"119","G0012","G0012_09","inactive",235,388,471,269,543,273,232,473,256,348,568,246,527,418,128,491
"120","G0012","G0012_10","inactive",185,169,254,151,353,130,64,319,76,162,354,179,363,145,116,379
"121","G0013","G0013_01","increasing",89,123,141,118,31,123,81,143,1415,1607,1159,1477,453,1228,1520,1530
"122","G0013","G0013_02","increasing",185,158,125,123,168,127,227,8,1536,1043,1640,2239,2289,1862,800,672
"123","G0013","G0013_03","increasing",138,183,78,175,302,182,246,83,1937,2172,1536,2058,2360,2675,2309,2813
"124","G0013","G0013_04","increasing",606,614,646,710,727,1015,643,614,6688,7341,7577,6773,6523,8707,7862,8167
"125","G0013","G0013_05","increasing",790,394,572,714,668,672,684,775,6162,6342,7477,5848,6694,9330,8197,8130
"126","G0013","G0013_06","increasing",155,71,177,49,171,36,47,131,774,628,1342,404,956,334,590,1016
"127","G0013","G0013_07","increasing",216,203,167,233,127,45,161,184,2026,2320,1914,2232,1116,2544,2184,1798
"128","G0013","G0013_08","increasing",169,209,203,142,242,163,236,507,2154,2348,2196,1832,1357,2336,2853,1773
"129","G0013","G0013_09","increasing",135,115,279,271,210,234,384,147,1573,2788,3538,2663,2199,3045,3707,1511
"130","G0013","G0013_10","increasing",153,409,259,241,246,113,156,164,2093,4035,3703,2175,3080,1332,3153,2506
"131","G0014","G0014_01","increasing",342,295,234,350,122,116,257,265,2060,2569,3447,1929,1599,1675,2994,2141
"132","G0014","G0014_02","increasing",209,87,332,240,288,271,96,152,3257,1316,1847,2301,1855,3207,1870,2352
"133","G0014","G0014_03","increasing",159,277,306,268,152,220,382,304,2425,1716,2181,3147,1227,2407,2345,2665
"134","G0014","G0014_04","increasing",63,110,238,113,99,28,231,229,1240,677,1053,1018,1487,427,1943,1792
"135","G0014","G0014_05","increasing",137,79,28,169,48,84,114,153,867,441,1333,1895,1072,817,1429,568
"136","G0014","G0014_06","increasing",404,336,701,667,715,466,477,653,4789,4244,4719,6167,4163,5764,4580,5765
"137","G0014","G0014_07","increasing",198,285,507,254,275,200,348,181,265,355,436,259,229,237,380,288
"138","G0014","G0014_08","increasing",149,57,106,21,13,7,49,12,1159,303,405,171,552,325,303,309
"139","G0014","G0014_09","increasing",149,131,169,200,196,227,114,135,2013,1310,1155,921,1625,1970,1678,1188
"140","G0014","G0014_10","increasing",159,118,154,178,38,273,216,104,847,1242,1895,1333,1034,1332,1365,977
"141","G0015","G0015_01","decreasing",2089,2314,3058,2443,1719,2710,2360,2216,788,924,963,906,871,916,704,965
"142","G0015","G0015_02","decreasing",1569,2456,2115,2571,2120,2545,2392,1819,728,1152,742,731,808,1075,957,645
"143","G0015","G0015_03","decreasing",321,352,355,448,623,315,552,553,163,101,179,225,168,103,222,108
"144","G0015","G0015_04","decreasing",1103,858,1395,834,1369,911,1194,979,348,418,394,347,555,464,671,299
"145","G0015","G0015_05","decreasing",2046,1674,1736,1968,1797,1660,1731,3000,745,763,553,576,800,682,641,1334
"146","G0015","G0015_06","decreasing",1096,902,838,701,546,886,596,251,350,303,375,351,232,394,183,104
"147","G0015","G0015_07","decreasing",793,915,1041,455,893,1220,861,1095,220,288,499,236,260,409,319,549
"148","G0015","G0015_08","decreasing",56,108,67,83,57,80,303,99,84,179,94,142,49,97,186,121
"149","G0015","G0015_09","decreasing",928,648,840,1055,596,862,512,939,296,286,198,470,211,447,187,278
"150","G0015","G0015_10","decreasing",988,866,1196,1196,1099,717,1025,1284,296,479,501,650,529,345,295,407
"151","G0016","G0016_01","negcontrol",196,204,79,108,399,63,166,122,147,195,93,37,240,34,21,138
"152","G0016","G0016_02","negcontrol",139,210,201,373,375,72,412,433,141,344,234,578,307,74,376,486
"153","G0016","G0016_03","negcontrol",715,848,768,567,460,539,712,834,652,896,658,510,711,702,921,954
"154","G0016","G0016_04","negcontrol",780,895,850,620,1108,795,921,595,935,882,798,617,1142,870,639,655
"155","G0016","G0016_05","negcontrol",254,48,275,202,148,146,91,320,238,96,284,159,117,160,29,256
"156","G0016","G0016_06","negcontrol",1356,1243,1296,1621,1743,1318,1296,1457,1408,1140,1415,1599,2209,1428,1407,1725
"157","G0016","G0016_07","negcontrol",978,888,790,839,865,822,1045,725,1321,1071,886,844,1023,1012,1558,760
"158","G0016","G0016_08","negcontrol",632,637,592,975,689,944,955,1015,726,779,623,986,742,861,806,1287
"159","G0016","G0016_09","negcontrol",948,930,1182,393,583,935,821,687,1096,945,1213,375,759,1136,768,735
"160","G0016","G0016_10","negcontrol",588,625,808,573,520,605,496,720,517,596,803,552,594,875,706,804
"161","G0017","G0017_01","inactive",51,201,30,215,325,267,147,221,50,227,43,178,264,364,110,402
"162","G0017","G0017_02","inactive",437,273,435,321,463,168,192,433,506,278,645,276,420,154,208,381
"163","G0017","G0017_03","inactive",696,583,513,427,493,165,487,426,710,631,587,439,443,204,481,391
"164","G0017","G0017_04","inactive",102,115,445,231,194,351,138,311,125,307,489,180,228,357,86,281
"165","G0017","G0017_05","inactive",690,701,679,532,716,393,847,903,726,622,691,645,678,397,1218,1055
"166","G0017","G0017_06","inactive",351,123,174,230,209,182,313,207,299,216,118,262,203,259,403,234
"167","G0017","G0017_07","inactive",485,598,650,530,524,422,612,398,267,492,623,591,483,464,436,479
"168","G0017","G0017_08","inactive",2267,2601,3148,3145,3178,4299,2909,2799,2685,3325,3831,3142,3702,4689,2836,3201
"169","G0017","G0017_09","inactive",918,735,673,975,764,604,378,476,1054,722,937,875,683,594,391,590
"170","G0017","G0017_10","inactive",396,209,571,447,450,304,464,288,596,274,325,571,362,275,362,430
"171","G0018","G0018_01","negcontrol",1154,899,864,1117,927,1044,1154,919,1172,769,1183,1152,818,1267,959,881
"172","G0018","G0018_02","negcontrol",956,605,468,799,1053,618,911,651,1108,689,519,734,881,948,704,653
"173","G0018","G0018_03","negcontrol",5375,4887,5795,4558,4190,4475,5473,5276,5870,5284,5798,4753,3828,5635,5471,6032
"174","G0018","G0018_04","negcontrol",170,58,287,69,163,235,269,305,211,59,246,70,120,283,106,318
"175","G0018","G0018_05","negcontrol",293,491,500,352,392,415,266,473,230,703,499,341,423,585,284,409
"176","G0018","G0018_06","negcontrol",796,1570,1324,1112,1206,1444,1293,1247,990,1360,1736,1234,1218,1936,1420,1537
"177","G0018","G0018_07","negcontrol",335,287,388,442,341,214,629,245,346,501,314,512,298,162,505,187
"178","G0018","G0018_08","negcontrol",560,748,606,734,654,579,814,624,366,645,702,656,522,591,903,589
"179","G0018","G0018_09","negcontrol",242,471,355,426,133,361,120,202,120,455,427,230,106,416,161,219
"180","G0018","G0018_10","negcontrol",537,424,625,788,674,867,735,483,459,536,608,871,591,773,796,566
"181","G0019","G0019_01","inactive",448,272,411,455,436,211,174,391,484,210,582,537,266,275,241,618
"182","G0019","G0019_02","inactive",741,388,652,725,714,222,704,750,698,541,671,636,738,397,784,714
"183","G0019","G0019_03","inactive",149,209,346,257,197,210,94,239,195,312,420,279,289,255,148,282
"184","G0019","G0019_04","inactive",725,419,359,498,719,547,404,338,639,495,332,432,538,624,360,444
"185","G0019","G0019_05","inactive",530,455,520,571,349,628,591,396,697,475,615,593,388,533,381,537
"186","G0019","G0019_06","inactive",405,359,417,761,395,468,487,497,277,524,505,866,404,609,392,447
"187","G0019","G0019_07","inactive",340,419,801,504,515,823,666,280,388,576,800,720,620,752,594,355
"188","G0019","G0019_08","inactive",61,210,207,174,238,300,247,241,21,174,292,277,291,310,602,166
"189","G0019","G0019_09","inactive",677,847,996,825,659,371,890,642,812,803,854,1101,801,659,1124,582
"190","G0019","G0019_10","inactive",130,249,202,173,288,387,179,94,141,223,254,130,310,476,231,99
"191","G0020","G0020_01","inactive",476,214,347,167,527,289,239,333,497,225,347,264,544,233,206,650
"192","G0020","G0020_02","inactive",482,744,842,1015,624,646,672,675,519,1025,858,1054,493,675,710,690
"193","G0020","G0020_03","inactive",448,223,233,600,460,317,384,187,448,224,394,629,541,469,405,247
"194","G0020","G0020_04","inactive",2296,1768,2082,2076,1637,2255,2063,2279,2372,1838,2333,2230,1977,2569,2392,2538
"195","G0020","G0020_05","inactive",908,567,890,557,1002,664,557,790,997,933,716,470,820,597,563,1090
"196","G0020","G0020_06","inactive",2024,1562,1607,1493,1536,1502,1179,1655,1915,1445,1589,1439,1384,2093,1183,1865
"197","G0020","G0020_07","inactive",422,696,527,925,750,549,589,276,587,699,584,1012,701,827,412,332
"198","G0020","G0020_08","inactive",175,391,402,345,420,282,446,176,277,467,512,426,356,310,607,176
"199","G0020","G0020_09","inactive",618,726,438,342,456,596,447,448,647,781,480,395,479,735,549,545
"200","G0020","G0020_10","inactive",784,854,826,720,1049,940,1047,396,838,851,813,842,1215,1104,882,534
"201","G0021","G0021_01","decreasing",7415,6971,9889,6763,8484,7428,6353,6200,384,477,573,385,369,415,406,492
"202","G0021","G0021_02","decreasing",4872,5680,4113,3937,5037,2135,2614,3424,216,305,314,420,115,294,149,314
"203","G0021","G0021_03","decreasing",2957,3809,3975,3155,3119,3367,2085,4495,217,194,224,249,148,238,113,180
"204","G0021","G0021_04","decreasing",3556,5668,5274,3256,4709,4915,4633,2886,100,417,351,161,219,371,235,423
"205","G0021","G0021_05","decreasing",1870,3293,2823,2233,1480,1420,2095,1729,97,154,61,52,117,213,179,74
"206","G0021","G0021_06","decreasing",977,1189,1638,1650,1715,1104,1387,1057,1011,1336,1635,1504,1813,1194,1456,1385
"207","G0021","G0021_07","decreasing",2151,2641,3340,2797,2956,2048,3358,1927,87,227,149,157,100,126,106,168
"208","G0021","G0021_08","decreasing",1844,1795,2651,3003,1960,1584,1958,1376,86,87,154,204,264,159,118,128
"209","G0021","G0021_09","decreasing",1917,1063,1871,2149,1275,1560,1867,1054,133,43,156,73,100,89,75,57
"210","G0021","G0021_10","decreasing",1698,4465,1903,3229,4144,4328,3440,4183,17,208,80,229,266,283,411,185
"211","G0022","G0022_01","inactive",191,242,422,122,88,172,99,233,283,309,384,126,147,265,147,158
"212","G0022","G0022_02","inactive",617,490,483,448,434,511,475,486,808,407,687,481,464,580,476,575
"213","G0022","G0022_03","inactive",1086,757,781,649,1025,1316,975,927,1122,835,713,888,1345,1489,1069,1146
"214","G0022","G0022_04","inactive",1910,1847,1447,1209,1618,1243,1001,1371,2086,1937,1507,1202,1913,1529,1176,1395
"215","G0022","G0022_05","inactive",1145,1052,1104,1073,1657,1224,1101,1130,972,907,1499,885,1590,1118,1183,1195
"216","G0022","G0022_06","inactive",941,919,1262,917,857,856,1292,831,949,917,1196,919,618,858,1219,1107
"217","G0022","G0022_07","inactive",84,194,277,458,90,234,8,217,186,298,252,326,70,189,49,260
"218","G0022","G0022_08","inactive",748,428,820,779,319,895,424,486,744,589,739,578,399,1019,531,521
"219","G0022","G0022_09","inactive",48,0,127,134,41,265,185,79,80,0,127,143,43,241,196,105
"220","G0022","G0022_10","inactive",618,1091,750,400,883,630,496,802,482,1170,749,494,946,611,598,1055
"221","G0023","G0023_01","inactive",873,1135,1334,969,926,1223,861,1135,922,1145,1359,1118,1053,1199,996,1145
"222","G0023","G0023_02","inactive",212,257,369,312,421,268,114,34,220,331,211,340,318,181,232,91
"223","G0023","G0023_03","inactive",2086,2214,2273,2196,2149,2203,2058,2036,1849,2496,2707,2155,2373,2694,2206,2255
"224","G0023","G0023_04","inactive",548,125,260,317,399,228,372,187,748,120,245,378,428,474,337,137
"225","G0023","G0023_05","inactive",245,392,204,521,379,346,351,498,298,366,173,627,497,424,384,593
"226","G0023","G0023_06","inactive",180,241,204,260,222,320,194,96,334,342,218,250,498,463,175,167
"227","G0023","G0023_07","inactive",147,905,750,764,735,914,545,444,152,1021,795,764,895,1041,486,442
"228","G0023","G0023_08","inactive",664,616,621,790,727,410,424,579,729,804,570,679,998,544,483,538
"229","G0023","G0023_09","inactive",1144,1733,1589,1035,1342,1226,1583,1193,1454,1654,1485,1051,1403,1347,1371,1361
"230","G0023","G0023_10","inactive",1405,1010,1051,816,1144,763,833,1108,1467,1198,992,982,1030,705,862,1282
"231","G0024","G0024_01","increasing",77,48,78,126,82,49,11,69,817,718,433,1341,1378,678,141,747
"232","G0024","G0024_02","increasing",192,327,352,292,297,194,351,373,2892,2518,4145,1929,2301,3077,1852,3275
"233","G0024","G0024_03","increasing",2095,2591,2635,1980,2699,2121,2936,2122,2435,3323,3767,2446,3081,3055,3710,3421
"234","G0024","G0024_04","increasing",600,508,567,669,555,631,652,544,5765,4715,7317,5678,3829,6225,5318,6969
"235","G0024","G0024_05","increasing",179,427,104,436,529,267,151,206,2250,2543,3600,2793,2352,4114,2923,2964
"236","G0024","G0024_06","increasing",235,554,141,131,131,94,188,221,3263,3190,1975,1662,2170,2759,2170,1880
"237","G0024","G0024_07","increasing",104,67,54,36,50,216,98,30,1430,1220,1215,1253,529,2191,1198,1022
"238","G0024","G0024_08","increasing",145,97,250,132,105,213,130,24,1853,929,1701,1322,1505,2358,883,665
"239","G0024","G0024_09","increasing",438,540,453,664,357,378,335,477,4548,4054,4908,4263,4599,4583,3014,4934
"240","G0024","G0024_10","increasing",402,665,723,556,405,435,324,392,3868,4061,5859,4573,2723,5161,3650,4244
"241","G0025","G0025_01","inactive",571,763,756,1447,947,863,1178,1297,697,1048,755,1337,980,1282,1330,1318
"242","G0025","G0025_02","inactive",1010,743,1645,812,1020,1084,1207,913,1221,950,1719,856,1274,1162,845,826
"243","G0025","G0025_03","inactive",1803,1502,1405,1141,2111,1325,1935,996,2095,1648,1769,1303,2249,1669,2331,1031
"244","G0025","G0025_04","inactive",808,1019,1048,705,855,1230,601,644,636,939,1298,505,889,1209,716,696
"245","G0025","G0025_05","inactive",464,370,558,440,656,610,880,263,505,417,638,481,763,525,758,264
"246","G0025","G0025_06","inactive",793,305,811,623,378,764,591,239,671,223,718,702,391,636,546,303
"247","G0025","G0025_07","inactive",1207,1110,1015,765,1124,1208,1053,1085,1050,1317,1239,793,1183,1226,1202,1014
"248","G0025","G0025_08","inactive",266,285,338,95,229,275,158,235,273,383,257,117,253,174,100,275
"249","G0025","G0025_09","inactive",178,176,302,23,144,357,154,127,191,144,263,18,218,355,154,190
"250","G0025","G0025_10","inactive",602,1180,1095,781,1254,865,687,655,645,1288,790,820,1018,905,611,777
"251","G0026","G0026_01","decreasing",4503,3436,3554,3930,3751,4170,2905,2429,212,424,203,461,229,303,67,216
"252","G0026","G0026_02","decreasing",830,1997,1477,1513,2163,1152,2394,1584,196,171,97,143,45,83,56,149
"253","G0026","G0026_03","decreasing",699,740,670,1722,829,306,623,571,207,28,52,32,78,16,120,49
"254","G0026","G0026_04","decreasing",9665,6417,8170,7090,6271,7851,6654,7252,205,535,653,424,621,367,421,590
"255","G0026","G0026_05","decreasing",2188,2240,2633,2498,3420,4352,3357,3082,336,227,374,73,97,441,329,177
"256","G0026","G0026_06","decreasing",1407,2134,1290,2004,2752,2913,2484,748,70,231,84,106,172,29,155,94
