"","gene","sgRNA","class","L1","L2","L3","L4","L5","L6","L7","L8","H1","H2","H3","H4","H5","H6","H7","H8"
"46","G0005","G0005_06","inactive",561,607,830,683,775,855,632,996,658,565,603,705,1061,952,617,797
"47","G0005","G0005_07","inactive",3426,3806,3370,3290,2500,2437,4369,3084,3596,3444,3193,3543,2448,2510,4559,2712
"48","G0005","G0005_08","inactive",474,338,377,853,747,642,632,1229,441,360,359,710,769,867,714,1028
"49","G0005","G0005_09","inactive",1138,549,1040,1328,897,1262,1069,815,893,414,919,1285,768,1040,991,844
"50","G0005","G0005_10","inactive",519,573,434,398,438,31,334,157,543,570,475,367,534,50,417,83
"51","G0006","G0006_01","increasing",684,181,620,371,354,452,475,739,3062,2162,3102,1479,2050,2226,2664,2202
"52","G0006","G0006_02","increasing",30,76,141,244,155,128,133,202,477,329,474,979,420,457,482,664
"53","G0006","G0006_03","increasing",88,103,0,50,130,28,175,161,454,703,91,672,436,222,644,736
"54","G0006","G0006_04","increasing",7,11,0,89,34,32,30,131,199,236,0,43,240,168,189,353
"55","G0006","G0006_05","increasing",280,199,223,292,224,362,199,199,1246,735,1004,1112,837,1746,1271,794
"56","G0006","G0006_06","increasing",157,327,453,307,319,260,113,627,1260,2090,1479,1480,2008,1029,1426,2069
"57","G0006","G0006_07","increasing",802,373,463,481,568,513,273,310,3111,2982,2272,1957,2460,2014,1812,1472
"58","G0006","G0006_08","increasing",258,314,244,397,413,211,219,267,1523,1598,1385,1993,1457,791,1072,1273
"59","G0006","G0006_09","increasing",124,165,127,254,110,117,256,188,550,615,654,1701,659,329,1025,739
"60","G0006","G0006_10","increasing",524,262,274,398,246,117,243,316,1794,1335,2185,2138,1182,1133,1258,1237
"61","G0007","G0007_01","inactive",527,357,547,254,312,484,374,125,462,253,431,171,264,348,405,156
"62","G0007","G0007_02","inactive",1801,1585,1863,1549,2926,1466,1978,1852,2013,1343,1837,1811,2800,1299,1887,1824
"63","G0007","G0007_03","inactive",706,552,834,744,372,769,614,869,606,591,830,636,343,767,835,544
"64","G0007","G0007_04","inactive",1160,540,769,604,1061,1078,919,447,982,590,544,756,872,1193,729,355
"65","G0007","G0007_05","inactive",724,1204,825,1080,1083,1334,1070,1015,877,1124,982,1513,1119,1098,1522,1197
"66","G0007","G0007_06","inactive",537,598,852,753,1320,288,848,503,422,857,742,895,1220,474,772,447
"67","G0007","G0007_07","inactive",734,401,373,513,388,329,578,705,681,372,305,534,470,442,564,570
"68","G0007","G0007_08","inactive",2184,2190,1965,1990,1728,2831,1990,1896,1781,2208,1817,2419,1582,2878,2169,1922
"69","G0007","G0007_09","inactive",384,188,55,195,397,378,415,193,342,103,174,139,234,412,493,195
"70","G0007","G0007_10","inactive",589,128,236,115,142,451,312,52,451,112,203,211,126,295,368,69
"71","G0008","G0008_01","inactive",192,403,19,181,462,141,299,119,218,390,51,207,316,233,270,95
"72","G0008","G0008_02","inactive",1426,1070,1055,732,1066,1376,911,1170,1188,1320,968,406,972,1257,1027,996
"73","G0008","G0008_03","inactive",727,584,869,764,772,765,926,291,599,599,979,797,514,904,719,301
"74","G0008","G0008_04","inactive",315,384,640,216,359,342,397,327,356,472,465,347,442,348,474,368
"75","G0008","G0008_05","inactive",221,347,165,221,624,319,297,173,172,413,152,321,727,206,257,136
"76","G0008","G0008_06","inactive",469,129,217,269,580,420,240,181,416,192,239,290,520,308,228,168
"77","G0008","G0008_07","inactive",1973,1264,1531,1437,1002,1210,1266,1413,1761,1251,1298,1247,896,928,1412,1377
"78","G0008","G0008_08","inactive",15,364,191,204,447,252,212,82,31,379,325,136,270,249,198,149
"79","G0008","G0008_09","inactive",2450,2134,2431,3089,2988,2145,2963,2843,2489,1999,2338,2970,2441,2255,2675,2445
"80","G0008","G0008_10","inactive",911,741,939,876,530,1075,1312,1021,1153,711,842,688,556,1027,1167,748
"81","G0009","G0009_01","inactive",696,871,804,738,932,688,423,783,634,1163,618,630,800,703,551,674
"82","G0009","G0009_02","inactive",1052,1561,1336,1039,872,1402,1245,1280,1369,1689,1213,1190,914,1640,1360,1061
"83","G0009","G0009_03","inactive",424,192,135,325,318,436,266,595,382,259,142,418,292,523,179,507
"84","G0009","G0009_04","inactive",1984,1976,1600,2358,2255,2192,2535,1672,2073,2114,1786,2619,1923,2605,2580,1383
"85","G0009","G0009_05","inactive",787,1297,936,906,1305,1361,896,1393,790,1116,832,886,1265,1305,964,1318
"86","G0009","G0009_06","inactive",499,507,524,295,158,269,346,467,366,460,369,293,116,308,388,358
"87","G0009","G0009_07","inactive",699,365,331,1002,477,628,930,854,687,278,342,964,426,773,729,616
"88","G0009","G0009_08","inactive",887,994,975,1052,1052,843,1169,1015,838,1085,866,1014,1021,974,1274,1066
"89","G0009","G0009_09","inactive",1800,1997,1849,1647,1841,1964,2366,2386,1895,2121,1919,1640,1597,1796,2091,1929
"90","G0009","G0009_10","inactive",1551,896,1450,905,1389,1013,1648,869,1410,1108,1449,1087,1156,1190,1618,963
"91","G0010","G0010_01","inactive",801,615,1195,1110,907,861,633,1074,823,791,810,1256,880,817,718,889
"92","G0010","G0010_02","inactive",312,370,235,333,675,126,260,661,254,409,228,495,508,90,216,511
"93","G0010","G0010_03","inactive",491,468,726,145,462,410,242,631,615,520,714,205,450,305,325,661
"94","G0010","G0010_04","inactive",288,366,442,168,319,487,332,203,285,274,342,229,314,336,430,246
"95","G0010","G0010_05","inactive",500,401,255,766,671,401,517,180,507,439,359,574,515,372,448,181
"96","G0010","G0010_06","inactive",2488,1811,2952,1852,2575,2314,2115,2434,2202,2043,2661,1925,1962,2250,2508,2069
"97","G0010","G0010_07","inactive",542,881,616,385,930,150,602,390,674,761,644,364,755,181,517,470
"98","G0010","G0010_08","inactive",2709,2764,2632,2928,2847,2522,2267,2418,2636,2850,2644,2858,3070,2624,2205,2182
"99","G0010","G0010_09","inactive",106,156,190,178,258,204,153,85,67,295,226,153,207,204,157,50
"100","G0010","G0010_10","inactive",997,1046,1268,702,1514,1558,1618,1620,900,961,983,730,1410,1240,1563,1598
"101","G0011","G0011_01","negcontrol",2322,1955,2064,2187,1734,2190,1872,1881,2161,2204,2029,1938,1941,2039,1535,1844
"102","G0011","G0011_02","negcontrol",589,387,798,431,494,413,764,411,663,492,529,429,368,656,591,267
"103","G0011","G0011_03","negcontrol",177,351,417,180,491,245,473,299,145,261,323,202,506,229,543,235
"104","G0011","G0011_04","negcontrol",606,533,445,426,195,541,234,289,600,552,516,307,341,551,249,299
"105","G0011","G0011_05","negcontrol",347,393,1127,607,673,445,920,798,413,306,1155,595,650,472,912,712
"106","G0011","G0011_06","negcontrol",431,205,109,308,289,216,46,380,533,335,186,346,261,269,108,434
"107","G0011","G0011_07","negcontrol",319,307,256,165,201,448,190,281,405,504,243,193,152,316,313,177
"108","G0011","G0011_08","negcontrol",993,348,664,763,522,1065,493,625,873,396,570,901,470,887,568,471
"109","G0011","G0011_09","negcontrol",531,1105,1068,1000,897,774,1019,925,623,1033,1304,772,1007,1006,925,588
"110","G0011","G0011_10","negcontrol",1507,1943,1333,1538,1125,1540,1257,1247,1528,1556,1428,1540,1032,1796,1000,1197
"111","G0012","G0012_01","inactive",667,621,1024,1090,1427,1062,955,1038,468,505,822,1073,1286,1008,928,990
"112","G0012","G0012_02","inactive",374,415,460,553,134,347,293,403,308,415,430,568,224,559,266,324
"113","G0012","G0012_03","inactive",1613,1730,1368,1304,1314,1844,1634,1647,1398,1983,1311,1337,1170,1661,1929,1510
"114","G0012","G0012_04","inactive",1229,911,1529,1213,1290,1071,999,1070,1257,1053,1456,1127,1071,1147,892,989
"115","G0012","G0012_05","inactive",135,362,179,446,342,209,142,227,202,421,281,514,350,455,237,189
"116","G0012","G0012_06","inactive",832,580,448,566,370,879,776,486,751,374,370,626,490,727,864,468
"117","G0012","G0012_07","inactive",394,130,207,182,176,162,20,341,384,159,236,128,138,190,28,331
"118","G0012","G0012_08","inactive",716,1074,669,471,747,718,615,601,619,989,772,505,739,835,780,580
"119","G0012","G0012_09","inactive",823,571,780,726,847,472,690,1075,784,713,798,690,681,377,822,919
"120","G0012","G0012_10","inactive",985,1432,1312,1427,1113,1361,1202,1140,870,1208,1342,1286,1147,1185,1320,970
"121","G0013","G0013_01","inactive",774,592,718,906,625,516,449,453,683,540,660,919,629,555,510,426
"122","G0013","G0013_02","inactive",576,521,53,385,326,490,506,332,442,213,108,293,298,288,517,241
"123","G0013","G0013_03","inactive",805,410,270,470,581,580,319,438,781,524,332,493,402,559,256,470
"124","G0013","G0013_04","inactive",366,178,318,412,251,386,286,44,522,192,284,607,256,328,295,14
"125","G0013","G0013_05","inactive",341,179,420,484,125,687,394,546,448,173,359,513,203,565,427,530
"126","G0013","G0013_06","inactive",618,725,633,628,618,763,445,800,521,971,424,741,433,684,467,573
"127","G0013","G0013_07","inactive",381,166,431,350,419,299,166,327,406,179,628,258,293,298,170,169
"128","G0013","G0013_08","inactive",1129,533,1048,568,266,871,714,695,913,575,999,571,316,1117,532,645
"129","G0013","G0013_09","inactive",855,584,866,654,481,598,466,940,648,710,775,854,389,501,377,584
"130","G0013","G0013_10","inactive",168,259,832,399,694,554,310,282,336,310,806,415,668,462,300,243
"131","G0014","G0014_01","inactive",68,136,261,226,181,65,283,282,46,206,200,243,216,72,275,340
"132","G0014","G0014_02","inactive",2059,1907,1903,2159,2195,2344,2279,2162,1532,2150,1852,2077,2069,2111,1934,1812
"133","G0014","G0014_03","inactive",758,381,356,276,450,381,270,290,642,283,451,428,542,413,165,394
"134","G0014","G0014_04","inactive",651,770,523,557,1010,651,834,607,617,928,679,472,883,614,741,587
"135","G0014","G0014_05","inactive",1124,1594,2357,1367,1716,1257,1226,1691,913,1469,1720,1426,1552,1181,1388,1379
"136","G0014","G0014_06","inactive",1266,851,946,1266,1069,913,727,968,1294,752,1000,1374,1050,1115,874,926
"137","G0014","G0014_07","inactive",205,224,325,181,195,218,391,282,152,230,355,138,308,315,389,183
"138","G0014","G0014_08","inactive",2457,1981,2126,1724,1958,2169,1890,1981,2372,2275,2128,1677,1807,2079,2073,1596
"139","G0014","G0014_09","inactive",559,710,839,848,932,984,931,910,589,614,972,707,949,850,756,887
"140","G0014","G0014_10","inactive",482,420,636,478,956,752,847,469,606,550,579,608,848,737,868,562
"141","G0015","G0015_01","decreasing",2057,855,1733,1553,1019,602,837,1670,140,81,135,108,70,56,176,154
"142","G0015","G0015_02","decreasing",2926,2532,1615,2779,1634,3100,2346,2787,304,442,440,134,164,384,229,304
"143","G0015","G0015_03","decreasing",2136,1151,1864,1269,1797,1343,1473,1236,1762,1252,1146,1019,1283,1363,1066,961
"144","G0015","G0015_04","decreasing",2467,2475,1604,2105,1681,1553,2277,1709,181,245,118,156,211,387,265,90
"145","G0015","G0015_05","decreasing",6100,4827,5077,4551,2850,3642,2169,3516,667,432,756,683,266,400,180,406
"146","G0015","G0015_06","decreasing",494,596,1080,1277,876,879,838,645,8,48,181,63,69,172,92,88
"147","G0015","G0015_07","decreasing",8871,9170,8615,7473,6919,6744,8386,9540,559,879,877,758,1010,627,693,1197
"148","G0015","G0015_08","decreasing",484,322,753,588,369,384,206,393,408,414,568,592,413,433,182,456
"149","G0015","G0015_09","decreasing",3630,3370,3235,2612,3505,2719,3133,2645,531,242,357,290,374,359,368,320
"150","G0015","G0015_10","decreasing",607,474,1023,2191,1057,1522,1334,359,148,52,161,186,102,65,139,139
"151","G0016","G0016_01","increasing",528,352,609,434,613,309,523,531,3671,3656,4933,3021,4381,3688,5096,3479
"152","G0016","G0016_02","increasing",378,156,47,60,254,124,80,222,1029,799,769,423,650,1551,816,1719
"153","G0016","G0016_03","increasing",30,55,42,38,113,29,31,0,308,273,335,541,231,634,669,0
"154","G0016","G0016_04","increasing",216,391,168,233,183,228,144,460,2155,2543,1901,2839,1350,1727,1205,2231
"155","G0016","G0016_05","increasing",197,197,222,236,604,307,231,397,2076,1953,2696,2824,3348,2856,2161,2697
"156","G0016","G0016_06","increasing",418,420,332,342,445,179,216,230,272,534,446,351,587,248,259,330
"157","G0016","G0016_07","increasing",484,309,500,235,356,343,237,383,3183,3042,3277,2241,4038,2442,1747,2721
"158","G0016","G0016_08","increasing",2481,2386,2744,2988,2702,2419,2354,2357,2591,2325,2409,3118,2715,2614,2204,2064
"159","G0016","G0016_09","increasing",105,110,148,104,67,171,33,37,531,1136,1014,206,1178,1041,1304,414
"160","G0016","G0016_10","increasing",177,237,144,208,361,214,102,250,1132,2420,1184,2024,2259,1954,681,2248
"161","G0017","G0017_01","inactive",472,481,1162,770,856,1186,942,409,433,674,994,844,797,1133,844,420
"162","G0017","G0017_02","inactive",517,560,922,593,352,316,567,818,414,572,872,566,380,312,583,846
"163","G0017","G0017_03","inactive",770,1230,809,1070,1458,1016,842,554,752,1323,796,1024,1127,967,795,365
"164","G0017","G0017_04","inactive",1597,1844,1416,1593,2000,1645,1541,1160,1702,1837,1363,1631,2032,1591,1551,1111
"165","G0017","G0017_05","inactive",876,677,996,1075,1128,948,881,811,721,651,980,1094,1221,1001,1048,874
"166","G0017","G0017_06","inactive",508,651,604,748,913,896,353,290,397,857,701,706,720,972,456,325
"167","G0017","G0017_07","inactive",2305,1943,1400,1750,1862,1126,1863,1610,1989,1679,1431,1680,1927,1229,2296,1538
"168","G0017","G0017_08","inactive",2014,2217,1966,2467,2006,1768,1622,1389,1765,1989,1773,2691,1962,1817,1409,1365
"169","G0017","G0017_09","inactive",1581,2553,2491,3096,2451,1929,2073,2236,1408,2872,1917,3408,2253,2014,2246,1686
"170","G0017","G0017_10","inactive",732,919,685,951,502,936,718,783,758,1134,670,1026,395,820,619,408
"171","G0018","G0018_01","inactive",736,1067,1493,1286,1151,1230,1208,1287,824,1115,1267,1023,1148,1129,1059,1225
"172","G0018","G0018_02","inactive",1583,1731,1533,2031,1653,1597,1581,2395,1716,1847,1633,1981,1724,1561,1481,1741
"173","G0018","G0018_03","inactive",705,631,540,626,1073,525,733,975,721,1017,687,529,1054,691,743,903
"174","G0018","G0018_04","inactive",683,763,628,362,905,817,876,1086,530,701,509,486,971,827,842,1011
"175","G0018","G0018_05","inactive",409,616,792,441,437,482,440,586,426,650,655,493,529,441,313,608
"176","G0018","G0018_06","inactive",308,469,278,370,509,556,605,266,389,292,405,454,420,551,439,174
"177","G0018","G0018_07","inactive",572,1021,824,447,736,608,441,969,430,1268,764,467,802,734,473,862
"178","G0018","G0018_08","inactive",313,191,268,218,274,193,208,96,346,360,149,173,344,113,104,186
"179","G0018","G0018_09","inactive",1048,1904,1386,1047,1591,1600,1999,1209,903,1785,1278,1043,1642,1583,1720,960
"180","G0018","G0018_10","inactive",509,427,176,123,237,435,135,485,487,336,222,55,281,412,262,504
"181","G0019","G0019_01","inactive",422,741,588,859,813,696,753,543,456,481,597,886,789,675,681,439
"182","G0019","G0019_02","inactive",1099,447,584,1164,683,869,885,906,910,415,315,1133,555,794,647,888
"183","G0019","G0019_03","inactive",744,952,846,846,1114,1240,974,934,560,1411,771,850,889,1375,845,952
"184","G0019","G0019_04","inactive",789,627,1005,465,635,466,816,827,852,442,983,456,654,620,764,749
"185","G0019","G0019_05","inactive",289,239,499,383,705,332,384,546,277,295,381,429,895,326,517,535
"186","G0019","G0019_06","inactive",238,59,102,134,209,191,173,95,365,71,203,258,141,181,137,74
"187","G0019","G0019_07","inactive",398,418,247,575,480,451,349,765,468,309,270,478,365,469,539,644
"188","G0019","G0019_08","inactive",706,369,668,832,488,431,591,1076,637,384,472,595,596,389,487,843
"189","G0019","G0019_09","inactive",317,504,353,471,298,447,360,341,160,395,323,347,245,403,356,209
"190","G0019","G0019_10","inactive",133,301,367,210,154,259,211,288,150,258,564,207,159,325,335,219
"191","G0020","G0020_01","increasing",439,106,428,302,323,382,227,138,4765,5150,7032,5529,4023,5848,4922,4815
"192","G0020","G0020_02","increasing",462,468,544,374,305,175,242,174,378,557,361,423,314,61,197,223
"193","G0020","G0020_03","increasing",400,528,131,350,221,310,185,304,3423,6009,6607,6679,5639,6192,5902,6469
"194","G0020","G0020_04","increasing",23,224,293,74,123,122,66,300,2096,2394,2293,2377,2827,2625,3976,3765
"195","G0020","G0020_05","increasing",165,110,129,118,161,49,228,165,3535,3541,2144,2475,2835,1942,3064,1712
"196","G0020","G0020_06","increasing",237,164,215,323,405,202,194,244,4323,3745,2367,3149,5481,2632,4244,2267
"197","G0020","G0020_07","increasing",163,118,151,63,108,40,52,26,1350,1005,1026,478,118,719,516,1112
"198","G0020","G0020_08","increasing",42,37,111,159,40,39,139,23,1166,1877,2121,3382,997,891,1706,795
"199","G0020","G0020_09","increasing",164,201,314,177,427,226,167,428,4482,4360,4855,4520,5279,5839,2578,5014
"200","G0020","G0020_10","increasing",625,482,515,467,373,448,535,644,8634,7522,6665,8268,10047,11711,10498,10210
"201","G0021","G0021_01","decreasing",2478,3684,5034,4187,4403,2851,3030,3583,253,122,300,237,119,133,169,118
"202","G0021","G0021_02","decreasing",2977,2275,1029,1958,2333,2380,1351,2396,149,110,238,159,183,167,191,146
"203","G0021","G0021_03","decreasing",3116,1770,3744,2006,4034,3301,1723,3640,142,69,141,103,128,215,115,161
"204","G0021","G0021_04","decreasing",2344,1817,3394,2749,3280,1883,1440,1480,39,75,89,88,186,30,66,41
"205","G0021","G0021_05","decreasing",11285,8669,11303,12989,12472,9444,10295,11519,628,892,661,464,630,722,682,531
"206","G0021","G0021_06","decreasing",3308,4242,3559,5081,5248,3361,3020,5216,112,310,204,201,309,142,208,359
"207","G0021","G0021_07","decreasing",3650,2378,2948,2419,3782,2645,3893,2228,194,281,126,90,57,303,97,103
"208","G0021","G0021_08","decreasing",2721,1449,2259,3606,3089,1892,2890,3272,139,0,134,49,134,35,93,231
"209","G0021","G0021_09","decreasing",4231,4482,4510,2721,5001,4520,3563,4103,306,487,215,272,241,141,265,199
"210","G0021","G0021_10","decreasing",3589,5216,3082,5306,4683,3692,3264,4450,230,189,153,257,233,246,438,250
"211","G0022","G0022_01","inactive",327,240,294,167,271,116,83,144,339,221,255,117,297,89,132,154
"212","G0022","G0022_02","inactive",780,697,806,441,599,555,341,554,534,825,820,574,515,651,311,519
"213","G0022","G0022_03","inactive",45,55,70,0,113,111,104,139,20,59,127,0,59,67,131,85
"214","G0022","G0022_04","inactive",722,718,590,468,775,536,1099,737,709,879,707,322,656,465,1056,699
"215","G0022","G0022_05","inactive",466,660,568,728,535,506,449,931,480,510,538,742,612,488,537,839
"216","G0022","G0022_06","inactive",2765,2272,2676,2164,1919,1886,2338,2337,2458,2204,2461,1940,1948,1953,2373,2589
"217","G0022","G0022_07","inactive",1107,878,1059,946,954,811,782,1482,1216,895,738,1084,877,735,717,1301
"218","G0022","G0022_08","inactive",512,659,801,667,730,486,599,492,385,528,601,657,683,515,552,479
"219","G0022","G0022_09","inactive",449,541,445,452,638,546,377,265,328,362,489,466,427,402,529,116
"220","G0022","G0022_10","inactive",658,644,776,314,969,739,567,680,704,654,802,503,916,705,555,528
"221","G0023","G0023_01","inactive",552,302,573,368,408,314,319,443,683,345,589,397,318,475,205,525
"222","G0023","G0023_02","inactive",335,440,385,366,702,317,342,291,306,323,439,531,655,287,426,334
"223","G0023","G0023_03","inactive",1580,1490,1803,2340,1064,1953,1938,1627,1416,1352,1622,2233,1126,2064,1960,1467
"224","G0023","G0023_04","inactive",648,984,841,903,899,1054,786,1098,731,974,897,1114,787,1213,701,753
"225","G0023","G0023_05","inactive",917,900,867,626,832,870,631,443,887,843,623,669,680,1049,808,453
"226","G0023","G0023_06","inactive",1189,1265,1040,989,1239,1592,1100,1121,1029,1354,929,918,1170,1390,1139,1192
"227","G0023","G0023_07","inactive",219,144,327,250,216,205,442,196,173,171,443,349,239,241,357,189
"228","G0023","G0023_08","inactive",808,566,521,545,780,299,665,951,673,707,298,529,851,323,559,794
"229","G0023","G0023_09","inactive",3166,2844,2886,3585,3924,3430,2803,2812,3177,3339,3024,3642,3495,3500,2706,2370
"230","G0023","G0023_10","inactive",206,507,56,498,597,553,355,369,234,522,137,463,316,517,335,277
"231","G0024","G0024_01","decreasing",2908,680,1522,1748,2018,1958,678,1752,206,49,91,275,267,251,34,226
"232","G0024","G0024_02","decreasing",1774,3124,1752,1755,2160,1239,1336,2193,212,157,116,101,207,193,94,149
"233","G0024","G0024_03","decreasing",4548,4551,3160,5202,5029,2859,4402,3404,283,299,264,478,535,266,330,278
"234","G0024","G0024_04","decreasing",1804,3374,3219,2753,2891,3062,1432,1994,245,419,74,270,201,274,160,89
"235","G0024","G0024_05","decreasing",1725,1714,1158,1878,2163,607,2106,1954,111,165,120,244,158,62,138,105
"236","G0024","G0024_06","decreasing",1842,1724,1895,2948,2170,1873,1533,2177,85,156,170,61,209,155,144,207
"237","G0024","G0024_07","decreasing",50,259,492,228,0,468,57,112,0,66,6,61,0,9,0,0
"238","G0024","G0024_08","decreasing",11994,7710,11770,11461,11109,11575,11167,11654,824,857,1020,1320,1090,1071,1228,763
"239","G0024","G0024_09","decreasing",6095,7665,8052,5761,7947,7100,5654,4102,451,630,443,498,537,603,443,418
"240","G0024","G0024_10","decreasing",2262,2115,2204,2576,2371,1982,3446,2168,420,118,340,174,145,170,360,170
"241","G0025","G0025_01","increasing",1076,1145,800,1097,1259,837,865,1230,1423,1788,1068,1626,1980,1349,1508,1896
"242","G0025","G0025_02","increasing",553,331,366,323,210,279,226,293,964,625,695,515,289,635,428,462
"243","G0025","G0025_03","increasing",197,176,207,191,138,280,279,292,398,522,397,238,171,438,565,404
"244","G0025","G0025_04","increasing",2790,2306,2921,3014,3009,2728,2901,3124,3613,4200,4621,5109,4377,4135,5135,4653
"245","G0025","G0025_05","increasing",346,311,54,281,228,351,252,214,665,385,124,540,378,569,432,455
"246","G0025","G0025_06","increasing",782,1252,1005,1055,666,838,726,1379,1510,2086,1577,1736,1440,1547,1147,2360
"247","G0025","G0025_07","increasing",462,552,181,347,375,266,395,686,732,1069,433,731,603,697,653,944
"248","G0025","G0025_08","increasing",511,222,488,332,460,367,216,52,923,540,915,491,689,630,229,248
"249","G0025","G0025_09","increasing",1403,1660,1698,1578,2131,1926,1431,2329,2309,2760,2489,1752,3144,3124,2982,3469
"250","G0025","G0025_10","increasing",917,271,540,491,800,576,768,448,1270,754,1077,653,1093,1012,1424,1104
"251","G0026","G0026_01","inactive",531,697,620,584,520,581,549,592,465,578,509,456,468,482,656,535
"252","G0026","G0026_02","inactive",1099,1791,1625,1055,801,844,1032,1026,837,1802,1522,1041,610,786,1180,1198
"253","G0026","G0026_03","inactive",1218,560,1090,1308,1030,937,709,1054,1087,378,1196,890,972,1080,747,950
"254","G0026","G0026_04","inactive",459,454,334,346,199,458,314,350,423,425,250,480,156,500,341,361
"255","G0026","G0026_05","inactive",332,687,658,280,696,1032,691,530,304,738,719,317,850,744,724,486
