"","gene","sgRNA","class","L1","L2","L3","L4","H1","H2","H3","H4"
"1","G0001","G0001_01","inactive",6,3,3,14,3,14,8,4
"2","G0001","G0001_02","inactive",31,22,28,40,52,35,60,36
"3","G0001","G0001_03","inactive",7,8,8,18,12,14,9,18
"4","G0001","G0001_04","inactive",9,3,2,9,18,14,12,10
"5","G0001","G0001_05","inactive",17,10,6,18,33,32,21,21
"6","G0001","G0001_06","inactive",14,10,5,16,21,21,12,17
"7","G0001","G0001_07","inactive",8,8,4,15,19,7,6,14
"8","G0001","G0001_08","inactive",0,0,0,3,0,10,2,5
"9","G0001","G0001_09","inactive",5,13,8,25,3,18,10,17
"10","G0001","G0001_10","inactive",7,4,6,4,8,6,12,4
"11","G0002","G0002_01","inactive",13,10,7,18,10,15,14,19
"12","G0002","G0002_02","inactive",25,20,21,55,41,28,33,35
"13","G0002","G0002_03","inactive",6,1,0,5,6,5,3,1
"14","G0002","G0002_04","inactive",5,5,8,9,9,7,5,2
"15","G0002","G0002_05","inactive",7,7,6,6,13,13,15,5
"16","G0002","G0002_06","inactive",7,8,12,28,20,22,22,25
"17","G0002","G0002_07","inactive",6,4,5,5,21,8,14,5
"18","G0002","G0002_08","inactive",13,13,10,34,18,21,28,23
"19","G0002","G0002_09","inactive",28,21,21,31,43,39,34,27
"20","G0002","G0002_10","inactive",7,4,10,11,17,18,28,16
"21","G0003","G0003_01","inactive",3,1,1,3,3,2,2,2
"22","G0003","G0003_02","inactive",12,15,10,29,27,30,27,23
"23","G0003","G0003_03","inactive",7,8,1,2,1,8,7,3
"24","G0003","G0003_04","inactive",7,2,8,6,15,3,19,10
"25","G0003","G0003_05","inactive",13,6,6,4,19,11,10,5
"26","G0003","G0003_06","inactive",18,19,9,33,18,37,33,25
"27","G0003","G0003_07","inactive",4,5,3,8,9,7,10,3
"28","G0003","G0003_08","inactive",2,3,0,4,6,7,6,2
"29","G0003","G0003_09","inactive",1,4,8,6,11,7,9,7
"30","G0003","G0003_10","inactive",4,3,8,8,10,9,14,12
"31","G0004","G0004_01","negcontrol",10,21,21,6,29,27,28,15
"32","G0004","G0004_02","negcontrol",13,13,7,14,19,19,22,12
"33","G0004","G0004_03","negcontrol",1,2,4,1,4,6,6,4
"34","G0004","G0004_04","negcontrol",7,3,3,3,3,8,5,3
"35","G0004","G0004_05","negcontrol",5,4,10,13,11,14,6,6
"36","G0004","G0004_06","negcontrol",1,4,7,13,3,3,8,3
"37","G0004","G0004_07","negcontrol",10,10,9,29,22,15,13,11
"38","G0004","G0004_08","negcontrol",7,5,6,13,4,13,13,14
"39","G0004","G0004_09","negcontrol",1,1,5,5,13,5,8,3
"40","G0004","G0004_10","negcontrol",6,10,1,14,12,22,9,25
"41","G0005","G0005_01","inactive",2,2,4,7,10,4,9,0
"42","G0005","G0005_02","inactive",5,11,5,9,12,13,14,7
"43","G0005","G0005_03","inactive",4,2,0,12,2,6,1,9
"44","G0005","G0005_04","inactive",10,13,10,19,28,25,23,9
"45","G0005","G0005_05","inactive",23,21,22,36,62,31,54,30
"46","G0005","G0005_06","inactive",13,21,13,21,23,31,27,17
"47","G0005","G0005_07","inactive",7,9,5,8,17,15,12,4
"48","G0005","G0005_08","inactive",16,16,18,41,52,37,44,27
"49","G0005","G0005_09","inactive",8,6,12,18,32,11,11,19
"50","G0005","G0005_10","inactive",0,1,2,2,2,1,1,2
"51","G0006","G0006_01","inactive",10,5,4,15,22,18,27,21
"52","G0006","G0006_02","inactive",4,2,4,8,8,12,11,16
"53","G0006","G0006_03","inactive",1,4,2,5,10,2,6,5
"54","G0006","G0006_04","inactive",25,3,6,19,26,14,20,19
"55","G0006","G0006_05","inactive",2,4,2,4,3,6,3,4
"56","G0006","G0006_06","inactive",2,2,1,4,7,10,2,1
