"","gene","sgRNA","class","L1","L2","L3","L4","L5","L6","L7","L8","H1","H2","H3","H4","H5","H6","H7","H8"
"1","G0001","G0001_01","inactive",708,676,582,952,805,532,908,607,717,679,683,814,798,412,806,605
"2","G0001","G0001_02","inactive",160,113,256,177,288,226,269,167,233,100,269,183,284,298,281,180
"3","G0001","G0001_03","inactive",1288,1022,1165,616,1155,1232,926,1331,1118,1059,1313,606,1051,1343,932,1360
"4","G0001","G0001_04","inactive",1475,1311,1345,1392,891,1115,944,1111,1084,1193,1411,1267,1002,1038,886,1149
"5","G0001","G0001_05","inactive",651,490,874,328,762,443,366,610,572,479,875,291,716,400,375,625
"6","G0001","G0001_06","inactive",943,1173,1494,1152,872,995,1093,931,935,1051,1695,1237,701,947,1060,1217
"7","G0001","G0001_07","inactive",257,566,375,303,554,560,460,443,198,445,434,257,487,472,566,400
"8","G0001","G0001_08","inactive",997,897,1038,1019,437,971,810,1066,974,749,866,866,339,869,919,1077
"9","G0001","G0001_09","inactive",1833,1438,1385,1484,1899,1576,1603,1716,1743,1397,1630,1394,1881,1714,1458,1911
"10","G0001","G0001_10","inactive",740,819,1128,354,653,875,585,683,801,677,1239,426,565,1035,790,726
"11","G0002","G0002_01","inactive",989,1265,1305,908,767,1233,477,1209,972,1136,1382,965,775,1391,501,1448
"12","G0002","G0002_02","inactive",1049,991,605,647,1070,629,936,899,914,919,718,674,1030,649,1001,935
"13","G0002","G0002_03","inactive",3607,3237,2971,2776,2753,2870,2855,2865,3492,3323,3068,2561,2527,2760,2813,3120
"14","G0002","G0002_04","inactive",750,455,1057,867,698,740,746,901,677,423,973,764,857,762,676,963
"15","G0002","G0002_05","inactive",1926,1368,1078,1591,1482,1132,1560,920,1869,1113,1224,1539,1405,922,1291,822
"16","G0002","G0002_06","inactive",478,542,657,688,734,944,607,714,464,448,602,630,678,1045,587,785
"17","G0002","G0002_07","inactive",229,340,312,318,603,288,621,270,232,327,358,312,763,175,634,289
"18","G0002","G0002_08","inactive",824,655,543,539,414,633,663,964,683,693,505,654,339,712,615,984
"19","G0002","G0002_09","inactive",724,701,475,929,678,1148,1059,732,696,579,465,943,639,1189,745,705
"20","G0002","G0002_10","inactive",1618,1383,1514,1333,1571,1592,1142,1715,1766,1407,1674,1209,1542,1711,1169,1817
"21","G0003","G0003_01","inactive",291,430,469,436,245,474,345,279,298,411,434,327,301,541,351,318
"22","G0003","G0003_02","inactive",3035,3391,2899,2472,2696,3160,2872,2519,2970,3459,2849,2116,2686,3115,2899,2673
"23","G0003","G0003_03","inactive",618,634,491,429,652,198,447,549,603,586,519,345,614,170,483,517
"24","G0003","G0003_04","inactive",851,1271,1379,1608,997,1088,1310,1299,849,1506,1501,1656,1111,1121,1126,1266
"25","G0003","G0003_05","inactive",628,957,1300,1375,979,1355,1082,1008,689,936,1260,1353,906,1330,1240,1220
"26","G0003","G0003_06","inactive",818,547,703,646,499,652,513,639,762,559,879,474,521,678,427,762
"27","G0003","G0003_07","inactive",585,590,428,482,563,480,758,375,577,721,420,550,566,528,782,368
"28","G0003","G0003_08","inactive",938,1049,728,607,1329,1239,979,1127,1170,730,853,674,1255,1366,952,1179
"29","G0003","G0003_09","inactive",754,1225,637,1050,1081,663,1006,1115,806,1113,580,1178,999,599,876,1166
"30","G0003","G0003_10","inactive",357,148,183,240,435,162,96,207,334,115,191,289,375,118,93,186
"31","G0004","G0004_01","decreasing",1337,882,655,1184,1449,1175,1137,1269,318,290,186,346,337,308,255,297
"32","G0004","G0004_02","decreasing",2335,2075,1668,1858,2144,1391,2001,2580,617,455,431,389,373,331,532,729
"33","G0004","G0004_03","decreasing",968,754,371,1027,973,720,801,437,881,465,405,883,541,724,663,344
"34","G0004","G0004_04","decreasing",1302,520,439,426,636,468,1317,881,303,112,115,213,125,63,219,189
"35","G0004","G0004_05","decreasing",2003,1621,2081,1482,2908,3340,2153,1984,586,464,602,455,680,643,468,625
"36","G0004","G0004_06","decreasing",671,944,577,726,772,673,530,1306,251,285,165,129,218,175,158,282
"37","G0004","G0004_07","decreasing",1348,1472,1486,1228,1131,1239,1682,1685,360,407,297,236,347,350,360,571
"38","G0004","G0004_08","decreasing",2851,1457,1862,2008,2296,2127,1840,2231,731,354,495,370,520,530,448,580
"39","G0004","G0004_09","decreasing",760,881,1142,927,148,480,1081,569,242,187,180,182,35,135,282,161
"40","G0004","G0004_10","decreasing",766,947,624,456,486,317,838,555,89,378,127,163,75,65,259,52
"41","G0005","G0005_01","increasing",700,947,1191,652,821,605,838,1083,4829,4202,5433,4272,4273,3450,4309,4817
"42","G0005","G0005_02","increasing",736,802,433,558,581,427,796,510,3740,3869,2974,3024,3341,2689,4310,3876
"43","G0005","G0005_03","increasing",336,204,237,188,370,422,245,274,1517,1207,1780,1103,1224,3027,2059,1870
"44","G0005","G0005_04","increasing",102,237,140,310,128,68,96,76,371,866,437,903,593,669,762,447
"45","G0005","G0005_05","increasing",2320,1871,2174,1530,1973,2009,2096,1905,2339,1766,2500,1474,1863,2086,1984,2095
"46","G0005","G0005_06","increasing",516,404,478,451,386,433,436,358,2367,2447,2429,1724,2156,2564,2717,2332
"47","G0005","G0005_07","increasing",58,69,160,122,142,124,38,145,264,826,741,703,345,851,296,852
"48","G0005","G0005_08","increasing",94,258,188,181,125,150,167,187,725,1237,1111,1565,739,1043,1019,1552
"49","G0005","G0005_09","increasing",331,211,300,514,349,329,215,326,2277,1851,1773,2112,1711,1926,1125,2413
"50","G0005","G0005_10","increasing",112,266,389,231,296,238,88,133,1236,946,1527,1038,1800,1365,796,889
"51","G0006","G0006_01","inactive",1660,926,1341,1359,1048,1339,1129,1469,1567,902,1499,1326,952,1137,900,1410
"52","G0006","G0006_02","inactive",999,1808,1592,1929,1787,1522,2133,2003,978,1880,1734,1719,1701,1263,1859,1989
"53","G0006","G0006_03","inactive",817,903,1249,646,848,753,833,1243,946,811,1401,598,957,774,924,1226
"54","G0006","G0006_04","inactive",269,296,257,166,719,106,382,610,146,319,300,109,755,68,310,520
"55","G0006","G0006_05","inactive",192,611,679,332,538,609,362,820,272,602,851,311,462,621,403,784
"56","G0006","G0006_06","inactive",1399,1067,940,704,1301,1196,1572,1325,1294,1184,902,712,1337,1155,1386,1424
"57","G0006","G0006_07","inactive",1786,2129,2324,2285,1800,2575,2273,2591,2045,2191,2573,2106,1862,2449,2275,2844
"58","G0006","G0006_08","inactive",427,443,929,648,408,709,546,241,553,455,1028,595,440,775,563,339
"59","G0006","G0006_09","inactive",1814,1975,1879,2340,2034,2222,1619,1779,1822,1913,1882,2373,1926,2213,1572,2047
"60","G0006","G0006_10","inactive",516,653,904,592,594,945,614,493,469,610,1084,543,596,775,661,503
"61","G0007","G0007_01","decreasing",480,485,492,422,186,441,602,225,46,97,91,88,17,38,50,17
"62","G0007","G0007_02","decreasing",543,334,1005,1167,748,909,150,302,130,86,146,175,103,117,61,63
"63","G0007","G0007_03","decreasing",3755,3676,3775,5163,3627,3824,3161,3998,764,575,653,713,623,752,495,708
"64","G0007","G0007_04","decreasing",284,451,651,377,0,668,748,207,61,81,69,36,0,131,39,31
"65","G0007","G0007_05","decreasing",1890,2386,1569,1672,2054,3115,1260,1749,214,374,284,254,421,378,225,343
"66","G0007","G0007_06","decreasing",827,966,781,710,694,572,833,915,169,94,167,111,120,78,114,79
"67","G0007","G0007_07","decreasing",3844,3558,4850,4504,5180,4747,4122,3378,598,866,898,652,667,617,659,609
"68","G0007","G0007_08","decreasing",2520,2393,3438,2265,1816,2045,1694,1914,296,469,589,387,394,508,218,265
"69","G0007","G0007_09","decreasing",1557,2666,1934,1321,2200,1347,2715,1505,271,298,342,178,206,298,424,313
"70","G0007","G0007_10","decreasing",1164,1216,1038,1202,766,994,664,1455,137,166,269,151,154,132,124,328
"71","G0008","G0008_01","decreasing",1726,1622,1297,864,2002,1780,2168,1648,44,101,34,46,115,106,105,80
"72","G0008","G0008_02","decreasing",1846,1421,2041,2851,2174,1088,2317,2316,18,93,113,148,72,92,72,105
"73","G0008","G0008_03","decreasing",2773,1276,1736,805,1737,1612,1274,617,94,125,117,19,171,95,99,54
"74","G0008","G0008_04","decreasing",421,546,536,488,268,257,1005,589,1,0,104,10,2,9,78,23
"75","G0008","G0008_05","decreasing",589,337,230,446,328,329,439,387,541,262,289,389,254,192,371,413
"76","G0008","G0008_06","decreasing",135,233,411,221,274,657,546,480,9,11,32,29,15,71,43,10
"77","G0008","G0008_07","decreasing",2489,1964,2991,2556,1528,1151,1358,953,170,127,159,88,70,193,162,134
"78","G0008","G0008_08","decreasing",1158,1706,1701,558,768,1052,1882,1075,68,26,14,8,33,46,31,58
"79","G0008","G0008_09","decreasing",1970,549,1722,286,935,1088,714,836,144,4,72,58,78,33,78,78
"80","G0008","G0008_10","decreasing",5807,4034,5302,4941,3715,4268,4498,5503,176,344,375,431,359,287,381,293
"81","G0009","G0009_01","decreasing",591,1108,754,630,540,812,974,380,317,641,548,473,330,697,595,348
"82","G0009","G0009_02","decreasing",651,949,690,839,619,556,851,355,444,513,477,553,409,583,527,275
"83","G0009","G0009_03","decreasing",178,681,446,620,671,518,456,771,137,438,352,350,381,278,288,515
"84","G0009","G0009_04","decreasing",2233,1645,1490,1769,1820,1262,1242,1729,1889,1506,1629,1823,1422,1145,1080,1763
"85","G0009","G0009_05","decreasing",185,365,568,212,708,187,489,302,186,392,523,218,638,218,409,319
"86","G0009","G0009_06","decreasing",2065,2229,1735,2629,1503,1577,2207,1849,1341,1445,1255,1885,862,999,1331,1353
"87","G0009","G0009_07","decreasing",711,328,312,310,257,364,381,401,490,222,167,233,134,236,284,239
"88","G0009","G0009_08","decreasing",383,599,414,693,261,461,620,329,326,389,281,349,203,300,446,198
"89","G0009","G0009_09","decreasing",792,723,575,625,1216,1555,691,1113,470,476,415,294,746,779,412,778
"90","G0009","G0009_10","decreasing",1342,524,761,725,832,1097,729,1620,893,379,512,482,577,816,494,939
"91","G0010","G0010_01","inactive",686,332,686,261,505,908,770,458,503,214,809,194,442,894,861,564
"92","G0010","G0010_02","inactive",504,820,587,444,464,609,680,525,475,978,662,477,442,523,561,730
"93","G0010","G0010_03","inactive",373,104,51,267,52,278,129,138,343,124,37,285,83,229,114,159
"94","G0010","G0010_04","inactive",965,1030,403,956,748,901,1031,738,860,980,451,870,679,946,992,746
"95","G0010","G0010_05","inactive",877,1201,1252,665,866,767,1024,769,761,1240,1281,695,940,657,749,834
"96","G0010","G0010_06","inactive",906,328,818,527,415,987,637,525,869,361,848,506,464,1114,570,462
"97","G0010","G0010_07","inactive",432,825,882,789,543,713,586,772,451,828,1065,721,443,614,521,820
"98","G0010","G0010_08","inactive",473,514,412,324,167,712,360,222,399,520,408,408,192,754,359,203
"99","G0010","G0010_09","inactive",669,453,382,764,460,473,509,751,719,370,543,697,415,547,536,591
"100","G0010","G0010_10","inactive",1230,641,613,1064,789,729,729,843,1257,642,629,1017,932,696,635,812
"101","G0011","G0011_01","increasing",664,1021,748,975,931,1103,1119,1337,1306,1961,1666,2223,2042,2171,1883,2511
"102","G0011","G0011_02","increasing",785,743,631,601,803,626,667,601,1632,1475,1511,1008,1389,1517,1493,1494
"103","G0011","G0011_03","increasing",408,343,433,451,498,473,407,360,801,701,1023,753,958,1111,981,587
"104","G0011","G0011_04","increasing",554,795,562,717,366,695,661,806,1121,1453,1388,1226,796,1397,1318,1358
"105","G0011","G0011_05","increasing",222,176,124,168,74,213,165,111,506,324,233,403,233,458,391,265
"106","G0011","G0011_06","increasing",335,395,225,370,273,363,369,358,650,776,370,840,320,669,720,645
"107","G0011","G0011_07","increasing",2628,2750,2320,2495,2937,2502,2261,2340,5087,5774,5212,5174,5008,5320,4602,5545
"108","G0011","G0011_08","increasing",2638,3241,2675,2614,3138,2641,3052,2585,4799,6688,6217,4959,5639,5177,6165,5072
"109","G0011","G0011_09","increasing",332,344,606,404,414,367,449,144,703,931,1162,859,971,719,810,274
"110","G0011","G0011_10","increasing",1001,1130,922,966,1019,874,1206,1206,1050,1222,1040,933,1074,906,1223,1322
"111","G0012","G0012_01","increasing",185,121,117,119,182,108,212,252,585,619,770,612,1294,861,1128,471
"112","G0012","G0012_02","increasing",1095,1488,1187,1415,1355,1407,1677,1393,6431,8142,7077,7082,7529,8738,8097,7385
"113","G0012","G0012_03","increasing",942,861,989,778,722,699,864,794,5460,4384,7050,4849,2937,4582,4536,5211
"114","G0012","G0012_04","increasing",541,468,373,488,874,439,801,678,2780,4166,3505,2753,3866,3502,3950,4581
"115","G0012","G0012_05","increasing",232,96,216,198,172,391,173,408,1917,960,836,706,661,1449,1167,1118
"116","G0012","G0012_06","increasing",394,652,635,398,415,360,442,810,2154,3681,3566,2612,2694,1149,3418,3139
"117","G0012","G0012_07","increasing",100,198,68,232,267,268,212,138,950,659,653,1166,867,871,1314,1172
"118","G0012","G0012_08","increasing",221,268,452,386,435,243,553,460,1520,1355,2862,1949,2469,1289,2626,1891
"119","G0012","G0012_09","increasing",222,435,496,186,206,353,304,351,205,450,522,142,240,467,350,393
"120","G0012","G0012_10","increasing",179,146,84,251,203,104,144,53,1006,887,1017,1295,972,932,752,1014
"121","G0013","G0013_01","inactive",1720,2044,1582,1284,1845,1250,1412,1577,1614,2146,1582,1283,1656,1165,1455,1534
"122","G0013","G0013_02","inactive",679,944,671,942,458,791,1253,924,629,752,682,932,347,938,1051,902
"123","G0013","G0013_03","inactive",952,820,1244,567,976,704,759,829,919,765,1186,666,771,873,838,701
"124","G0013","G0013_04","inactive",340,210,357,235,361,398,389,561,330,206,423,292,377,494,325,464
"125","G0013","G0013_05","inactive",268,327,123,89,114,532,271,381,282,375,131,114,53,466,274,353
"126","G0013","G0013_06","inactive",468,362,460,383,992,665,176,662,468,466,585,345,945,601,171,766
"127","G0013","G0013_07","inactive",1161,422,248,348,623,682,442,1020,982,503,334,312,705,609,432,1223
"128","G0013","G0013_08","inactive",856,668,1107,913,1205,1097,1351,786,929,622,1119,842,1112,1240,1237,855
"129","G0013","G0013_09","inactive",985,1023,1037,851,746,1162,762,802,879,987,1037,838,719,1242,860,829
"130","G0013","G0013_10","inactive",487,826,660,948,710,398,643,414,621,740,691,893,536,374,651,450
"131","G0014","G0014_01","inactive",540,543,768,1266,703,881,958,710,478,476,773,1027,683,774,989,731
"132","G0014","G0014_02","inactive",856,966,333,446,733,395,605,478,898,898,360,460,746,543,501,501
"133","G0014","G0014_03","inactive",550,642,588,888,615,556,887,606,429,494,610,890,597,552,732,760
"134","G0014","G0014_04","inactive",986,1039,603,1635,1732,1785,930,1958,1018,1026,735,1714,1759,1795,1160,1848
"135","G0014","G0014_05","inactive",1298,1340,1627,1086,1507,1292,1765,1480,1299,1278,1563,1062,1316,1310,1848,1722
"136","G0014","G0014_06","inactive",910,1021,541,1007,705,845,1183,1180,774,1078,545,937,718,866,1108,1426
"137","G0014","G0014_07","inactive",1464,1198,1141,1595,2248,1737,1261,1469,1597,1558,1424,1742,2134,1571,1146,1577
"138","G0014","G0014_08","inactive",358,515,252,491,538,339,522,372,372,419,216,416,484,367,417,350
"139","G0014","G0014_09","inactive",299,131,166,232,284,115,319,262,282,110,203,254,256,218,217,245
"140","G0014","G0014_10","inactive",872,417,616,422,356,714,670,335,804,470,611,391,301,757,409,316
"141","G0015","G0015_01","inactive",1344,1041,1347,1208,1107,1327,1160,1683,1254,1088,1459,1034,1029,1234,1038,1831
"142","G0015","G0015_02","inactive",632,741,389,702,746,837,668,712,835,723,455,557,638,896,636,795
"143","G0015","G0015_03","inactive",1944,1772,1796,1949,1250,1299,1715,1604,1960,1667,1975,1819,1336,1206,1678,1779
"144","G0015","G0015_04","inactive",1943,1916,1413,1285,1073,1010,1307,1410,1978,1741,1474,1220,1119,1097,1193,1602
"145","G0015","G0015_05","inactive",457,371,515,597,620,449,627,665,493,516,684,465,640,489,689,766
"146","G0015","G0015_06","inactive",436,456,278,203,571,75,236,517,429,456,327,230,472,91,229,539
"147","G0015","G0015_07","inactive",946,765,837,1140,1103,680,1166,838,1124,774,886,974,1208,726,1043,962
"148","G0015","G0015_08","inactive",544,616,562,313,301,360,398,719,565,449,631,258,265,273,450,689
"149","G0015","G0015_09","inactive",622,597,733,477,326,487,521,341,593,524,831,627,334,550,622,319
"150","G0015","G0015_10","inactive",812,1220,802,910,908,899,881,810,933,1287,1006,1086,1182,715,921,1011
"151","G0016","G0016_01","inactive",1370,956,985,888,1194,896,805,1203,1251,927,988,841,1037,955,704,1417
"152","G0016","G0016_02","inactive",508,474,601,642,830,711,796,381,503,539,556,631,693,732,789,426
"153","G0016","G0016_03","inactive",547,409,408,288,645,334,371,684,567,453,359,280,735,395,366,842
"154","G0016","G0016_04","inactive",1545,937,1399,1104,1156,1491,1283,1220,1234,999,1140,1045,1100,1662,1326,1219
"155","G0016","G0016_05","inactive",405,349,737,574,515,391,522,320,375,362,779,608,462,378,547,398
"156","G0016","G0016_06","inactive",423,473,312,148,234,519,428,381,412,508,416,187,288,474,495,529
"157","G0016","G0016_07","inactive",539,341,129,197,348,209,154,115,470,402,148,119,237,295,157,193
"158","G0016","G0016_08","inactive",731,516,463,558,660,895,370,572,670,474,491,543,701,793,446,534
"159","G0016","G0016_09","inactive",353,299,248,569,664,427,241,547,352,251,298,580,611,536,347,562
"160","G0016","G0016_10","inactive",902,641,814,665,763,920,840,815,813,603,832,602,740,1022,764,829
"161","G0017","G0017_01","decreasing",1978,1766,1843,2783,1891,1685,2803,1576,520,539,391,590,442,443,546,529
"162","G0017","G0017_02","decreasing",1144,1566,1041,1294,1174,1159,1714,1741,498,381,322,552,318,358,612,595
"163","G0017","G0017_03","decreasing",535,364,484,187,344,230,451,268,112,181,193,32,25,64,126,113
"164","G0017","G0017_04","decreasing",568,135,457,933,363,745,354,604,156,78,130,316,94,271,53,54
"165","G0017","G0017_05","decreasing",1885,1585,2047,1635,1687,2205,1928,2147,483,585,550,366,475,648,511,633
"166","G0017","G0017_06","decreasing",3377,3235,2286,3429,3751,2443,3534,3225,829,988,843,968,1078,627,791,993
"167","G0017","G0017_07","decreasing",655,590,296,678,440,168,572,264,282,105,79,120,103,111,160,35
"168","G0017","G0017_08","decreasing",1922,2047,1772,1831,1903,1380,1756,1320,444,468,394,483,401,357,663,381
"169","G0017","G0017_09","decreasing",1076,400,688,883,526,868,882,1104,306,78,254,159,118,268,284,238
"170","G0017","G0017_10","decreasing",1217,1049,1361,1415,1933,1712,1916,1118,282,401,387,333,358,399,326,378
"171","G0018","G0018_01","inactive",359,300,602,241,404,243,320,479,309,340,736,237,350,268,485,441
"172","G0018","G0018_02","inactive",565,330,551,552,814,577,380,583,584,377,714,582,766,560,474,606
"173","G0018","G0018_03","inactive",898,1441,1402,1254,888,1151,1287,886,775,1405,1370,1281,1071,1299,960,854
"174","G0018","G0018_04","inactive",354,748,497,591,111,723,295,748,453,776,568,522,145,611,244,656
"175","G0018","G0018_05","inactive",758,1198,718,626,543,721,876,780,842,1041,744,675,576,715,816,832
"176","G0018","G0018_06","inactive",2183,1264,2120,1555,1597,1570,1873,1397,2340,1458,1975,1476,1523,1504,1723,1569
"177","G0018","G0018_07","inactive",1946,1763,2166,1737,1578,1365,1843,1895,1687,1731,2339,1552,1663,1479,1826,2044
"178","G0018","G0018_08","inactive",1288,879,1281,1152,888,1116,1128,809,1288,879,1414,903,846,963,1142,998
"179","G0018","G0018_09","inactive",357,483,806,794,846,255,488,416,286,409,916,814,737,363,423,421
"180","G0018","G0018_10","inactive",2213,2237,2051,2558,2541,1985,2509,2154,2011,2109,2152,2606,2431,2063,2319,2256
"181","G0019","G0019_01","inactive",540,432,515,549,594,360,466,330,627,395,576,467,588,330,392,339
"182","G0019","G0019_02","inactive",475,588,599,579,423,673,364,401,367,506,601,529,452,734,377,455
"183","G0019","G0019_03","inactive",1286,2122,1084,1385,1321,1586,1264,1398,1292,2111,1198,1239,1111,1760,1071,1320
"184","G0019","G0019_04","inactive",416,521,63,148,299,505,299,438,508,456,42,178,249,387,255,424
"185","G0019","G0019_05","inactive",1947,2142,2045,1748,1930,1701,1214,1725,1778,2045,2292,1697,1748,1728,1012,1958
"186","G0019","G0019_06","inactive",315,723,391,482,364,318,612,187,339,715,422,441,312,305,485,228
"187","G0019","G0019_07","inactive",678,524,581,815,691,422,566,555,721,515,643,742,479,487,427,527
"188","G0019","G0019_08","inactive",868,686,745,753,1385,529,945,838,881,740,1034,631,1477,545,1066,895
"189","G0019","G0019_09","inactive",553,496,591,660,681,352,742,522,483,377,621,661,840,350,1003,543
"190","G0019","G0019_10","inactive",883,1239,778,985,1052,1020,1384,901,787,1130,961,886,1313,1027,1280,1037
"191","G0020","G0020_01","inactive",1130,722,460,766,709,526,558,721,957,601,567,819,543,574,493,782
"192","G0020","G0020_02","inactive",792,756,643,1008,728,779,1160,1211,854,659,776,1148,646,818,1156,1285
"193","G0020","G0020_03","inactive",759,938,1034,797,1082,799,625,826,694,725,1035,759,860,774,600,874
"194","G0020","G0020_04","inactive",295,456,562,587,497,431,84,299,312,475,492,500,387,418,106,324
"195","G0020","G0020_05","inactive",647,864,239,460,324,486,564,597,557,722,317,523,296,504,459,554
"196","G0020","G0020_06","inactive",163,73,82,149,161,49,105,79,146,54,105,102,129,55,76,80
"197","G0020","G0020_07","inactive",175,292,273,158,115,193,234,352,117,356,263,152,70,202,180,316
"198","G0020","G0020_08","inactive",570,542,208,429,230,414,336,185,441,510,192,429,214,385,245,184
"199","G0020","G0020_09","inactive",1272,1217,914,783,1157,1056,1047,879,1165,1187,889,848,1059,1032,1015,1133
"200","G0020","G0020_10","inactive",1207,1099,1011,1679,1706,1175,1544,1227,1174,1059,1026,1575,1667,1356,1601,1026
"201","G0021","G0021_01","inactive",819,801,803,661,1017,824,629,994,811,785,947,558,970,707,625,1207
"202","G0021","G0021_02","inactive",414,276,397,376,368,284,485,774,449,414,515,328,400,283,392,693
"203","G0021","G0021_03","inactive",338,223,287,548,566,160,493,285,308,191,429,441,465,115,384,366
"204","G0021","G0021_04","inactive",179,199,155,279,237,211,523,450,175,221,122,339,272,159,441,351
"205","G0021","G0021_05","inactive",739,665,854,824,758,767,964,1078,715,732,1018,844,843,836,916,945
"206","G0021","G0021_06","inactive",4948,3958,4149,4099,3530,4118,4142,4293,4986,4049,4407,3975,3430,4320,4000,4178
"207","G0021","G0021_07","inactive",862,695,692,796,528,1094,835,903,988,753,692,876,465,1204,710,920
"208","G0021","G0021_08","inactive",732,731,613,733,944,804,612,675,627,810,788,636,963,825,775,729
"209","G0021","G0021_09","inactive",291,380,213,454,140,633,197,387,373,430,178,546,132,620,179,483
"210","G0021","G0021_10","inactive",125,139,99,59,136,0,129,254,105,71,68,29,118,0,149,225
"211","G0022","G0022_01","inactive",436,393,535,532,347,183,648,305,516,445,449,545,368,232,706,232
"212","G0022","G0022_02","inactive",397,174,430,426,325,279,332,538,379,254,500,415,375,241,280,544
"213","G0022","G0022_03","inactive",1209,848,686,845,1185,1382,692,997,1249,735,734,799,953,1233,766,1171
"214","G0022","G0022_04","inactive",493,1201,826,756,659,881,856,1259,546,1178,921,707,553,1018,766,1152
"215","G0022","G0022_05","inactive",710,840,729,770,430,663,907,583,703,922,979,646,459,704,793,771
"216","G0022","G0022_06","inactive",799,629,485,720,457,968,296,497,675,563,497,674,432,978,273,483
"217","G0022","G0022_07","inactive",447,436,304,281,189,213,320,232,462,380,256,248,215,302,318,330
"218","G0022","G0022_08","inactive",1390,1069,1209,812,1244,938,773,913,1431,1053,1406,767,1230,938,731,1081
"219","G0022","G0022_09","inactive",366,319,395,429,373,368,479,299,392,320,451,477,277,392,498,325
"220","G0022","G0022_10","inactive",3413,3616,3961,2990,4272,3521,3990,3583,3490,4004,3981,2978,4122,3728,3648,3707
"221","G0023","G0023_01","inactive",995,841,742,552,467,683,763,698,1116,1012,582,462,456,767,545,629
"222","G0023","G0023_02","inactive",614,319,568,432,445,265,637,310,622,273,487,488,364,273,503,299
"223","G0023","G0023_03","inactive",2922,3115,2632,2446,3437,3155,2925,2692,2668,3128,2787,2756,3077,3274,2603,2775
"224","G0023","G0023_04","inactive",364,572,262,155,244,202,265,380,540,529,233,111,274,201,279,403
"225","G0023","G0023_05","inactive",859,1169,670,560,674,843,938,903,795,1108,725,540,571,769,855,1188
"226","G0023","G0023_06","inactive",1271,1331,1166,735,898,1405,1106,1112,1246,1131,1268,777,945,1301,1025,1106
"227","G0023","G0023_07","inactive",717,697,683,1023,918,685,760,806,952,658,765,1068,960,648,709,801
"228","G0023","G0023_08","inactive",940,911,1456,1034,862,1124,793,1388,865,845,1562,938,954,1112,809,1391
"229","G0023","G0023_09","inactive",522,591,392,344,309,199,408,257,421,601,447,253,410,288,474,295
"230","G0023","G0023_10","inactive",1758,1761,1352,1417,1785,1617,1822,1137,1643,1630,1378,1197,1555,1690,1653,1348
"231","G0024","G0024_01","decreasing",1687,1856,1674,1950,1952,1593,1134,1287,347,314,344,226,390,148,339,243
"232","G0024","G0024_02","decreasing",532,336,273,440,119,53,196,195,375,210,307,361,182,59,184,197
"233","G0024","G0024_03","decreasing",1729,1559,1440,751,1260,853,1603,1736,152,290,410,133,231,186,196,157
"234","G0024","G0024_04","decreasing",2218,1809,1955,2433,2511,2579,2267,2034,407,396,498,291,349,333,327,397
"235","G0024","G0024_05","decreasing",2691,2822,2900,3598,1890,2077,2569,2366,513,456,508,537,386,238,268,294
"236","G0024","G0024_06","decreasing",1889,1957,2106,2684,1555,2222,3109,2236,231,314,259,491,165,327,395,367
"237","G0024","G0024_07","decreasing",777,301,324,761,312,698,572,703,122,49,51,192,39,92,145,161
"238","G0024","G0024_08","decreasing",3098,2230,2503,2834,2844,3699,2742,3240,687,344,484,450,507,707,524,815
"239","G0024","G0024_09","decreasing",1776,3227,2466,2772,2237,2738,2037,2155,374,666,359,383,260,504,437,339
"240","G0024","G0024_10","decreasing",5098,2809,3798,4144,2969,2497,3392,4014,975,367,853,547,474,525,535,626
"241","G0025","G0025_01","inactive",390,655,656,873,728,539,901,568,413,644,692,843,653,559,1107,719
"242","G0025","G0025_02","inactive",35,185,227,198,209,152,180,239,55,173,280,231,293,113,177,228
"243","G0025","G0025_03","inactive",601,1081,1124,807,424,797,885,588,516,1028,1254,882,454,847,780,541
"244","G0025","G0025_04","inactive",378,567,799,877,772,763,460,605,339,518,890,932,625,693,574,635
"245","G0025","G0025_05","inactive",1797,1779,1942,1632,1676,1969,1761,1669,1596,1728,1890,1702,1569,1932,1688,1905
"246","G0025","G0025_06","inactive",88,130,76,91,208,127,124,230,100,183,132,95,173,130,118,263
"247","G0025","G0025_07","inactive",799,739,785,667,449,579,756,744,656,741,812,604,444,485,759,710
"248","G0025","G0025_08","inactive",873,863,722,511,1040,634,605,827,963,927,850,554,803,642,683,832
"249","G0025","G0025_09","inactive",1109,1423,866,1550,1361,1093,1430,1206,1059,1193,651,1493,1160,1141,1445,1237
"250","G0025","G0025_10","inactive",379,530,211,509,356,534,448,92,370,451,183,525,375,439,523,79
"251","G0026","G0026_01","inactive",674,630,731,375,896,816,476,510,762,577,946,458,751,696,486,489
"252","G0026","G0026_02","inactive",1828,1524,1108,1268,2258,1546,2016,1762,1910,1549,1080,1272,2267,1663,2017,1897
"253","G0026","G0026_03","inactive",1759,2144,1598,2182,1941,2325,2079,2172,1682,2208,1738,2240,1781,2037,2093,2194
"254","G0026","G0026_04","inactive",594,965,982,1153,1278,779,1144,1379,744,1023,1029,1144,1267,807,1238,1496
"255","G0026","G0026_05","inactive",484,662,1060,658,674,505,624,534,578,641,980,554,577,456,579,534
"256","G0026","G0026_06","inactive",787,1037,1073,1144,1163,1148,1063,1343,790,1051,1085,1316,1131,1195,1004,1276
"257","G0026","G0026_07","inactive",171,102,206,188,0,73,166,53,145,97,200,136,0,107,185,42
