"","gene","sgRNA","class","L1","L2","L3","L4","H1","H2","H3","H4"
"1","G0001","G0001_01","inactive",3,4,4,5,3,9,4,0
"2","G0001","G0001_02","inactive",22,26,13,17,32,29,20,7
"3","G0001","G0001_03","inactive",4,6,2,3,2,4,3,1
"4","G0001","G0001_04","inactive",12,9,6,3,18,13,16,8
"5","G0001","G0001_05","inactive",3,3,2,3,2,1,2,1
"6","G0001","G0001_06","inactive",20,14,5,10,20,8,27,14
"7","G0001","G0001_07","inactive",8,11,10,9,10,22,25,13
"8","G0001","G0001_08","inactive",20,21,11,15,23,25,30,20
"9","G0001","G0001_09","inactive",49,26,21,15,40,45,48,25
"10","G0001","G0001_10","inactive",8,10,4,6,5,14,12,2
"11","G0002","G0002_01","decreasing",11,11,1,7,5,7,5,3
"12","G0002","G0002_02","decreasing",9,6,6,7,3,1,1,4
"13","G0002","G0002_03","decreasing",14,8,2,11,4,6,5,4
"14","G0002","G0002_04","decreasing",12,30,8,17,14,18,9,2
"15","G0002","G0002_05","decreasing",3,7,7,4,9,3,10,2
"16","G0002","G0002_06","decreasing",8,10,1,7,3,2,1,5
"17","G0002","G0002_07","decreasing",13,12,10,22,7,7,13,6
"18","G0002","G0002_08","decreasing",30,27,16,26,16,18,5,11
"19","G0002","G0002_09","decreasing",6,9,7,9,1,9,8,8
"20","G0002","G0002_10","decreasing",16,8,7,11,7,6,9,1
"21","G0003","G0003_01","inactive",8,8,6,10,9,7,9,8
"22","G0003","G0003_02","inactive",9,12,2,4,10,8,8,9
"23","G0003","G0003_03","inactive",7,5,2,5,7,5,6,5
"24","G0003","G0003_04","inactive",21,20,17,27,15,33,31,17
"25","G0003","G0003_05","inactive",16,9,9,7,8,12,10,14
"26","G0003","G0003_06","inactive",2,6,1,12,6,6,4,5
"27","G0003","G0003_07","inactive",15,5,5,6,11,10,8,4
"28","G0003","G0003_08","inactive",13,8,4,5,9,8,12,4
"29","G0003","G0003_09","inactive",8,14,7,14,10,14,15,12
"30","G0003","G0003_10","inactive",6,11,1,4,3,13,5,3
"31","G0004","G0004_01","inactive",9,9,2,5,14,7,7,7
"32","G0004","G0004_02","inactive",13,19,5,9,11,29,11,9
"33","G0004","G0004_03","inactive",24,17,7,18,19,14,14,17
"34","G0004","G0004_04","inactive",19,25,18,24,30,27,30,21
"35","G0004","G0004_05","inactive",32,21,11,17,30,19,30,24
"36","G0004","G0004_06","inactive",19,15,15,6,19,23,23,19
"37","G0004","G0004_07","inactive",8,3,1,9,6,9,10,3
"38","G0004","G0004_08","inactive",1,0,1,5,2,0,2,3
"39","G0004","G0004_09","inactive",9,4,2,3,7,5,1,5
"40","G0004","G0004_10","inactive",15,10,13,11,10,11,25,11
"41","G0005","G0005_01","inactive",12,4,5,6,12,4,9,4
"42","G0005","G0005_02","inactive",7,14,2,6,8,17,8,4
"43","G0005","G0005_03","inactive",1,4,4,2,3,4,7,7
"44","G0005","G0005_04","inactive",1,2,1,3,1,4,1,3
"45","G0005","G0005_05","inactive",13,12,2,11,12,8,18,9
"46","G0005","G0005_06","inactive",3,7,2,4,1,10,8,4
"47","G0005","G0005_07","inactive",19,14,8,21,12,19,15,21
"48","G0005","G0005_08","inactive",27,36,19,23,30,40,41,20
"49","G0005","G0005_09","inactive",6,6,4,4,6,8,5,7
"50","G0005","G0005_10","inactive",7,8,7,3,5,13,8,5
"51","G0006","G0006_01","inactive",2,1,0,1,1,0,2,2
"52","G0006","G0006_02","inactive",22,9,9,20,21,17,20,17
"53","G0006","G0006_03","inactive",12,3,3,3,7,5,6,5
"54","G0006","G0006_04","inactive",2,3,2,2,0,2,9,5
"55","G0006","G0006_05","inactive",25,25,9,13,19,28,27,16
"56","G0006","G0006_06","inactive",8,11,1,5,4,12,8,7
"57","G0006","G0006_07","inactive",13,8,10,7,5,7,6,4
"58","G0006","G0006_08","inactive",7,8,2,5,5,11,8,6
"59","G0006","G0006_09","inactive",72,55,32,42,56,48,55,36
"60","G0006","G0006_10","inactive",7,5,7,15,5,23,9,20
"61","G0007","G0007_01","inactive",11,13,4,11,9,22,30,13
"62","G0007","G0007_02","inactive",38,24,10,23,20,32,29,14
"63","G0007","G0007_03","inactive",6,5,3,1,5,1,6,1
"64","G0007","G0007_04","inactive",1,9,0,1,2,7,2,4
"65","G0007","G0007_05","inactive",4,2,2,2,1,6,3,2
"66","G0007","G0007_06","inactive",35,41,27,26,25,46,37,18
"67","G0007","G0007_07","inactive",9,3,3,5,12,6,2,2
"68","G0007","G0007_08","inactive",2,6,5,6,2,6,7,4
"69","G0007","G0007_09","inactive",11,12,1,5,5,11,7,10
"70","G0007","G0007_10","inactive",7,8,2,10,9,8,6,6
"71","G0008","G0008_01","inactive",1,11,3,4,0,12,5,3
"72","G0008","G0008_02","inactive",2,0,2,1,4,2,7,0
"73","G0008","G0008_03","inactive",24,24,23,25,29,34,46,38
"74","G0008","G0008_04","inactive",1,7,2,3,2,7,2,4
"75","G0008","G0008_05","inactive",2,6,3,6,3,2,8,0
"76","G0008","G0008_06","inactive",4,7,1,4,1,6,3,2
"77","G0008","G0008_07","inactive",8,9,6,2,5,14,15,6
"78","G0008","G0008_08","inactive",12,12,15,5,8,13,13,4
"79","G0008","G0008_09","inactive",4,7,1,6,6,5,7,4
"80","G0008","G0008_10","inactive",28,26,17,19,29,34,30,20
"81","G0009","G0009_01","inactive",1,1,3,4,4,8,3,2
"82","G0009","G0009_02","inactive",19,12,4,11,13,7,10,7
"83","G0009","G0009_03","inactive",13,12,6,5,6,21,14,7
"84","G0009","G0009_04","inactive",24,9,7,13,18,20,23,17
"85","G0009","G0009_05","inactive",2,3,2,3,0,7,3,3
"86","G0009","G0009_06","inactive",3,6,5,3,1,6,9,4
"87","G0009","G0009_07","inactive",37,22,7,24,32,24,24,22
"88","G0009","G0009_08","inactive",2,12,1,4,3,8,5,2
