"","gene","sgRNA","class","L1","L2","L3","L4","H1","H2","H3","H4"
"1","G0001","G0001_01","inactive",285,295,231,462,366,290,196,424
"2","G0001","G0001_02","inactive",563,563,366,883,435,463,471,878
"3","G0001","G0001_03","inactive",528,470,413,306,508,596,467,368
"4","G0001","G0001_04","inactive",688,717,492,340,772,574,419,338
"5","G0001","G0001_05","inactive",305,437,248,468,363,432,334,462
"6","G0001","G0001_06","inactive",459,287,397,349,413,282,406,386
"7","G0001","G0001_07","inactive",396,396,295,186,459,459,294,208
"8","G0001","G0001_08","inactive",489,630,694,320,439,598,616,622
"9","G0001","G0001_09","inactive",89,60,68,110,47,110,106,65
"10","G0001","G0001_10","inactive",74,195,83,50,70,234,75,22
"11","G0002","G0002_01","inactive",922,775,616,771,900,763,686,773
"12","G0002","G0002_02","inactive",553,500,570,355,566,564,629,377
"13","G0002","G0002_03","inactive",33,252,79,50,51,165,110,52
"14","G0002","G0002_04","inactive",164,391,326,114,152,391,328,195
"15","G0002","G0002_05","inactive",195,64,253,224,246,79,214,206
"16","G0002","G0002_06","inactive",721,553,641,587,599,582,634,562
"17","G0002","G0002_07","inactive",382,305,193,246,416,298,278,266
"18","G0002","G0002_08","inactive",154,123,117,186,180,143,153,155
"19","G0002","G0002_09","inactive",403,543,319,183,429,431,310,262
"20","G0002","G0002_10","inactive",676,1032,960,1271,698,873,911,1486
"21","G0003","G0003_01","inactive",1263,1028,1239,1582,1359,886,1108,1530
"22","G0003","G0003_02","inactive",585,323,479,244,710,352,424,295
"23","G0003","G0003_03","inactive",781,752,619,921,727,809,652,979
"24","G0003","G0003_04","inactive",621,767,546,659,722,916,623,748
"25","G0003","G0003_05","inactive",1391,1411,1856,1655,1342,1371,1574,1923
"26","G0003","G0003_06","inactive",147,295,235,372,91,203,247,351
"27","G0003","G0003_07","inactive",159,7,183,207,182,15,196,257
"28","G0003","G0003_08","inactive",711,496,456,490,650,485,419,606
"29","G0003","G0003_09","inactive",105,216,225,216,94,173,194,197
"30","G0003","G0003_10","inactive",718,584,454,231,634,443,461,293
"31","G0004","G0004_01","inactive",962,806,1204,792,999,777,1250,1057
"32","G0004","G0004_02","inactive",316,481,359,343,445,391,411,336
"33","G0004","G0004_03","inactive",197,249,223,178,158,233,310,148
"34","G0004","G0004_04","inactive",445,537,475,358,634,488,519,448
"35","G0004","G0004_05","inactive",1202,983,873,844,1114,1003,925,828
"36","G0004","G0004_06","inactive",507,452,281,330,433,539,292,424
"37","G0004","G0004_07","inactive",442,363,370,501,481,268,401,592
"38","G0004","G0004_08","inactive",122,121,191,251,103,143,90,243
"39","G0004","G0004_09","inactive",2120,2270,2221,1684,2115,2131,2371,1876
"40","G0004","G0004_10","inactive",401,373,434,327,406,405,668,403
"41","G0005","G0005_01","inactive",175,165,124,130,169,206,126,127
"42","G0005","G0005_02","inactive",536,450,641,691,526,356,616,762
"43","G0005","G0005_03","inactive",818,850,349,645,780,813,410,658
"44","G0005","G0005_04","inactive",259,283,330,215,417,305,402,232
"45","G0005","G0005_05","inactive",378,580,396,329,317,532,344,349
"46","G0005","G0005_06","inactive",187,80,231,216,188,97,201,190
"47","G0005","G0005_07","inactive",549,489,334,537,474,350,318,554
